GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE132283_MTB_control_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_control_blood_monocytes_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE211974_MTB_control_48h_blood_THP-1_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
10891	0	-0.6569738780654268	-1.5905040992717854	-0.1422342249988698	0	0	-0.49204970502342193	0	0	-0.13644885779729338	-0.9355447261971004	0	0	0	0	-0.7675134788267636	-0.7675134788267636	-0.7609862420458258
6388	0	0	0	0	0	0	0	0	-0.5112359564445147	0	0	0	-0.0394207562127226	-0.13153881903555364	0	0	0	-0.08674754691249925
55621	0	-0.8190139564127619	-0.3587047721068464	-0.09128133867033064	-0.1931287637114577	0	0	-0.2240358825039422	-0.8904095030599893	0	-0.01346771762573289	0	0	-0.1681396585562991	0	0	0	-0.04873925814624926
27020	0	0	0	0	0	0	0	0	0	0	-0.06715212793738899	0	0	-0.5266855549159668	0	0	0	0
79033	0	-0.715098425150667	-0.17076534251838887	-0.0558252392522695	-0.2900775559473976	-0.13917519088654437	-0.04071683811353117	-0.1515726570405071	-0.7211135388012294	0	-0.1128616934724594	-0.3207852316165031	-0.1027647518458162	-0.07241627980459861	0	-0.14000310541671163	-0.14000310541671163	-0.18117442768946407
55009	0	-0.801719110775657	-0.527266213067993	0	-0.18243654486246816	-0.1116346866879142	0	-0.01413497192263377	-1.2703508426790486	0	0	-0.4291348761193983	-0.15119439015121236	-0.6088008959040497	0	0	0	-0.2690759875495611
7071	0	0	0	0	-0.0482269351851696	0	0	0	0	0	0	0	0	-1.2077052052669597	-0.17485400301782345	0	0	0
170961	0	-0.9493122907578178	-0.8649522373015335	-0.40025530385294833	-0.4263508638448513	-0.33379719160484	-0.1621384641455104	0	-1.8226426559869144	-1.3463674828071384	-0.17888447694124085	0	-0.0049176915811564	-0.4659381161233622	0	-0.20828145032256928	-0.20828145032256928	0
55039	0	0	0	-0.04590546898238912	-0.2710150365191698	-0.15980592927111542	-0.11336259713342876	0	-0.8182879744999204	-0.11483321432542988	0	-0.17856490536691746	-0.09526627975333583	-0.4054115592925798	-0.04300341365181963	-0.01680379309411375	-0.01680379309411375	-0.02310881089677676
64599	0	-0.051377564563847	0	-0.125964355058185	-0.00251113920244321	-0.2941957962116778	-0.01561030181254456	-0.02992048861953114	0	0	-0.01187150369326624	-0.15827714366120132	0	0	-0.01938828143964189	-0.01816254025823532	-0.01816254025823532	-0.2536202494032247
163747	0	0	0	0	0	0	-0.7085567294965395	-0.6591430254758798	0	0	0	0	0	0	0	0	0	0
51110	0	-0.11368079455003678	0	-0.00660172040465819	0	-0.12905132900949742	-0.07474698276907298	0	-0.9883069502037098	-0.8936880600706171	0	-0.4392941928886649	0	-0.9719176863576492	-0.1926152439647052	0	0	-0.083680054561342
23787	0	0	0	0	0	0	-0.04258855736258035	0	0	0	-0.14756806169372502	0	-0.2530910262230239	-0.04667368872821246	0	0	0	-0.1980388925018363
56666	0	0	0	0	0	0	0	0	0	0	-0.12954968271527567	0	0	0	0	0	0	0
91316	0	0	0	-0.1729309423076809	-0.245751365399121	-0.4305612035145821	-0.1703106314037915	-0.01440058368047075	0	-0.18338578568998112	0	-0.3980982461349944	-0.08006976793100619	0	-0.30868969847775646	0	0	-0.5387684617460562
10445	0	-0.1413195776534639	0	0	-0.04270640547474717	-0.03593863770058562	0	0	-0.00270492487267323	0	-0.05248338521421336	-0.06844530054265381	-0.0193668680995014	-0.21889657589745493	0	-0.03306238850576215	-0.03306238850576215	-0.06161287741420478
10376	0	0	0	0	-0.34862197129254247	0	0	0	0	0	-0.00347683927256128	0	-0.3481624914101288	-0.3208272222028973	-0.00888118927275717	-0.13682411527909677	-0.13682411527909677	0
114990	0	0	0	0	0	0	-0.04757225708449148	-0.5563845456281657	0	0	0	0	0	-0.9258123686800332	0	-0.33974995617839554	-0.33974995617839554	0
5954	0	-0.7705498920548567	-0.0255237556875692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	0	0	0	0	0	-0.06803461842213858	-0.07624407851977504	-0.17530888920727977	0	0	-0.5047509755190208	0	0	-0.04851570295368709	-0.0918574025897634	-0.15914856570936184	-0.15914856570936184	-0.3340984945757414
53349	0	0	0	0	0	0	0	0	0	0	-0.32310909956679973	-0.05641282699224683	0	0	-0.01530939487355707	0	0	-0.1829633671768933
80025	0	0	0	0	0	0	0	0	-1.0606211518778557	-0.6710744056265083	0	-0.08640262872933324	0	-0.17068800115221727	0	0	0	-0.00519039222059942
83930	0	0	0	0	0	0	-0.09379601031453608	0	0	0	0	0	-0.19598417456603623	-0.36537033349806497	0	0	0	0
7511	0	0	0	0	0	0	0	0	0	0	-0.04477748702550552	0	0	-0.3080208581426934	0	0	0	0
9325	0	0	0	0	0	0	0	0	0	0	-0.04719584181489988	0	-0.13789459570128818	-0.16730244890009982	0	0	0	0
2324	0	-0.6211971998355357	-0.1843535325429832	0	0	0	-0.3849087379869679	-0.39537834766952495	0	-1.3686458031032445	0	0	0	0	0	-0.5264862273795161	-0.5264862273795161	-0.3477794377697645
924	0	-0.5422317578101354	-0.00264954829264908	0	0	0	0	-0.5954942051251464	0	-0.7002203256845321	0	0	0	0	0	0	0	-0.1492655529654762
79823	0	-0.2729670559031257	-0.05619736880708818	-0.09846294663430193	-0.04649566445360554	0	0	-0.2272229552355156	-1.0457402475896589	-0.7568888318139201	0	-0.24309644744126205	-0.03050318462938749	0	0	-0.28642716247115785	-0.28642716247115785	-0.2674267424352474
10491	0	0	0	-0.40450661636623775	-0.3410722385054881	-0.4616400781790257	-0.6133463452836254	0	-0.9338564287552478	-1.0149947621414166	-0.43889518047308274	-0.7769645137890336	-0.04562733514506285	-0.47454789890327903	-0.1933061823671492	0	0	-0.28299789498384886
64427	0	-0.4344820799071083	0	-0.11458135675532737	0	-0.29058637369190954	-0.05434072932588422	-0.0796465149854606	-0.1364532190251414	-0.1717623113030081	-0.10435738763462515	-0.3885495183840598	0	0	-0.0179128827515189	-0.10848394409487158	-0.10848394409487158	-0.3655861691348149
8292	0	-1.0286302976066772	-1.187723875948456	-0.5071000192962387	-0.5818404870921019	-0.4364335393832767	0	-0.5081197776767145	0	-0.37070203467770735	0	-0.06193652646848412	-0.5592540587064175	-0.726667809435282	-0.4348870234637267	-0.4566237535754777	-0.4566237535754777	-0.5828557209115796
2149	0	0	0	-0.6556452046647895	-0.3082488028361891	0	0	-0.11380780866626648	0	0	0	0	0	0	-0.6255627244917432	-0.5008549759469267	-0.5008549759469267	-0.21427759350027267
23478	0	0	0	-0.08914869577902193	-0.1255809481842633	0	0	0	-0.37662431018135295	-0.0301202228015539	-0.3926589738099098	-0.25203120598720824	-0.1812043452772344	-0.30773430321390843	-0.1382322345239288	-0.1444975060744696	-0.1444975060744696	-0.05616261817159687
79005	0	0	0	0	0	0	-0.05276487473941229	0	-1.315268646194266	0	0	-0.23592661708376728	0	-0.2650139410863012	0	0	0	-0.1211558539573996
9645	0	0	0	-0.708238886971026	-0.08177056943880702	0	0	0	-0.5611829011192934	0	-0.4967342288403645	0	0	0	0	-0.2583616712131018	-0.2583616712131018	-0.24983110065042569
54976	0	-0.258195622473528	-0.10480879572162856	0	-1.0981548734177686	-0.5280439614540079	0	0	-3.90494401492707	-0.9617119878941688	-0.22938400193174305	-0.8143642576720995	-0.3972094676115528	-0.8213119246033925	-0.07040333187613239	-0.24874570934953413	-0.24874570934953413	-0.2868271099942691
101928069	0	0	-0.4533154930722752	-0.18554846962511903	-0.6057626864994449	-0.622757440632903	-0.10624509721528393	-0.17966157416093867	-0.7906720151818777	-0.3121283894866448	-0.4181346372973829	-0.3433818213714022	-0.2239565407604589	-5.352286641094812e-4	0	0	0	-0.2114993267289763
64236	0	0	0	-0.4495964590516002	-0.26514787454032407	-0.19707137969555497	-0.13658171100213426	0	-3.06240985310487	-0.4188948780075049	-0.4471102642108214	0	-0.25817858424457085	-0.9750531004687124	-0.17421313246707076	0	0	-0.7198218174597157
92922	0	-0.7847806185006792	0	0	0	0	0	-0.5540409542939515	0	0	0	0	0	0	0	0	0	0
327	0	-0.2419548104123508	0	0	-0.1453108053181613	-0.17699247951785252	0	0	-1.2138950139945612	0	-0.288521987555853	-0.2921962506258371	-0.10791212823137115	-0.346889565004763	0	-0.22286814939374816	-0.22286814939374816	-0.4893586048996237
401397	0	-0.4592351163517127	0	0	0	0	0	-0.19811917439321627	-0.03263675249570597	0	-0.1493251073889311	0	0	-0.5439194463871203	-0.09805858599363948	0	0	-0.08520355022870321
54994	0	0	0	-0.05425348057385268	-0.08957068057557549	-0.06461294988757577	-0.02347684407793036	0	-0.4310658775265679	0	-0.3680856803679833	0	-0.13932970166992098	-0.32972993396452643	0	-0.15126654953136562	-0.15126654953136562	0
55298	0	0	0	0	0	0	0	-0.15126408108313197	0	0	0	0	0	0	0	0	0	-0.13174300687683071
2342	0	0	0	0	-0.34867462313855485	-0.5547773150608671	-0.23542429360042005	0	-0.6685435590560324	0	0	-0.809556329351939	-0.23587679952289345	-1.153578955808976	-0.03407924158398887	-0.03216407040761616	-0.03216407040761616	-0.693604336906514
51234	0	0	0	0	0	0	0	0	-0.3217120859656819	0	0	-0.01159002870680625	-0.00491116236384641	-0.20218959948455903	0	0	0	-0.05288252117383865
26007	0	0	0	0	0	-0.06039606231094473	0	0	-0.60462785259681	0	-0.25112872909055867	-0.00886905608064134	-0.00986063861336751	-0.4809561423015442	0	-0.20006550770053907	-0.20006550770053907	-0.1391105025297014
8841	0	0	0	-0.01993982526916352	-0.2443563195007651	-0.3197300793359855	0	0	-1.4957076346442395	-0.2712989161513203	-0.09566531834336524	-0.4842563457817373	-0.01110543022545255	0	0	-0.135239216286579	-0.135239216286579	-0.1230414124340941
80305	0	0	0	-0.07124126472096909	-0.03183072111732071	-0.1476596061717521	0	0	-0.6711153349965618	0	0	0	0	0	0	-0.11223058594628134	-0.11223058594628134	0
79159	0	0	0	0	-0.2275745874174913	-0.0595050637838981	0	0	-1.168577690549662	-0.18949830375671808	0	0	-0.00408273955135929	0	0	0	0	-0.09715441741680142
23037	0	-0.6657019753964921	-0.8019006748262364	0	0	0	-0.5392756010227805	0	0	0	0	0	0	0	0	0	0	-0.02026001511299805
396	0	0	0	0	-0.03119603576375522	0	0	0	0	0	-0.09842326050415026	0	0	0	0	0	0	0
113829	0	0	0	0	0	0	0	0	-0.3670398484042606	0	-0.1528327193829612	0	0	0	0	-0.03224101458068684	-0.03224101458068684	-0.11444059855497853
1602	0	0	0	-0.08312197399462028	0	0	-0.5913943830361419	-0.06852184957772288	0	0	0	0	0	0	0	-1.1473384961700568e-4	-1.1473384961700568e-4	0
5111	0	0	0	0	-1.4255456336773358	-0.4657839027041435	0	-0.22853628100791196	0	0	0	-0.4438780235781351	-0.4919642206842766	0	-0.193979070002324	-0.14946709188137744	-0.14946709188137744	-0.7202061782094719
26002	0	-2.1986197452248084	-0.4016712888117815	0	0	0	0	-0.08342244110153614	0	0	-0.6107435717341482	0	0	-0.01407758445102439	0	0	0	0
10307	0	0	0	0	0	0	-0.11043110172862226	0	0	-0.25455014815750643	-0.03901145550728752	-0.09869238010355298	0	0	0	-0.4641488335366863	-0.4641488335366863	-0.5813018763694614
283871	0	0	0	0	-0.4229299180113079	-0.25102356952598137	-0.05576682002874342	-0.26214737468845595	-1.0163580582783276	0	0	-0.34353733283390314	-0.2911264783446204	-0.79506656820192	-0.00384120930697988	-0.24520440059049076	-0.24520440059049076	-0.3973577291444793
267	0	0	0	0	0	0	-0.0194147208368035	0	0	0	-0.13817490444916275	-0.20363624659028365	0	-0.46774841465412464	-0.0128345586539447	-0.03400568391455593	-0.03400568391455593	0
2811	0	-0.364210400740501	-0.3014547590448111	-0.1715630982511056	0	0	0	0	0	0	-0.0438859941028027	0	0	0	0	-0.4692603159424163	-0.4692603159424163	0
55738	0	0	0	0	0	-0.05357900363266015	0	0	-0.15848758661158371	0	-0.11290374865670808	0	-0.09791628890981335	-0.13525542741576166	-0.04802814951522439	0	0	-0.34615267196965493
1185	0	0	0	-0.0960721875980856	-0.082081240582092	-0.22376808351505065	-0.08030617372859346	0	0	0	0	-0.06566735998978877	0	-0.1430293424068962	-0.2084559868437772	0	0	-0.33277354925458386
80198	0	0	0	0	-0.02423710289808098	0	0	-0.0900109731053125	0	0	0	0	0	-0.01601701807279141	0	-0.02846287467717019	-0.02846287467717019	-0.2009564188738845
274	0	-0.5587694310989739	-0.2000850128626511	0	-0.5019919798052701	-0.22108846462519707	-0.0411578968549397	-0.5548288291665122	-2.523779702710804	-1.7963664415935785	0	-0.08076368036658567	-0.0954521807242549	-0.4875134349016329	0	-0.3152962372799176	-0.3152962372799176	-0.5084895639969946
91368	0	-0.61768004373877206	-0.9656741614590412	-0.06445628129985147	-0.2897897081100459	-0.06283467439417319	0	-0.3466783927829623	0	0	-0.199401411469128	-0.19123300857171108	0	0	0	-0.1886887507645076	-0.1886887507645076	0
51168	0	-0.19832040094684003	-1.6472025336311484	0	-0.6404084446741227	-0.20379517432795316	-0.1807110606196147	-0.2889994374421099	-0.7730892077583258	0	-0.07499240202548416	-0.12609930173683903	-0.544719527792872	-0.16938041524088365	-0.03620506638596676	0	0	0
54867	0	-0.30618753498599954	0	-0.08464475859346066	-0.06222683983138248	0	0	0	-0.4928717276432771	0	-0.18462832246464864	0	-0.05483944071175195	-0.08922585497306199	0	0	0	0
9903	0	0	0	-0.3221495018540446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5066	0	0	0	-0.2555345127979412	0	-0.04757938679706084	0	-0.259097533548096	0	0	-0.1782284284691687	-0.2342755496865311	-1.03116710299283	-0.6378411571226986	-0.1641803379867826	0	0	0
3563	0	0	0	0	0	0	0	-0.457597816401238	0	0	0	0	0	0	-0.07204674360245987	0	0	0
83714	0	-0.7049830214734853	-0.6699600652763905	-0.902252422746082	-0.549025245750938	-0.3395442032412102	-0.4372283462089449	-0.310600035541673	-0.9824345870382404	-1.0862219385010703	0	-0.6889450440085373	-0.05983461649078586	0	0	-0.49313487612931567	-0.49313487612931567	-0.5417561181618166
127138862	0	-0.6030263771827816	-0.4005339002530108	0	0	-0.01250844923790555	-0.16783211079002186	-0.8568195504921169	0	0	-0.3932498684750601	-0.1358379595751121	0	0	0	-0.01056626828478556	-0.01056626828478556	-0.10907749689344684
3601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333929	0	0	0	-0.7791085132404912	-0.8010947055892044	-0.38455037589682034	-0.3164434287893164	0	-2.6470439343313217	0	-0.4830940540016675	-0.6417846323306783	-0.6500363843632387	-2.0898550667035587	0	-0.8715247525055423	-0.8715247525055423	-0.7322415922136044
55643	0	-0.1814524424797733	0	-0.08368580924263563	-0.41993264988774	-0.587188605397829	-0.12570428067255812	0	0	-0.03153268975256543	-0.18308906705310515	-0.9268485400541856	0	-0.18070234024301224	0	-0.1610193960895453	-0.1610193960895453	-0.688701504491632
1717	0	0	0	0	-1.3156290542473457	-0.5747981644905863	0	-0.13946182891692135	0	0	0	0	-0.6868091082548957	0	-0.3241384740635035	0	0	-1.180306341854258
4485	0	-0.20764670002279773	0	-0.35400962775603434	0	-0.1252661419934654	-0.04004000502038955	-0.03379213916246243	-0.46975558629732994	-1.036654843874008	0	-0.5896286849946927	0	0	-0.16075069059362326	-0.02742751239954548	-0.02742751239954548	-0.4678140772856503
8190	0	0	0	-0.25909406910266713	0	0	-0.21326795837863616	0	0	0	0	0	-0.7822323252986987	0	0	0	0	-0.00537093945366319
644131	0	0	0	-0.35256182294586563	-0.23176870175508743	-0.391231067930608	-0.1722022859205165	-0.06220002493074045	-0.2442283700598623	-1.017826985547451	-0.04698368180924691	0	0	-0.5722808436147171	0	0	0	0
6616	0	-0.1970094545867508	-0.6058458536839454	-0.23175948070762253	0	0	0	-0.9440082623115372	0	0	0	0	0	0	0	0	0	0
8625	0	0	0	0	0	-0.04114333588434741	0	0	-0.8062260469804917	0	0	-0.4412258375691749	0	0	0	0	0	-0.4628514868134532
10257	0	-0.4521996364228399	-0.13240513836223763	-0.4170412173488168	-0.14297068222745318	-0.5202298277541071	0	0	-0.46121169565973713	-0.8255950156881098	-0.7424508433214324	0	-0.14059502802577437	0	0	-0.66278268486974	-0.66278268486974	-0.3980368666823962
241	0	0	0	0	-0.09403766066263766	0	0	0	-0.07709391290336576	0	-0.7361048946971428	0	-0.25973462760309285	0	-0.2395947421163173	-0.4124274435002427	-0.4124274435002427	0
147699	0	-0.09397707370408546	-1.1518828802809582	0	0	0	0	-0.2864667183699038	-1.511548543944822	0	-0.0224683520260297	-0.06030763021627155	0	0	0	-0.08660039116075656	-0.08660039116075656	-0.08004373144204217
196	0	0	0	0	0	0	-0.10775454483358654	-0.2936227282428981	0	0	-0.04404277957250325	0	0	0	0	0	0	0
51619	0	-0.7050612900823343	-0.7448794892438454	0	-0.00570538268580007	-0.15918978786694035	-0.3444581504710747	-0.26151118524213296	-0.3285757190065388	0	-0.29004525620858607	-0.35476482629646017	-0.07213598203481378	-0.8170691124366426	0	-0.00768869888261725	-0.00768869888261725	-0.00951644809973681
129685	0	0	0	0	0	-0.13546641677927496	0	0	0	0	0	-0.16353196452354368	0	0	0	-0.06174002783927982	-0.06174002783927982	-0.2615427374927807
83640	0	0	0	0	0	0	0	0	0	0	0	0	-0.14548531253179417	-0.15179123656918003	0	0	0	0
9144	0	0	0	0	0	-0.275078431057726	0	0	0	0	0	-0.21590532183552583	-0.00677046768772032	-0.03981543839436181	0	-0.01062739365025209	-0.01062739365025209	-0.1223322715277093
57410	0	0	0	0	0	0	0	0	0	0	-0.05104447115836769	0	-0.00869443687811315	-0.1446617229239902	0	0	0	0
5314	0	0	-0.4844354946018536	0	0	0	-0.00967887362776494	0	0	-0.16584527913475938	0	0	0	0	0	0	0	0
23216	0	0	0	0	0	0	-0.19978330469539832	0	0	0	-0.5044087170836257	0	-0.24291055765576103	-1.3622405683631005	-0.05378074361240542	-0.3626256693961698	-0.3626256693961698	0
2882	0	0	0	0	0	-0.03724916086667556	0	-0.4500976699170173	0	0	-0.2798149048477241	0	-0.6809640606577518	0	-0.3627163713508927	0	0	0
8848	0	-0.36072408526156313	-0.1124649203550033	0	0	0	0	0	0	0	0	0	0	0	0	-0.7616429686358265	-0.7616429686358265	0
119392	0	0	0	-0.12710881115414227	-0.19534554526335648	0	0	0	0	-0.00284789649534447	-0.13099646111554142	-0.03877709103103408	0	0	-0.2043448089399707	0	0	-0.02793113853445363
53829	0	0	0	-1.4632672073746045	-2.638211705586029	-0.8079301338884757	-2.441805294104708	0	-4.639378211916936	-1.7173738577385118	0	-0.8299920202873708	-1.5424128814289677	-5.488108909815278	-0.4856466362358236	0	0	-1.1508443370369257
729739	0	0	-0.20132764072729872	0	0	0	-0.00506797223923506	-0.4878265462822516	0	-0.4779969721867509	0	0	0	0	0	-0.3042872440210244	-0.3042872440210244	-0.403472155475833
7030	0	0	0	0	0	0	0	0	-0.33416230877256414	0	0	0	0	-0.00389119389147466	0	-0.03721825281730456	-0.03721825281730456	0
11284	0	-0.22057108359740585	-0.12312505920728688	0	-0.1455634141402649	-0.06597147345473843	0	0	-0.5547415302002554	0	0	-0.2568119569147877	-0.06369869516857984	0	0	-0.04242873542865674	-0.04242873542865674	-0.179937098089941
27173	0	0	0	0	0	0	0	0	0	0	0	-0.12221616196271444	0	-0.1955663172789662	0	0	0	-0.311374356190022
101928965	0	-1.3531349179352523	-0.5499071355761201	0	0	0	-0.46807624944859055	-0.7029003949442221	-1.1549213083481449	-1.7384350248629732	-0.2795000060806204	0	0	0	0	0	0	0
27301	0	-0.8256395688502898	-0.2633339014785792	0	-0.30115766976557595	-0.07815415221453288	0	0	-0.6659468997908242	0	-0.16980278668639892	0	-0.04960805284373174	-0.0546379061540104	0	-0.12464174439504976	-0.12464174439504976	0
7076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741	0	-0.954540125734965	-0.05382004101873773	0	0	-0.2851974450533316	0	-0.1934013231892747	-0.5726948876685535	0	-0.03718300130114572	-0.06867043259505047	-0.09156978747661944	0	0	-0.1241542195143888	-0.1241542195143888	-0.23504674620541227
116092	0	0	0	-0.03497588187785229	0	0	0	0	0	0	0	-0.26977013548513	-0.10006119528681394	-0.4229603934098616	0	0	0	-0.05907485261993155
57096	0	-0.09920021084613746	-0.8220304226239075	0	-0.8642151200700762	-0.7424022784062564	-0.7580038127148054	0	0	-0.3399320269789408	-0.01537811267935226	0	0	-0.9640336897816736	0	-0.0879811799755275	-0.0879811799755275	-0.45349769781682414
26292	0	0	0	0	0	-0.04272540355376899	0	0	-1.4985899764074415	-0.4696745515992726	0	0	0	-0.09681012541976595	-0.2533340056840707	-0.3808474502087776	-0.3808474502087776	0
3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3643	0	0	0	-0.5369992781171038	-0.7327443171224916	-0.2130445682646379	0	0	-0.721856605387329	-2.0139363029804684	-0.11811985391385676	-0.9557562698667909	-0.05365666382672574	-0.6707358353759325	-0.15815498928999347	-0.6537376329134508	-0.6537376329134508	-0.3386718599179056
55217	0	0	0	-0.08279388334175794	0	-0.04063926435445204	-0.2930695797024607	0	-0.677403762245197	-0.7094105060176825	-0.20189739661782496	-0.5185253951374353	-0.2226217695701292	-0.7708389337451099	-0.3666911840546538	-0.13671450850425823	-0.13671450850425823	-0.3280445377124196
29057	0	-0.3717532440686049	-0.32117673637774574	-0.4402994242943682	-0.3510458210616941	-0.16804479898054736	0	-0.09400359165340956	-2.737729336702415	-1.1501538471938002	0	-0.6322319051028856	0	-1.8178759250661864	-0.07696394515395345	-0.952872003776614	-0.952872003776614	0
9410	0	-0.009730430036788	0	0	-0.10789296464367956	-0.00918550289498503	0	-0.19017208517172468	-0.3656104211093548	0	0	0	-0.01705076062117917	0	0	-0.06214432900998445	-0.06214432900998445	0
10699	0	-0.20405200275936505	-1.0530186505836132	0	-0.0163475255768446	-0.08931592526552426	-0.31391029488642347	-0.2308019359986933	0	-0.01965573673775076	0	-0.97954225102272	0	-0.46511402779968086	0	-0.11245432599483768	-0.11245432599483768	0
10494	0	-0.5637866660490983	-0.2113464339147066	0	-0.21269857708153744	-0.1025492895029796	-0.0482836687032769	-0.13799184769091444	0	0	-0.32984909563242504	-0.11759857095126967	-0.20709854147428464	-0.02423340066508226	0	-0.12500222333450972	-0.12500222333450972	-0.1885345904687686
51147	0	0	0	-0.304880236860595	-0.14812087625901493	-0.6728230630937923	-0.2496289440927143	0	-0.5451972550228348	0	-0.1623064341107566	-0.8056761373984146	-0.07537574011761647	-0.44020821584045694	-0.0502227258270261	-0.00899646690481144	-0.00899646690481144	-0.8955903149409171
28955	0	-0.6231696711791025	0	-0.01908712062446498	-0.00144565093532343	-0.2727638828554887	-0.05963215797748524	-0.26201502419788764	-0.2553753373175113	-0.2260022890456838	0	-0.5915690796563385	-0.659068185184782	-0.23923342509231213	0	-0.02266887794596484	-0.02266887794596484	-0.6458481208730645
84749	0	0	0	-0.8525264454714511	-0.19776775864526416	-0.4421207517212576	-0.2338076536014302	0	-0.8787255220297973	-0.6178118920598084	-0.29436817775018737	-1.0392648658504224	-0.16348479367985344	-0.25963364998084976	-0.257289655412148	0	0	-0.13018972645883375
29956	0	0	0	0	-0.11719091586834895	0	0	0	-0.1935185780804635	0	-0.07867231371220162	0	0	-0.25850887574335984	-0.01284869482877763	-0.05411571717785811	-0.05411571717785811	-0.2806533625111685
10392	0	-0.2737692572813316	0	0	-0.02676186075116784	-0.0305417032027562	-0.05881417633166028	0	-0.23776900824677288	-0.5103063648294405	-0.03870388327863679	-0.5733899750943874	-0.082481855463762	-0.29658041843838384	0	0	0	-0.13029751022630173
9842	0	0	0	0	0	0	-0.06623641423637734	0	-0.270993813956646	-0.3205724761613043	-0.29652128588142124	0	0	-0.28631598343080344	-0.5796058973202555	0	0	0
90809	0	0	0	0	0	-0.06715634395840293	-0.06458624590383177	0	-0.622849598301164	0	0	0	-0.07056900532007238	-0.0790091527203091	0	0	0	-0.47404885355954457
8517	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2108559706941872	0	0	0	-0.05862141562032722
57617	0	0	0	0	-0.05481878773288074	-0.121135217200753	-0.02192592306460902	0	-0.07875419082881624	0	0	-0.03647831927270072	-0.1434349127850577	-0.5937584736572203	0	0	0	-0.32490005620728496
23108	0	0	0	-0.3391283114944336	-0.3230811773138973	-0.1969335159566479	-0.8060330197339365	0	-1.6729483488972072	-1.6398508548153574	-0.19584416069234784	-0.5926725855690396	-0.3816618995754917	-0.8344999670763541	-0.0487654771410748	-0.32010579720602395	-0.32010579720602395	-1.2083373015582373
10263	0	-0.565916058721852	0	0	-0.1210254508940179	-0.17397636243822415	0	0	-0.8008252671772177	0	-0.472450166464851	0	-0.2611600049718778	0	-0.00171622353574023	-0.28079667748140186	-0.28079667748140186	-0.04103005570239943
89796	0	-0.7934060457550994	-0.9192505236778286	0	0	0	0	-0.08627315211303109	0	0	-0.2087317328001076	0	0	0	-0.32642874840325453	-0.21529492537321152	-0.21529492537321152	-0.1612363735101868
1368	0	0	-0.6161015594516479	-0.15354779688614137	0	0	-0.4680868748037989	0	-2.0486158656115725	-0.4487060344812784	-0.1888744888470437	0	0	-1.4998011217440377	-0.15769978312509328	-0.08032438974076885	-0.08032438974076885	0
5202	0	0	0	0	0	0	0	0	-0.4654562301946693	0	0	0	0	0	0	0	0	0
196403	0	-1.1266676309823511	-0.48151141014404153	0	0	0	0	-0.3397137962918472	-0.8758533139709354	-0.7752233621106718	-0.19966890101470852	0	0	0	0	0	0	0
90379	0	0	-0.01452721804913422	0	-0.5199970059210812	-0.2887166941152408	-0.1188054395957056	0	-0.34470381969794	0	0	-0.9176313233918918	0	0	-1.132939519761774	-0.26178784705683533	-0.26178784705683533	0
27299	0	-0.8743507630938272	-0.39268228722438986	0	0	0	0	-2.5974838072148287	0	0	0	-0.32551372208300977	0	-0.509676519317931	0	0	0	-0.4785827753853269
9215	0	-0.612580579640683	-0.07869036344849945	-0.3581454657827006	-0.5296926866643477	0	-0.04778408596688827	-0.5281075703835579	-0.827043900853058	-0.5819263379119551	0	-0.5234604916853124	0	-1.2440158190639587	0	0	0	0
8869	0	-0.14217071977715884	0	0	0	0	0	-0.20642257757412305	0	0	0	-0.48964421124988855	-0.12004373653945898	-0.8352328363946507	0	-0.4793787715004369	-0.4793787715004369	-0.3801050047623525
26121	0	-0.24196971229092823	0	-0.05012338372476747	-0.01593955618138266	-0.18274325471739497	0	-0.02677717640559633	-0.222972547241172	0	-0.00604490390301512	-0.14331949147307232	0	-0.01160881637162517	0	0	0	0
84892	0	0	0	-0.22378669778755608	-0.03807267725348947	-0.27822718591940737	-0.11516819100931676	0	-1.5461579277748123	-1.1334031097431567	-0.21705367776996395	-0.4185810961819004	-0.22156542652901343	-0.3169720791011512	0	0	0	-0.3639608865720839
