names	E-MEXP-3521_MTB18hD_control	E-MEXP-3521_MTB18hM_control	E-MEXP-3521_MTB48hD_control	E-MEXP-3521_MTB48hM_control	E-MEXP-3521_MTB4hD_control	E-MEXP-3521_MTB4hM_control	GSE139871_MTB_control	GSE16250_MTB_control	GSE17477_MTB_control	GSE19435_MTB_control	GSE19439_PTB_control	GSE19444_PTB_control	GSE19491_PTB_control	GSE29536_PTB_control	GSE34151_MTB_control	GSE54992_MTB_control
E-MEXP-3521_MTB18hD_control	1	0.9791208791208791	0.9900332225913622	0.9823594266813671	0.9855875831485588	0.980154355016538	0.9004106776180698	0.8971861471861472	0.9641304347826087	0.8643892339544513	0.8503611971104231	0.8512820512820513	0.8954918032786885	0.8694300518134715	0.9170081967213115	0.9558665231431647
E-MEXP-3521_MTB18hM_control	0.9791208791208791	1	0.9715536105032823	0.9944690265486725	0.9757975797579758	0.9878587196467992	0.9055441478439425	0.9025974025974026	0.96529284164859	0.8715025906735752	0.8574380165289256	0.8564102564102564	0.9006147540983607	0.8726708074534162	0.9221311475409836	0.961248654467169
E-MEXP-3521_MTB48hD_control	0.9900332225913622	0.9715536105032823	1	0.9747530186608123	0.980110497237569	0.9725576289791438	0.9014373716632443	0.8962162162162162	0.9673558215451578	0.8634953464322648	0.8494845360824742	0.8523076923076923	0.8965163934426229	0.8704663212435233	0.9180327868852459	0.9569429494079655
E-MEXP-3521_MTB48hM_control	0.9823594266813671	0.9944690265486725	0.9747530186608123	1	0.9790286975717439	0.9867403314917127	0.9044193216855088	0.8993506493506493	0.9620390455531453	0.8683937823834197	0.8543388429752066	0.8533333333333334	0.8975409836065574	0.8715025906735752	0.9190573770491803	0.9580193756727664
E-MEXP-3521_MTB4hD_control	0.9855875831485588	0.9757975797579758	0.980110497237569	0.9790286975717439	1	0.9702970297029703	0.8952772073921971	0.89587852494577	0.9544468546637744	0.8592132505175983	0.8452012383900929	0.8461538461538461	0.8903688524590164	0.8623188405797102	0.9118852459016393	0.9525862068965517
E-MEXP-3521_MTB4hM_control	0.980154355016538	0.9878587196467992	0.9725576289791438	0.9867403314917127	0.9702970297029703	1	0.904320987654321	0.9013015184381779	0.9641304347826087	0.8682572614107884	0.8541882109617374	0.8512820512820513	0.8954918032786885	0.8713692946058091	0.9170081967213115	0.9579741379310345
GSE139871_MTB_control	0.9004106776180698	0.9055441478439425	0.9014373716632443	0.9044193216855088	0.8952772073921971	0.904320987654321	1	0.8697001034126164	0.9077868852459017	0.9055441478439425	0.8973305954825462	0.9057377049180327	0.951844262295082	0.9086242299794661	0.9733606557377049	0.92
GSE16250_MTB_control	0.8971861471861472	0.9025974025974026	0.8962162162162162	0.8993506493506493	0.89587852494577	0.9013015184381779	0.8697001034126164	1	0.9090909090909091	0.8255451713395638	0.8210197710718002	0.8202479338842975	0.8514344262295082	0.8286604361370716	0.8729508196721312	0.9157667386609071
GSE17477_MTB_control	0.9641304347826087	0.96529284164859	0.9673558215451578	0.9620390455531453	0.9544468546637744	0.9641304347826087	0.9077868852459017	0.9090909090909091	1	0.8661174047373842	0.8540596094552929	0.8625641025641025	0.9048106448311156	0.8769389865563598	0.9263050153531218	0.9698275862068966
GSE19435_MTB_control	0.8643892339544513	0.8715025906735752	0.8634953464322648	0.8683937823834197	0.8592132505175983	0.8682572614107884	0.9055441478439425	0.8255451713395638	0.8661174047373842	1	0.9458874458874459	0.8873826903023984	0.9403765690376569	0.868801652892562	0.9201637666325486	0.8744855967078189
GSE19439_PTB_control	0.8503611971104231	0.8574380165289256	0.8494845360824742	0.8543388429752066	0.8452012383900929	0.8541882109617374	0.8973305954825462	0.8210197710718002	0.8540596094552929	0.9458874458874459	1	0.8849372384937239	0.9320083682008368	0.8605371900826446	0.9119754350051177	0.8643371017471737
GSE19444_PTB_control	0.8512820512820513	0.8564102564102564	0.8523076923076923	0.8533333333333334	0.8461538461538461	0.8512820512820513	0.9057377049180327	0.8202479338842975	0.8625641025641025	0.8873826903023984	0.8849372384937239	1	0.9164948453608247	0.8671472708547889	0.9262295081967213	0.8709016393442623
GSE19491_PTB_control	0.8954918032786885	0.9006147540983607	0.8965163934426229	0.8975409836065574	0.8903688524590164	0.8954918032786885	0.951844262295082	0.8514344262295082	0.9048106448311156	0.9403765690376569	0.9320083682008368	0.9164948453608247	1	0.911522633744856	0.970317297850563	0.9150460593654043
GSE29536_PTB_control	0.8694300518134715	0.8726708074534162	0.8704663212435233	0.8715025906735752	0.8623188405797102	0.8713692946058091	0.9086242299794661	0.8286604361370716	0.8769389865563598	0.868801652892562	0.8605371900826446	0.8671472708547889	0.911522633744856	1	0.9232343909928352	0.8795056642636457
GSE34151_MTB_control	0.9170081967213115	0.9221311475409836	0.9180327868852459	0.9190573770491803	0.9118852459016393	0.9170081967213115	0.9733606557377049	0.8729508196721312	0.9263050153531218	0.9201637666325486	0.9119754350051177	0.9262295081967213	0.970317297850563	0.9232343909928352	1	0.9365404298874105
GSE54992_MTB_control	0.9558665231431647	0.961248654467169	0.9569429494079655	0.9580193756727664	0.9525862068965517	0.9579741379310345	0.92	0.9157667386609071	0.9698275862068966	0.8744855967078189	0.8643371017471737	0.8709016393442623	0.9150460593654043	0.8795056642636457	0.9365404298874105	1
