GeneID	GSE148171_MTB_control	GSE157657_PTB_control	GSE112482_MTBilc1_control	GSE112482_MTBilc2_control	GSE112482_MTBilc3neg_control	GSE112482_MTBilc3pos_control	GSE112482_MTBnk_control	GSE112483_MTBam_control	GSE112483_MTBendo_control	GSE112483_MTBmait_control	GSE112483_MTBnkt_control	GSE129270_MTB72h_control	GSE129270_MTB120h_control	GSE198557_MTB_control	GSE67427_MTBrv4h_control	GSE67427_MTBrv18h_control	GSE110564_MTB_control
166012	0	0.46465746234467487	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.806382007206855	0
1662	-1.4180104506419375	-0.14071365435661298	0	0	0	0	0	0	0	0	0	0.576158195083707	0	-1.147829121854192	0	0	0
1663	-2.15745902078853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166336	0	-0.9506119781087666	0	0	0	0	0	0	0	0	0	-1.4195936424161464	0	0	0	0	0
1665	0.9866468223024519	-0.18970833063831108	0	0	0	0	0	0	0	0	0	0.4832231597665325	0	0.9238135911095996	0	0	0
1666	0	0.1901993627931144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166614	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.4274006962368313	0	0	0
166647	0	-0.7701981756468924	0	0	0	0	0	0	0	0	0	0.42655892011039537	0	0	0	0	0.6890987099216765
1667	4.33663865624115	1.328910835104965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1668	4.256872222783325	1.4791552371974324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166815	0	-0.22795000689940167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166824	0	-1.1712799113347465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1669	4.002095843596635	1.1546321618520936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166929	2.392951592790779	0	0	0	0	0	0	0	0	0	0	0	0	2.5081842843057376	0	0	0.37292766450620035
166968	0	-0.32580924645593773	-7.3695924191528945	0	0	0	0	-0.9031375652087938	0	0	0	0	0	0	0	0	0
1670	4.2343075934801115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.29240822130686
167153	1.4044360948141468	0	0	0	0	0	0	0	0	0	0	0	0	1.3670371418326108	0	0	0
1672	0	1.8418862056215053	0	0	0	0	0	0	0	0	6.144906480588909	0	0	0	0	0	0
167227	1.3605429578988366	0	0	0	0	0	0	0	0	0	0	0	0	1.439446521355596	0	0	0
167410	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.4907521453784525	0	0	0
167465	0	0	0	0	0	0	0	0	0	0	0	0	-2.4064788699838084	0	0	0	-2.4965498597409206
1675	0	0.6937029236315081	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.6567569606822579	0
167555	2.833135990297924	0.4301698959333106	0	0	0	0	0	0	0	0	0	-0.8461866822615134	0	0	0	1.0182029583700352	0
1676	-1.3223785347556862	-0.1411103331634203	0	0	0	0	0	0	0	0	0	0.37179157089383047	0	0	0	0	0.31398893416903
167681	-4.335779204831361	0	0	0	0	0	0	0	0	0	0	0	0	-3.520177607117114	0	0	0
167691	0	0	0	0	0	0	0	0	0	0	0	-0.6281933906987313	0	0	0	0	0
1677	0	0	-5.5008574299314565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167838	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.8710284046783956	0	0	0
168374	0	-0.46543743186336406	0	0	0	0	0	0	0	0	0	0.9553976868310988	0	0	0	0	0
168451	0	-0.19365199001541422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168455	1.6383086639805597	0.4258009738611053	0	0	0	0	0	0	0	0	0	0	0	1.3463574149731274	0	0	0
168507	0	-0.32083175825715243	0	0	0	-8.594954213543117	0	0	0	0	0	0	0	0	0	0	0
168537	-1.7290854355609417	-0.3556129441204714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168544	0	0.37438816937484376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168850	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9684199046126905	0	0.8348339056982493	0
1690	0	-1.1202577309860635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169200	0	-0.3193288189489389	0	0	0	0	0	0	0	2.6048446919473385	0	0	0	0	0	0	0
169270	-1.076588352377288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4790399415224966	0
169611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.508830307450145
169714	0	-0.17079823093680757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1118345060181016	0
169981	0	-0.23410909264643368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170067	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.1204632289057157	0	0	0
170371	0	0.33930275848818703	0	0	0	0	0	0	0	0	0	0.39053864741617056	0	0	0	-1.529581734147815	0
170384	0	-0.3004812330694416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9778874240137841	0
170394	0	0.4364757563724761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35134780093025114
170463	0	0.38426301773888244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170482	0	0	0	0	0	0	0	0	0	0	0	3.9934696196486557	0	0	0	0	0
170487	-1.8561516969267404	0.4689459872278938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170506	0.7514307486384585	-0.2650408641539043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4952150475229011	0
170589	0	0.8922127468415868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170622	0	0	0	0	0	0	0	0	0	0	2.072255575486684	0	0	0	0	0	0
170689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4529229799675107
170949	0	2.157134839847731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170954	1.9205623214706744	0	0	0	0	0	0	0	0	0	0	0	0	1.6515336066015813	0	0	0
170958	0	-0.2911972021908743	-3.7423960060438493	0	0	0	0	0	0	0	0	1.1952882981516555	0	0	0	0	0
170959	0	-0.1880182637456122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170960	0	-0.200536144999851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170961	-1.240469388048748	0.3020450194776016	0	0	0	0	0	0	0	0	0	0	0	-1.499144081328862	0	0	0
171017	0	0	0	0	0	0	0	0	0	0	0	-0.42466647293324516	0	0	0	0	0
171023	0	-0.17057647439084253	0	0	0	0	0	0	0	0	0	-0.5386460719707841	0	0	0	0	0
171024	0	0.38059063474589244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.650141872837247
171222	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4077666697477382	0	0	0
171389	2.0881381373076366	0.2680837153195274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171392	0	-0.30776396422857677	0	0	0	0	0	0	0	0	0	1.1776848225502201	0	0	0	0	0
171425	0	0	0	0	0	0	0	1.352796278026231	0	0	0	0	0	0	0	0	0
171523	0	0.2858490768434376	0	0	0	0	0	0	0	0	0	-1.2774374904357602	0	0	0	0	0
171558	0	0.7556682210458118	0	0	0	0	0	0	0	0	0	-2.3003299504990724	0	0	0	0	0
171568	0	0.12027490975965086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1716	0	0.15676658465421173	0	0	0	0	0	0	0	0	1.7525382986695075	0	0	0	0	-0.6041985015071831	0
1717	0	-0.23125794475355704	0	0	0	0	0	0	0	0	0	0	0	1.9560318517097526	0	0	-1.0624502142710956
1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.3365458533800463
1719	0	0	0	0	0	0	0	0	0	0	0	0.6765355761311025	0	0	0	0	0
172	-1.2504098799901175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1723	-1.4175050112970788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1727	0	0.3565665251513249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9247653252343178
1729	0	-0.07764799039884081	0	0	0	0	0	0	0	0	0	-0.7937542682925235	0	0	0	0.5602368748597749	0
1730	1.770823018559723	0.17168711155904237	0	0	0	0	0	0	0	0	0	0	0	1.6414236544565861	0	0	0
1731	-1.8292540155043129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1736	0	-0.19388292208152386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1737	0	-0.37495206383899793	0	0	0	0	0	0	0	0	0	0.4749530484617683	0	0	0	0	0
1738	1.176886324018739	0	0	0	0	0	0	0	0	0	0	0	0	1.2012029513786102	0	0	0
1739	0	-0.23526840853485523	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7419802849654535	0
1741	0	-0.23221138385788176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1742	0	0.3092739859909735	0	0	0	0	0	0	0	0	0	-0.6004970400134945	0	0	0	0	0
1746	0	2.0998232680968236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	0	-0.23241761708611583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1757	-2.9487532678534385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1759	0	0.5072463130703617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1767	0	0	21.49280772512948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	0	0.36113427378025376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1773	-1.7565243234166124	0	0	0	0	0	0	0	0	0	0	-0.44840761402501883	0	0	0	0	0
1774	1.3378151669839438	0	0	0	0	0	0	0	0	0	0	0	0	1.4430062984380703	0	0	0
1775	0	0.4584344432306751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1777	0	0.20478981749515943	0	0	0	0	0	0	0	0	0	-0.5970151085700094	0	0	0	-1.3681719246402326	0
1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514661454841092	0
178	0	-0.28245427723840405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1781	0	-0.1467267452087331	0	0	0	0	0	0	0	0	0	0.46563603771564704	0	0	0	0	0
1787	0	-0.1516651901142469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1788	0	-0.21996640538075998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1791	0	0	0	0	0	0	0	0	0	0	0	1.7127505898926794	0	0	0	0	0
1793	0	0	0	0	0	0	-7.262562004071572	0	0	0	0	0	0	0	0	0	0
1794	0.9888209112855078	0	0	0	0	0	0	0	0	0	0	0.3009102096699288	0	1.138609771090508	0	0	0
1796	0	0.40268140721098883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1797	0	0.1574287180555677	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5705584867509047	0
1798	-1.2283331592415956	0.106170447727559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1803	0	-0.38090821395881763	0	0	0	0	0	0	0	0	0	1.8117214274027718	0	0	0	1.7328327232759073	0
1806	1.8141812895946996	0	0	0	0	0	0	0	0	0	0	0	0	1.8477346458239894	0	0	-0.42989925176276267
1807	0	1.4133142353943484	0	0	0	0	0	0	0	0	0	0	0	0	0	2.799143154106644	0
1808	-1.3251012401589655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3001737529860107
181	0	0	0	0	0	0	0	2.5843598871832714	0	0	0	0	0	0	0	0	0
1810	0	-0.16321799023470285	0	0	0	0	0	0	0	0	0	0	0	1.059703228814719	0	0	0
1815	0	0.918177582444645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1819	0	0.12946141165226843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	3.104675537698345	0	0	0	0	0	0	0	0	0	0	0	0	2.2914629353322553	0	0	0
1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838505140921892	0
1823	-1.906409092515104	-0.922834582843601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1824	4.9831943421816645	0	0	0	0	0	0	0	0	0	0	0	0	4.586652510734144	0	0	0
1827	0	0	0	0	0	0	0	-1.0499699142713808	0	0	0	0	0	0	0	2.0180977581121287	-1.0993963437071397
1829	0	0	0	0	0	0	0	0	0	0	0	0.45688605755566203	0	0	0	0	0
1831	0	0.23892383365234357	0	0	0	0	0	0	0	0	0	-1.1604770487321907	0	0	0	0	0
1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.754639041068834	-1.15005779869452
1836	0	-0.26163540926028483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1837	0	0	0	0	0	0	0	0	0	0	0	1.6344351371167098	0	0	0	0	0
1838	0	0.16228323496146793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.2736641998452733	0	0
1840	-1.7315629548874125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1841	-1.5235316728256454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.8204739954461562	0
1842	0	0	0	0	0	0	0	0	0	0	0	-1.4744015087451743	0	0	0	0	0
1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.207077926860878	0
1844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9557057361992471	1.1512719085935954	-2.385748343047223
1845	1.5190972189241865	0.7321377213027881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1857748611845524	0
1847	0	0.4394851689949963	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4351338423639763	-1.3851539596345679
1848	2.7960594469765345	0	0	0	0	0	0	0	0	0	0	0.648268810890334	0	2.3786717525530903	0	0	0
1849	0	-0.17206602635536491	0	0	0	0	0	0	0	0	0	-0.6720839752450187	0	0	0	0	0
185	0	0	0	0	0	0	0	0	0	0	0	-1.868724910410825	0	0	0	3.7146178314098637	0
1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8669058001060417	0
1854	-1.0203871512946403	0	0	0	0	0	0	1.3337364525609712	0	0	0	0.5420098429378727	0	0	0	0	0
1857	0	0.11104286623405829	0	0	0	0	0	0	0	0	0	-0.779442930426973	0	0	0	0.6081812428761626	0
1859	0.8542195346262609	-0.130912920067536	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8184640058865167	0
1861	0	0.1858024485445217	0	0	0	0	0	0	0	0	0	0	0	1.550705284457105	0	0	0
1869	0	0.7382146487750804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1870	0	0.703493063406091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1871	1.5535450698972766	-0.16677406664527877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1874	0	0.17684557861020506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1875	0	-0.3718911501597171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1877	0	0.2847285276878614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1879	0	-0.3658436913840436	0	0	0	0	0	0	0	0	0	1.6498810966282476	0	-2.4604843907468754	0	2.608087809672745	0
1880	0	-0.5463051664946587	0	0	0	0	0	0	0	3.2587331689118986	0	0.7831802399037595	0	0	0	0	0
1889	2.3043364926950405	0.2227423832774169	0	0	0	0	0	0	0	0	0	-0.8000188653629332	0	0	0	1.3826625219710882	0
1890	0	1.2657726028021172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.1876176480348297
1891	0	0.17516096309176388	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8551025901797463	0
1892	0	0.16612730655087113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7243291990415437
1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0256346678686121	0
1894	0	0	0	0	0	0	0	0	0	0	0	0.4548039773275097	0	0	0	0	0
19	4.659320243961377	0.2959924941871931	0	0	0	0	0	0	0	0	0	0	0	3.4326094368895306	0	1.380074182055142	0
1901	0	-0.5680266577018949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.684499578119853
191	0	0.1507190725466225	0	0	0	0	0	0	0	0	0	0.3553655350056072	0	0	0	0	0.5862428136191756
1910	5.326984480998494	0.9745049566986644	0	0	0	0	0	0	0	0	0	0	0	4.863987803186046	0	0	0
1912	3.2063822125110684	0.2508296919540022	0	0	0	0	0	0	0	0	0	0	0	2.3288348898796016	0	0	0
1915	0	-0.24805350365789405	0	0	0	0	0	0	0	0	0	0.712172522126838	0	0	0	0	0
191585	0	0	0	0	0	0	0	0	0	0	0	-1.3900565317569678	0	-3.3537299489064663	0	0	0
1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5021152316713674
192111	0	-0.2078501447085079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192286	0	0.23398666868769896	0	0	0	0	0	0.8963674397442147	0	0	2.0189717818550403	0	0	0	0	0	0
192668	0	2.2626528176414906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192669	0	0	0	0	0	0	0	0	0	0	0	-0.37528632912507703	0	0	0	0	0
192670	1.8479521528677512	-0.15866847845594467	0	0	0	0	0	-0.613907041258861	0	0	0	0	0	1.4998914841556732	0	0	0
192683	0	0	0	0	0	0	0	0	0	0	0	1.1335925601065802	0	0	0	-1.7039466315160208	0
1933	0	-0.23479918834316543	0	0	0	0	0	0	0	0	0	0.6330752971553052	0	0	0	0	0.6383430455760432
1936	0	0.1909045551011828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193629	2.2117155851929584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	0	0	0	0	0	0	0	0	0	0	0	0.48461431280369116	0	0	0	0	0
1938	0	-0.15245908682811804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8031236957903373
1939	0	-0.1385448316258904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	0	-0.5431797907239857	0	0	0	0	0	0	0	0	0	0	0	0	-2.507745786207918	0	0
1945	0	0.2842655334811749	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5208549155281313	0.41987442396532754
1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4266275187494477	0
1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31348424962893967
1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.019540595055969
1950	0	0.3258272713919692	0	0	0	0	0	0	0	0	0	-2.094689757777162	0	0	0	0	-1.5273403803426138
1951	0	0	0	0	0	0	0	0	0	0	0	-0.8225339908043012	0	0	0	0	0
1952	0	-0.3279170115682008	0	0	0	0	0	0	0	0	0	-1.3310380091485756	0	0	0	0	0
1954	0	0	0	0	0	0	0	0	0	0	0	-0.6143519341992307	0	0	0	0	0
1955	2.51338708425379	0	0	0	0	0	0	0	0	0	0	0	0	2.596681679029179	0	0	0.518860331134779
1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9833601318947898
195814	0	-1.5176104778744919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195827	0	-0.13719918643575982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195828	0	0	0	0	0	0	0	0	0	0	0	0.37518137332135465	0	0	0	0	0
1959	-2.292120102301013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.7300400060348218
196	0	0	0	0	0	0	0	0	0	0	0	0.47413980057862093	0	1.8354127516878815	0	0	0
1960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8629168607465902	-3.0822647180318765
196074	-1.086079932245428	-0.1704562522217883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.678924813878056	0	0
1962	0	0	0	0	0	0	0	0	0	0	0	0.6132600694052972	0	0	0	0	0
196264	1.4472332868392344	0	0	0	0	0	0	0	0	0	0	0.8144659475165102	0	0	0	0	0
196383	1.96050829790575	0.3994267783750434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196394	0	0	-7.58347271177658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	0	-0.245409565686029	0	0	0	0	0	1.0260923295924158	0	0	0	0.6449333487313783	0	0	0	0	0
196410	0	2.3991949753650816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196441	1.5835976752468819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.047403877086137	0
196463	0	0	0	0	0	0	0	0	0	0	0	-1.0400178285935389	0	0	0	0	0
196483	-1.6704065666153978	0	0	0	0	0	0	0	0	0	0	0.4839244423729273	0	0	0	0	0
1965	0	-0.12485180460974617	0	0	0	0	0	0	0	0	0	0.4402487885788243	0	0	0	0	0
196527	0	0	0	0	0	0	0	0	0	0	0	-0.4362102582111094	0	0	0	0	0
196528	0.5686638822605735	-0.18038392657939778	0	0	0	0	0	-0.7988101523577884	0	0	0	0	0	0	0	1.3504038882644058	0
196541	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8765132349907475	0	0	0
1967	0	0	0	0	0	0	0	0	0	0	0	0.44004082298334146	0	0	0	0	0
196743	-1.4319401400147138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7709711628099503
196792	0	0	-7.71352025588528	0	0	0	0	0	0	0	0	0	0	0	0	-1.045553479609608	0
1968	0	0	0	0	0	0	0	0	0	0	0	0.48120769235158123	0	0	0	0	0.5012063847006292
196872	-3.4012034506549935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196883	1.5206128698984482	0.46309706163458875	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8904614147293959	0
1969	0	0	0	0	0	0	0	0	0	0	0	3.437404349803777	0	0	0	0	0
196951	-1.0736172222659681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196968	0	0	0	0	0	0	0	0	0	0	0	-1.222318667017949	0	0	0	0	0
197131	0	-0.14939363638497208	0	0	0	0	0	0	0	3.0283768256393295	0	-0.3352446206542371	0	0.9612695185728105	0	0	0
197135	0	0.21650607741123848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.8308622454567502
197187	0	0.29211575485507735	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8052438488349972	0
197258	0	0.12527264841395058	0	0	0	0	0	-1.1227997980782851	0	0	0	0	0	0	0	0	0
197259	2.2426180964561486	0.4824706008320464	-9.1465219358794	0	0	0	0	0	0	0	0	0	0	2.1327211511673076	0	0	-2.356530511803646
1973	0	0.22004221391025666	0	0	0	0	0	0	0	0	0	0.4388291238986249	0	0	0	0	0
197322	0	0.20863182195655722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197358	0	-0.2864759413740152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197370	0	0	0	0	0	0	0	0	0	0	0	0.613714258417075	0	0	0	-1.1011854540976451	0
1974	0	-0.25548358591122794	0	0	0	0	0	0	0	0	0	0.49997747917581625	0	0	0	0	0
197407	-1.667004944294621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1975	0	-0.31118525263855656	0	0	0	0	0	0	0	0	0	0.6555664682413949	0	0	0	0	1.455206029027363
1977	0	-0.3023221576105108	0	0	0	0	0	0.7384069794077565	0	0	0	0.34544250967871604	0	0	0	0	0
1978	0	0.5380068467135822	0	0	0	0	0	1.5569917470978059	0	0	0	0	0	0	0	-1.605302192471818	0
1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6100789548570894
1982	1.0238607603507752	-0.18582284149466113	0	0	0	0	0	0	0	0	0	0	0	1.0829208995251245	0	0	0
1983	1.2224880461619483	0	0	0	0	0	0	0	0	0	0	0.522910192790439	0	0	0	0.6915742652032771	0
1984	0	0.17713265223601588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198437	0	0.4864697415328052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	0	0.2592918946141628	0	0	0	0	0	2.027726814541551	0	0	2.7974041736224584	0.9099516354975452	0	0	0	-1.2858655500664606	0
1991	3.9997345341388812	1.63457291852539	0	0	0	0	0	0	0	0	0	-0.5531353427189729	0	0	0	0	0
1992	3.3166378723831658	0	0	0	0	0	0	0	0	0	0	0	0	2.927933978217912	0	0	0
199221	0	0.6603016028993846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199223	0	0.3613303255979278	0	0	0	0	0	0	0	0	0	0	0	-1.540649312094303	0	0	0
1994	0	-0.1134015350462081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.998420344951595	0	0	0
1996	-2.9746499830652176	0	0	0	0	0	0	0	0	0	0	0	0	-2.317172884196735	0	0	0
199675	5.686888906197849	0	0	0	0	0	0	1.592786489531627	0	0	0	-1.726015533130291	0	4.448045552698058	0	0	0
199692	0	0	0	0	0	0	0	0	0	0	0	0.6060431480162659	0	0	0	0	0
1997	1.9599566560765251	-0.20714714479023655	0	0	0	0	0	0	0	0	0	0	0	1.4175993427031914	0	0	-0.8347432337140789
199720	0	0.48182932100008785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199731	0	0.43457761544689166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7548305428178719
199745	-1.1882240570367533	0.2267613146611034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199746	0	0.2288218099746365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199777	0	-0.38096094980415474	0	0	0	0	0	0	0	0	0	1.6275772816365661	0	0	0	0	0
199786	0	-0.30877081615189517	0	0	0	0	0	0	0	0	0	1.7326283168676384	0	0	0	0	0
1998	1.3566252902072038	-0.14832422386375785	0	0	0	0	0	0	0	0	0	0	0	1.162529487389484	0	0	0
199870	0	-0.1400959625224635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199953	0	0	0	0	0	0	0	0	0	0	0	-0.728107722140115	0	0	0	0	0
199990	0	0.41346122472879504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	-2.9817584698496056	0	0	0	0	0	0	0	0	3.449494699538792	0	0	0	-2.9266139131188047	0	0	0
2000	1.6364458223647522	0.16946412732898902	0	0	0	0	0	0	0	0	0	-0.4036164651828333	0	1.3735885176815519	0	0.7176808934573783	-0.3450987873731353
200014	0	0	-7.5900113392870105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200030	0	-0.1952384507542482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200035	0	0.11983770764618434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200132	6.252594551030207	0	0	0	0	0	0	0	0	0	0	0	0	5.331207384092419	0	0	0
200162	0	-0.3386816080951168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200172	0	0	0	0	0	0	0	0	0	0	0	-0.9864807635875942	0	0	0	0	0
200185	0	0.18397334779343538	0	0	0	0	0	0	0	0	2.679083231511729	0.6371730837623187	0	0	0	0	0
200186	0.951123266499157	0.15241406530456206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9905657091251472	0	0	0
200205	0	0.36293404042627814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200232	0	0.4067713762610776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
