Description	GSE139871_GPL10558_s5_d4	GSE16250_GPL570_s3_d2	GSE34151_GPL10558_s4_d3	GSE63548_GPL10558_s6_d5	GSE83456_GPL10558_s1_d1	GSE83456_GPL10558_s2_d1	GSE132283_s20_d17	GSE132283_s21_d17	GSE141656_s8_d7	GSE143627_s17_d14	GSE143731_s23_d19	GSE148171_s14_d11	GSE148731_s11_d10	GSE148731_s12_d10	GSE148731_s13_d10	GSE164287_s24_d20	GSE165708_s28_d23	GSE174566_s15_d12	GSE183912_s22_d18	GSE193777_s9_d8	GSE198557_s16_d13	GSE211974_s7_d6	GSE236156_s25_d21	GSE256184_s26_d22	GSE256184_s27_d22	GSE64179_s18_d15	GSE64182_s19_d16	GSE84076_s10_d9	aggregated_microarray	aggregated_RNAseq
inositol catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
inositol metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6847321079204794	0.894859272412392
inositol phosphate biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.4897653822707065
inositol phosphate catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
inositol phosphate metabolic process	0	1.7112078470946372	0.36927891756032816	0.3421295202675862	0.761084264887407	0	0.5138331171178209	0.5215459209858534	0.9800544419025176	0	0	1.184077949968546	0.4394230683753508	0.2385386954088882	0.8117274352646908	0	0	0.3709479601535732	0	0.6401340934804148	1.3835408514736172	0.6586386054940073	1.0332385067809604	0.5525935101206382	0.8626690602529784	0.6252539971627264	0.4820541168661686	0	1.068908455821182	0.85678333638373
inositol trisphosphate biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0
inositol trisphosphate metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1830662800049896	0.6357435679324202
insemination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2823672744048191	0.7046054322347184
insulin catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.894859272412392
insulin metabolic process	2.307478928349173	0	0	0.6822693318392834	0	0	0	0.3750271411002243	1.1666457035829847	0	0	0	0	0	1.1559260882605475	0	0	0	0	0.6712440265259036	0	0	0.6092632167332077	0	0.6405090379234383	0.8371789798479791	0.5067971042391991	0	0.8714465698459279	0.8132628408478844
insulin processing	2.7074517755170864	0	0	0	0	0	0	0.5479806353283669	1.519201725219165	0	0	0	0	0	1.507359033183502	0	0	0	0	0.9396755401715372	0	0	0.861072057881969	0	0.9009069033886934	1.1424399883367742	0.7273166236468114	0	0.6847321079204794	0.894859272412392
insulin receptor recycling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
insulin receptor signaling pathway	1.2794612682563442	1.3905992658357296	0.6233611400783494	0.4731156860547458	0	1.1275203655100965	0.5399426313083538	1.0659516507144335	0.6065218050357372	0.624608271442691	0.3606336008783357	1.171737633000512	0.314082188778454	0.7691673670864588	0.7288022670367061	0.3812282734464278	0	0.5115290480804006	0	0.6712440265259039	1.2374785877714891	0.47918168998477434	0.4193734741898277	1.267820408782279	1.051473075776922	0.8371789798479791	0.3455941079875008	0.32779283800254444	1.431052064767372	0.8132628408478842
insulin secretion	0	0	0	0	0	0	0	0.3750271411002243	0.4662242500519409	0	0	0.5903438101382124	0	0.4886865018586582	0	0	0	0	0	0	0	0	0	0	0.33623428746394296	0.45352047729778056	0.5067971042391991	0	0.8714465698459279	0.8132628408478844
insulin secretion involved in cellular response to glucose stimulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
insulin-like growth factor receptor signaling pathway	0	2.1511910475697302	0.8067149871850571	0	0	0	0	0.7816637089213846	0	0	0	0.6554419677070479	0	0	0	0	0	0.8098667196072401	0	0	0	0	0	0	0.9876896638951864	1.2402827463804769	0	0	1.417029176244725	0.894859272412392
integrated stress response signaling	0	0	0.2370035012861457	0	0.9230623499848306	0	1.114363642490925	1.255482550972038	1.4569080574702125	0.7320636441896617	0	1.195077369986579	0.5470000316985167	1.364982915602703	1.4452169611838677	0.9193430504061524	0.7045081705713448	0.8538395979676809	0.6367564892831197	1.3182902612522498	0	0.4341869436947623	1.5827997675360668	1.3698492822016723	0.9009069033886934	1.5510891902902977	0.5982047427273061	0.5693823945746966	0.799478857305476	0.894859272412392
integrin activation	0	0	0.8067149871850571	0	1.4378989674131677	1.85256943150469	1.4036436891849142	1.3146605247148968	0.9418598759353232	0.692566478335161	0	0	0	0.9795144478642565	0.9322832138867234	0	0	0.8098667196072401	0	0.7429027144911098	0	0	1.170807842861734	0.6445495050589028	1.217687560322543	1.492426983207053	1.3429399786615708	0	1.417029176244725	0.894859272412392
integrin biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
integrin-mediated signaling pathway	1.6088806094382124	0.5736419387871489	0.7582514519779715	0.9267459177776116	0.7725013918426928	1.2248013875418822	1.1706024969395237	0.957398537942086	1.0430676323328285	0.8552211198796412	0.17674875888809063	0.7356911610325882	0.82631136585182	0.9795144478642566	1.2940332111762272	0.4548781399746876	0.20330634994785565	0.9893755390205656	0.1813262536581048	1.3785623861988503	0.701934677718517	0.4632116883886837	1.170807842861734	0.2916128520428982	0.9511756143767776	1.0674268771482585	1.2567186817642944	0	1.4350266257625433	0.8560940874691599
inter-Golgi cisterna vesicle-mediated transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intercellular transport	0	0	1.606466591841437	0	1.701404702788814	0	0.7711193673597232	0	0.6729852865952477	0	1.2794612682563442	0	0	0	1.1559260882605475	0	0	0	0	0	1.0055598715076546	0	0.861072057881969	0	0	1.1424399883367742	1.2417084359969768	0	1.5372986417938648	0.6357435679324202
interferon-mediated signaling pathway	0	0.6829417792507521	0.8354686141592383	1.31545601454937	1.7413260562493995	1.5143477100924931	0.9560482497937688	1.7203886666122696	0.5406277140629353	1.775457772570057	1.3161101372772948	1.3071928477318182	0.6928225568271061	1.7481680809471984	1.2906283138367136	0.821373224059686	1.9626850878110933	0.5918583823389941	1.5377274538844874	1.664001321021103	1.375847514230876	1.3273256055836438	1.4558509425262631	0.6690714522818002	1.2536152879503926	1.60440388205373	0.7541086744331774	0	1.4550293037623014	0.8634787959648127
interleukin-1-mediated signaling pathway	0	0.7696170026140015	0.6670949362431093	0.8772686647852388	1.2435460113897563	0.5875426097502171	1.342973771562109	1.3980946274983628	1.320863918852999	1.1939577986486054	0.4789543376473466	1.6591261266671409	1.5109150596365246	0.9795144478642566	1.196234551244865	1.0894015535997073	0.5456977978976826	1.1622410518517463	1.4622627133177346	2.070942246567254	1.766968704421326	0.3299491997494286	1.6919794763452043	0.9531582669282372	1.2987386379082884	1.2953420477430293	1.153968600287915	0	1.3913392783582	0.8587114791701127
interleukin-10-mediated signaling pathway	0	0	1.013501326405758	1.5335187873143044	1.701404702788814	2.1295820960835674	0	1.9532620909602576	1.519201725219165	1.8175280483313592	1.2794612682563442	1.7577805375298303	0	1.5653509161675376	1.7739448902825292	0.7929449231293002	0	1.017121137103511	0	1.8954348673179664	1.0055598715076546	0.9636639871418496	1.7910501196627893	0	0.9009069033886934	1.9709842928041457	1.8716684220955089	0	1.5372986417938648	0.894859272412392
interleukin-11-mediated signaling pathway	0	0	1.158370525705951	1.0939662087084423	0	0	0.8953150731762369	1.475792893597487	1.6872604294488918	1.015229538335877	0	1.5505029704244102	0	1.7346370962360316	1.3095684070080902	0.9193430504061526	0	1.7812115838753515	0	1.0790836616671051	1.766968704421326	1.1049209823579798	1.9649994323561288	0	1.0371684544653412	1.6597227524806906	1.7716899015235572	0	1.5372986417938648	0.894859272412392
interleukin-12-mediated signaling pathway	0	2.036936999456297	0.7306589009411193	0.6822693318392834	1.334008276439274	1.1275203655100965	0.972447864325914	1.4069982121838838	1.4133541824031248	1.4427696310094626	0	0	0.8512274441594079	1.4585104512180638	1.1559260882605475	1.3295557374595712	1.062343971931582	1.8812895841178947	0.973319921190846	1.5165044027695342	0	1.1909818808078354	1.075597163239259	0	0.6405090379234383	1.5885219208806516	1.4939507327454735	0	1.431052064767372	0.8132628408478844
interleukin-13-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
interleukin-15-mediated signaling pathway	2.204410624643736	1.2986629746530325	0.6670949362431093	1.4384385799236752	1.2435460113897563	1.6426679456957625	0.8953150731762369	1.6165089619512445	1.5192017252191652	1.8175280483313592	0	0.5365892971987601	0	1.880679712582432	1.6750850434590014	1.4912861624068052	1.5673838759974317	2.3217183498496654	1.4622627133177346	2.070942246567254	0.6610673126550258	0.6295251418965139	1.7910501196627893	0	1.3745016444070852	1.9317781822310451	1.9183015569207509	0	1.4421454823904676	0.8216315609955437
interleukin-17-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.7046054322347184
interleukin-17A-mediated signaling pathway	0	0	1.013501326405758	1.5335187873143044	0	0	0	1.3146605247148968	0.6729852865952477	0.8806891765123687	0	1.3866275008930258	0	0.7031621092122162	1.1559260882605475	0	0	1.017121137103511	0	1.5165044027695345	1.9797450704757371	0.9636639871418496	1.417843759665484	0	1.217687560322543	1.1424399883367742	1.2417084359969768	0	1.1830662800049896	0.7707059848055414
interleukin-18-mediated signaling pathway	0	1.7620205459973943	0	0	0	0	1.6654725500209226	1.3146605247148968	1.1666457035829847	1.4427696310094626	0	1.7577805375298303	1.1591426978093498	0.7031621092122162	1.507359033183502	1.696616303515737	0	1.6108170564661368	0	1.5165044027695345	1.9797450704757371	0	1.417843759665484	0.8237717483226132	1.217687560322543	0.655811079655436	1.2417084359969768	0	1.5372986417938648	0.894859272412392
interleukin-2-mediated signaling pathway	0	1.4959143127795265	1.1059867069004596	1.2788143056170505	1.4378989674131677	1.85256943150469	0.6006158641786183	1.512699247378538	1.519201725219165	1.8175280483313592	1.0436471863958714	0.6554419677070479	0	1.9467309934292945	1.7132396841592572	1.696616303515737	0	2.3894802912461315	1.063887326411696	1.8954348673179664	0.7998078787989158	0	1.7910501196627893	0	1.217687560322543	2.147437176607615	1.9845623841853393	0	1.537298641793865	0.894859272412392
interleukin-23-mediated signaling pathway	0	0	0.5671703378410662	0	1.701404702788814	1.4758638163473563	0	1.779505308011257	1.1666457035829847	1.4427696310094626	0	0.8367401117991169	0	1.5653509161675376	1.1559260882605475	0.7929449231293002	1.402936050019944	2.273903879230335	0	2.1733171556397832	1.0055598715076546	0.9636639871418496	0.861072057881969	0	0.9009069033886934	1.758384956077056	1.8716684220955089	0	1.3738827045609578	0.894859272412392
interleukin-27-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5372986417938648	0.894859272412392
interleukin-3-mediated signaling pathway	0	1.9354774173999143	0	1.701969861163823	0	0	1.46121853864788	1.7410298322434716	1.320863918852999	1.9919029799834744	0	0.9673418336718144	0	2.0088428337253053	1.3095684070080902	0.9193430504061526	1.5673838759974317	2.170992545952	0	1.6844879861518245	1.149873603499776	0	0	0	1.0371684544653412	1.9317781822310451	1.3996641249418933	0	1.5372986417938648	0.894859272412392
interleukin-33-mediated signaling pathway	0	0	0.49248206417869744	0.8432945323751111	1.5586909115484853	1.3391948181215565	1.1706024969395237	1.1839987096636344	0	0.7760403930347319	0	2.0994008362226992	0	0.6142568367018213	1.0329269355643718	0.6956771205314651	1.2687853114918914	0	1.1715613559666684	1.749164295618744	2.506162164055831	0.8527399102876714	1.6465349052691702	0	1.3318221167994218	1.3552283722236695	0.6360806830379094	0	1.3987390998669782	0.894859272412392
interleukin-34-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1830662800049896	0.894859272412392
interleukin-35-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
interleukin-4-mediated signaling pathway	0	1.7620205459973943	1.013501326405758	1.9133293036556749	1.701404702788814	2.1295820960835674	1.3006632920082857	1.779505308011257	1.519201725219165	1.8175280483313592	0	0.8367401117991169	0	2.048276136551369	1.507359033183502	1.3295557374595712	0	1.6108170564661368	1.3016656439891758	2.1733171556397832	1.0055598715076546	0	1.7910501196627893	0	1.4682423112174676	1.758384956077056	1.8716684220955089	0	1.5372986417938648	0.894859272412392
interleukin-5-mediated signaling pathway	0	1.7620205459973943	0.5671703378410662	1.9133293036556749	0	0	1.3006632920082857	1.5715859159074903	1.1666457035829847	2.0937733431893037	0	1.3866275008930258	1.1591426978093498	1.834210757305894	1.1559260882605475	0.7929449231293002	2.050422024338752	1.6108170564661368	0	1.8954348673179664	1.596903209488747	0	0.861072057881969	0	1.217687560322543	1.9709842928041457	1.6015143917362846	0	1.5372986417938648	0.894859272412392
interleukin-6-mediated signaling pathway	0	0	0.32069535292479634	0.5710080287770145	0	0	1.3764671526299257	1.6519264172302983	1.7424060391595078	1.7275733142221734	0.8122111534036802	1.6684802415889832	1.2315419927088729	1.9172244539752377	1.4217322909643697	0.8517751323806799	1.4807200376862917	1.6916459403890034	0.8296684719967293	1.596095872907923	1.67756297943407	1.0297938998563745	2.021694290352059	0.8840604192571884	1.1388933161486046	1.8407586027089784	1.5143085532084342	0	1.537298641793865	0.894859272412392
interleukin-7-mediated signaling pathway	0	1.4959143127795265	0.43473018613113185	1.2788143056170505	2.0884876030571133	1.2248013875418822	1.4036436891849142	1.825712333051814	1.7254773462598842	2.208402647363059	1.0436471863958714	0	0.935155071447833	2.095542057002578	1.8858041811498203	1.696616303515737	1.1569964320616095	1.9942752487696345	1.66655513467019	1.8954348673179664	0	0.7635391250394994	2.004307641762524	1.126436776577563	1.5752861258880748	2.147437176607615	2.1337581237529437	0	1.417029176244725	0.894859272412392
interleukin-8-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
interleukin-9-mediated signaling pathway	0	1.4959143127795265	0.43473018613113185	1.6418354373467856	1.4378989674131677	1.2248013875418822	0.6006158641786183	1.6805762022876556	1.265369639866255	1.8175280483313592	1.0436471863958714	0.6554419677070479	0	1.9467309934292945	1.5073590331835018	1.0894015535997073	1.1569964320616095	2.21080609325213	1.66655513467019	2.110535493592023	0.7998078787989158	0.7635391250394994	1.5237937625321216	0.6445495050589028	1.217687560322543	2.017999602886606	1.8103014548606216	0	1.537298641793865	0.894859272412392
intermediate filament bundle assembly	0	0	0.49248206417869744	0	0	0	0	0.4754444691810805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7580061605657725	0	0.7946668557033437	1.0201825719337885	0.6360806830379094	0	1.3987390998669782	0.7890909654450426
intermediate filament cytoskeleton organization	0	0	0.6670949362431093	0.2621093116711639	1.0611464701517104	0.4790174701095713	0.2025744782292155	0.5279213754910335	0.5007691961430101	0.23752791555111483	0	0.8091195246960606	0	0.5246396952324887	1.0173317204300212	0	0	0.5488824959216263	0	0.7174655073166605	0.9746428967541662	0	0.6522366271975565	0.796437476525331	0.9570851714966904	0.6326358224207018	0.7022674364560333	0	1.1494683494139988	0.7445946698827917
intermediate filament organization	0	0	0.43473018613113185	0.4032346040462264	0.8768428470395029	0	0.31352987220996825	0.6093769108112425	0.2686137349062385	0.3663848128767618	0	0.6554419677070479	0	0.5445955786019306	0.5137608118220255	0	0	0.43666309672552006	0	0.7429027144911098	0.7998078787989158	0	0.67595540593738	0.9060267153464034	0.8553836282329166	0.7262696165797708	0.5644196893947695	0	1.2086797248808852	0.8027354207398345
intermediate filament-based process	0	0	0.6670949362431093	0.2621093116711639	1.0611464701517104	0.4790174701095713	0.2025744782292155	0.5279213754910335	0.5007691961430101	0.23752791555111483	0	0.8091195246960606	0	0.5246396952324887	1.0173317204300212	0	0	0.5488824959216263	0	0.7174655073166605	0.9746428967541662	0	0.6522366271975565	0.796437476525331	0.9570851714966904	0.6326358224207018	0.7022674364560333	0	1.1494683494139988	0.7445946698827917
intermediate mesoderm development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermediate mesoderm formation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermediate mesoderm morphogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermediate mesodermal cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermediate-density lipoprotein particle clearance	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermediate-density lipoprotein particle remodeling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermembrane lipid transfer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5295339642739197	0.894859272412392
intermembrane sphingolipid transfer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intermicrovillar adhesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
internal peptidyl-lysine acetylation	0	2.281577579372408	0	0.8432945323751111	1.5586909115484853	1.3391948181215565	0.6758087530475163	1.1839987096636344	0.5870751012422556	1.3072048857449563	0	1.6138997113748756	0	1.0828574630905845	1.6297510035270104	0	1.2687853114918914	0	0	1.3785623861988503	1.4566931814867683	0.8527399102876714	0.7580061605657725	0.7238221783832466	1.3318221167994218	0.571646572320965	0.6360806830379094	0	1.3987390998669782	0.894859272412392
internal protein amino acid acetylation	0	2.036936999456297	0	0.6822693318392834	1.334008276439274	1.1275203655100965	0.5399426313083537	0.9846421254457418	0.4662242500519409	1.0978379140925691	0	1.3866275008930256	0	0.89316254190131	1.603717167059296	0	1.062343971931582	0.733601917838945	0	1.164202347707118	1.596903209488747	0.6904224792763219	1.075597163239259	1.033062379780453	1.307407155840852	0.45352047729778056	0.5067971042391991	0	1.431052064767372	0.894859272412392
interstrand cross-link repair	0	0	0.1430487431952816	0.7290429091402475	0	0	0	0.8581171810109526	0.17312153871534244	0	0	0.4362046233338532	0	0	0.33704604472966526	0.2093535084456705	0	0.782844890543423	0	0	0.5413864385315644	0	0	1.0936145866505875	1.1125648853060273	0.6326358224207018	0	0	0.5100420661338934	0.836576777506643
intestinal absorption	0	0	1.0135013264057575	0	0	0	1.114363642490925	0.44574780722131047	0.7863544328990427	0	0	0.693373733504691	0	0.5774194666768013	0	0.34461523708663183	0	0.46389897304661326	0.6367564892831197	1.0790836616671051	0.4574024230650464	0.4341869436947623	0.37942754254824335	0.6820081635197284	0.7499511248990395	0.7671252701894994	0.8468695676608411	0	1.1830662800049896	0.894859272412392
intestinal cholesterol absorption	0	0	0.8991263239782072	0	0	0	1.1706024969395237	0.4754444691810805	0.5870751012422556	0	0	0	0	0	0	0	0	0	0	0	0.8917191606047646	0	0	0.7238221783832466	0.4273645924070859	0.571646572320965	0.6360806830379094	0	1.0586194736081294	0.894859272412392
intestinal epithelial cell development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intestinal epithelial cell differentiation	0	0	0.49248206417869744	0	2.2184581226401017	1.3391948181215565	1.1706024969395237	0.8722369189405379	1.0430676323328285	0.7760403930347319	0	0.7356911610325882	1.0359688442059871	1.0828574630905845	1.0329269355643718	0	0	0.9025045376166708	0	0.8304967280666118	0.8917191606047646	0.8527399102876714	1.2831526811381762	0.7238221783832466	0.7946668557033437	1.3552283722236695	1.1143324366654246	0	1.3987390998669782	0.675432909069735
intestinal epithelial cell migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0
intestinal epithelial structure maintenance	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intestinal folate absorption	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
intestinal hexose absorption	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intestinal lipid absorption	0	0	1.1059867069004596	0	0	0	1.4036436891849142	0.4194563818119836	0.9418598759353232	0	0	0.6554419677070479	0	0	0	0	0	0	0	0	0.7998078787989158	0	0	0.6445495050589028	0.7097537730388745	0.5060096347163142	0.5644196893947695	0	1.130155084679396	0.894859272412392
intestinal motility	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
intestine smooth muscle contraction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.4897653822707065
intra-Golgi vesicle-mediated transport	0	0.8796042117746566	0.20954707878096215	0.3806261740674946	0.8347705295235297	0.6784331577228006	0	0.8927497019416745	0.8978629709620725	0	0	0.8764307045358738	0	0.26598997325629337	0.24993658395316523	0	0	0.41237519220511915	0	0.7053552507407183	0.7602438370962512	0	1.121316209544453	0.610821671446242	0.8139847956751713	0.4783742744645349	0.7634570561580661	0	0.9121540068312752	0.8522363241368653
intracellular amino acid homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.7046054322347184
intracellular calcium ion homeostasis	0	0.8865792628419882	0.8522870437882635	0.6164485044378719	0.8415175973276068	0.684269600213098	0.6989671217605674	0.923459221077912	0.9919311780806972	0.5632299256952954	0	0.5317280579414565	0.492007273835224	0.744653890553664	0.9820647420866035	0.10421036541131672	0.5407681232868456	1.0247097364331224	0.3940773377483241	0.7113616375086231	0.655324396283902	0.5098496603941913	1.129290692638974	0.37386719216956865	0.7515224189043406	0.8838443693652706	0.9070201062112198	0	1.1413466435076065	0.8149237612296145
intracellular chemical homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1217151770497922	0.8216315609955437
intracellular chloride ion homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.894859272412392
intracellular cholesterol transport	0	0.9230623499848306	0.8067149871850571	0.7547706882832291	0	0	0.8499708877832552	0.7816637089213846	1.265369639866255	0	0	1.3300955146733786	0.5156180316025638	1.1551779503801662	1.2542643371810112	0	0	0	0	1.0285384767035266	1.3385774575270086	0.40850402719128626	0.9455828143582896	0.9060267153464034	1.1079827737882963	0.7262696165797708	0.8031346468826379	0.5369354190219445	1.130155084679396	0.754437542830387
intracellular copper ion homeostasis	0	1.2986629746530325	0.3515563087680985	0.6219267485249153	0	0	0.8953150731762369	0.9069325237681194	0.7863544328990428	1.3495945329486263	0	0	0.7803789643280588	0.820024852815863	1.071106656141562	0.5054205819493268	0	0.6698475535207223	0.8961455528988476	1.4217586793794204	0	0	0.5541031582713912	0.5273125528349869	1.0371684544653412	0.41066459436571134	0.8468695676608411	1.35138770093042	1.097279776300821	0.8216315609955437
intracellular distribution of mitochondria	0	0	0.6670949362431093	1.0939662087084423	1.8737397336711672	0	1.46121853864788	1.475792893597487	1.320863918852999	0	0	0.9673418336718144	0	1.364982915602703	0	0	0	0	0	1.0790836616671051	1.149873603499776	0	0.9938882075423812	0	0.5830837476425865	0	0.8468695676608411	0	0.799478857305476	0.894859272412392
intracellular glucose homeostasis	0	1.3431321974050254	0.8414510987159537	0.6507701911067041	0.761084264887407	0.6151341677526999	0.5138331171178209	0.5215459209858534	0.4432087346892804	0.5951975700808576	0	0.5622358211456226	0.4394230683753508	0.6709385781367272	0.6344585308354888	0.27403894418894836	0	0.976026089640821	0	0.33601931007285796	0.3656299924332588	0.9238242455076854	1.0332385067809604	0.7877012655607728	0.8626690602529784	0.4310579031454265	0.2479233191766576	0	1.32662455240704	0.7775050728358913
intracellular glutamate homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.4897653822707065
