Description	GSE139871_GPL10558_s5_d4	GSE16250_GPL570_s3_d2	GSE34151_GPL10558_s4_d3	GSE63548_GPL10558_s6_d5	GSE83456_GPL10558_s1_d1	GSE83456_GPL10558_s2_d1	GSE132283_s20_d17	GSE132283_s21_d17	GSE141656_s8_d7	GSE143627_s17_d14	GSE143731_s23_d19	GSE148171_s14_d11	GSE148731_s11_d10	GSE148731_s12_d10	GSE148731_s13_d10	GSE164287_s24_d20	GSE165708_s28_d23	GSE174566_s15_d12	GSE183912_s22_d18	GSE193777_s9_d8	GSE198557_s16_d13	GSE211974_s7_d6	GSE236156_s25_d21	GSE256184_s26_d22	GSE256184_s27_d22	GSE64179_s18_d15	GSE64182_s19_d16	GSE84076_s10_d9	aggregated_microarray_0	aggregated_microarray_0-6	aggregated_microarray_0-65	aggregated_microarray_0-7	aggregated_microarray_0-75	aggregated_microarray_0-8	aggregated_microarray_0-85	aggregated_microarray_0-9	aggregated_microarray_0-95	aggregated_RNAseq_0	aggregated_RNAseq_0-6	aggregated_RNAseq_0-65	aggregated_RNAseq_0-7	aggregated_RNAseq_0-75	aggregated_RNAseq_0-8	aggregated_RNAseq_0-85	aggregated_RNAseq_0-9	aggregated_RNAseq_0-95
5S class rRNA transcription by RNA polymerase III	0	0	1.014156856051737	0	0	0	0.7716727237196409	0.9852872891177552	1.167349044344664	0	0	0	0	0.7036802641207458	0.6658560097834153	0	0	1.0177779349826166	0	0	0	0	0	0	0.901519331615012	0.6563029212629522	0.727847634758632	0	1.3826992733989505	1.3825868246793698	1.501948781192863	1.643329117605436	1.814459191367628	2.0281632974507806	2.308316475958472	2.708298499966557	0	0.9020234857950488	0	0	0	0	0	0	0	0
7-methylguanosine RNA capping	0	0	0	0	0	0	0	0.548407065823611	0.6734868424322298	0.8812930853225462	0	0	0	0.7036802641207458	1.5081334771776167	0.7935089518534805	1.403693004801006	0	1.302402249525138	0.9403036269881015	0	0.9643013264118544	1.4186034154990974	0	1.218404372859993	0.6563029212629522	0	0	0.9640157279209456	0	0	0	0	0	0	0	0	0.9020234857950488	0.416732124444652	0.4723845153181116	0.5445022894710391	0.6413897478138717	0.7771680788151566	0.9793729751634104	1.308448596003244	0
7-methylguanosine mRNA capping	0	0	0	0	0	0	0	0.548407065823611	0.6734868424322298	0.8812930853225462	0	0	0	0.7036802641207458	1.5081334771776167	0.7935089518534805	1.403693004801006	0	1.302402249525138	0.9403036269881015	0	0.9643013264118544	1.4186034154990974	0	1.218404372859993	0.6563029212629522	0	0	0.9640157279209456	0	0	0	0	0	0	0	0	0.9020234857950488	0.416732124444652	0.4723845153181116	0.5445022894710391	0.6413897478138717	0.7771680788151566	0.9793729751634104	1.308448596003244	0
ADP catabolic process	0	0.6834488779044051	0.8360525681506229	0.98598163205843	0.645929914584916	1.5151232112959594	0.2201066259753655	0.6945160120656229	0.18816624174373917	0.2579691074503805	0	0.866779539877386	0	0.7298477508964905	0.8340162932178271	0.4440976511883108	0	0.3088460342183919	0	1.1468891809117452	1.2196883025946483	0	0.25100562681632754	0.8535116536557591	0.9323491716942968	0.9520994652444964	1.4748902702323807	0	1.4203924732519335	1.7117093852242748	1.7475991631541112	1.7936403340541895	1.4202789878329038	1.1730664372698956	1.420278987832904	1.420278987832904	1.420278987832904	0.6290459723180426	0.8863012807741536	0.8051881215744453	0.8051509041911019	0.6658204044878099	0.6290133089709788	0.29407847477340565	0	0
ADP metabolic process	0	0.6585271866757741	0.8072855930161225	0.9541182457914004	0.6220650101733953	1.4766333263852092	0.2110720879885675	0.6692910366210771	0.18041170788216193	0.2474388503863913	0	0.8373246441046674	0	0.7036802641207458	0.8052959083923492	0.4266586522507142	0	0.2963485236411893	0	1.1123796245849384	1.184184814438174	0	0.24074855096295905	0.8243503349202808	0.901519331615012	0.920879685994467	1.4367224443322657	0	1.3826992733989505	1.671943318744216	1.7076460044176205	1.7534648251778302	1.3825868246793698	1.1381859075757588	1.3825868246793696	1.3825868246793698	1.3825868246793698	0.6413897478138717	0.8564239192366333	0.7771408276839353	0.7771044956386295	0.6413897478138717	0.6056393209499371	0.2821465608462022	0	0
AMP biosynthetic process	0	1.618846405768462	0	1.3958253403203016	0	0	0	0.4758226961590648	1.3819312232322136	0	0	0.7362265405349339	0	0.6147243713154066	0.58066687371913	0	0	2.1243464856522314	0	0	0.8923277476750451	0	0	0.7243513531762704	0.7952317134772519	1.0208404369167554	0.6365611249638103	0	1.4076104165651786	0	0	0	0	0	0	0	0	0.9020234857950488	0.681310185457498	0	0	0	0	0	0	0
AMP metabolic process	0	1.7628259448835322	0	0.9541182457914004	0	0	0.7716727237196409	0.7822222593653205	1.3571809180953534	0.8812930853225462	0	0.8373246441046674	0.6681422949534389	0.9801577217468848	0.9329083827838968	0	0	1.995098482811411	0	0	1.0062125939972393	0.5345959352742927	0.8616674641717018	0.8243503349202808	0.901519331615012	1.3313959441296053	1.0100403736566157	0	1.2909603872892328	0	0	0	0	0	0	0	0	0.9020234857950488	0.9315494699539072	0.4723845153181116	0.5445022894710391	0.6413897478138717	0.7771680788151566	0.9793729751634104	1.308448596003244	1.945800853704217
ATF6-mediated unfolded protein response	0	0	0.5676089627134441	0.9541182457914004	1.7022040031009449	0	0	1.3153999466951267	1.519977952857555	0	0	1.3873814179173305	0	1.209327638160835	1.5081334771776167	0	0	0	0	0.9403036269881015	1.0062125939972393	0	0.8616674641717018	0	1.218404372859993	0	0.727847634758632	0	1.191373680793255	0.8336099114605934	0.9279200655292096	1.044313064701291	1.1912676806638416	1.3825868246793698	0	0	0	0.9020234857950488	1.308701683580109	0.4723845153181116	0.5445022894710391	0.6413897478138717	0	0	0	0
ATP biosynthetic process	0	0.8038503277173096	0.5403904232957787	1.1359841212589386	0	1.0848097885491526	0.5142372660455732	1.0624697383102328	0.6422973466844853	0.3107290482153508	0	0.8008571031185134	0	0.8557250580471705	0.8123004054135431	0	0	0.3712511920315709	0	1.1208234818532314	0.6917877051438186	0.3469507116825402	0.3024187412818132	1.4595148428170484	1.2617691331741288	0.220660733524238	0.6947903930664044	0.4583813344459888	1.3919410135066226	1.180283938734057	1.2930025338821045	1.4280560148576296	1.593352062810545	1.3352191384512937	1.2342230598804838	1.0026165376684204	0	0.8244380889020139	0.26767579169101735	0.30482584137266006	0.3537206551832169	0	0	0	0	0
ATP export	0	0	0	0.9541182457914004	0	0	0	0.548407065823611	0.6734868424322298	0	0	0.8373246441046674	0	0.7036802641207458	0	0	0	0	0	0.9403036269881015	1.0062125939972393	0	0.8616674641717018	0	0.4940077664510189	0.6563029212629522	0	0	0.6907046056207455	0	0	0	0	0	0	0	0	0.9020234857950488	0.416732124444652	0.4723845153181116	0.5445022894710391	0.6413897478138717	0.7771680788151566	0.9793729751634104	0	0
ATP metabolic process	0	0.7491564323360632	0.6004614236446425	1.1936139126109242	0.25389613825204854	0.8841836348576168	0.5483041114189537	0.9606953658937232	0.535732973145328	0.4666896625411081	0.15993105088706694	0.6744037379910116	0.1387112264032305	0.7423585930335346	0.8095928799492806	0.25262654238148063	0	0.7441945468265045	0	0.986929934924899	0.7347077894960079	0.10825801016663236	0.4546530158869546	0.9891981494148616	1.012520421659414	0.6930602460688605	1.0345111772262636	0.14493485040447787	1.4218265269273376	1.3967165675223712	1.4723466670387946	1.464821050219885	1.2437117049559954	0.9396378140295426	1.018916448768722	1.1641601393033287	1.1641601393033287	0.7814011389811812	0.787633494917	0.8097911360439038	0.7979626980132126	0.6775186822765122	0.7560215520751764	0.6229560232489202	0.7558344502123657	1.2797398709001
ATP synthesis coupled electron transport	0	0	0.5975855271348183	0.38093660992994993	0.8353541655776983	0	0.2958661985436187	1.0289842260574973	0.253363397932327	0	0	0	0	0.5155866271247143	0.48614851104383977	0	0	0.41270890149730183	0	0.7058745887068901	0	0.3859422724650896	0.3367710733531637	1.2622574960593995	1.3578685293957802	0	0.5345335524928714	0	1.2392840353031638	0.6187452597196219	0.3681894994304239	0.4262962082455845	0.505398906161101	0.6187452597196219	0.7929142442366883	1.08936452632046	1.696572846896562	0.8591853010727097	0.298308417257525	0.3394327353306876	0	0	0	0	0	0
ATP transport	0	0	0	0.8958421659968426	0	0	0.38312923895522005	0.7310830317564346	0.6277129576908241	0.4465013208968136	0	0.4207050582603149	0	0.656349114421016	0.3247951628646927	0	0.7958629382149417	0.5299864930713147	0	0.8825424084561159	0.5227058995600551	0	1.1063647843698896	0.4131910901372994	1.007595742636042	0.8638592743694357	0	0	0.7802508407864761	0	0	0	0	0	0	0	0	0.9020234857950488	0.563553263529839	0.6351043184514327	0.5059593527308367	0.5973280993455962	0.7262633760013464	0.9201811306605472	0.7260815338707249	0
AV node cell action potential	0	0	0.5676089627134441	1.5342971206191864	0	0	0	0.548407065823611	0	0	0	0	0	0	0.6658560097834153	0	0	0	0	0.9403036269881015	0	0	0	1.370599981365715	0.4940077664510189	0.6563029212629522	1.2424312012583387	0	1.191373680793255	0.8336099114605934	0.9279200655292096	0	0	0	0	0	0	0.7772062334192513	1.0703144897563306	1.1782594583339892	0.9793729751634104	1.1219276512441574	1.308701683580109	0.9793729751634104	1.308448596003244	1.945800853704217
AV node cell to bundle of His cell communication	0	0	0.4928719083083756	1.3958253403203016	1.5594728162967924	0	0	0.4758226961590648	0	0	0	0	0	0	0.58066687371913	0	0	0	0	0.8310784110287728	0	0	0	1.2376686258949714	0.7952317134772519	0.5720880075060016	1.1150207437389632	0	1.249303951394834	1.249195771899083	1.364452475251113	0.9279200655292096	1.0663950664137785	1.249195771899083	1.501948781192863	0	0	0.795696735192758	1.178294069281744	1.0540647119123008	0.8673358608273167	1.0008274820211334	1.178294069281744	0.8673358608273167	1.1780518326825595	1.7987979098820486
AV node cell to bundle of His cell signaling	0	0	0.5676089627134441	1.5342971206191864	0	0	0	0.548407065823611	0	0	0	0	0	0	0.6658560097834153	0	0	0	0	0.9403036269881015	0	0	0	1.370599981365715	0.4940077664510189	0.6563029212629522	1.2424312012583387	0	1.191373680793255	0.8336099114605934	0.9279200655292096	0	0	0	0	0	0	0.7772062334192513	1.0703144897563306	1.1782594583339892	0.9793729751634104	1.1219276512441574	1.308701683580109	0.9793729751634104	1.308448596003244	1.945800853704217
Arp2/3 complex-mediated actin nucleation	0	0	0.6137370954579437	0	1.164701778209143	0.9715412000789492	0.8294586149673298	1.0522128619696232	0.7260395825156578	0	0	1.6692759273667075	0	0.7579155776848244	1.5876042480285188	0	0	0	0	1.3385581431168017	1.8891586060191308	0	0.5081990472480351	1.6515503541594354	1.427361142881688	0	0.4204992716689738	0	1.3665568559042611	0.8943505542859609	0.553297719170382	0.6353430596402778	0.7441443202633329	0.8943505542859609	1.1132752963482644	0	0	0.7653223502117235	0.8352267492401912	0.7342790275212357	0.3070488048402302	0.3661009949575529	0.4523091221206256	0	0	0
B cell activation	0.9829135915332656	0.4224967990318524	0.89052608458859	0.4903907193948901	0.3974346123916072	1.064259363491591	0.6148140886503105	0.798899268408374	0.8846454982356892	0.9346507343834952	0	0.28494543658649896	0.4291515095601705	0.9993292691546604	0.6204839017788721	0.13488953654866492	0.7958629382149418	0.9572553535215927	0	0.4819512359708683	0.35692989519386475	0.49664631563575373	0.9143015991595956	0.7713121007593928	0.8452571729805758	0.939377780794436	0.6793074131705175	0	1.3412672566101502	1.2382728596380588	1.3531476520551375	1.4049674836540895	1.3689432114146556	1.4484371965647138	1.569485393140161	1.951062220356737	2.229969002620788	0.8457413282482018	0.8741196689891068	0.9202216447748978	0.9201811306605474	0.8457413282482018	0.9202520325461806	1.036040869309229	1.373052717748361	1.4916239050823297
B cell differentiation	0	0	0.5676089627134441	0.36066773516468553	0	0.6457955074534324	0.2798564179962136	0.548407065823611	0.8581502256323118	0.6250819672149639	0	0.30799269763779025	0	0.4890737734072209	0.6658560097834152	0	0.600645777058785	0.7341362118108526	0	0.9403036269881015	0.3853301840383193	0.6909336995856615	0.8616674641717018	1.033724679373397	0.776748610633907	0.6563029212629522	0.5071965705829875	0	1.38269927339895	1.044313064701291	1.1510358622813468	1.2801929129395295	1.1912676806638416	1.3825868246793696	1.2801929129395295	1.643329117605436	2.308316475958472	0.9020234857950488	0.6647752226312664	0.7458236728967966	0.7030481652602916	0.6413897478138717	0.5445507690578287	0.7030481652602916	0.9792259655954536	1.5644632283580675
B cell mediated immunity	0	0	0.9206438129142366	0.7173164713548041	0	0	0.5691707139650165	1.2633299953603798	0.7076820208742769	0.34595844416770577	0	1.0936991202966868	0	0.7389829851884234	0.8891662722052859	0.30561217687898684	0	1.2998569116673755	0	1.5694454088085572	1.4835384929323732	0.3859422724650896	0	0.3195702672055547	0.35553141428318885	0.8774850283414665	0.5345335524928714	0.5082697884353156	1.307689890598959	1.696572846896562	1.8223979904781	1.9697252837044843	1.696572846896562	1.433286549263561	1.329515341278484	1.08936452632046	1.696572846896562	0.8150313927303569	1.202372979825657	1.3159028112762938	1.4517242044047485	1.6179282135840245	1.827114725490272	1.8884910883408077	2.0013559954739537	2.280523603405178
B cell proliferation	0	0	1.5479968386867442	0	1.4386621457371027	1.2255199881637846	1.6662678944047509	0.7822222593653207	1.726279151946866	1.550053920554527	0	0	1.5116900432424465	1.3095178207306162	0.9329083827838968	0.6192410651232201	0	1.721254179541462	0	0	0	0	1.5245706715245633	1.127128676779508	0.7102754742234991	1.241005165031122	1.343685314809413	0	1.5464342636960178	1.1381859075757588	1.249195771899083	1.3825868246793698	1.546317778516505	1.7534648251778302	1.3825868246793698	1.7534648251778302	2.42403865867755	0.9020234857950488	1.0703144897563306	1.1782594583339892	1.308617310726418	1.2189943694295156	1.4119065540326918	1.674058977566036	2.0599260449142984	1.6733311067541112
B cell receptor signaling pathway	1.46000538258311	1.2183306610620022	0.472024540832318	0.8122773738801587	1.164701778209143	0.9715412000789492	0.8294586149673298	1.0522128619696232	0.3860997373162752	0.7467309033210628	0	0.7074778039062161	0.3827539361828652	1.046897007207243	0.7179730662915916	0.4629783407445693	1.2300571254698138	1.0858485824887352	0.44922541294885543	1.0055429380618537	0.8595628536839431	1.0304550824395051	0.7291798932552266	0.4832954367243365	0.535189271636923	0.853240703818458	0.6108067805410158	0	1.3665568559042611	1.46000538258311	1.46000538258311	1.6003044660914354	1.770451202822048	1.6642146723832474	1.7245363271764036	1.46000538258311	2.11244551907358	0.7653223502117235	0.8352267492401912	0.8351981505784802	0.944709689672952	0.965731689078211	1.1401136063652146	1.3845885327347538	1.3844162926249066	0.8346265624958804
BMP signaling pathway	0	0.4224967990318524	0.5277027661316342	0.4903907193948901	1.46133888899909	1.2468972783659704	0.5020681643096098	0.8637981846387609	0.8846454982356892	0.5819125862034157	0	0.9870186429786754	0.21945729964630709	0.5577173519195708	0.7949993940553098	0.26739988358168665	0.2901070117885487	0.9572553535215927	0	0.759544417247169	0.6763546787327948	0.17159549645308295	1.0138627182151452	0.5400893458290706	0.6626110732802193	1.1431365320794813	0.9497799833655608	0.2292046178125221	1.2835920149007105	1.3126788948965007	1.3531476520551375	1.4049674836540895	1.5694853931401604	1.5694853931401604	1.4049674836540895	1.3126788948965007	1.5694853931401604	0.8457413282482018	1.0499058329017057	1.1129330404771958	1.090321668579636	1.1219276512441576	1.167645943469153	1.2401916717864283	1.0901660261366706	1.4916239050823297
C-X-C chemokine receptor CXCR4 signaling pathway	0	0	1.1590715730693333	1.0946483098622903	0	0	0.8959251696155924	1.1281487707571969	0.7869152710792537	1.0158856743564564	0	0.9679805625585896	1.313698034938307	0.8206017019501793	0.7783780213927717	0.91996303496688	1.5681669764073012	0	0	1.6852854570634055	1.1505722633660311	0	0.9945367420159104	0	1.0378321493149838	1.2960772597163	1.400420477278559	0	1.3468791498785115	1.926771202778682	1.6695203048862184	1.814459191367628	1.9887859059433095	2.205244386178	1.814459191367628	2.205244386178	0	0.9020234857950488	1.4695901740928612	1.3330893271492157	1.4695023288990907	1.636258360871575	1.8459362816366092	2.122712807927944	2.1225230334285063	2.121953944586535
C-terminal protein amino acid modification	0	0	0	0.9541182457914004	0	0	0	0	0	0	0	0.8373246441046674	0	0.7036802641207458	0.6658560097834153	0	0	0	0	0	1.0062125939972393	0	0.8616674641717018	0.8243503349202808	0.901519331615012	0.6563029212629522	0	0	0.3652958834976848	0.8336099114605934	0.9279200655292096	1.044313064701291	1.1912676806638416	1.3825868246793698	0	0	0	0.9020234857950488	1.0703144897563306	1.1782594583339892	1.3086173107264178	0.6413897478138717	0	0	0	0
C21-steroid hormone biosynthetic process	0	1.391353930761155	1.2469781299419664	1.18033949577328	1.334751776005637	1.1282125839532973	0.5403638836722494	0	0.46659611631964376	0.6250819672149639	0	0	0	0.4890737734072209	0.4609437446340167	0.5570379343651748	0	0.7341362118108526	0	0.6717446062978406	0	0	0	0	0.33651127752340815	0	0	0	1.5464342636960178	1.8532477963045155	1.9811129705068231	1.9148706288932569	2.0906347337258873	1.643329117605436	1.9148706288932569	2.308316475958472	2.308316475958472	0.6413897478138717	0.9794464953812804	0.6141845564721582	0.3725300726372808	0.44289710113337727	0	0	0	0
C21-steroid hormone metabolic process	0	0.8802076564433478	1.3986406725246434	1.228058890122823	0.8353541655776983	0.6789377544868692	0.2958661985436187	0.202027255742367	0.7076820208742769	0.34595844416770577	0	0.3255112656764219	0	0.26621208202468927	0.6997645926174197	0.30561217687898684	0	0.7705135889716791	0	0.7058745887068901	0.4068509541747209	0	0.3367710733531637	0.6112871459242962	0.18055188678690956	0.47875451179949735	0.27663548237777524	0.5082697884353156	1.5464342636960178	1.696572846896562	1.696572846896562	1.696572846896562	1.696572846896562	1.08936452632046	1.329515341278484	1.696572846896562	1.696572846896562	0.7695271087232274	1.1159231739651037	0.9079657067153416	0.7383281313929002	0.8591853010727097	0.8149919924734103	1.0229271000065323	1.0227765237838362	0
C4-dicarboxylate transport	0	0	1.1270904568084663	0.8958421659968426	1.031209967098861	1.405093120976962	0.7210246532773757	0.7310830317564346	1.2877612819618438	0.8258445387598824	0	0.4207050582603149	0.6226494630235998	0.656349114421016	0.8754268721411926	0.3955048683979674	0	0.9572553535215927	0	0.48195123597086814	0	0.4966463156357536	1.1063647843698896	0.4131910901372994	0.8452571729805758	1.0787624889543783	0.6793074131705173	0	1.22291671449596	1.3126788948965005	1.182101342764747	1.3126788948965005	1.4737304574350651	1.678439751037342	1.9510622203567367	1.9510622203567365	1.9510622203567365	0.8457413282482017	0.7262633760013464	0.8124991032717653	0.7262027523998993	0.8457413282482017	1.0080886133022655	0.9201811306605472	1.2400265537873518	1.8692133954608057
CD27 signaling pathway	0	0	1.5108364523234663	1.702769221599648	0	0	0.8959251696155924	0.6457507169043947	0.7869152710792537	1.0158856743564564	0	0	0	0.8206017019501793	1.3103067328799196	0	0	1.1629431757851254	0	1.079761098373628	0	0	0	0.9537915945560717	1.0378321493149838	0.7676766404315911	1.400420477278559	0	1.5464342636960176	0.9639205634786118	1.0663950664137785	0	0	0	0	0	0	0.7509406404150224	0.9019814528313216	0.5586630663296155	0.6413013323096026	0.7509406404150224	0.9019814528313216	1.1218013575529335	1.4693266691575255	2.121953944586535
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	2.42403865867755	0	1.1066724954037492	0.7553158499531182	0	0	0.6010751724526117	1.07643909082902	0.9424888189098612	0.6930788731492988	0	0	0.9357813776936464	1.3095178207306162	0.5141649127872415	1.090082235848458	0	1.3524939997747016	1.0645598853231892	0.743441819165221	0	0	1.171512325371706	0	0.7102754742234991	0.9208796859944672	1.0100403736566157	0	1.13828971775007	1.1381859075757588	1.249195771899083	1.3825868246793698	1.546317778516505	1.7534648251778302	1.3825868246793698	1.7534648251778302	2.42403865867755	0.8094178579528228	0.6056393209499371	0.681285391600002	0.7771044956386296	0.9020234857950488	1.0703144897563306	0.7771044956386296	1.0700831916382278	1.6733311067541112
CD4-positive, alpha-beta T cell activation	0	1.2993989203689262	0.8072855930161225	0.32588534387569806	0	0.587993919911454	1.0636445028772268	0.9075474438222488	1.2078341061829247	1.0158856743564564	0	0.27800190371183137	1.0748823856992558	1.3657326635445066	0.9329083827838964	1.239937661258422	0	1.6568164281842317	0.8967559968282197	0.3200457107366051	0	0.33022137340655283	1.325988389843951	0.2728825240714232	0.5835323044288689	1.2960772597163	1.1546684149325397	0	1.1052992892289777	0.9639205634786118	1.0663950664137785	1.1912676806638416	1.1051969387923102	1.2908507676034355	1.5463177785165048	1.926771202778682	2.6039737765130964	0.865693994409212	0.9888235872366526	1.092641257194825	1.2188632126350218	1.3758718420439418	1.4695901740928612	1.4695023288990907	1.6738769495682428	1.845100444358736
