Ensembl	baseMean	log2FoldChange	lfcSE	stat	P.Value	adj.P.Val	GeneID	Symbol
ENSG00000031823	1366.106219598484	-9.088736241168592e-5	0.08265525534431475	-0.001099595688538846	0.9991226497537917	0.9997649428857763	8498	RANBP3
ENSG00000151276	1827.4587640305285	-1.1248991828651118e-4	0.04326138399913071	-0.0026002385473560333	0.997925312146571	0.9995889497558258	9223	MAGI1
ENSG00000004142	1835.8397966715997	-1.6424489165929766e-4	0.07705851761288521	-0.0021314307197603517	0.9982993656239452	0.9995889497558258	26073	POLDIP2
ENSG00000102003	115.62369972906737	-1.9765503826088952e-4	0.15454319989547594	-0.0012789630238960494	0.9989795354275991	0.9996931432106033	6855	SYP
ENSG00000068438	706.9894461407814	-2.1129274883450815e-4	0.08619893653735029	-0.0024512222229441808	0.9980442095917741	0.9995889497558258	24140	FTSJ1
ENSG00000145860	811.9276251858844	-2.1504037802164423e-4	0.13383684125365083	-0.001606735305520955	0.9987180112580246	0.9996931432106033	153830	RNF145
ENSG00000239382	232.09914382441457	-2.4141968165103956e-4	0.08940182493920969	-0.0027003887427935283	0.9978454041325474	0.9995889497558258	84964	ALKBH6
ENSG00000213593	2146.361366870189	-2.5992175001543385e-4	0.06700419964771419	-0.0038791859522539786	0.9969048651828564	0.9995889497558258	51075	TMX2
ENSG00000124208	644.98985124012	-2.996767427456412e-4	0.14131622135904967	-0.002120611065478722	0.9983079984395397	0.9995889497558258	387522	PEDS1-UBE2V1
ENSG00000013503	212.94442058164867	-3.047473616207358e-4	0.0761689512498264	-0.004000939446063732	0.9968077207040248	0.9995889497558258	55703	POLR3B
ENSG00000110906	1806.648474346636	-3.10617891196275e-4	0.055384885870200844	-0.0056083512011604435	0.9955252066231087	0.9995889497558258	83892	KCTD10
ENSG00000111799	2.767313731349032	-3.199916759773023e-4	0.7445065926301565	-4.2980368360050555e-4	0.9996570662872374	0.9998456358385872	1303	COL12A1
ENSG00000131115	211.7754517827509	-3.3190093282889127e-4	0.10135219409595213	-0.0032747286409475665	0.9973871492465387	0.9995889497558258	7770	ZNF227
ENSG00000147010	469.56355806858926	-3.425714403266168e-4	0.15407907765096812	-0.0022233482024252263	0.9982260262575369	0.9995889497558258	30011	SH3KBP1
ENSG00000198742	335.47513396633775	-3.5430309281034273e-4	0.4099263946314435	-8.64309050235444e-4	0.9993103812389159	0.999809965060418	57154	SMURF1
ENSG00000108561	1445.386032365837	-3.743415264007537e-4	0.09757415896151991	-0.0038364822242370734	0.9969389375745785	0.9995889497558258	708	C1QBP
ENSG00000162368	3854.5551439781057	-3.799037846146214e-4	0.07346486397431823	-0.005171231035661181	0.9958739729857577	0.9995889497558258	51727	CMPK1
ENSG00000198189	1760.1572156387965	-3.829601579262024e-4	0.0978826523327589	-0.0039124415695674306	0.9968783312406017	0.9995889497558258	51170	HSD17B11
ENSG00000198723	2.0115900470602197	-3.868336198052646e-4	0.618695184515325	-6.25241038700347e-4	0.9995011298609442	NA	374877	SAXO5
ENSG00000149658	1182.0909108739795	-4.4946235065567824e-4	0.052768677531022115	-0.008517597402198384	0.9932040227118373	0.9995889497558258	54915	YTHDF1
ENSG00000129315	814.9834273662987	-4.7433511331175765e-4	0.1170246828504618	-0.004053291166940222	0.9967659504129203	0.9995889497558258	904	CCNT1
ENSG00000160613	2063.7909620914315	-4.796142618800402e-4	0.10309263197419863	-0.004652265178369633	0.9962880428314245	0.9995889497558258	9159	PCSK7
ENSG00000107551	4274.319997508685	-5.312492280251512e-4	0.1881083185866634	-0.00282416658665948	0.9977466440787994	0.9995889497558258	83937	RASSF4
ENSG00000105186	825.3312348434685	-5.427604063532481e-4	0.08397587635821405	-0.00646328957661611	0.9948430769391586	0.9995889497558258	84079	ANKRD27
ENSG00000124802	307.66111758349746	-5.745674782959742e-4	0.1381909958280886	-0.00415777797137191	0.996682582707496	0.9995889497558258	9521	EEF1E1
ENSG00000112996	750.8681297861107	-5.89360172888669e-4	0.05273122981033323	-0.01117668173127223	0.9910824838660293	0.9995889497558258	10884	MRPS30
ENSG00000221887	2.061415750893566	-6.103211355626628e-4	0.9701770456850969	-6.29082226050484e-4	0.9994980650374652	NA	284293	HMSD
ENSG00000137504	1194.790369272331	-6.160525862621384e-4	0.09581101082671085	-0.006429872526617693	0.9948697393333896	0.9995889497558258	58487	CREBZF
ENSG00000204172	250.47576182648416	-6.498898676447829e-4	0.13275360581884774	-0.004895459250512611	0.99609400424752	0.9995889497558258	642517	AGAP9
ENSG00000174456	108.88368187572257	-6.548461646799849e-4	0.10156882835565982	-0.006447314351081556	0.9948558230593938	0.9995889497558258	400073	C12orf76
ENSG00000116199	1312.525614688181	-6.94469747805302e-4	0.071259566132715	-0.009745635365108876	0.9922242310942235	0.9995889497558258	9917	FAM20B
ENSG00000120519	290.53817595894833	-7.740639763760146e-4	0.07588705028374611	-0.010200211676191713	0.9918615497134755	0.9995889497558258	84068	SLC10A7
ENSG00000131652	781.7257156921199	-8.077729775277149e-4	0.10557531305350852	-0.007651153988227465	0.9938953219219954	0.9995889497558258	79228	THOC6
ENSG00000154822	189.75901180124612	-8.118700307772317e-4	0.15000951408794969	-0.00541212359571565	0.9956817712227639	0.9995889497558258	23228	PLCL2
ENSG00000176049	2055.914762019421	-8.730722382546636e-4	0.3051265484446734	-0.002861344719772793	0.9977169803402509	0.9995889497558258	9832	JAKMIP2
ENSG00000048162	422.2542569781137	-8.917771640207143e-4	0.1194152725750948	-0.007467865246967606	0.9940415610000485	0.9995889497558258	51491	NOP16
ENSG00000137073	781.4247917821248	-9.270084435591874e-4	0.11208783455973838	-0.00827037516783437	0.993401270566155	0.9995889497558258	55833	UBAP2
ENSG00000174173	387.6296109805647	-9.526106235760671e-4	0.10954326387172743	-0.008696204494066852	0.9930615201492782	0.9995889497558258	54931	TRMT10C
ENSG00000101413	1014.9874418843832	-9.738183816546389e-4	0.07523812171257399	-0.012943151151152299	0.9896731478637585	0.9995889497558258	58490	RPRD1B
ENSG00000079435	9.771073989527956	-0.0010294158226940816	0.3992983164150985	-0.0025780620162293194	0.9979430063990602	0.9995889497558258	3991	LIPE
ENSG00000162928	660.0462552548121	-0.0010642017005506128	0.07274237252599111	-0.01462973592413926	0.9883275759522028	0.9995889497558258	5194	PEX13
ENSG00000178209	22208.955515347992	-0.0011303791137425745	0.15621443117036576	-0.007236073551423654	0.9942264990166794	0.9995889497558258	5339	PLEC
ENSG00000196961	3172.24867819669	-0.0011553502534477052	0.07849685725286498	-0.01471842687568918	0.988256818429773	0.9995889497558258	160	AP2A1
ENSG00000106609	2233.4409255982264	-0.0011586040752345355	0.04246897591412384	-0.027281187038212064	0.9782354618526631	0.9995889497558258	55069	TMEM248
ENSG00000104774	15128.219665473487	-0.0011589169786689294	0.11591108306268778	-0.009998327580479568	0.9920226217017443	0.9995889497558258	4125	MAN2B1
ENSG00000177535	18.553469801375694	-0.0012088724737187397	0.24412025173163016	-0.004951954887576042	0.9960489277973554	0.9995889497558258	127623	OR2B11
ENSG00000059769	419.70764606271564	-0.0012496264652706618	0.11007573668682613	-0.011352424275169236	0.990942270499888	0.9995889497558258	548645	DNAJC25
ENSG00000129521	2.687451348555858	-0.001256536415024928	0.6456932999585479	-0.0019460267205894733	0.9984472963047519	0.9995889497558258	112399	EGLN3
ENSG00000150455	610.793644059578	-0.0012741699592225691	0.06850163514259784	-0.018600577293814476	0.9851597423025554	0.9995889497558258	114609	TIRAP
ENSG00000099901	845.4459609219392	-0.001276576688393131	0.10067023042304951	-0.012680776462202727	0.9898824753957293	0.9995889497558258	5902	RANBP1
ENSG00000123444	187.05000031430234	-0.001278470887186045	0.06833248940828636	-0.018709561121755515	0.9850728009185288	0.9995889497558258	55709	KBTBD4
ENSG00000138092	207.06538771872198	-0.0012874996415943398	0.0953007715335357	-0.013509855386021482	0.9892210228594559	0.9995889497558258	79172	CENPO
ENSG00000205155	736.507171935584	-0.0013001742453932377	0.09533079079473379	-0.013638555125308592	0.9891183447846882	0.9995889497558258	55851	PSENEN
ENSG00000132763	114.93709093035677	-0.001302149967972792	0.10731766311708371	-0.012133603454933087	0.9903190226828918	0.9995889497558258	25974	MMACHC
ENSG00000197417	543.758185349208	-0.0013175959041200962	0.23993690440962226	-0.005491426620519725	0.9956184975039775	0.9995889497558258	23729	SHPK
ENSG00000167186	356.23898713661083	-0.0013181669128149358	0.08896651856785254	-0.01481643807169551	0.9881786253362499	0.9995889497558258	10229	COQ7
ENSG00000165084	3.766320477865441	-0.0013993818149414883	0.40314952021590383	-0.003471123602459106	0.9972304496305404	0.9995889497558258	116328	C8orf34
ENSG00000197933	91.25202101231233	-0.0014073112681484456	0.16632078130474648	-0.008461427712811517	0.9932488380247886	0.9995889497558258	55552	ZNF823
ENSG00000077454	1559.8812103475152	-0.0014116274456471632	0.0808873042589491	-0.017451780085636682	0.9860762008975137	0.9995889497558258	4034	LRCH4
ENSG00000163743	386.97378354932306	-0.0014263093508704867	0.10173098278543818	-0.01402040275064215	0.9888137035950962	0.9995889497558258	25898	RCHY1
ENSG00000149089	1176.9475086933382	-0.0014312305577607268	0.1292830335405893	-0.011070521154745199	0.9911671825107315	0.9995889497558258	51074	APIP
ENSG00000105771	1534.4231818352848	-0.0014526228952768266	0.07266274300176322	-0.019991302767658765	0.9840503105664674	0.9995889497558258	56006	SMG9
ENSG00000178814	780.8507513550002	-0.0015307239512082397	0.1408949332286214	-0.010864293811931687	0.9913317182274795	0.9995889497558258	26873	OPLAH
ENSG00000133740	49.48256274168056	-0.0015431047118680153	0.15648236092118245	-0.009861205459733902	0.9921320239310688	0.9995889497558258	1875	E2F5
ENSG00000153391	348.01111779326556	-0.0015477261698412246	0.09385344844197895	-0.01649088228013319	0.9868427759867875	0.9995889497558258	125476	INO80C
ENSG00000198276	642.9626413024471	-0.0015486168159106054	0.06650967971253179	-0.023284081694635108	0.9814236692400627	0.9995889497558258	54963	UCKL1
ENSG00000101350	918.3845705881856	-0.0016441781525766792	0.10426435085461908	-0.01576932229568319	0.9874184226547833	0.9995889497558258	9371	KIF3B
ENSG00000145388	562.3434333912718	-0.0016562209661316982	0.0932030950194163	-0.01777002111128037	0.9858223206703541	0.9995889497558258	57721	METTL14
ENSG00000132003	712.5968236539978	-0.0016722928456486441	0.21561635203838975	-0.0077558720840935945	0.9938117714492564	0.9995889497558258	65249	ZSWIM4
ENSG00000166685	846.3458099622449	-0.0017056111841527927	0.06095009356548493	-0.027983733647927545	0.9776751247353921	0.9995889497558258	9382	COG1
ENSG00000055211	1065.9403499214527	-0.0017386712184807296	0.07798793597592764	-0.022294104808946367	0.982213351395981	0.9995889497558258	116254	GINM1
ENSG00000112531	4821.693862179424	-0.0017602413728163282	0.08788865128329464	-0.020028084936045715	0.9840209685168884	0.9995889497558258	9444	QKI
ENSG00000142330	787.805534136946	-0.0017780410382595047	0.08383364664132899	-0.021209157772494554	0.9830788090805023	0.9995889497558258	11132	CAPN10
ENSG00000196214	191.12513067887662	-0.0017865437892032269	0.11103761637009962	-0.01608953656973773	0.9871629610437871	0.9995889497558258	90321	ZNF766
ENSG00000126804	2220.103072368114	-0.0018016632219647652	0.10248512995634633	-0.017579752523436187	0.9859741093274086	0.9995889497558258	22890	ZBTB1
ENSG00000197724	1039.2744080387859	-0.0018018237248383583	0.08499477303955749	-0.02119922979263407	0.9830867286817557	0.9995889497558258	5253	PHF2
ENSG00000169100	6076.80186365725	-0.0018262829915695342	0.12263662646945026	-0.014891823463722526	0.9881184831312662	0.9995889497558258	293	SLC25A6
ENSG00000007545	972.9650396523817	-0.0018285385098931518	0.08631824182029366	-0.02118368575787253	0.9830991282426076	0.9995889497558258	57585	CRAMP1
ENSG00000171970	66.47965117248064	-0.0018520235176455074	0.206381464675961	-0.008973788031562645	0.9928400491749544	0.9995889497558258	126295	ZNF57
ENSG00000126457	1270.0975916788984	-0.0018607137645907808	0.1004916455125222	-0.018516104051245916	0.9852271305929143	0.9995889497558258	3276	PRMT1
ENSG00000099995	2790.455451695667	-0.0018684829499579809	0.050308453455468645	-0.03714053646296043	0.9703729508874326	0.9995889497558258	10291	SF3A1
ENSG00000072134	344.20905788361114	-0.0018885719110001166	0.163307907683421	-0.01156448538096018	0.990773081325259	0.9995889497558258	22905	EPN2
ENSG00000165283	1252.3814751819998	-0.0019256866689624354	0.08217306709315757	-0.023434523464717853	0.9813036668190752	0.9995889497558258	30968	STOML2
ENSG00000144893	3.935870306990465	-0.0019622325719555	0.45553543011661124	-0.004307530089269222	0.9965630988750926	0.9995889497558258	116931	MED12L
ENSG00000105229	525.4155169404999	-0.0019761367479863164	0.08671463937829503	-0.022788963457085542	0.9818186116253547	0.9995889497558258	51588	PIAS4
ENSG00000157020	2076.738146297961	-0.0019875768260468425	0.08906647431937269	-0.02231565626949408	0.9821961600952817	0.9995889497558258	6396	SEC13
ENSG00000148057	120.13965599341564	-0.002028786312767146	0.13392031898110726	-0.015149204603174189	0.9879131458593998	0.9995889497558258	414328	IDNK
ENSG00000088035	263.18496575732416	-0.002043835536062529	0.08991593970721301	-0.022730514108151766	0.9818652353812015	0.9995889497558258	29929	ALG6
ENSG00000159335	2047.5318072638909	-0.0021006391848658124	0.18373398012616263	-0.011433046752829221	0.9908779472442623	0.9995889497558258	5763	PTMS
ENSG00000221823	1290.2468893484115	-0.002104766553647621	0.050832780316951987	-0.04140569413130669	0.9669724734315303	0.9995889497558258	5534	PPP3R1
ENSG00000168488	4080.910158629955	-0.002213576451350324	0.06709129053974246	-0.032993499357999105	0.9736797715815662	0.9995889497558258	11273	ATXN2L
ENSG00000213214	306.5489337767631	-0.0022736746273945177	0.33880229272783297	-0.006710918657274284	0.9946455018058337	0.9995889497558258	445328	ARHGEF35
ENSG00000090273	1615.573674960654	-0.0023303714562018987	0.12228706663025866	-0.019056565182382683	0.9847959810946393	0.9995889497558258	10726	NUDC
ENSG00000163754	1389.6766513180437	-0.0023448576469128693	0.06798483720315858	-0.034490891548445556	0.9724857055198001	0.9995889497558258	2992	GYG1
ENSG00000114316	2150.7697449989214	-0.0023657241477962436	0.06744628366748612	-0.03507567829028792	0.9720193953880334	0.9995889497558258	7375	USP4
ENSG00000167535	719.5279416118367	-0.0023679946960391872	0.34610430724339664	-0.006841852720353183	0.994541033937073	0.9995889497558258	784	CACNB3
ENSG00000186409	118.16823918990585	-0.0024189063098977166	0.18031548247915097	-0.013414856431850789	0.9892968141899195	0.9995889497558258	728621	CCDC30
ENSG00000163257	404.72202518079587	-0.0024415952839747105	0.08641899493364374	-0.028252993289837186	0.9774603715381843	0.9995889497558258	54876	DCAF16
ENSG00000039319	4519.8399790501835	-0.002497982420818911	0.19071565847338207	-0.013097940886524276	0.9895496539925446	0.9995889497558258	9765	ZFYVE16
ENSG00000213281	1003.1910571563037	-0.0025019560855843287	0.09665627079629675	-0.0258850881062565	0.9793489940297991	0.9995889497558258	4893	NRAS
ENSG00000241685	1249.5833991791842	-0.0025095576566034235	0.07495786266335092	-0.03347957862505089	0.9732921505981662	0.9995889497558258	10552	ARPC1A
ENSG00000166529	190.30432452768642	-0.002557588799390829	0.10098001108645784	-0.025327673980953053	0.9797936003634611	0.9995889497558258	7589	ZSCAN21
ENSG00000139684	1642.0264327053328	-0.0025616818758393244	0.09952227807606985	-0.02573978334661213	0.9794648918372946	0.9995889497558258	2098	ESD
ENSG00000127463	2696.9315922747187	-0.0025847224702148855	0.05862912833525669	-0.04408597814101493	0.9648358697406175	0.9995889497558258	23065	EMC1
ENSG00000143156	138.97517283674807	-0.0025993347082158766	0.13907499634882667	-0.018690165568627796	0.985088273625395	0.9995889497558258	29922	NME7
ENSG00000168487	300.8811535197418	-0.002600423516668859	0.15872894052697042	-0.01638279388771582	0.9869290063970508	0.9995889497558258	649	BMP1
ENSG00000140740	3254.0801319898665	-0.0026013245736183936	0.06907243849717748	-0.03766081855825449	0.9699581160801755	0.9995889497558258	7385	UQCRC2
ENSG00000141030	866.2404317146662	-0.0027638639632125935	0.08259120359353816	-0.03346438655640121	0.9733042653267759	0.9995889497558258	8533	COPS3
ENSG00000169857	157.61781753401576	-0.002773993865568172	0.10350829008573618	-0.0267997265076108	0.9786194713560475	0.9995889497558258	57099	AVEN
ENSG00000177354	0.24138251778934897	-0.002787561757031283	1.3133722638303982	-0.002122446037425421	0.9983065343470487	NA	118461	C10orf71
ENSG00000012211	198.30267668522396	-0.0028044222465462834	0.11966706041444118	-0.023435206286790775	0.9813031221554687	0.9995889497558258	4007	PRICKLE3
ENSG00000170379	21.839635775660103	-0.0028079258715465625	0.2502389407336971	-0.011220978890470695	0.9910471420628646	0.9995889497558258	285966	TCAF2
ENSG00000137770	532.4190882653346	-0.0028204619281098926	0.09930850943219816	-0.02840100958352953	0.9773423189961122	0.9995889497558258	51496	CTDSPL2
ENSG00000136518	663.1610430045789	-0.002825772361979886	0.06352013975370485	-0.04448624283473922	0.9645168177487322	0.9995889497558258	86	ACTL6A
ENSG00000135549	33.036832939168015	-0.002837836521254694	0.4886042088587929	-0.005808047638154569	0.9953658745152718	0.9995889497558258	5570	PKIB
ENSG00000067829	1483.2467197845747	-0.0028391280821600095	0.09432070726481924	-0.030100792969975726	0.9759866683202414	0.9995889497558258	3421	IDH3G
ENSG00000130032	18.241448163504206	-0.002840208056734954	0.24964750806945038	-0.011376873251003273	0.9909227642992479	0.9995889497558258	79057	PRRG3
ENSG00000100997	3801.6001089174674	-0.0028437738102460803	0.13905374131979978	-0.02045089749657212	0.9836836819948381	0.9995889497558258	26090	ABHD12
ENSG00000134825	893.0121746728132	-0.0028948838322727594	0.12968532036177216	-0.022322370983833384	0.9821908038626188	0.9995889497558258	746	TMEM258
ENSG00000172345	259.08575102101327	-0.0028993990139235637	0.1397755769532886	-0.020743244829477682	0.9834504720460157	0.9995889497558258	80765	STARD5
ENSG00000165282	1128.8647873788798	-0.00290106185935379	0.05997439988073346	-0.048371669664438684	0.9614200371988123	0.9995889497558258	84720	PIGO
ENSG00000165644	157.9234920656677	-0.002956867174617454	0.16473694760937074	-0.017949022472049606	0.9856795210241078	0.9995889497558258	118881	COMTD1
ENSG00000169371	627.2420337558244	-0.0029871354032110016	0.08854048634385933	-0.03373750841631979	0.9730864685957478	0.9995889497558258	10073	SNUPN
ENSG00000121940	1103.9781862216878	-0.0029884577926338547	0.052593716981849524	-0.05682157421323147	0.9546873279640495	0.9995889497558258	23155	CLCC1
ENSG00000182544	1206.241746630425	-0.003109188850700085	0.06911153453113612	-0.04498798748708631	0.964116883857405	0.9995889497558258	84975	MFSD5
ENSG00000204248	11.010367925682877	-0.003131343733789216	0.5988571101092638	-0.005228866253617478	0.9958279873569399	0.9995889497558258	1302	COL11A2
ENSG00000162408	421.97585763843995	-0.0031539170681276407	0.07131041379386	-0.044228001217953956	0.9647226621424995	0.9995889497558258	79707	NOL9
ENSG00000125912	7999.728519794088	-0.0031700421049384213	0.1317067718829728	-0.02406893783529325	0.9807976201580324	0.9995889497558258	56926	NCLN
ENSG00000068383	71.019698412286	-0.003198645490206239	0.13517748719647882	-0.023662560656694608	0.9811217699056909	0.9995889497558258	3632	INPP5A
ENSG00000172819	171.42997891851599	-0.0032184480294006096	0.2752355085158523	-0.011693433186565903	0.9906702028185921	0.9995889497558258	5916	RARG
ENSG00000126602	1241.714595329979	-0.003231732741381057	0.11291798959572838	-0.02862017604946193	0.9771675205143017	0.9995889497558258	10131	TRAP1
ENSG00000197111	6536.690112842959	-0.003243656723023191	0.05300914165243114	-0.06119051586028517	0.9512074828272477	0.9995889497558258	5094	PCBP2
ENSG00000184056	502.26252705075694	-0.0032549746504469197	0.05210004273391369	-0.062475469877650326	0.9501841959727172	0.9995889497558258	26276	VPS33B
ENSG00000072803	1614.4407255332846	-0.0032976464058340387	0.07615693475172924	-0.04330067139104704	0.9654618560332693	0.9995889497558258	23291	FBXW11
ENSG00000171456	1716.1862111001635	-0.0033055793407842033	0.05762695780835842	-0.05736168394967312	0.9542570845005135	0.9995889497558258	171023	ASXL1
ENSG00000196507	335.73473583672603	-0.0033140345227728415	0.1331117646576282	-0.024896631272951313	0.9801374142574737	0.9995889497558258	85012	TCEAL3
ENSG00000177613	837.6611752845552	-0.0033364471477272495	0.066280552137371	-0.05033825217406508	0.9598528415673998	0.9995889497558258	23283	CSTF2T
ENSG00000186866	549.625495194878	-0.0033376060324439775	0.06618971427977083	-0.050424844233902824	0.9597838387303496	0.9995889497558258	23275	POFUT2
ENSG00000172845	1761.897998348178	-0.0033499412308365026	0.09020969388156772	-0.03713504709631862	0.9703773277489659	0.9995889497558258	6670	SP3
ENSG00000215174	874.8488554521227	-0.0033531027301090064	0.0593967487769666	-0.056452630811491523	0.9549812304437073	0.9995889497558258	286430	NLRP2B
ENSG00000181929	1182.9105692609928	-0.0033687033842803317	0.06998196571323187	-0.048136735656789255	0.9616072693069597	0.9995889497558258	5571	PRKAG1
ENSG00000261221	527.6062141762792	-0.0033747501234271	0.12784295223824982	-0.026397623524352525	0.9789401896436009	0.9995889497558258	100507290	ZNF865
ENSG00000184343	30.105316881916398	-0.003379328139059739	0.22054942994076865	-0.015322316362220027	0.9877750386899643	0.9995889497558258	26576	SRPK3
