Ensembl	baseMean	log2FoldChange	lfcSE	stat	P.Value	adj.P.Val	GeneID	Symbol
ENSG00000113249	31.434545149318193	-6.398887568296361e-5	0.27957671824810526	-2.2887769798548766e-4	0.9998173820200597	0.9999561118683741	26762	HAVCR1
ENSG00000006695	2167.0064526059523	-8.241778069953871e-5	0.05463054454877712	-0.001508639194067554	0.9987962805358408	0.9996172440535084	1352	COX10
ENSG00000164404	34.88670956535084	-1.1910943568224026e-4	0.2954404699389304	-4.0315883503319974e-4	0.9996783257986898	0.9999561118683741	2661	GDF9
ENSG00000158636	3156.928642314593	-1.2422202185302268e-4	0.06369623029194216	-0.0019502256457512414	0.9984439460535508	0.999389314323857	56946	EMSY
ENSG00000143970	8158.755212910595	-1.688938380784983e-4	0.05178654926627219	-0.0032613456673873486	0.9973978272574989	0.9986799163392859	55252	ASXL2
ENSG00000080371	4736.594082561877	-1.9382793516484935e-4	0.08464309646544423	-0.00228994381418903	0.9981728907823982	0.9992531644737211	23011	RAB21
ENSG00000081189	78.2658959998157	-2.5959858405949043e-4	0.17358350013846144	-0.001495525691395886	0.9988067435853568	0.9996172440535084	4208	MEF2C
ENSG00000092847	6568.285431989572	-4.388662970890118e-4	0.05840053500911837	-0.007514765010637136	0.9940041414527182	0.9966303972292007	26523	AGO1
ENSG00000170037	3563.9882418661045	-5.706535544619177e-4	0.04521924326274934	-0.012619705976636943	0.9899311986945587	0.9947706233486874	116840	CNTROB
ENSG00000138138	4208.655442587171	-6.065208586444825e-4	0.07072197985316264	-0.008576129513112879	0.9931573225499624	0.9963213159180805	84896	ATAD1
ENSG00000013306	9034.594143959617	-7.208209843231563e-4	0.04989457057055859	-0.014446882217450989	0.9884734566837841	0.9940278103599641	51629	SLC25A39
ENSG00000047644	3518.667126945452	-7.606803638582622e-4	0.0720428824263647	-0.010558716395554502	0.9915755197423402	0.9954091902724436	55841	WWC3
ENSG00000206538	12738.383831222558	-8.514871762374578e-4	0.0630280066875142	-0.013509663735028715	0.9892211757608702	0.994450928415938	389136	VGLL3
ENSG00000137806	681.5462044861531	-9.295508489997561e-4	0.09036463987481305	-0.010286665783070817	0.991792572935294	0.9955595550354281	51103	NDUFAF1
ENSG00000130313	1806.4568010848857	-0.0010419922612925799	0.05298037463844632	-0.01966751402577732	0.9843086058169077	0.9920168448137714	25796	PGLS
ENSG00000100225	5015.630014089113	-0.0010685984506166202	0.04804339738163161	-0.022242358135671242	0.9822546290321307	0.99068200843658	25793	FBXO7
ENSG00000172742	180.910944224881	-0.0010968992364989655	0.16172695420821687	-0.006782414482911441	0.9945884576886759	0.996845257854485	390199	OR4D9
ENSG00000133627	1043.4684101699097	-0.0011230228225684936	0.06969975859203342	-0.0161122914232999	0.9871448076506371	0.9933194964121178	57180	ACTR3B
ENSG00000197312	4070.1171593723707	-0.0011811462673250223	0.06242157940143269	-0.018922082373614417	0.9849032635069047	0.9924134191109879	84301	DDI2
ENSG00000119820	3195.410514610031	-0.0013068126036043272	0.05047909905399358	-0.02588819190704119	0.9793465183846995	0.9893739571394916	84272	YIPF4
ENSG00000177453	76.6734091711822	-0.001323513478247099	0.17213228093012964	-0.0076889324367015585	0.9938651799678606	0.9966303972292007	167359	NIM1K
ENSG00000074211	25.69467055900688	-0.001327172058504634	0.3135816110205896	-0.004232301933092284	0.9966231217122535	0.9983094552515297	5522	PPP2R2C
ENSG00000005889	5667.662734651315	-0.0013292928232599335	0.05106440359764089	-0.026031691934248796	0.9792320605027595	0.9893398746050645	7543	ZFX
ENSG00000177947	21.382211869997796	-0.0013512456724959483	0.35957663186026745	-0.003757879552698648	0.9970016529804855	0.9984858887610762	113746	CIMAP1A
ENSG00000101577	3661.381796890234	-0.0013819105394429934	0.058115477917368735	-0.023778700424831014	0.9810291298443318	0.9901182291374941	9663	LPIN2
ENSG00000261609	2627.723907366865	-0.001435742124839119	0.05889983447218783	-0.02437599592095744	0.9805526951158917	0.9899167726954432	8139	GAN
ENSG00000135414	2710.4563550267244	-0.0014358085555907336	0.09339817191327943	-0.015372983498262553	0.9877346169253411	0.9937103072867276	10220	GDF11
ENSG00000138646	3239.7211915418266	-0.0014640057476865793	0.0691157852018175	-0.021181930342130888	0.9831005285475239	0.9910978971769063	51191	HERC5
ENSG00000196591	9925.054204409034	-0.0014716242108253506	0.07516754637380674	-0.01957792001759632	0.9843800777312602	0.992021323057514	3066	HDAC2
ENSG00000184254	1645.7731323904154	-0.0014953544056695632	0.06412230309685239	-0.023320347733158178	0.9813947409828352	0.9902264907653369	220	ALDH1A3
ENSG00000129083	10940.227949758604	-0.0014960583051685623	0.0716221440656255	-0.020888208872911748	0.9833348325296856	0.9911704366573143	1315	COPB1
ENSG00000147854	3526.34939748864	-0.0015198431452180723	0.04877171432981363	-0.03116238922708953	0.9751400343857363	0.9872059987766225	115426	UHRF2
ENSG00000047936	29.928958796273104	-0.0015530255540702935	0.3151988871744333	-0.004927128924826559	0.9960687358080897	0.9978216657614544	6098	ROS1
ENSG00000177034	2701.6366694231974	-0.0015660547300422039	0.06627469457463199	-0.023629754012350346	0.9811479385037162	0.9901182291374941	345778	MTX3
ENSG00000181634	2247.492789448029	-0.0015838351752067883	0.1784276351257119	-0.008876624823788598	0.9929175711105515	0.9961483224265293	9966	TNFSF15
ENSG00000176845	1284.7479186271105	-0.0016037967065888428	0.0585531871217164	-0.027390425447806604	0.978148334771021	0.988775683513994	284207	METRNL
ENSG00000269897	3854.5049658684457	-0.0016122498208200541	0.09757574084937787	-0.016523060002268317	0.9868171053766985	0.9931308708603805	100532731	COMMD3-BMI1
ENSG00000006015	931.998969103237	-0.0016225285383636783	0.08238386431844966	-0.01969473697048121	0.984286889255956	0.9920168448137714	55049	REX1BD
ENSG00000183111	268.877231863746	-0.0016444836740266678	0.10820819890216192	-0.015197403622932053	0.9878746930324287	0.9937836770581802	389337	ARHGEF37
