Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	14	9.46575815076764	0.39137644771095587	1.1830662800049894	0.03838462951365696	0.14614679492060734	0.14614679492060734
single strand break repair	GO:0000012		11	6	4.958254269449715	0.19070575224880487	1.0224250936218287	0.36877412209051197	0.6213391640943055	0.6213391640943055
alpha-glucoside transport	GO:0000017		2	2	0.9015007762635846	0.7968415558191204	1.537298641793865	0.20316167580086197	0.43371869336638613	0.4337186933663862
regulation of DNA recombination	GO:0000018		89	46	40.116784543729516	0.1368465825760756	0.9813675889165336	0.07201857643406456	0.22986271924141008	0.22986271924141008
regulation of mitotic recombination	GO:0000019		3	3	1.352251164395377	0.7968415558191203	1.5372986417938648	0.09156237007598804	0.25690218419020255	0.25690218419020255
mitotic spindle elongation	GO:0000022		8	4	3.6060031050543384	0.10369437525917514	0.9565624786645075	0.524805698298745	0.7119995695524994	0.7119995695524994
maltose metabolic process	GO:0000023		2	2	0.9015007762635846	0.7968415558191204	1.537298641793865	0.20316167580086197	0.43371869336638613	0.4337186933663862
maltose catabolic process	GO:0000025		1	1	0.4507503881317923	0.7968415558191204	1.537298641793865	0.45075038813179225	0.6213391640943055	0.6213391640943055
ribosomal large subunit assembly	GO:0000027		15	3	6.761255821976884	-0.81259635661498	0.43030196961355166	0.9734630451702717	1	1
ribosomal small subunit assembly	GO:0000028		8	4	3.6060031050543384	0.10369437525917514	0.9565624786645075	0.524805698298745	0.7119995695524994	0.7119995695524994
very long-chain fatty acid metabolic process	GO:0000038		24	12	10.818009315163016	0.10369437525917495	0.9565624786645074	0.3876933379409058	0.6213391640943055	0.6213391640943055
transition metal ion transport	GO:0000041		55	29	24.791271347248575	0.1568042005731236	0.996473328338661	0.15705843837557454	0.39820694850057725	0.39820694850057725
autophagosome assembly	GO:0000045		52	14	23.439020182853202	-0.5153448331470485	0.5665036465989206	0.9977441882743868	1	1
urea cycle	GO:0000050		6	4	2.704502328790754	0.39137644771095603	1.1830662800049896	0.2564708236340196	0.5098835328022127	0.5098835328022125
