Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
single strand break repair	GO:0000012		11	0	1.658203347375612	-Inf	0	1	1	1
regulation of DNA recombination	GO:0000018		89	7	13.416372537857223	-0.6505656432566627	0.5005810216500609	0.9815411612211735	1	1
mitotic spindle elongation	GO:0000022		8	0	1.2059660708186268	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	1	2.2611863827849255	-0.8158896236820462	0.4289681438607159	0.8805605114163382	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.2059660708186268	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	2	3.6178982124558807	-0.5927460723678365	0.5279386589645817	0.895953181076345	1	1
transition metal ion transport	GO:0000041		55	4	8.29101673687806	-0.7288782466924164	0.465459684060935	0.9746200368722693	1	1
autophagosome assembly	GO:0000045		52	3	7.838779460321075	-0.9604708524931538	0.3739369812857109	0.9894631952998798	1	1
urea cycle	GO:0000050		6	1	0.9044745531139702	0.10040110819210878	0.9541182457914003	0.6248883922378847	1	1
citrulline metabolic process	GO:0000052		5	1	0.7537287942616419	0.28272266498606335	1.0946483098622903	0.5582823748467443	1	1
mitotic sister chromatid segregation	GO:0000070		110	2	16.58203347375612	-2.115172607812307	0.12032193471890434	0.9999995148709259	1	1
cell cycle checkpoint signaling	GO:0000075		106	7	15.979050438346807	-0.8253683676365899	0.4251495570366901	0.9971674049889964	1	1
DNA replication checkpoint signaling	GO:0000076		12	1	1.8089491062279404	-0.5927460723678365	0.5279386589645817	0.8593424941233329	1	1
DNA damage checkpoint signaling	GO:0000077		72	4	10.853694637367642	-0.9982111804760009	0.36066773516468553	0.9957892330250799	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	3	4.823864283274507	-0.47496303671145296	0.5875198908475766	0.8806434269886095	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	1	6.180576112945463	-1.821411489284144	0.16109947298847774	0.998778363290908	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	2	4.974610042126836	-0.9111998034863712	0.39193019617027897	0.9688903670125457	1	1
sulfur amino acid metabolic process	GO:0000096		25	2	3.768643971308209	-0.6335680668880914	0.5084962880780746	0.9086722852445823	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	0	1.658203347375612	-Inf	0	1	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.0552203119662986	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	1	1.5074575885232837	-0.41042451557388193	0.6223988550073362	0.8049348514901464	1	1
establishment of mitotic spindle orientation	GO:0000132		23	3	3.4671524536035525	-0.14472134984087615	0.7828234629089809	0.69565566673978	1	1
rRNA modification	GO:0000154		18	1	2.7134236593419105	-0.9982111804760009	0.36066773516468553	0.9472761508741537	1	1
MAPK cascade	GO:0000165		89	7	13.416372537857223	-0.6505656432566627	0.5005810216500609	0.9863071033140047	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	1	3.768643971308209	-1.3267152474480368	0.2623283249943472	0.9832264411230525	1	1
protein polyubiquitination	GO:0000209		193	9	29.093931458499373	-1.1733050341485023	0.30461029065884615	0.9999984163084149	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	1	1.658203347375612	-0.5057346953782066	0.5714490638586227	0.8049348514901464	1	1
spliceosomal complex assembly	GO:0000245		39	5	5.879084595240806	-0.16196315627538213	0.7715974370755707	0.7201233304988874	1	1
mitochondrial fission	GO:0000266		9	2	1.3567118296709553	0.38808318064388975	1.18033949577328	0.3451841934333335	1	1
polysaccharide biosynthetic process	GO:0000271		10	0	1.5074575885232837	-Inf	0	1	1	1
polysaccharide catabolic process	GO:0000272		5	0	0.7537287942616419	-Inf	0	1	1	1
nuclear division	GO:0000280		153	5	23.064101104406237	-1.528839431538171	0.21512401035890333	0.9999993470681655	1	1
mitotic cytokinesis	GO:0000281		63	5	9.496982807696686	-0.6415362365372683	0.5047726280958146	0.9632272048129022	1	1
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288		12	0	1.8089491062279404	-Inf	0	1	1	1
nuclear-transcribed mRNA poly(A) tail shortening	GO:0000289		6	0	0.9044745531139702	-Inf	0	1	1	1
retrograde transport, vesicle recycling within Golgi	GO:0000301		8	0	1.2059660708186268	-Inf	0	1	1	1
response to reactive oxygen species	GO:0000302		82	7	12.361152225890926	-0.5686485207887759	0.5397049896402925	0.9727794052567691	1	1
response to superoxide	GO:0000303		11	0	1.658203347375612	-Inf	0	1	1	1
response to oxygen radical	GO:0000305		12	0	1.8089491062279404	-Inf	0	1	1	1
