pert	cell	pearson
altrenogest	ASC	-0.09367470760561077
cortisone	HT29	-0.09363045362417488
mexiletine	PC3	-0.09360385862626708
loxapine	VCAP	-0.0935412896860446
fluphenazine	HCC515	-0.09343199715202063
letrozole	A375	-0.0932637890912668
vinpocetine	SKB	-0.0932141404464813
simvastatin	HT29	-0.0932029509137187
calcitriol	MCF7	-0.09317091686605351
acetyl-farnesyl-cysteine	ASC	-0.0931699947016683
rutin	PHH	-0.09311955703215372
nelfinavir	MCF7	-0.09310657771298109
doxylamine	NPC	-0.09303623950840707
talniflumate	MCF7	-0.09297666424725325
crizotinib	A549	-0.09293602381195085
bendroflumethiazide	NEU	-0.09288967800639296
spiperone	NPC	-0.0928242875647376
nilotinib	HS578T	-0.09281624843428796
diphenidol	ASC	-0.0928014819356517
estradiol-cypionate	HA1E	-0.09268739887058862
fostamatinib	MCF10A	-0.092644391061627
nortriptyline	A549	-0.09260837642706056
mebendazole	SKB	-0.09259114816617944
methylprednisolone	PC3	-0.09250679941690287
dimercaptosuccinic-acid	SKB	-0.0924544198103356
riluzole	A549	-0.09237578229753776
belinostat	ASC	-0.09237455014164736
brompheniramine	ASC	-0.0923444735918786
ciprofibrate	VCAP	-0.09232668734043312
eprosartan	PC3	-0.09228931961586906
nateglinide	MCF7	-0.09228869447675436
azasetron	MCF7	-0.09226640120163944
erythromycin	MCF7	-0.09224174002002988
primaquine	HCC515	-0.09222577157918856
dopamine	SKB	-0.09221784415514012
prednicarbate	HCC515	-0.09221703064490644
rilmenidine	FIBRNPC	-0.0921090092168866
nilotinib	NEU	-0.09196821720691056
flupentixol	ASC	-0.09190422488490596
naltrexone	HA1E	-0.09188673108361078
imatinib	SKBR3	-0.09184336381007112
curcumin	HCC515	-0.091835773602016793
lidoflazine	PC3	-0.0917884143999416
proguanil	HCC515	-0.09173159496342875
flunarizine	SKB	-0.09172827199788024
tamibarotene	PC3	-0.09170245322860993
tretinoin	CD34	-0.0916615010157698
valproic-acid	MCF7	-0.09163439485987734
lovastatin	PHH	-0.09163358312899836
altrenogest	HCC515	-0.09160741846360888
oxybuprocaine	SKB	-0.09158621620891122
droperidol	SKB	-0.091463625489847
ethotoin	A375	-0.09141273559337952
thiostrepton	NKDBA	-0.09141105529373424
azasetron	NPC	-0.09137722877241666
flunarizine	NEU	-0.0913770532341652
lapatinib	PC3	-0.09132335477975267
zafirlukast	A549	-0.09130206612762388
dextromethorphan	ASC	-0.0912686651357706
mifepristone	PHH	-0.09111274726480148
forskolin	A549	-0.09103855881971304
