Ensembl	baseMean	log2FoldChange	lfcSE	stat	P.Value	adj.P.Val	GeneID	Symbol
ENSG00000148677	601.1115456368882	9.64909788885759	1.4526380758345143	6.642465215097957	3.0847948181485746e-11	3.2608496826318606e-9	27063	ANKRD1
ENSG00000169248	764.723573906547	6.479290923385147	0.6918819597868757	9.364734593428334	7.624166380576114e-21	8.104065297753486e-18	6373	CXCL11
ENSG00000108700	78.74865100345617	6.384506479458168	0.77731408637043	8.213547897053836	2.147470102194974e-16	7.084059562982145e-14	6355	CCL8
ENSG00000163121	25.99214287194667	6.009838144302014	0.6432469529427767	9.342971803920303	9.366740449268063e-21	9.43230763241294e-18	93082	NEURL3
ENSG00000119508	435.96353249216384	5.778610616544769	0.6587466874114183	8.772128538895794	1.7532010023761946e-18	9.091500858312685e-16	8013	NR4A3
ENSG00000178965	68.55092126804661	5.739849689470178	1.4800270980856167	3.878205809133191	1.0522967858202608e-4	0.00149803529784963	127254	ERICH3
ENSG00000123610	78.23093812025348	5.713622564085072	0.9916008444545462	5.762018655024429	8.311380909433249e-9	4.622722411051929e-7	7130	TNFAIP6
ENSG00000169245	722.2312985006942	5.708839916979227	0.5225761052373306	10.924418203902624	8.81031927384201e-28	1.872975985182435e-24	3627	CXCL10
ENSG00000135094	603.9421541411432	5.589153317317239	0.6976750850914805	8.0111121018237	1.1367577034129592e-15	3.4523151014920874e-13	10993	SDS
ENSG00000073756	493.47395498082113	5.53768236080184	0.8476562746697653	6.532933839201793	NA	NA	5743	PTGS2
ENSG00000081041	380.158672242847	5.517287179068722	0.7999689289721169	6.896876840151661	5.3158229182189865e-12	6.872137830694856e-10	2920	CXCL2
ENSG00000173110	61.60386384911891	5.419007410264646	0.7315571436403225	7.407497086692322	1.2870531116312213e-13	2.414234037729427e-11	3310	HSPA6
ENSG00000078081	206.83479141241764	5.415375778149363	1.4491204316185422	3.737008781320443	1.862224224733747e-4	0.00240905585475529	27074	LAMP3
ENSG00000120217	509.0562374857356	5.398297170955469	0.7239663780319336	7.456557838542819	8.88121190073912e-14	1.7517961576993975e-11	29126	CD274
ENSG00000163734	422.79425606380016	5.28391908080061	0.9632503163318978	5.485509831880481	4.122786244382238e-8	1.8871117036785972e-6	2921	CXCL3
ENSG00000119922	5747.470785921319	5.208223336440168	0.6115382760973673	8.516594201882679	1.6431400517122523e-17	7.31120897893268e-15	3433	IFIT2
ENSG00000148344	16.23779834268754	5.0523371155989185	1.2799457733521042	3.9473055974606943	7.90356473183479e-5	0.001175885723283	9536	PTGES
ENSG00000100600	46.72618795740532	5.015701461620546	0.6539791660666702	7.669512611215536	1.726511280818755e-14	4.235043632808364e-12	5641	LGMN
ENSG00000134321	7054.654012670222	4.967956121379442	0.4926563799972524	10.084018644815172	6.5011543234724685e-24	1.0365548805916564e-20	91543	RSAD2
ENSG00000138646	1502.7316489439777	4.8685854563985265	0.44530277199877344	10.933202671399352	7.997500357705462e-28	1.872975985182435e-24	51191	HERC5
ENSG00000163739	1038.9154693898834	4.861001814512835	0.9373084850505038	5.1861280379329076	2.1471122151958627e-7	7.650036873993005e-6	2919	CXCL1
ENSG00000010030	70.76289339029691	4.821459427919307	0.5836345434032114	8.261093320153842	1.4434417828670084e-16	5.114328079924902e-14	51513	ETV7
ENSG00000121858	1594.447150469262	4.744460261586598	0.623706271550128	7.606882402825541	2.8078657718190114e-14	6.1945102216329906e-12	8743	TNFSF10
ENSG00000141540	42.15906116017861	4.657806118137939	0.847525800692101	5.495769113263941	3.8901120655300545e-8	1.8065416055773428e-6	94015	TTYH2
