drug_target1	drug_name	drug_gene	moa	enriched_pathway	drug_target2	tg_int_weight	disease_target1	disease_target2	drug_gene1	drug_gene2
ADRA2A	dopamine	RBM34	Dopamine receptor agonist	negative regulation of cholesterol metabolic process	NA	NA	0	0	0	0
ADRA2A	dopamine	HMOX1	Dopamine receptor agonist	negative regulation of cholesterol metabolic process	NA	NA	0	0	0	0
ADRA2A	dopamine	RBM34	Dopamine receptor agonist	negative regulation of cholesterol biosynthetic process	NA	NA	0	0	0	0
ADRA2A	dopamine	SUV39H1	Dopamine receptor agonist	negative regulation of cholesterol biosynthetic process	NA	NA	0	0	0	0
ADRA2A	dopamine	STUB1	Dopamine receptor agonist	negative regulation of cholesterol biosynthetic process	NA	NA	0	0	0	0
ADRA2A	dopamine	STUB1	Dopamine receptor agonist	negative regulation of cholesterol metabolic process	NA	NA	0	0	0	0
ADRA2A	dopamine	HMOX1	Dopamine receptor agonist	negative regulation of cholesterol biosynthetic process	NA	NA	0	0	0	0
ADRA2A	dopamine	SUV39H1	Dopamine receptor agonist	negative regulation of cholesterol metabolic process	NA	NA	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.979	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	regulation of cholesterol transporter activity	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	cholesterol storage	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	negative regulation of cholesterol storage	NA	NA	0	0	0	0
CD34	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	MVP	Polar auxin transport inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	NA	NA	0	0	0	0
CD34	quercetin	MVP	Polar auxin transport inhibitor	regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	SIRT3	Polar auxin transport inhibitor	cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	NA	NA	0	0	0	0
CD34	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	NA	NA	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	positive regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cholesterol transport	UBC	0.991	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	LAMA3	Polar auxin transport inhibitor	positive regulation of cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	CCNB1	0.854092	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	CHEK1	0.999	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	CDK2	0.923308	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	ORC5	0.780571	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	cholesterol efflux	UBC	0.991	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	regulation of cholesterol transport	CDK1	0.965572	0	0	0	0
CDC25C	quercetin	MVP	Polar auxin transport inhibitor	regulation of cholesterol transport	CCNB1	0.854092	0	0	0	0
