names	E-MEXP-3521_MTB18hD_control	E-MEXP-3521_MTB18hM_control	E-MEXP-3521_MTB48hD_control	E-MEXP-3521_MTB48hM_control	E-MEXP-3521_MTB4hD_control	E-MEXP-3521_MTB4hM_control	GSE139871_MTB_control	GSE16250_MTB_control	GSE17477_MTB_control	GSE19435_MTB_control	GSE19439_PTB_control	GSE19444_PTB_control	GSE19491_PTB_control	GSE29536_PTB_control	GSE34151_MTB_control	GSE54992_MTB_control
E-MEXP-3521_MTB18hD_control	1	0.5557432432432432	0.6533333333333333	0.5798611111111112	0.5514469453376206	0.5262321144674086	0.21082621082621084	0.35684647302904565	0.23400936037441497	0.34156976744186046	0.2168284789644013	0.14669051878354203	0.2210144927536232	0.36412315930388217	0.4195046439628483	0.2430167597765363
E-MEXP-3521_MTB18hM_control	0.5557432432432432	1	0.4424920127795527	0.7863894139886578	0.5923566878980892	0.66110183639399	0.18951612903225806	0.42496493688639553	0.22189349112426035	0.355021216407355	0.23937007874015748	0.15753424657534246	0.20578231292517007	0.39233817701453105	0.3638968481375358	0.25508819538670285
E-MEXP-3521_MTB48hD_control	0.6533333333333333	0.4424920127795527	1	0.5042158516020236	0.4348484848484849	0.4294385432473445	0.2839506172839506	0.33195020746887965	0.28618968386023297	0.33480825958702065	0.20723684210526316	0.1579925650557621	0.19708029197080293	0.32058047493403696	0.41798107255520506	0.2995529061102832
E-MEXP-3521_MTB48hM_control	0.5798611111111112	0.7863894139886578	0.5042158516020236	1	0.5477308294209703	0.6372712146422629	0.19726027397260273	0.38620689655172413	0.25	0.36258992805755397	0.2356687898089172	0.1565217391304348	0.20761245674740483	0.36876640419947504	0.39201183431952663	0.2641770401106501
E-MEXP-3521_MTB4hD_control	0.5514469453376206	0.5923566878980892	0.4348484848484849	0.5477308294209703	1	0.6439873417721519	0.23537234042553193	0.43049932523616735	0.22191011235955055	0.35588633288227334	0.26100151745068284	0.15942028985507245	0.21256038647342995	0.3934010152284264	0.4147727272727273	0.2868525896414343
E-MEXP-3521_MTB4hM_control	0.5262321144674086	0.66110183639399	0.4294385432473445	0.6372712146422629	0.6439873417721519	1	0.22546419098143236	0.4199192462987887	0.25726744186046513	0.3676268861454047	0.25914634146341464	0.1532258064516129	0.20450885668276972	0.4030808729139923	0.3821478382147838	0.29049531459170014
GSE139871_MTB_control	0.21082621082621084	0.18951612903225806	0.2839506172839506	0.19726027397260273	0.23537234042553193	0.22546419098143236	1	0.30886426592797783	0.3130434782608696	0.29678362573099415	0.20945945945945946	0.15458015267175573	0.17929759704251386	0.31593038821954483	0.28613138686131384	0.3841166936790924
GSE16250_MTB_control	0.35684647302904565	0.42496493688639553	0.33195020746887965	0.38620689655172413	0.43049932523616735	0.4199192462987887	0.30886426592797783	1	0.30486008836524303	0.3609625668449198	0.2604166666666667	0.17011128775834658	0.20532915360501566	0.42091836734693877	0.3333333333333333	0.3586206896551724
GSE17477_MTB_control	0.23400936037441497	0.22189349112426035	0.28618968386023297	0.25	0.22191011235955055	0.25726744186046513	0.3130434782608696	0.30486008836524303	1	0.2564491654021244	0.1837837837837838	0.128099173553719	0.1488095238095238	0.28690807799442897	0.23238380809595202	0.36597938144329895
GSE19435_MTB_control	0.34156976744186046	0.355021216407355	0.33480825958702065	0.36258992805755397	0.35588633288227334	0.3676268861454047	0.29678362573099415	0.3609625668449198	0.2564491654021244	1	0.12553495007132667	0.2	0.22164948453608246	0.37142857142857144	0.33426573426573425	0.3261802575107296
GSE19439_PTB_control	0.2168284789644013	0.23937007874015748	0.20723684210526316	0.2356687898089172	0.26100151745068284	0.25914634146341464	0.20945945945945946	0.2604166666666667	0.1837837837837838	0.12553495007132667	1	0.14965986394557823	0.18421052631578946	0.2844702467343977	0.24681528662420382	0.1943127962085308
GSE19444_PTB_control	0.14669051878354203	0.15753424657534246	0.1579925650557621	0.1565217391304348	0.15942028985507245	0.1532258064516129	0.15458015267175573	0.17011128775834658	0.128099173553719	0.2	0.14965986394557823	1	0.2050561797752809	0.1834862385321101	0.14675767918088736	0.16847826086956522
GSE19491_PTB_control	0.2210144927536232	0.20578231292517007	0.19708029197080293	0.20761245674740483	0.21256038647342995	0.20450885668276972	0.17929759704251386	0.20532915360501566	0.1488095238095238	0.22164948453608246	0.18421052631578946	0.2050561797752809	1	0.2171945701357466	0.21972318339100347	0.18947368421052632
GSE29536_PTB_control	0.36412315930388217	0.39233817701453105	0.32058047493403696	0.36876640419947504	0.3934010152284264	0.4030808729139923	0.31593038821954483	0.42091836734693877	0.28690807799442897	0.37142857142857144	0.2844702467343977	0.1834862385321101	0.2171945701357466	1	0.36540962288686607	0.32
GSE34151_MTB_control	0.4195046439628483	0.3638968481375358	0.41798107255520506	0.39201183431952663	0.4147727272727273	0.3821478382147838	0.28613138686131384	0.3333333333333333	0.23238380809595202	0.33426573426573425	0.24681528662420382	0.14675767918088736	0.21972318339100347	0.36540962288686607	1	0.2791666666666667
GSE54992_MTB_control	0.2430167597765363	0.25508819538670285	0.2995529061102832	0.2641770401106501	0.2868525896414343	0.29049531459170014	0.3841166936790924	0.3586206896551724	0.36597938144329895	0.3261802575107296	0.1943127962085308	0.16847826086956522	0.18947368421052632	0.32	0.2791666666666667	1
