Ensembl	GeneID	Symbol	baseMean	log2FoldChange	lfcSE	stat	P.Value	adj.P.Val
ENSG00000184389	127550	A3GALT2	14.249541497310704	1.9729179063569526	0.672127392194485	2.9353332854288348	0.0033318960076488178	0.024542541360934353
ENSG00000181409	9625	AATK	1511.9679068849223	4.025905406680522	0.6445356482119314	6.246210613562143	4.205300457850099e-10	2.797365864561886e-7
ENSG00000165029	19	ABCA1	4774.206950689815	4.659320243961377	0.6162187055722742	7.561147043782657	3.995302693750606e-14	1.033540414621129e-10
ENSG00000179869	154664	ABCA13	220.18504933217432	4.47098534758002	1.1419546238751297	3.9152040318450627	9.032778911041917e-5	0.0021481221512449225
ENSG00000160179	9619	ABCG1	1356.4517530627338	1.6028397402750532	0.27447543432172006	5.839647341249204	5.231143496071019e-9	1.9051758059910472e-6
ENSG00000131969	145447	ABHD12B	44.79188409234383	3.4580146167989563	0.8847724140756832	3.908366221398895	9.29223775860177e-5	0.0021919136727028003
ENSG00000139826	84945	ABHD13	1986.6208578720664	1.2776104092854	0.4625739512507205	2.7619592625805254	0.005745564678440711	0.03534167419906384
ENSG00000140526	11057	ABHD2	6188.765124713519	2.840856678736516	0.5878443484189713	4.832668182278359	1.347152202334036e-6	1.1216881476080064e-4
ENSG00000011198	51099	ABHD5	2044.421604249411	2.609200112529668	0.7030585604543063	3.711213061460543	2.0626839367048232e-4	0.0037082318791391497
ENSG00000136754	10006	ABI1	5738.6896372043475	1.93544881342649	0.4782137917898901	4.047245911044022	5.182378862886979e-5	0.0014598523639484061
ENSG00000114331	23527	ACAP2	5411.759482282629	1.320916877000903	0.4977248060335646	2.6539100743791852	0.007956502765990555	0.044126559646925224
ENSG00000234478	107985353	ACBD3-AS1	115.71915390686767	1.25670948519765	0.2793050571751922	4.499415434534676	6.814057934681864e-6	3.622029608111031e-4
ENSG00000130234	59272	ACE2	14.227234581058159	3.9880790279672715	1.2448448199696618	3.2036756421290047	0.0013568524734920639	0.01344282199137524
ENSG00000123130	23597	ACOT9	1802.7662226264442	1.1148294859808943	0.37078796385070134	3.0066496075093285	0.002641440389220437	0.020975069499630513
ENSG00000161533	51	ACOX1	2337.0515576110006	2.1178461539319944	0.6467372895896004	3.274662197498948	0.0010578838998723996	0.011408336966972346
ENSG00000168306	8309	ACOX2	17.39659933401185	3.1426946939061784	0.5759728239245461	5.456324610061602	4.8609094643423484e-8	1.0382724233836564e-5
ENSG00000014257	55	ACP3	931.6129060291327	2.9185656167227716	0.7493414629514276	3.8948406848160135	9.826329307855787e-5	0.0022645795959083123
ENSG00000151726	2180	ACSL1	58590.76693634216	4.763757771271496	0.9093510626235738	5.238634414224526	1.6176913347593098e-7	2.33932233887368e-5
ENSG00000123983	2181	ACSL3	2390.5723235877585	2.059522778945775	0.5633888801091379	3.655597140197035	2.565840248990008e-4	0.0042976901206464285
ENSG00000068366	2182	ACSL4	6467.724798985283	2.464194031152881	0.6931931700385221	3.554844648881842	3.7820247861525524e-4	0.005639540566521212
ENSG00000072110	87	ACTN1	7759.951530289474	1.8890669927390604	0.6981461467320981	2.705833157686908	0.006813326734828087	0.039627247824198734
ENSG00000138071	10097	ACTR2	28478.60939449198	1.7778044482979594	0.5617407010865716	3.164813311300326	0.0015518248561767617	0.014680855872209414
ENSG00000115091	10096	ACTR3	15888.865816369038	1.497655109460207	0.5296518661507756	2.8276216986534144	0.004689518704903494	0.030801979831680884
ENSG00000151694	6868	ADAM17	3124.290131894302	1.7753619029857073	0.5104761723622127	3.477854597542281	5.05444021407723e-4	0.006896813828878943
ENSG00000151651	101	ADAM8	10463.409988298645	2.0907601003168903	0.45844252860433937	4.560571870768405	5.101449779105962e-6	2.903959749563448e-4
ENSG00000168615	8754	ADAM9	2323.303735368576	2.823758658624106	0.6107634235626298	4.623326397237257	3.7763480077705462e-6	2.3011537890469373e-4
ENSG00000087116	9509	ADAMTS2	116.534899060854	5.774607363227337	1.1877143807359831	4.8619495199250045	1.1623526853217314e-6	1.0022924155429832e-4
ENSG00000138031	109	ADCY3	1528.2557521880747	2.2051958885491163	0.7309255040145899	3.016991302721185	0.002552971366191175	0.020503028405540854
ENSG00000129467	196883	ADCY4	168.17021739994277	1.5206128698984482	0.4717748417466947	3.2231749880272242	0.0012677807913338158	0.012871752009856824
ENSG00000203876	100505933	ADD3-AS1	129.81320006628553	2.6960933088498362	0.7203593176512176	3.7427062339398045	1.8204901196843933e-4	0.003404389635862815
ENSG00000174837	2015	ADGRE1	4269.237785277685	3.175482764667898	0.8585202098310645	3.6987862700317264	2.1663292257479412e-4	0.0038122809549405567
ENSG00000127507	30817	ADGRE2	8424.076077672815	3.161771183273437	0.5945629402512681	5.317807366091875	1.0502517258162918e-7	1.7341816085429013e-5
ENSG00000131355	84658	ADGRE3	395.9306130471707	2.3966080553083122	0.49582303305001274	4.833595649168987	1.3408880719910618e-6	1.1216881476080064e-4
ENSG00000123146	976	ADGRE5	21501.928675830968	1.7851976064298725	0.574354646414653	3.108179967853967	0.0018824339957568565	0.016796767620442205
ENSG00000182885	222487	ADGRG3	8995.40397345721	4.3883775708841615	0.8873122566247539	4.9456970058963305	7.587189423822208e-7	7.365675726948475e-5
ENSG00000159346	51094	ADIPOR1	9361.660628046951	2.3609132429534214	0.6379698984425267	3.700665577979634	2.1503471388472628e-4	0.0038015473858214925
ENSG00000006831	79602	ADIPOR2	2737.8916772580496	1.233523723232167	0.3607596372491755	3.419239836911623	6.279635038445697e-4	0.007993573699567673
ENSG00000148926	133	ADM	6346.898444435271	6.502126257426912	0.8622678938604541	7.540726384136007	4.673608022176596e-14	1.0881094197231549e-10
ENSG00000101544	22850	ADNP2	1393.4637372867287	1.1586227485525158	0.384327071589984	3.0146789914101664	0.002572513688812711	0.020617302479496568
ENSG00000128271	135	ADORA2A	1044.620960940695	1.9038468045713894	0.5916132036727738	3.218060031034099	0.0012906080314168623	0.012988740521271238
ENSG00000178803	646023	ADORA2A-AS1	228.53951293472858	1.5538232733410582	0.5178983302999238	3.0002476981171426	0.0026976013578060426	0.02126118984849028
ENSG00000282608	140	ADORA3	29.908973396836227	4.029445480635793	0.7488324610451863	5.3809706312833665	7.408528180766769e-8	1.3475418211297806e-5
ENSG00000260898	100287559	ADPGK-AS1	111.50869572433253	1.6868353644062057	0.4793573334403342	3.518951827230503	4.332553698874219e-4	0.006211238621748126
ENSG00000035687	159	ADSS2	2236.327667748071	0.9453871418526444	0.3585543874605221	2.6366631532482203	0.008372592633837139	0.04556584892496407
ENSG00000072364	27125	AFF4	4420.034011771924	1.5910572502179228	0.3753267511596043	4.239125629340873	2.2439206405858937e-5	8.137532765439372e-4
ENSG00000119844	54812	AFTPH	4244.842221904106	1.108836512044911	0.37234246558878786	2.978001744419616	0.0029013433339742907	0.02240438691820555
ENSG00000173744	3267	AGFG1	9771.024598881917	2.8270128907516114	0.6893134808820159	4.101200642607899	4.110119787947764e-5	0.0012525105877355999
ENSG00000123908	27161	AGO2	3617.1445206973726	1.1708589312196713	0.3484133198445076	3.3605458360266214	7.778862214244821e-4	0.009202615349189428
ENSG00000134698	192670	AGO4	4916.793502802998	1.8479521528677512	0.5256593748729316	3.5154935709354738	4.38937387233142e-4	0.006258016074440913
ENSG00000135049	23287	AGTPBP1	10933.930130323131	2.884656053708063	0.7529170990450316	3.8313063381969137	1.2746468311654023e-4	0.0026711365907464354
ENSG00000153207	25909	AHCTF1	2708.932989872311	1.6977262876825112	0.42794126407797145	3.9671946367228172	7.272359999336096e-5	0.0018443909096355446
ENSG00000169877	51327	AHSP	24.32605017245838	4.916490823352475	1.0106807716605153	4.864533848086218	1.1472687356116613e-6	9.944883595093054e-5
ENSG00000174574	79647	AKIRIN1	4635.535129517966	1.5707455580862821	0.33549429944808185	4.681884493031027	2.842496412744713e-6	1.8641972248316174e-4
ENSG00000135334	55122	AKIRIN2	4374.064431420778	2.0824820820262264	0.5929300476668785	3.5121884785913426	4.444326924509908e-4	0.006320880846453248
ENSG00000023330	211	ALAS1	3400.7506507287303	2.739309271091113	0.8281261009242612	3.3078407600410182	9.401825296796202e-4	0.010535167128395351
ENSG00000158578	212	ALAS2	984.0207297964823	6.955279695852867	1.0304515591512764	6.749739601133245	1.4811073210404524e-11	1.3793256259385525e-8
ENSG00000170017	214	ALCAM	2066.183228483168	1.9315305663998008	0.736347381138389	2.6231241067411215	0.008712752841271007	0.04689096432049736
ENSG00000149925	226	ALDOA	14222.150849016582	1.649959099733401	0.5507791220288438	2.995681996179576	0.002738318391338013	0.02143289535704735
ENSG00000012779	240	ALOX5	13418.285338003034	3.412292861198044	0.9022347230120743	3.7820455965230884	1.5554486099015455e-4	0.003056029918626817
ENSG00000132965	241	ALOX5AP	13401.422073207215	4.264184259643005	0.8995490666217935	4.740357605680046	2.133413423848129e-6	1.52272333742281e-4
ENSG00000162551	249	ALPL	21712.261155467197	10.565656381810195	1.300346632251133	8.125261464721257	4.463990695451426e-16	3.4643543790500035e-12
ENSG00000123505	262	AMD1	3231.741807443595	1.0439991906069093	0.250623641134691	4.165605390936922	3.1052742690203947e-5	0.0010087452937560986
ENSG00000116337	271	AMPD2	4023.0083271303874	1.4343725314561149	0.4903926710048019	2.9249469175734677	0.0034451498485048087	0.025081294175387413
ENSG00000133805	272	AMPD3	1913.960044522297	2.3796087476437133	0.6910275089438491	3.443580344986054	5.740659960792853e-4	0.007504438248578282
ENSG00000166839	348094	ANKDD1A	289.157802646456	1.7924115844852755	0.5851070874648178	3.063390655976377	0.0021884416522433363	0.018527744926374313
ENSG00000076513	88455	ANKRD13A	6430.322131307629	1.5137264153370442	0.5118699056692526	2.95724831362746	0.003103980381641964	0.023440438289130134
ENSG00000152766	118932	ANKRD22	7212.034141547398	4.3250879459324345	1.2639241028163295	3.4219522646139033	6.217322809779079e-4	0.00792725682679499
ENSG00000189127	340120	ANKRD34B	252.94065542968684	5.247216007522847	1.169485616852959	4.486772587800528	7.231018511244256e-6	3.7662768004203303e-4
ENSG00000214262	84832	ANKRD36BP1	229.17306639465966	1.5712605172826508	0.48526714524833053	3.2379289071354176	0.0012040080837100828	0.0124398581566605
ENSG00000151458	57182	ANKRD50	456.19922350588956	2.3386138878625937	0.47903309669148236	4.881946370750997	1.0504382742544104e-6	9.445621385815152e-5
ENSG00000160746	55129	ANO10	760.9509836205932	2.41064087485511	0.7867252966654368	3.064145623730033	0.002182926240674509	0.018487773275876286
ENSG00000011201	3730	ANOS1	38.10705672779145	3.6371495070643736	1.0701592847694779	3.3986992019116564	6.770713666141593e-4	0.008402758825965275
ENSG00000166825	290	ANPEP	12685.551936874283	2.574971628105028	0.7379374002759105	3.4894174318069004	4.840745778524901e-4	0.006700490084162708
ENSG00000135046	301	ANXA1	25880.636548174996	2.7590049404821055	0.6653093522025356	4.146950484535201	3.3693289283300416e-5	0.0010716491271773227
ENSG00000138772	306	ANXA3	8240.498968880147	7.349969748731485	1.2491835929820967	5.883818671669685	4.009070584490904e-9	1.5301505139035613e-6
ENSG00000230539	100874264	AOAH-IT1	34.72581573662966	2.5588619777041024	0.7486997961586876	3.417740983546026	6.314316734968518e-4	0.008015808191032554
ENSG00000131471	8639	AOC3	39.489663235612014	1.935828976362408	0.6617534642288244	2.9253023686371322	0.003441216782863867	0.02506415328730365
ENSG00000166747	164	AP1G1	5086.992583299438	1.458831413579182	0.4206788746403203	3.4678028812986637	5.247320409277601e-4	0.0070617406802775205
ENSG00000132842	8546	AP3B1	2565.456419453164	1.4648570024949186	0.4259240922475298	3.439244290608485	5.833405810030106e-4	0.0075958251716510584
ENSG00000177879	1176	AP3S1	2346.551776646974	1.4662167244085773	0.4858017216636168	3.0181381807119827	0.0025433290693151938	0.020453812570568684
ENSG00000254470	91056	AP5B1	6323.197463716936	1.9439877770686222	0.6113587857273467	3.1797821875673518	0.0014738578947006854	0.014185349113030737
ENSG00000134982	324	APC	1891.7108699957528	1.3189215761460993	0.4270147462877059	3.0887026446095174	0.0020103253973861868	0.017503513800278682
ENSG00000154856	147495	APCDD1	121.15501972797638	3.231898553110983	0.8295849281468359	3.8958019166651727	9.787435657821553e-5	0.0022595747747196806
ENSG00000084234	334	APLP2	22422.078639411462	2.112386625862881	0.4827109334683619	4.376090283857911	1.2082698363250923e-5	5.522641833571508e-4
ENSG00000101474	57136	APMAP	6802.190243440812	2.4156284354129385	0.7353171297923938	3.2851518583484602	0.0010192741938032694	0.011141193324003623
ENSG00000158874	336	APOA2	41.40374206590638	2.589250700159528	0.9150665265935525	2.829576456914375	0.004660966184753412	0.030689087871444837
ENSG00000204444	55937	APOM	178.87877957254608	0.8907526496012014	0.2985897350376493	2.98319916955245	0.0028525230152146603	0.02212273179221443
ENSG00000142192	351	APP	3728.059622407188	1.2568467404209458	0.458461176589496	2.7414463963353666	0.0061169340663027654	0.036981163056780314
ENSG00000103569	366	AQP9	39414.199126551466	5.898885112394459	0.8662624399840451	6.809581992846308	9.788273355604592e-12	9.908286098486352e-9
ENSG00000186635	116985	ARAP1	8926.490005172114	1.1984291826402773	0.4110026662042565	2.915867173583474	0.003547014718332053	0.025540626411618247
ENSG00000245148	100506020	ARAP1-AS2	343.2631526014737	1.481055534250302	0.41976021969086597	3.5283370476150195	4.181793270685702e-4	0.006054953289554026
ENSG00000047365	116984	ARAP2	5182.345476445053	1.34299990361918	0.38706565991087205	3.4696953068077048	5.210490882880158e-4	0.0070406644651895434
ENSG00000120318	64411	ARAP3	527.2878770226794	1.2609961435707282	0.48598347520755664	2.5947304957893365	0.009466511534512122	0.04956134957196115
ENSG00000109321	374	AREG	672.7169502859872	1.931251925018648	0.6689267067343498	2.887090477291414	0.0038882240241790637	0.02724414938052664
ENSG00000119682	9870	AREL1	2618.169667001274	1.3347862440476346	0.35161353044149024	3.796174289344499	1.4694620746449826e-4	0.002929110960777781
ENSG00000143761	375	ARF1	15711.89194325205	1.0904434269989165	0.41037074311303673	2.6572153237019474	0.00787891017347017	0.04384244423009859
ENSG00000168374	378	ARF4	4683.187515487102	1.5504561730088349	0.41899924291356805	3.700379414119051	2.1527735784470156e-4	0.0038015473858214925
ENSG00000242247	26286	ARFGAP3	2439.766723941917	0.9073720163506613	0.33924414594270996	2.6746873223978764	0.007479897610397876	0.042330329646398476
ENSG00000066777	10565	ARFGEF1	3149.806668334026	1.3609981497072876	0.261924182355378	5.196153090823394	2.0345473062477454e-7	2.8195434752416674e-5
ENSG00000124198	10564	ARFGEF2	2339.9627742387433	0.9271357395258123	0.3405252568764093	2.7226636521187864	0.00647579509357709	0.03832318471416138
ENSG00000118520	383	ARG1	9148.389016169544	8.7298923823292	1.578020951812089	5.532177739658274	3.162791678939645e-8	7.172829231682165e-6
ENSG00000269891	100533184	ARHGAP19-SLIT1	124.19984976896428	1.3507752953014414	0.43401321868482945	3.1122906795203944	0.0018564161073465126	0.016597956916759412
ENSG00000145819	23092	ARHGAP26	5244.403303076918	1.763540381836804	0.48305695702846424	3.6507918086621967	2.6143309477571607e-4	0.004360089765450016
ENSG00000159314	201176	ARHGAP27	5485.9614319515895	1.0646780946933905	0.4055601204425883	2.625204109150342	0.008659703873526528	0.04664859453573453
ENSG00000031081	57514	ARHGAP31	1639.4360575909716	1.7616259163101522	0.6153587297262255	2.8627625338051246	0.004199651814333952	0.028656592479871946
ENSG00000110237	9828	ARHGEF17	67.51454606116158	2.7396287479672425	0.691642924363426	3.9610450009139337	7.462246625788662e-5	0.0018782273074768826
ENSG00000116584	9181	ARHGEF2	5981.502226814271	1.4224325090803887	0.4290454824541013	3.3153420027737	9.153106643299904e-4	0.010334754067376741
ENSG00000165801	55701	ARHGEF40	1558.3279216717933	2.0772000289550214	0.7369525017016866	2.8186348837388953	0.004822834298367415	0.031394627757199235
ENSG00000189079	196528	ARID2	1720.4988855436566	0.5686638822605735	0.20103646536123854	2.828660368847773	0.004674327530570456	0.030738613810658736
ENSG00000166233	25820	ARIH1	4043.6687071853994	1.197103450131572	0.37447461030240503	3.1967546455682467	0.0013898309017319423	0.01365022229521504
ENSG00000152213	115761	ARL11	1215.4104213004898	3.1172501604167815	0.8031422908325496	3.881317415355369	1.038921366176726e-4	0.00234154571610131
ENSG00000165997	221079	ARL5B	3644.550422728176	1.8166446570890786	0.62307833660079	2.915595921693894	0.00355009959387046	0.025547453708338566
ENSG00000143862	127829	ARL8A	3581.9538266438376	1.9067551991280127	0.5798804305094497	3.288186837850084	0.0010083489652933763	0.011042512046077323
ENSG00000114098	25852	ARMC8	1440.8320724198095	0.83626570535163125	0.2755488439211871	3.0349091415198286	0.002406081594304508	0.01970699092088232
ENSG00000102401	51566	ARMCX3	1621.865101581935	1.247722745222125	0.3247743612161571	3.8418141769254053	1.2212828315496488e-4	0.0025901511030942716
ENSG00000241685	10552	ARPC1A	1628.3593314189063	1.225486899509403	0.4533310693371149	2.7032934259312427	0.0068656108600112006	0.03984176272252761
ENSG00000163466	10109	ARPC2	25190.308608587304	1.2897968445277894	0.4809385124225412	2.681833147507647	0.007321996902794881	0.04174111946397415
