names	GSE110564_MTB_control	GSE112483_MTBam_control	GSE112483_MTBmait_control	GSE112483_MTBnkt_control	GSE129270_MTB72h_control	GSE148171_MTB_control	GSE157657_PTB_control	GSE198557_MTB_control	GSE67427_MTBrv18h_control
GSE110564_MTB_control	1	0.020833333333333332	0.022222222222222223	0.0196078431372549	0.027649769585253458	0.024630541871921183	0.023809523809523808	0.020689655172413793	0
GSE112483_MTBam_control	0.020833333333333332	1	0.02857142857142857	0.14705882352941177	0.09691629955947137	0.044642857142857144	0.10101010101010101	0.04819277108433735	0
GSE112483_MTBmait_control	0.022222222222222223	0.02857142857142857	1	0	0.015463917525773196	0.01675977653631285	0.014760147601476014	0.008264462809917356	0
GSE112483_MTBnkt_control	0.0196078431372549	0.14705882352941177	0	1	0.03571428571428571	0.010752688172043012	0.029304029304029304	0.015873015873015872	0
GSE129270_MTB72h_control	0.027649769585253458	0.09691629955947137	0.015463917525773196	0.03571428571428571	1	0.11490683229813664	0.0660377358490566	0.1033210332103321	0.04296875
GSE148171_MTB_control	0.024630541871921183	0.044642857142857144	0.01675977653631285	0.010752688172043012	0.11490683229813664	1	0.11764705882352941	0.49473684210526314	0.10526315789473684
GSE157657_PTB_control	0.023809523809523808	0.10101010101010101	0.014760147601476014	0.029304029304029304	0.0660377358490566	0.11764705882352941	1	0.07102272727272728	0.02373887240356083
GSE198557_MTB_control	0.020689655172413793	0.04819277108433735	0.008264462809917356	0.015873015873015872	0.1033210332103321	0.49473684210526314	0.07102272727272728	1	0.10344827586206896
GSE67427_MTBrv18h_control	0	0	0	0	0.04296875	0.10526315789473684	0.02373887240356083	0.10344827586206896	1
