Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	2	5.018457823011903	-0.9199754993747532	0.3886690034283509	0.9755207029790998	1	1
single strand break repair	GO:0000012		11	2	2.6287160025300444	-0.27334833444970075	0.7017868549135313	0.779207854532158	1	1
alpha-glucoside transport	GO:0000017		2	0	0.4779483640963717	-Inf	0	1	1	1
regulation of DNA recombination	GO:0000018		89	23	21.26870220228854	0.07825760398573445	0.937777902548482	0.3050085397030399	1	1
regulation of mitotic recombination	GO:0000019		3	0	0.7169225461445575	-Inf	0	1	1	1
mitotic spindle elongation	GO:0000022		8	3	1.9117934563854868	0.45057050477699834	1.2325493866709136	0.2941846516138155	1	1
maltose metabolic process	GO:0000023		2	1	0.4779483640963717	0.7382525772287792	1.4841571405143192	0.42085016246266205	1	1
maltose catabolic process	GO:0000025		1	1	0.23897418204818585	1.4313997577887245	2.138527698613751	0.23897418204818588	0.9906175363766048	0.9906175363766048
ribosomal large subunit assembly	GO:0000027		15	0	3.5846127307227875	-Inf	0	1	1	1
ribosomal small subunit assembly	GO:0000028		8	2	1.9117934563854868	0.04510539666883388	0.9136247917695117	0.6048972614105226	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	5	5.73538036915646	-0.1372161601251207	0.7877448218893025	0.7128381878312147	1	1
transition metal ion transport	GO:0000041		55	11	13.14358001265022	-0.1780381546453757	0.7612317692588213	0.7963773952296396	1	1
autophagosome assembly	GO:0000045		52	16	12.426657466505665	0.2527447614470784	1.0708400816697643	0.1581632161485149	0.9906175363766048	0.9906175363766048
urea cycle	GO:0000050		6	0	1.433845092289115	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	0	1.1948709102409294	-Inf	0	1	1	1
argininosuccinate metabolic process	GO:0000053		1	0	0.23897418204818585	-Inf	0	1	1	1
ribosomal subunit export from nucleus	GO:0000054		4	2	0.9558967281927434	0.7382525772287792	1.4841571405143192	0.24324267319676185	0.9906175363766048	0.9906175363766048
ribosomal large subunit export from nucleus	GO:0000055		3	2	0.7169225461445575	1.0259346496805601	1.7497595258163596	0.14401460839915312	0.9906175363766048	0.9906175363766048
ribosomal small subunit export from nucleus	GO:0000056		3	2	0.7169225461445575	1.0259346496805601	1.7497595258163596	0.14401460839915312	0.9906175363766048	0.9906175363766048
mitotic sister chromatid segregation	GO:0000070		110	24	26.28716002530044	-0.09102677765574603	0.8184936054611489	0.6754594471157613	1	1
cell cycle checkpoint signaling	GO:0000075		106	30	25.3312632971077	0.16915804533881285	1.0058880142878333	0.1424008215145043	0.9906175363766048	0.9906175363766048
DNA replication checkpoint signaling	GO:0000076		12	4	2.86769018457823	0.3327874691206149	1.1349854962015957	0.31733226317535695	1	1
DNA damage checkpoint signaling	GO:0000077		72	21	17.20614110746938	0.19925607649609214	1.029027540583917	0.14513515475370495	0.9906175363766048	0.9906175363766048
