Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	0	3.1540451957909266	-Inf	0	1	1	1
single strand break repair	GO:0000012		11	1	1.6521189120809614	-0.5020586531868496	0.573350014770323	0.833166760457696	1	1
alpha-glucoside transport	GO:0000017		2	0	0.300385256741993	-Inf	0	1	1	1
regulation of DNA recombination	GO:0000018		89	2	13.367143925018688	-1.8996525695606736	0.14906790031897496	0.9999869014555249	1	1
regulation of mitotic recombination	GO:0000019		3	0	0.45057788511298946	-Inf	0	1	1	1
mitotic spindle elongation	GO:0000022		8	0	1.201541026967972	-Inf	0	1	1	1
maltose metabolic process	GO:0000023		2	0	0.300385256741993	-Inf	0	1	1	1
maltose catabolic process	GO:0000025		1	0	0.1501926283709965	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	1	2.2528894255649474	-0.8122135814906892	0.43045723793933827	0.8795457892986079	1	1
ribosomal small subunit assembly	GO:0000028		8	1	1.201541026967972	-0.1836049220683152	0.7576648579311238	0.7280805116971483	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	2	3.6046230809039157	-0.5890700301764793	0.5297196468647585	0.8946846557176046	1	1
transition metal ion transport	GO:0000041		55	3	8.260594560404806	-1.0128842769528401	0.35562641944128776	0.9926644068424242	1	1
autophagosome assembly	GO:0000045		52	7	7.810016675291818	-0.1094969499145932	0.806102970398597	0.6822107633616339	1	1
urea cycle	GO:0000050		6	0	0.9011557702259789	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	0	0.7509631418549825	-Inf	0	1	1	1
argininosuccinate metabolic process	GO:0000053		1	0	0.1501926283709965	-Inf	0	1	1	1
ribosomal subunit export from nucleus	GO:0000054		4	0	0.600770513483986	-Inf	0	1	1	1
ribosomal large subunit export from nucleus	GO:0000055		3	0	0.45057788511298946	-Inf	0	1	1	1
ribosomal small subunit export from nucleus	GO:0000056		3	0	0.45057788511298946	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	3	16.521189120809613	-1.7060314575127855	0.18060161125519986	0.99999484207473	1	1
cell cycle checkpoint signaling	GO:0000075		106	4	15.920418607325628	-1.3813081133806555	0.2486786458312827	0.9999487222698429	1	1
DNA replication checkpoint signaling	GO:0000076		12	0	1.8023115404519578	-Inf	0	1	1	1
DNA damage checkpoint signaling	GO:0000077		72	4	10.813869242711746	-0.9945351382846437	0.36194097680430765	0.9956449332888677	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	2	4.806164107871888	-0.8767521026282605	0.4049717758967672	0.9636900582865419	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	0	6.1578977632108565	-Inf	0	1	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	0	4.956356736242884	-Inf	0	1	1	1
sulfur amino acid metabolic process	GO:0000096		25	1	3.754815709274912	-1.3230392052566797	0.2632727473878848	0.9829514702550746	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	0	1.6521189120809614	-Inf	0	1	1	1
sulfur amino acid catabolic process	GO:0000098		7	1	1.0513483985969754	-0.05007352944379236	0.846413078756012	0.67999943239529	1	1
sulfur amino acid transport	GO:0000101		10	3	1.501926283709965	0.6918638152855849	1.442487745784207	0.18025548890627582	1	1
sulfate assimilation	GO:0000103		2	0	0.300385256741993	-Inf	0	1	1	1
negative regulation of transcription by RNA polymerase II	GO:0000122		516	32	77.49939623943419	-0.8845342430703154	0.401991819020296	0.9999999996910975	1	1
establishment of mitotic spindle orientation	GO:0000132		23	0	3.4544304525329195	-Inf	0	1	1	1
rRNA modification	GO:0000154		18	0	2.7034673106779366	-Inf	0	1	1	1
MAPK cascade	GO:0000165		89	3	13.367143925018688	-1.4941874614525092	0.22258828766175887	0.9999308116890995	1	1
rDNA heterochromatin formation	GO:0000183		4	1	0.600770513483986	0.5095422584916302	1.2826953731196045	0.47849858514758437	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	1	3.754815709274912	-1.3230392052566797	0.2632727473878848	0.9829514702550746	1	1
protein polyubiquitination	GO:0000209		193	18	28.98717727560232	-0.47648181139719986	0.5867182506201224	0.9904646911763534	1	1
meiotic spindle organization	GO:0000212		4	0	0.600770513483986	-Inf	0	1	1	1
microtubule cytoskeleton organization	GO:0000226		304	4	45.65855902478293	-2.4348967206748102	0.08749511685958296	1	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	0	1.6521189120809614	-Inf	0	1	1	1
