Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	4	3.8466724286949003	0.03908589078155166	0.9092797467417435	0.5535868913234079	1	1
single strand break repair	GO:0000012		11	2	2.0149236531259005	-0.007434124853341398	0.8761266487505096	0.6256697784219722	1	1
regulation of DNA recombination	GO:0000018		89	13	16.3025641025641	-0.2263730448855191	0.7306527941513302	0.8171404210861439	1	1
mitotic spindle elongation	GO:0000022		8	1	1.4653990204552	-0.38212757429475186	0.6381950856432071	0.801904087888022	1	1
ribosomal large subunit assembly	GO:0000027		15	2	2.7476231633535004	-0.31758905315718083	0.6753748415979561	0.7179820121918128	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.4653990204552	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	2	4.3961970613656005	-0.7875926824029164	0.44054916986190257	0.95044323521413	1	1
transition metal ion transport	GO:0000041		55	3	10.074618265629502	-1.2114069291792773	0.2935441386216738	0.9987229794016731	1	1
autophagosome assembly	GO:0000045		52	7	9.525093632958802	-0.30801960214103025	0.681024116156026	0.8635214735948852	1	1
urea cycle	GO:0000050		6	0	1.0990492653414001	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	0	0.9158743877845001	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	17	20.149236531259003	-0.1699530543511162	0.7664331305906261	0.7783302838390759	1	1
cell cycle checkpoint signaling	GO:0000075		106	10	19.416537021031402	-0.6635400337329376	0.49460996130684104	0.9954040523204086	1	1
DNA replication checkpoint signaling	GO:0000076		12	1	2.1980985306828003	-0.7875926824029164	0.44054916986190257	0.9118588967119462	1	1
DNA damage checkpoint signaling	GO:0000077		72	6	13.188591184096802	-0.7875926824029164	0.44054916986190257	0.9930645002898956	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	5	5.8615960818208	-0.15898402298054212	0.773529158386421	0.7226460282645676	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	3	7.510169979832901	-0.9176458106511143	0.3895323500184529	0.987236655187169	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	10	6.0447709593777015	0.5033914989126492	1.2774272442806163	0.06590390371409872	1	1
sulfur amino acid metabolic process	GO:0000096		25	2	4.579371938922501	-0.8284146769231715	0.4239287569248635	0.9581085715812299	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	1	2.0149236531259005	-0.7005813054132867	0.477897059839397	0.892077705935192	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.2822241428983001	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	1	1.8317487755690003	-0.6052711256089617	0.5219080202109172	0.8678588034339902	1	1
