Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	3	4.412740014813971	-0.38588352640410767	0.6360806830379093	0.848778083085708	1	1
single strand break repair	GO:0000012		11	1	2.311435245854937	-0.8378686501471648	0.4201599419350919	0.9253986468541111	1	1
regulation of DNA recombination	GO:0000018		89	20	18.7016124437354	0.06712252647305683	0.9296235613660094	0.3443709381243371	1	1
mitotic spindle elongation	GO:0000022		8	0	1.681043815167227	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	3	3.1519571534385507	-0.04941128978289469	0.8468695676608411	0.5352235511950427	1	1
ribosomal small subunit assembly	GO:0000028		8	4	1.681043815167227	0.8668794420912604	1.6015143917362846	0.06600579289944974	0.9724974376916181	0.9724974376916181
very long-chain fatty acid metabolic process	GO:0000038		24	5	5.043131445501681	-0.008589295262639489	0.8753130985395408	0.5888410692065758	1	1
transition metal ion transport	GO:0000041		55	14	11.557176229274685	0.1917507670339935	1.0232308165782442	0.2538484861053376	1	1
autophagosome assembly	GO:0000045		52	14	10.926784798586976	0.24784023368503683	1.0669701749597422	0.18795653253162745	1	1
urea cycle	GO:0000050		6	1	1.2607828613754202	-0.23173284657684926	0.7273166236468114	0.7572085574552341	1	1
citrulline metabolic process	GO:0000052		5	1	1.0506523844795168	-0.04941128978289469	0.8468695676608411	0.6925949883900662	1	1
mitotic sister chromatid segregation	GO:0000070		110	16	23.11435245854937	-0.3678650209014292	0.6462735733205244	0.9564761066319039	1	1
cell cycle checkpoint signaling	GO:0000075		106	15	22.27383055096576	-0.39536227035865146	0.6307687663089512	0.9668564397283566	1	1
DNA replication checkpoint signaling	GO:0000076		12	2	2.5215657227508403	-0.23173284657684926	0.7273166236468114	0.7528543085175992	1	1
DNA damage checkpoint signaling	GO:0000077		72	10	15.129394336505042	-0.41405440337080385	0.6203947960992765	0.9428764668759624	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	2	6.724175260668908	-1.2125620995885755	0.2932146352767565	0.9950147097621429	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	6	8.615349552732038	-0.36178597482504715	0.6497406091613224	0.8882507269832322	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	9	6.934305737564811	0.2607436385209448	1.0771668990833232	0.24442494941006415	1	1
sulfur amino acid metabolic process	GO:0000096		25	1	5.253261922397584	-1.6588492022169952	0.18922663000326762	0.9972653170953156	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	0	2.311435245854937	-Inf	0	1	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.4709133382713235	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	6	2.1013047689590336	1.0492009988852151	1.7716899015235572	0.00820192291258996	0.5039357394340934	0.5039357394340934
establishment of mitotic spindle orientation	GO:0000132		23	3	4.833000968605778	-0.47685530460983444	0.5865212478387624	0.8899684920518556	1	1
rRNA modification	GO:0000154		18	3	3.7823485841262605	-0.23173284657684926	0.7273166236468114	0.7621583953344788	1	1
