aggregated_GeneScores	GeneID
-0.16674743918964752	10046
-0.5520710476172612	10180
-0.21119060472372242	102
-0.6749157850952544	10206
-0.6021496648225615	1021
-3.042506578043523	10221
-0.20858276129982498	10245
-0.6576783473565889	1027
-0.4447355032912905	10273
-0.5693881903432758	1029
-0.21914966446432194	10318
-0.3139285055850755	10320
-2.3889979306399134	10434
-0.18531071024034812	10451
-1.0154383932586288	10489
-1.080638035432454	10493
-0.19813545738486937	10523
-0.6580055951607826	10617
-0.4406880128831678	10641
-2.6826267279042457	10644
-1.613343718062129	10652
-2.208131810568963	10670
-0.6938334602858767	10681
-0.33974397732112244	10682
-0.21692822861239952	10695
-0.4346566616426515	10730
-0.3342782073541927	10732
-6.213869493069467	10782
-0.13605948035376225	10810
-1.4442484893865475	10813
-0.4282844480486303	10845
-0.139566675189677	10904
-0.17592895419137317	10921
-0.2498325067391288	10969
-0.37891456716556315	10972
-0.14509510326806765	11000
-0.7991731701862794	11031
-0.339398376035906	11098
-2.354570693338576	11142
-0.3087915462480672	11230
-1.5542618733838374	11319
-0.43344941178643975	1277
-0.1716276013479284	1282
-0.2868253973201825	1399
-0.36289378117389665	1445
-1.96980393862124	1454
-0.8859695987504363	1465
-0.20859912823625062	1500
-2.4289233564284767	154
-1.2166259704475049	1605
-0.18320547984572105	1635
-0.8350704690132295	1666
-0.20589563660467694	1738
-0.35169045619144557	178
-0.748175581886859	1786
-0.18502341729671948	1846
-0.3138151323712715	1848
-0.25328825097984803	1870
-0.14803484774981585	1891
-1.2533698874677903	1906
-0.9708166806170068	1981
-0.48667253824176787	1983
-0.531297971524895	2017
-1.3106199232594302	2042
-1.4578202905521258	2109
-0.1933039039381234	2184
-7.3091183970970315	2195
-0.48330871112660284	226
-0.4579635454434068	2263
-0.19663039318746853	23
-0.212599663695814	2353
-0.14424179778968704	2356
-0.2930740417681483	2523
-0.21550618105982744	2553
-0.23092953922165882	2597
-0.2327653616909907	2736
-0.44979580374030415	2745
-0.5391349365575084	2769
-1.0265240459500518	2771
-0.42928248763748067	2810
-0.2876842489320803	2887
-0.13749764576850082	291
-0.5691682780881987	2954
-0.38592198542912337	3028
-1.9014247235388462	3033
-0.331566475598771	3066
-1.059527456796044	3091
-0.16235648664469965	3098
-0.37485122237056223	310
-0.331036176970292	3108
-0.3252595841888036	3156
-0.34297816742643594	3251
-0.8744289320754486	329
-0.13976405211138626	332
-0.7587553417367923	3383
-0.35655846533236346	3385
-0.22009027577256146	3398
-0.3597108367279873	348
-0.21576415077816818	3480
-0.18206091787846732	3482
-1.3687748314067036	351
-0.2542976499388083	3597
-0.4123132167173905	3611
-0.47201696988462555	3725
-0.23973501949871678	3800
-0.1796381324063317	3815
-2.38680489674445	3978
-0.5812155822828773	4043
-0.7163652018742028	4154
-0.16815546699893805	4208
-0.1986687564094116	4216
-1.8969222256996565	4232
-0.2384554735954616	4312
-0.2564388240482754	4482
-0.1418750188047367	4582
-0.19916179199338874	4605
-1.3889645564312298	4651
-0.8991745201230176	466
-0.2223831466124297	47
-0.488383093812156	4775
-1.5893316817556846	4776
-0.22144508253997583	4836
-0.4609485135872146	4891
-0.3149205827372751	4893
-3.528390498337098	4925
-0.14943359387720972	4998
-3.2774677599482125	501
-0.18300554069333416	5018
-5.105103861096439	5050
-3.9609346212374095	5096
-2.957521597328097	5211
-0.5563474840428413	5223
-0.30209630234935614	5257
-0.3343455230225624	5289
-1.3724457222013136	5331
-0.49310179561679934	5366
-0.20146338969500222	5423
-0.6593188639832068	5427
-0.22457719676923266	5438
-0.19727076293913132	5467
-0.7159962416419793	5480
-0.3041564015902275	5498
-0.26883658840591623	5529
-0.3564133579955475	5547
-1.8418181143659877	5580
-4.852964022825719	5613
-0.2270095699515094	5627
-0.22636210963395417	5716
-2.0234639093539784	5720
-3.0997310111502734	5721
-0.4612842905036536	5782
-9.482115209046418	5792
-0.4319928945989255	581
-0.4159136244365401	5829
-0.33156119387754857	5867
-7.859215673188891	5883
-0.6069850502841488	5891
-0.4724371255765104	5900
-0.7468481935363307	5927
-1.6969822830789316	596
-0.6550629315002405	5982
-0.38272315321665157	6050
-0.36781544247083775	6118
-2.376057798790318	6182
-0.15976442394520457	6193
-0.2983297582235351	6194
-2.006884253872545	6195
-0.15362971514327414	6284
-0.565493868879022	6390
-0.3055170646847572	6464
-2.415268538455662	6500
-0.21766770389207243	6509
-1.1113612382663136	6597
-0.46216913918786534	6657
-0.560407819195642	6659
-0.1870690868952995	6676
-2.3742559748402283	6696
-0.32851525311968044	670
-0.7095161467977947	6709
-1.0109811579928327	6714
-0.17086776239895704	6777
-0.18658034851174493	6790
-0.17824466830146268	6804
-0.8289473031274706	6810
-0.5766712859715639	6812
-0.31767085697137787	6813
-5.413046877316612	6832
-0.20878303135567702	6839
-0.13466060910537614	6856
-0.41111505414471783	6909
-0.18379312646439808	6990
-0.2952715906820239	701
