,GSM7518958,GSM7518960,GSM7518962,GSM7518964,GSM7518966,GSM7518968,GSM7518970,GSM7518972,GSM7518974,GSM7518976,GSM7518978,GSM7518980,GSM7518986,GSM7518991,GSM7518996,GSM7519001,GSM7519006,GSM7519007,GSM7519009,GSM7519010,GSM5005789,GSM5005790,GSM5005791,GSM5005792,GSM4478019,GSM4478020,GSM4478021,GSM4478027,GSM4478031,GSM4478032,GSM4478033,GSM4478037,GSM4478038,GSM4478039,GSM5573712,GSM5573717,GSM5573722,GSM5573727,GSM6506628,GSM6506629,GSM6506640,GSM3855590,GSM3855593,GSM3855596,GSM3855599,GSM3855602,GSM3855605,GSM5048552,GSM5048554,GSM5048556,GSM5048558,GSM5048560,GSM5048562,GSM5048564,GSM5048566,GSM5048568,GSM5048570,GSM5048572,GSM5048574,GSM5048576,GSM5048578,GSM5048580,GSM5048582,GSM4273334,GSM4273348,GSM4273362,GSM4273376,GSM5319713,GSM5319715,GSM5319717,GSM5319719,GSM5319721,GSM5319723,GSM5319725,GSM5319727,GSM5319729,GSM5319731,GSM5319733,GSM5319735,GSM5319737,GSM5319739,GSM5319741,GSM5319743,GSM5319745,GSM5319747,GSM8087241,GSM8087242,GSM8087243,GSM8087244,GSM8087249,GSM8087250,GSM8087251,GSM8087252,GSM4210636,GSM4210640,GSM4210644,GSM6998086,GSM6998088,GSM6998090,GSM6998092,GSM6998094,GSM6998096,GSM6998098,GSM6998100,GSM6998103,GSM6998106,GSM6998108,GSM6998110,GSM6998112,GSM5820933,GSM5820934,GSM5820935,GSM5820937,GSM5820939,GSM5820940,GSM5820941,GSM5820942,GSM5820943,GSM5820944,GSM5820945,GSM5820946,GSM5820947,GSM5820948,GSM5820949,GSM5820950,GSM5820951,GSM5820952,GSM5820954,GSM5820955,GSM5820956,GSM5820957,GSM5820958,GSM5820959,GSM5820960,GSM5820961,GSM5820962,GSM5820963,GSM5820964,GSM5820965,GSM5820966,GSM5820967,GSM5820968,GSM5820969,GSM5820970,GSM5820971,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM1565956,GSM1565958,GSM1565960,GSM1565962,GSM1565964,GSM1565966,GSM5952186,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM4263940,GSM4263941,GSM4263942,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071077,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071089,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071101,GSM3071103,GSM3071105,GSM3071107,GSM3071113,GSM3071118,GSM3071120,GSM3071122,GSM3071124,GSM3071130,GSM3071132,GSM3071134,GSM3071136,GSM3071138,GSM3071140,GSM3071142,GSM3071144,GSM3071146,GSM3071148,GSM3071150,GSM3425229,GSM3425235,GSM3425241,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM1565998,GSM1566000,GSM1566002,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071006,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
U937,0.16066223,0.20118581,0.18118225,0.21479303,0.17771736,0.15875085,0.18088877,0.17633674,0.17772889,0.14039065,0.12753326,0.18409841,0.17950189,0.16804777,0.17940341,0.14381437,0.1755211,0.14532752,0.13307653,0.1277315,0.23802826,0.19433424,0.21925247,0.20543206,0.24710976,0.23410442,0.2362066,0.1786908,0.26458806,0.2614074,0.25853693,0.2217214,0.22237878,0.22342037,0.22449932,0.22578292,0.2215511,0.25015557,0.23133941,0.23299064,0.20110019,0.14299066,0.17392974,0.13676625,0.18130812,0.13795967,0.16164194,0.19872904,0.23938163,0.18069509,0.21999507,0.20723727,0.16777425,0.19062254,0.19856736,0.18316014,0.19799067,0.18075423,0.17844866,0.20581006,0.17653096,0.15787308,0.173521,0.25361797,0.25766963,0.23306322,0.20518586,0.22902054,0.13059546,0.13474211,0.21020871,0.15135211,0.14723097,0.1078509,0.11607098,0.12367757,0.12608705,0.122026555,0.13587223,0.20190156,0.12045574,0.15230747,0.14848492,0.1080011,0.14673252,0.22811888,0.23626313,0.22682628,0.22847037,0.20020904,0.18404804,0.20064613,0.19950251,0.1975583,0.19213486,0.19388682,0.24142586,0.28395626,0.23187076,0.27189687,0.30007344,0.20720306,0.2339429,0.2545934,0.21679291,0.21532954,0.12669274,0.20367008,0.15350616,0.13439606,0.1905487,0.14589283,0.09943594,0.14321028,0.13569255,0.16427185,0.09652614,0.12267256,0.10978065,0.11033422,0.11957062,0.14145127,0.077963464,0.13477339,0.13556048,0.11211755,0.12290755,0.09303046,0.12498511,0.11795456,0.124589436,0.13728653,0.11597326,0.107987575,0.10917177,0.1490031,0.1269553,0.08954092,0.15497008,0.11762603,0.11706216,0.12464361,0.1177551,0.12067591,0.16827524,0.04742317,0.124663405,0.12179114,0.061739884,0.30692202,0.2955601,0.2710524,0.25362843,0.24184324,0.28475308,0.04755863,0.124653764,0.12179114,0.061739884,-0.13848029,-0.017698403,0.23756048,0.24812293,0.27936333,0.28016222,-0.048357714,0.16781972,-0.062471043,0.08852017,0.08572772,0.15696715,0.029893154,0.11099984,0.17450196,0.15376358,0.116098434,0.15946154,0.07138603,0.11021474,0.13999537,0.12618235,0.124671005,0.25086895,0.050198983,0.063063286,0.11747272,0.1064459,0.09552812,0.09168059,0.14274257,0.06480648,0.18891847,0.09525229,0.2298884,0.04858854,0.13025819,0.17324746,0.117954314,0.11741167,0.08762819,0.0863683,0.09849278,0.06738788,0.10339628,0.09911938,0.24394765,0.21022888,0.13429268,0.12170507,0.11915791,0.11870266,0.1991655,0.21135978,0.23780255,0.13673499,0.19247586,0.09548916,0.18451668,0.09300953,0.21866314,-0.07212069,-0.08462448,0.03473741,0.13158715,-0.032554075,0.13285533,0.07037593,0.07172232,0.04283615,0.029386856,0.15659352,0.17181572,0.20642766,0.16804716,0.16302696,0.033358365,0.14064789,0.23797622,0.11400784,0.06222106,0.18292329,0.11384643,0.075969756,0.13286188,0.14627495,0.20490792,0.10506081,0.15010339,0.21211357,0.14884582,0.14813136,0.19954288,0.09361053,0.16992939,0.14979517,0.19918351,0.23825023,0.1610145
HCC515,0.14064138,0.13914928,0.13862985,0.1615667,0.14251566,0.11974879,0.13621682,0.11616516,0.13136739,0.09234289,0.10143868,0.12181988,0.14940839,0.13365322,0.14515884,0.116362594,0.13800253,0.10708192,0.0926027,0.09181015,0.14625914,0.1263206,0.14280748,0.12840924,0.17624383,0.16758983,0.16883433,0.12890026,0.18931638,0.18549587,0.18365757,0.1637067,0.1650724,0.16554047,0.17442444,0.17401561,0.1620161,0.18927826,0.13982584,0.14335081,0.12703301,0.10182825,0.13431813,0.10063304,0.14318411,0.098251455,0.1255797,0.16841853,0.22465926,0.1531945,0.15967295,0.16597019,0.14449172,0.15756096,0.15098189,0.15793857,0.14859524,0.12083861,0.1528918,0.1663222,0.15556858,0.14525421,0.15006976,0.18089055,0.18212017,0.16832997,0.15637149,0.11320429,0.019592099,0.035080083,0.10054211,0.058845792,0.053867184,0.011115204,0.014668317,0.03440745,0.014459914,0.017880103,0.03963093,0.07030464,0.005794651,0.03181552,0.03483932,0.009943186,0.04165858,0.33752656,0.34981245,0.33687025,0.33882293,0.2928344,0.277228,0.2925458,0.29288435,0.13897128,0.12725282,0.14067161,0.1955222,0.2136405,0.18170655,0.20413806,0.1634383,0.16913758,0.18446569,0.18708034,0.18204764,0.17117119,0.10452625,0.15697968,0.11303309,0.068973325,0.076358885,0.03940534,0.0064695217,0.08035316,0.030244455,0.062339053,0.03215358,0.0036712466,0.0034238913,0.0058220383,0.021307865,0.05223852,0.0041885385,0.038905542,0.042000763,0.0077283666,0.079049066,0.005491177,0.023547556,0.009572955,0.03017228,0.05677134,0.013240117,0.021166652,0.023072278,0.03137785,0.012270044,-0.013392439,0.049703047,0.020168638,0.0053525604,0.010773468,0.018605478,0.01938248,0.06348188,-0.06527523,0.023246884,-0.0033642238,-0.053170037,0.25218955,0.22908966,0.2027301,0.17016195,0.18912125,0.23354755,-0.0653374,0.02322828,-0.0033642238,-0.053170037,-0.17684467,-0.1098683,0.17285292,0.18717846,0.19160408,0.24413532,0.04530187,0.078316435,-0.02854726,0.069518164,0.0478395,0.18339157,0.07648188,0.22058833,0.105562955,0.07971721,0.074322365,0.16089895,0.13411473,0.2085038,0.08441108,0.061001748,0.059611328,0.22705568,0.12604234,0.16911565,0.06749018,0.05326821,0.067297965,0.13965163,0.06514172,0.00044266135,0.14264448,0.034204613,0.15500699,0.08418766,0.1908174,0.11208452,0.056828532,0.056635857,0.10399254,0.017284812,0.02014318,0.003229113,0.030797804,0.03779029,0.15636063,0.13351974,-0.018179242,-0.022814743,-0.022506252,-0.017410904,0.13687488,0.14280528,0.15930659,0.108423226,0.16060326,0.064071536,0.109537385,0.030276172,0.18721308,-0.0226386,-0.050409645,0.06469257,0.12589848,-0.007211431,0.14261352,0.0627315,0.048707187,0.0042145457,0.044922464,0.10948214,0.18179595,0.16054608,0.082368836,0.10229548,0.011064845,0.0717886,0.14764899,0.08353132,0.10248419,0.1255407,0.08138727,0.039268494,0.07912921,0.15526056,0.1269764,0.12396066,0.07128987,0.1573092,0.08722883,0.08580394,0.1166915,0.08329081,0.15366976,0.11880902,0.11803575,0.17495616,0.17569655
THP1,0.18013403,0.21385281,0.2003919,0.23081669,0.19162655,0.17186354,0.20294733,0.19207925,0.1921406,0.16489048,0.13949051,0.19652182,0.20691013,0.19559523,0.20953494,0.17853153,0.19897957,0.17241012,0.16347492,0.16362238,0.2035999,0.16896382,0.18144895,0.17250906,0.23933229,0.23614886,0.2326023,0.18610041,0.25432613,0.2536766,0.24986395,0.22545083,0.23238708,0.23442614,0.24704145,0.26548415,0.23221177,0.27792808,0.2340247,0.23794347,0.20853846,0.13956499,0.17173484,0.14239918,0.17907608,0.1307061,0.161962,0.21808054,0.26507014,0.18780385,0.22563873,0.22466451,0.19623575,0.19767801,0.18818891,0.19417432,0.2051742,0.19970655,0.1990967,0.2159008,0.20734073,0.1756675,0.18687896,0.23580697,0.24159859,0.21547328,0.19641377,0.24755056,0.15801513,0.1663719,0.22934155,0.17768684,0.18806896,0.14927937,0.14352202,0.16154733,0.16258572,0.13898467,0.16658737,0.22293,0.1568189,0.19208732,0.18871132,0.1392516,0.17375495,0.1977034,0.20386033,0.19815353,0.19954948,0.1700778,0.15823714,0.16702022,0.16689989,0.20780832,0.22348349,0.22122993,0.24354513,0.27359837,0.2424384,0.28300327,0.20213173,0.21461566,0.2444298,0.2609997,0.21915953,0.2164111,0.13334171,0.19792357,0.15130773,0.23865588,0.2618401,0.19956484,0.19053303,0.25368175,0.19767274,0.23582308,0.20376928,0.1804185,0.17487125,0.18023615,0.20935418,0.21220344,0.16161476,0.21912673,0.22694685,0.18481329,0.22795376,0.18251264,0.19165319,0.18369088,0.18883574,0.24619609,0.19584092,0.1957731,0.18874331,0.21805286,0.18987438,0.16569148,0.2324273,0.19953635,0.20020604,0.18511795,0.2057911,0.19806424,0.22802465,0.08400574,0.14068806,0.1776216,0.0990348,0.31538963,0.30281892,0.25629303,0.23318884,0.24556747,0.32110238,0.083972566,0.1406778,0.1776216,0.0990348,-0.07160792,0.028070912,0.23347104,0.24248105,0.27458352,0.2556109,-0.00010540772,0.14594151,-0.033525422,0.09744443,0.0689278,0.18574242,0.070404,0.17399384,0.13636957,0.121888354,0.09528957,0.16683263,0.09819695,0.14579335,0.114635274,0.09925159,0.09801461,0.2609243,0.0938214,0.13229987,0.11858383,0.101893514,0.13578106,0.15165123,0.14584608,0.06763336,0.18392825,0.10054409,0.20857063,0.075512685,0.16188239,0.16503507,0.14380535,0.097633205,0.108241595,0.078306586,0.07252992,0.060942777,0.08477499,-0.029128537,0.19666561,0.14828673,0.124653555,0.11739964,0.13160156,0.11758288,0.14513536,0.1599207,0.17655262,0.11462095,0.17310682,0.11227095,0.1190827,0.062459815,0.1854782,-0.03991287,-0.04660704,0.036380578,0.10185108,0.008259926,0.11044176,0.11165383,0.13428718,0.046798915,0.0928399,0.16087867,0.16992353,0.19696625,0.10990572,0.15989436,0.052514214,0.14146549,0.2328264,0.107456654,0.082035184,0.17692174,0.1342561,0.073650025,0.12060056,0.15373218,0.20837863,0.12285059,0.1404308,0.20760812,0.14462097,0.14078939,0.20405133,0.14795169,0.21140923,0.19583046,0.17848545,0.21651806,0.18860154
U266,0.1567439,0.18775839,0.16768877,0.21751435,0.16667986,0.16631825,0.16184461,0.1621522,0.16267382,0.13853346,0.13067378,0.17605768,0.19282512,0.17664748,0.20274907,0.1861984,0.19964863,0.14285773,0.12769121,0.13640353,0.2245219,0.18722945,0.18786451,0.17892516,0.21744733,0.21071881,0.20822722,0.16736345,0.2235635,0.222271,0.21893606,0.20266782,0.2054328,0.2069686,0.20009167,0.20927992,0.19176461,0.21935272,0.15953486,0.16447537,0.14190464,0.13677767,0.1637854,0.13605751,0.1701934,0.13382556,0.1575371,0.1916612,0.24076647,0.183574,0.19309857,0.19567634,0.1776136,0.18175684,0.17516811,0.1742523,0.18007657,0.1787871,0.18087676,0.18897028,0.18329473,0.16969785,0.17877811,0.20672412,0.20419562,0.1878795,0.17507711,0.23515064,0.16632485,0.1765451,0.21855709,0.1752976,0.19160469,0.14600666,0.15151279,0.16226448,0.15612671,0.15077055,0.16507296,0.20114793,0.14896232,0.1689426,0.16873239,0.1512645,0.1499393,0.22910221,0.23700048,0.22638372,0.22940402,0.20551276,0.1887378,0.2001517,0.20339572,0.18230224,0.19789067,0.1931772,0.22160764,0.22709209,0.20488493,0.23714063,0.17112656,0.18962277,0.20578042,0.20761634,0.19998372,0.1903846,0.1306222,0.18414551,0.17018746,0.20152156,0.22045445,0.17622244,0.15659018,0.22011836,0.17894903,0.21454372,0.16096932,0.15625048,0.14953128,0.14952798,0.17692964,0.17890075,0.13384739,0.18039669,0.18237904,0.15435487,0.19269179,0.15086292,0.16532391,0.15939455,0.16195762,0.20142588,0.16379048,0.15465103,0.15857026,0.18729062,0.1674598,0.1278845,0.19589762,0.16610739,0.16606499,0.16634998,0.16810684,0.16671792,0.20186235,0.08052319,0.1851568,0.15488948,0.09118344,0.27361006,0.27742147,0.22683299,0.21240783,0.22892995,0.28526554,0.080501646,0.18516448,0.15488948,0.09118344,-0.024728246,0.06230166,0.20480831,0.20789625,0.21882434,0.21251169,-0.0013158612,0.15915047,-0.008017947,0.10713928,0.0973336,0.14725146,0.057594616,0.15325549,0.17025147,0.15386088,0.14555258,0.13543597,0.10899016,0.1241426,0.14754058,0.13267936,0.14805903,0.20731778,0.07557392,0.10340945,0.13258472,0.11829314,0.12936354,0.11567102,0.1510927,0.10207224,0.15231179,0.13055854,0.16868134,0.043874606,0.15385881,0.14941461,0.12965398,0.11120832,0.105285786,0.1321122,0.13183871,0.10058451,0.13576397,0.043194737,0.18173115,0.15528236,0.123351485,0.11176121,0.12309372,0.11469783,0.1627288,0.17198808,0.18473735,0.094852984,0.1597398,0.08262048,0.14286059,0.04388519,0.1562099,-0.028621394,-0.04929662,0.09045765,0.12323241,0.012708369,0.12385878,0.09022186,0.114081934,0.057962313,0.065942176,0.16290544,0.14503142,0.20568024,0.10559781,0.1585839,0.08513504,0.11409697,0.21983814,0.108166724,0.11432991,0.1346597,0.11789143,0.06811763,0.1261895,0.13388118,0.2010259,0.10547815,0.17206623,0.19806246,0.15715298,0.17171036,0.18922366,0.12932508,0.18487747,0.1858928,0.18542753,0.21983506,0.16480817
SKB,0.2103569,0.2101284,0.20328121,0.24130715,0.20061329,0.1947454,0.20924053,0.19966388,0.19947055,0.17059115,0.1812652,0.19813791,0.21408857,0.20771158,0.22506288,0.20232457,0.22540802,0.18540938,0.1781498,0.18693414,0.19418998,0.17282546,0.19983469,0.19578408,0.24660231,0.23848778,0.23819964,0.2125241,0.2518383,0.24732037,0.246935,0.23742722,0.23928952,0.23870036,0.25578672,0.26010337,0.23885845,0.27646065,0.19077253,0.19505295,0.18981744,0.14890525,0.1704125,0.15124431,0.17896312,0.15120484,0.1623144,0.23826547,0.30091548,0.22504668,0.22847243,0.2395013,0.2289143,0.22517292,0.21380813,0.22332013,0.21951047,0.2079602,0.22588043,0.23686376,0.23457606,0.22293516,0.23070155,0.23546614,0.2337024,0.21540235,0.21882953,0.19648698,0.063109644,0.07466342,0.1728938,0.12470963,0.10854291,0.074640304,0.044437118,0.07963404,0.08237833,0.04629838,0.088326156,0.13963284,0.04759327,0.08816834,0.11055045,0.063403875,0.11299724,0.3120799,0.32250905,0.31131056,0.3137388,0.268133,0.25110933,0.26483417,0.2672481,0.21548755,0.20385735,0.22064771,0.26210773,0.2733989,0.26447088,0.278471,0.20068254,0.2573804,0.25798228,0.25898007,0.25954866,0.24100918,0.20311984,0.24472833,0.19496618,0.14780395,0.14458549,0.09824905,0.085110426,0.17044663,0.09629439,0.12957972,0.117864326,0.07370182,0.072514355,0.079800986,0.10205425,0.111448534,0.087413944,0.11176299,0.119273275,0.07984574,0.15326448,0.08333375,0.092718326,0.07364973,0.10256562,0.1514202,0.088487595,0.10460594,0.10355329,0.101605795,0.084701784,0.056582306,0.1219217,0.10286327,0.08861527,0.08636315,0.0948126,0.0929843,0.123345554,0.004525159,0.08164286,0.051986597,0.03258474,0.31115884,0.2902994,0.26300114,0.22109392,0.2616377,0.2940432,0.004529003,0.08161512,0.051986597,0.03258474,-0.11343311,-0.025475489,0.23310198,0.23619595,0.2498939,0.3376535,0.107779466,0.16042314,0.014388363,0.12661624,0.08815296,0.28362772,0.19349317,0.31464532,0.16835117,0.14660816,0.1424869,0.26303494,0.24140243,0.28305537,0.1404142,0.116588555,0.11434925,0.3135626,0.23204298,0.26451975,0.1709376,0.1401303,0.16482852,0.24780636,0.16386354,0.11087745,0.23037903,0.126217,0.2584285,0.20829558,0.28373116,0.22180152,0.16602491,0.15330021,0.21095377,0.11323938,0.10287117,0.08667585,0.10952097,0.042501003,0.19510669,0.17765643,0.02967508,0.027648713,0.03976352,0.023668868,0.1766002,0.18015014,0.19919945,0.15618344,0.23413365,0.10642132,0.1919103,0.07607496,0.2730901,0.025150193,-0.001897997,0.12308558,0.17531206,0.03292475,0.23267019,0.113085814,0.12432204,0.041225057,0.08178447,0.114947364,0.27587116,0.23315401,0.14656249,0.18744236,0.06774162,0.1288501,0.21167247,0.17777495,0.16460797,0.2278023,0.19721138,0.12337004,0.16925058,0.25649622,0.19812097,0.2302265,0.17645429,0.26584604,0.17546923,0.19670925,0.1897285,0.14455394,0.20541324,0.15881504,0.18444058,0.21448147,0.2801763
NOMO1,0.13559079,0.1737979,0.15596798,0.18691505,0.14439625,0.12695672,0.15684086,0.14608088,0.14623168,0.1249508,0.09588162,0.15449879,0.16651319,0.15209676,0.16961025,0.14004663,0.1590826,0.13017395,0.11660605,0.11478039,0.179941,0.12852076,0.14193757,0.13646135,0.20313084,0.19858865,0.19442634,0.14932755,0.22053035,0.21957538,0.21515125,0.19282007,0.19849557,0.20134482,0.21994871,0.23614067,0.20898211,0.25319946,0.15202016,0.15738195,0.12925386,0.08998969,0.12303945,0.09285159,0.1295586,0.08161361,0.11544592,0.17801428,0.22536701,0.13400254,0.1811774,0.18266192,0.16186477,0.15177767,0.13909829,0.15282765,0.16512606,0.15953435,0.15736021,0.17513762,0.16939484,0.12768504,0.14655846,0.2046945,0.20674026,0.18196428,0.16487442,0.22063132,0.14996623,0.16064487,0.20315683,0.15438776,0.17179894,0.13403885,0.14718531,0.15033582,0.14939491,0.13673557,0.15371454,0.19299978,0.15471472,0.17772228,0.1681923,0.12123425,0.15175596,0.13725346,0.14257312,0.13811994,0.13906653,0.11170274,0.10222917,0.10326782,0.11053472,0.17440063,0.19751906,0.1917385,0.20320283,0.23320578,0.20038448,0.24544528,0.15753053,0.17373021,0.20446357,0.22303216,0.17643905,0.17301689,0.084145,0.15354155,0.10645973,0.27189532,0.2813753,0.22112258,0.21547073,0.28459224,0.2263085,0.26287282,0.23359548,0.20116864,0.19792284,0.2018838,0.22849251,0.23720086,0.18149365,0.24463993,0.24785164,0.20623244,0.254355,0.2074584,0.2184403,0.20764709,0.21527141,0.2550065,0.2155937,0.21900114,0.2073059,0.23902835,0.21261817,0.18735757,0.25615516,0.22617216,0.22004558,0.19767189,0.22494204,0.21968073,0.24851973,0.08273642,0.12319966,0.17277353,0.08508198,0.31001452,0.2908685,0.25047478,0.22134596,0.2213555,0.3080308,0.08275505,0.12317817,0.17277353,0.08508198,-0.07392005,0.020884274,0.20302668,0.20352356,0.24167424,0.22288702,-0.051927432,0.13842058,-0.03805331,0.09695665,0.052692037,0.13623881,0.04877198,0.12333373,0.13565537,0.11228847,0.09975647,0.12982857,0.07559375,0.10666099,0.123311825,0.106641985,0.10184203,0.21643183,0.056326874,0.07884929,0.097417705,0.07380931,0.11803633,0.10691431,0.14138,0.052541368,0.12913515,0.077740446,0.16158226,0.032986525,0.12281235,0.13299797,0.12496351,0.071692854,0.062741265,0.060525816,0.06344391,0.06127483,0.08846786,-0.05618497,0.1603425,0.1185998,0.13142271,0.12685338,0.14052197,0.13093512,0.11929657,0.13950977,0.15791646,0.08795794,0.1408791,0.068092845,0.09740476,0.055608917,0.13927732,-0.06487893,-0.05877826,0.025181083,0.06758036,0.010191833,0.08265604,0.09160007,0.10511606,0.031473808,0.088404156,0.15742496,0.13441665,0.19856068,0.10762777,0.15374924,0.081524245,0.116769016,0.22904438,0.07272061,0.0551412,0.14399996,0.09450474,0.02632161,0.106343746,0.11165966,0.2007916,0.08251758,0.11445221,0.18294437,0.12251822,0.12748513,0.20018539,0.16555315,0.17508405,0.18280806,0.18698166,0.21095055,0.16600624
FIBRNPC,0.23294099,0.22902362,0.2223348,0.2721478,0.22039199,0.23596938,0.22468029,0.23533684,0.22389475,0.2039577,0.19722727,0.23163703,0.25207105,0.24185307,0.26844773,0.25379765,0.2682381,0.20496286,0.19122337,0.19975221,0.20433675,0.18566562,0.22316357,0.22179756,0.27675715,0.27246457,0.27057278,0.25424758,0.2754866,0.27335182,0.27075627,0.27021092,0.27180624,0.27224812,0.29270548,0.2990207,0.27219564,0.30766845,0.23583654,0.24078555,0.24757735,0.19836722,0.2101194,0.19864364,0.22150634,0.20164256,0.20374475,0.2671527,0.32548097,0.24516954,0.2520527,0.26054403,0.2520696,0.24782038,0.2303637,0.24937975,0.24616021,0.23329727,0.2501663,0.25473335,0.2634011,0.25282112,0.25634703,0.24851213,0.24691975,0.23901182,0.23891991,0.20882095,0.078119226,0.092175245,0.18873696,0.15559806,0.13762282,0.09983752,0.07236936,0.115761384,0.10597834,0.068814196,0.12150083,0.15370208,0.073005944,0.120648764,0.13157189,0.08974438,0.1544569,0.32690483,0.338085,0.32468754,0.32676032,0.27505013,0.25634223,0.2762718,0.27274817,0.2549574,0.24713758,0.2647287,0.2794286,0.29083663,0.29130694,0.30154943,0.16971627,0.28601933,0.2794392,0.29463777,0.28135648,0.25810772,0.23016661,0.2651998,0.22558206,0.1852776,0.15113308,0.119386226,0.11186004,0.19580102,0.11443911,0.1470746,0.15164408,0.08394099,0.092333294,0.104814,0.13074796,0.13467525,0.11752404,0.12702197,0.14156206,0.10183392,0.1923871,0.111678965,0.11651141,0.10030737,0.12369935,0.1716668,0.115904935,0.13098896,0.13455468,0.11705151,0.1053593,0.07860102,0.14169674,0.13124728,0.10962367,0.108226165,0.12036416,0.11894436,0.14302807,0.023867598,0.09669291,0.062862165,0.056971986,0.32207346,0.31703585,0.2705978,0.23996592,0.2859286,0.3208339,0.023756418,0.09668051,0.062862165,0.056971986,-0.09924865,-0.0010609474,0.25619003,0.26102638,0.26696065,0.35015312,0.1714613,0.1477623,0.027444422,0.11967052,0.091985665,0.32367474,0.2202566,0.35472023,0.15798762,0.14071186,0.14505996,0.30163836,0.2867258,0.29984486,0.13534035,0.11499572,0.116723455,0.33547366,0.28907996,0.28420258,0.18486492,0.15670927,0.1741619,0.27739018,0.16531968,0.12907998,0.26175183,0.13395977,0.26374733,0.23622459,0.3083179,0.2360793,0.16353813,0.171414,0.26548836,0.11006198,0.108850814,0.09084604,0.11738179,0.031923886,0.20826986,0.18347998,0.01360118,0.03012319,0.03779784,0.023162836,0.20918456,0.20586464,0.22260533,0.15384051,0.23966177,0.12318911,0.19159624,0.08181193,0.29363424,0.04628485,-0.008377335,0.11892315,0.20935152,0.035331562,0.26362887,0.099260986,0.13550954,0.08843131,0.075375296,0.110761866,0.30296436,0.23234302,0.13670136,0.18744561,0.033267826,0.10746635,0.20256077,0.21802826,0.18508743,0.24037127,0.20841046,0.16174242,0.15696765,0.29702973,0.19155288,0.28262505,0.20398492,0.28352997,0.20298235,0.20927075,0.19307055,0.15771626,0.22450966,0.1783532,0.16870628,0.18224601,0.30987248
