Unnamed: 0	GSM5952180	GSM5952181	GSM5952182	GSM5952183	GSM5952184	GSM5952185	GSM5952186	GSM5952187	GSM5952188	GSM5952189	GSM5952190	GSM5952191
SARM1	58	403	215	847	447	1258	923	808	399	758	91	152
POLDIP2	1353	1313	841	1176	1026	2911	1378	1948	1063	1248	190	631
PLXND1	342	3157	626	8660	3486	1270	1966	2712	1218	2919	248	1014
AK2	1780	3268	3580	3007	2436	5627	3475	3616	2000	3341	676	1032
CD38	277	3318	1605	1093	575	2921	1971	1645	1931	1952	88	137
FKBP4	1481	460	228	898	3576	2565	1316	1511	1082	1130	86	428
KDM1A	353	1659	551	2141	1890	2639	2374	2021	1486	1805	1131	1365
RBM6	1488	2006	887	2651	2703	4803	7234	5591	3968	4598	1521	2358
CAMKK1	626	996	396	628	626	303	308	250	187	429	156	463
RECQL	708	1763	1186	1943	1305	3034	2118	1839	782	1897	82	183
VPS50	153	458	209	642	603	794	724	746	453	628	202	229
HSPB6	2	0	10	5	2	3	3	2	4	2	7	3
ARHGAP33	79	256	62	302	243	397	535	256	214	329	10	109
NDUFAB1	235	461	251	491	307	1302	602	804	818	611	76	377
PDK4	361	565	63	186	143	2	138	55	108	433	4	61
SLC22A16	33	75	60	82	25	0	16	9	4	38	3	14
ZMYND10	11	11	8	35	37	19	30	21	30	33	14	28
ABCB5	9	16	13	23	37	22	28	37	62	24	143	85
ARX	0	0	0	0	0	0	2	4	15	0	43	7
SLC25A13	219	555	441	626	572	377	380	293	158	485	115	305
ST7	91	295	161	314	212	264	314	290	166	268	47	112
CDC27	2476	2522	1679	3086	2784	2663	1931	1732	843	1625	250	641
SLC4A1	104	153	849	436	837	131	139	196	252	114	814	607
CALCR	0	0	0	0	0	0	1	4	0	0	2	0
HCCS	465	587	470	867	771	714	397	571	195	597	22	166
DVL2	132	567	338	756	649	1546	868	1205	508	552	109	225
PRSS22	0	1	0	2	15	7	4	1	17	2	2	1
UPF1	2927	3713	2601	4708	3958	4016	3005	2814	1799	2721	394	1622
SKAP2	14042	1939	2961	2684	3388	1543	2645	1389	2017	4106	958	1294
SLC25A5	1531	4397	2767	5274	5741	6870	3526	3672	3092	3925	268	2234
MCUB	250	2261	1166	2678	2251	2510	3143	2009	1673	2858	127	872
HOXA11	0	0	0	0	1	5	0	0	0	0	2	0
POLR2J	1310	1025	939	934	1005	1028	735	1021	1004	746	505	1174
DHX33	121	466	216	469	290	1198	596	862	547	448	385	340
MEOX1	10	36	2	6	3	38	42	69	29	37	3	4
THSD7A	160	34	4	12	18	6	6	15	2	3	21	9
LIG3	243	1070	496	1112	639	1265	1291	1083	651	978	559	643
RPAP3	704	929	675	1205	1061	1450	1091	1025	692	1064	306	371
ACSM3	51	173	49	178	326	218	374	207	146	215	81	157
REXO5	49	39	48	35	46	201	37	60	25	26	25	39
CIAPIN1	218	743	326	822	501	1383	718	824	569	560	46	350
SPPL2B	263	1247	637	1261	1138	2558	2173	2193	1424	1516	405	746
FAM214B	6130	3169	1593	2024	3114	813	1199	1205	759	1947	598	1449
COPZ2	5	24	4	28	26	79	37	55	51	43	14	50
PRKAR2B	156	1172	1881	1194	314	40	3366	111	674	2180	443	362
MSL3	9342	2655	2970	3837	3790	4944	4171	4887	2547	3375	1242	1904
CREBBP	3258	8322	5329	8977	8038	4578	7624	5127	2322	5315	1909	4184
TSPOAP1	504	897	1811	2911	2411	1238	3260	741	969	1809	404	1236
MPO	313	2306	780	137	102	1	111	151	46	161	78	35
PON1	0	1	0	2	2	0	1	4	4	2	13	9
GCFC2	73	447	210	546	439	937	795	839	484	475	167	332
WDR54	10	134	54	189	161	625	383	334	525	181	231	235
CROT	51	114	41	184	189	277	346	236	188	207	64	96
ABCB4	12	95	7	69	66	192	132	112	57	39	31	28
KMT2E	8320	11870	7066	13702	17721	9773	10092	8854	7714	6832	10633	16215
RHBDD2	2500	2312	1516	2033	1212	1698	1366	2016	1020	1030	1140	2647
SOX8	0	12	6	74	26	180	93	158	48	61	6	18
IBTK	216	876	336	811	527	1049	910	1032	467	777	104	178
ZNF195	386	917	527	1011	766	966	1315	974	569	755	319	405
MYCBP2	1681	4713	2670	6920	7110	6378	6815	4885	5283	5700	3438	3182
FBXL3	5121	2993	1773	2820	3480	2547	2572	2614	838	1913	271	962
ITGAL	8180	16261	4886	20469	12410	18843	24361	14694	10942	21886	3898	8681
PDK2	60	342	170	417	294	800	729	588	449	466	44	160
ITGA3	12	81	35	120	89	372	262	266	278	166	249	169
ZFX	2061	1802	1410	3153	3266	1752	1708	1642	884	1318	344	854
LAMP2	14674	6080	13086	6543	5709	3463	2961	3459	1333	4730	523	1732
ITGA2B	449	2461	7454	3337	914	120	4330	298	2570	2732	1227	1423
ASB4	0	17	27	11	19	18	18	22	10	17	26	16
GDE1	2923	2326	1977	2238	1786	1662	1485	1588	1387	1611	1056	1542
REX1BD	189	449	209	637	996	1281	1044	814	1725	875	948	1092
CRLF1	36	100	23	60	153	61	180	79	68	159	19	57
OSBPL7	78	1912	211	1968	1137	1082	1672	1125	780	844	70	534
TMEM98	0	8	5	11	8	9	19	28	35	14	73	44
YBX2	0	0	0	0	1	7	1	6	3	2	0	2
KRT33A	0	0	0	0	0	2	0	0	0	0	0	0
MAP3K14	192	2147	481	2945	1237	3157	1843	2338	1044	1481	71	769
ABCC8	15	20	16	40	34	40	61	50	48	30	112	85
CACNG3	0	0	0	0	0	0	0	0	0	0	0	3
TMEM132A	10	31	21	54	270	127	52	307	48	58	114	126
AP2B1	4691	5362	3066	4865	3729	8005	6405	5379	3054	5360	1529	1793
TAC1	0	0	0	0	0	5	0	0	0	0	0	0
ZNF263	552	1281	999	1693	1995	1490	1260	1436	695	996	549	698
CX3CL1	6	15	8	16	24	15	28	32	30	28	153	70
SPATA20	118	496	393	834	917	842	1345	782	641	938	220	713
CACNA1G	0	2	1	5	28	7	8	7	14	0	18	15
TNFRSF12A	319	309	181	244	607	60	73	91	31	109	54	143
DLX6	3	5	2	2	2	6	6	7	18	4	43	15
MAP3K9	27	138	57	211	218	441	360	281	228	179	295	237
RALA	490	1254	500	1025	1368	3103	971	3354	698	862	335	682
BAIAP2L1	96	112	213	120	148	125	49	111	43	60	48	58
KDM7A	3742	6945	3465	7646	4224	1820	4516	2820	1346	4348	1300	1953
ETV1	34	4	1	1	2	9	2	13	0	2	4	1
AGK	200	1035	299	1146	636	1700	1255	1042	662	744	251	440
ALDH3B1	3768	1520	823	1830	1790	132	1204	680	1049	2166	525	827
TTC22	25	143	41	214	126	347	392	285	266	215	218	164
PHTF2	762	1318	1359	1653	1858	1978	1759	1226	739	1684	155	480
CCL26	0	0	0	0	0	0	0	0	0	0	0	1
FARP2	125	1057	415	651	910	967	515	810	378	527	501	334
USH1C	0	0	0	0	0	1	0	0	0	0	0	0
GGCT	70	296	186	269	305	897	370	592	267	286	39	176
DBF4	393	1275	642	1364	1666	1403	699	925	506	518	415	1011
TBXA2R	21	67	97	110	72	77	262	103	286	128	634	343
IFRD1	3824	2119	5520	3028	8673	1054	1893	1524	580	2106	1096	3678
LGALS14	2	6	1	3	3	9	10	11	7	8	8	2
COX10	84	508	138	434	345	624	613	415	372	394	205	183
GTF2IRD1	4	36	18	27	32	83	44	120	74	49	156	126
PAF1	1610	1457	3106	1822	3035	1903	1573	1715	992	1209	932	1596
VPS41	1249	1070	625	1293	1254	1766	1586	1423	831	1632	653	481
ARHGAP44	7	14	14	19	46	54	35	49	153	36	451	123
ELAC2	335	1353	408	1315	814	2364	1814	1559	1112	1237	134	410
SCIN	31	65	66	68	119	81	129	150	250	102	756	448
ARSD	1112	541	466	1181	1001	700	1093	1007	1018	1021	522	847
PNPLA4	75	88	41	120	114	226	169	205	131	117	29	92
MYH13	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR2	907	1488	2150	1871	1517	1418	1145	1056	476	996	189	418
CDKL3	16	21	50	39	26	57	27	31	13	16	22	39
UPP2	1	0	3	0	0	0	4	1	0	1	1	0
PRSS21	5	14	9	4	14	80	45	48	46	4	0	15
MARK4	1039	740	815	1598	1018	895	1171	762	412	996	169	446
PROM1	4	8	11	2	10	10	7	22	3	16	7	12
CCDC124	308	803	352	728	640	1250	856	1057	1000	758	492	915
CEACAM21	882	67	204	225	107	306	318	194	287	161	27	31
PAFAH1B1	6816	6643	5903	6999	7863	6671	5906	5764	2660	5157	1776	3194
NOS2	0	2	3	6	3	14	14	15	0	2	0	0
DNAH9	6	5	1	3	5	0	7	13	11	7	54	17
KIAA0100	2851	4385	2131	6409	5756	6393	5049	4788	2328	4958	356	1186
SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	33204	11657	19916	12864	5748	589	3544	2141	1131	5106	794	2273
TRAPPC6A	74	279	111	220	261	649	528	561	593	341	102	259
MATK	65	891	301	1677	1561	717	2412	701	2396	1059	481	1451
CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0
CD79B	120	1316	197	812	471	3221	1394	1373	1918	911	143	338
SCN4A	0	6	4	10	10	33	18	24	2	6	1	3
ST7L	338	161	515	307	475	319	307	415	226	286	230	363
TKTL1	42	221	47	63	169	12	83	14	91	118	8	27
PAX6	2	4	1	3	7	2	6	8	3	5	3	8
RPUSD1	324	352	245	699	441	972	623	714	681	582	104	275
RHBDF1	0	3	6	4	3	15	2	29	2	5	6	12
LUC7L	482	1265	429	1899	1866	1926	2942	2366	2340	1905	711	1774
CACNA2D2	29	427	133	707	300	205	960	128	170	330	4	35
BAIAP3	16	293	42	170	482	106	319	83	480	296	51	270
TSR3	388	390	272	475	574	1322	664	839	1041	737	235	526
PIGQ	339	450	264	526	588	1126	801	839	805	634	264	464
CRAMP1	446	1118	395	1109	1169	1824	1790	1529	477	1144	79	354
TEAD3	5	1	9	2	5	40	7	17	6	3	3	5
SELE	0	0	1	3	1	6	2	6	4	2	0	3
DNAJC11	139	1014	289	1268	838	2005	1726	1761	1092	1250	371	541
FMO3	2	16	3	25	18	15	20	25	45	32	154	93
MYLIP	1771	2382	961	1332	11042	651	3339	641	1571	1768	624	2622
NOX1	0	1	3	2	4	26	7	18	7	4	0	8
E2F2	674	304	186	510	75	349	171	113	283	231	92	78
PSMB1	1674	2778	3175	2136	2439	4210	2103	2728	1974	2314	429	1546
SYN1	18	71	55	119	100	28	51	40	20	27	44	129
JARID2	1803	10570	3613	6781	4913	2210	3367	2813	1680	3054	3204	5408
CDKL5	392	334	559	284	375	407	488	535	372	450	681	640
CAMK1G	1	9	32	3	24	8	2	12	1	0	80	104
CDK11A	1159	2170	1307	2626	2164	2359	3384	3130	2616	2678	4809	5459
NADK	9930	4107	10540	4573	11849	2694	3792	2547	2606	8179	1302	2858
TFAP2B	0	0	0	0	3	1	0	3	0	0	4	2
TFAP2D	0	1	0	0	0	1	1	2	0	1	0	2
DLEC1	44	136	123	181	124	116	313	145	167	159	45	127
CYTH3	117	583	224	753	761	452	688	485	232	404	25	227
ADAM22	17	104	28	170	96	87	182	73	82	96	19	40
SYPL1	1231	1648	823	1443	1250	2487	1417	2192	557	1360	87	696
CYB561	55	895	402	821	908	1016	1120	1189	925	904	211	486
SPAG9	2518	5170	8631	4309	10735	2474	1985	3184	957	2012	2789	3648
CELSR3	4	128	32	170	167	277	230	199	64	178	98	134
AASS	31	177	195	118	208	315	329	363	269	145	441	403
PLEKHG6	47	21	143	75	78	8	17	8	15	13	31	40
SS18L2	212	616	250	550	548	895	530	706	554	591	270	467
MPND	172	268	231	306	411	389	350	319	425	417	92	235
MGST1	795	410	278	640	368	182	216	1333	180	378	257	191
CRY1	104	849	485	1173	1841	990	815	839	316	561	84	696
PGLYRP1	2914	694	1640	79	197	4	34	34	5	17	75	176
NFIX	49	516	177	513	442	453	300	431	125	597	52	134
ST3GAL1	2884	6774	7423	8159	5905	6198	7653	7485	3845	4678	3285	3084
MMP25	43186	1992	11313	2622	7423	981	414	1067	186	371	853	3034
IL32	286	4413	946	5136	4157	30264	12502	22483	9832	6277	1511	5371
PKD1	86	1004	400	1919	1609	2114	2296	1436	1039	1805	156	422
MAPK8IP2	10	17	12	21	22	41	50	44	38	33	101	96
MED24	365	1088	333	1205	792	2239	1743	1596	1010	1201	232	469
RHOBTB2	54	184	86	245	247	623	646	420	298	527	50	91
HEATR5B	458	1245	698	2404	1942	1574	2641	1179	787	1611	128	343
SEC62	8759	5715	5979	6535	6311	6731	5475	6480	6350	4562	5018	8214
RPS20	3946	22860	11012	23986	24866	37506	30599	36723	33809	18550	11133	40315
CSDE1	16108	28886	23882	29020	24164	19786	19656	20326	8602	16538	3796	11217
UBE3C	1258	2173	1570	3224	1856	3320	2391	2330	948	2396	209	449
REV3L	331	1522	844	1904	2152	1345	1393	1188	564	1144	163	427
TENM1	672	281	77	520	257	181	658	172	244	399	132	296
PAX7	0	0	0	0	0	1	1	1	0	0	2	0
MASP2	17	210	160	344	92	195	350	246	74	226	50	51
IYD	13	22	16	22	40	22	46	35	139	41	318	181
FAM76A	157	506	268	658	647	619	657	584	559	571	684	641
TRAF3IP3	2089	2579	2594	5905	3563	6176	10691	5182	6949	6076	848	2289
POMT2	91	150	125	233	330	361	318	308	265	296	297	360
VTA1	1293	1077	924	1317	1143	1597	1024	1314	614	1058	157	422
MLXIPL	17	132	50	61	90	23	47	54	92	42	207	194
BAZ1B	848	3157	961	3625	2481	5970	3622	4464	3664	2752	1577	1972
RANBP9	5270	2471	1647	2807	3039	2556	2321	2325	872	1887	80	677
ETV7	158	409	1984	202	683	213	25	522	93	324	182	165
SPRTN	573	630	609	795	1081	469	313	375	148	301	161	315
METTL13	121	309	106	255	184	1472	429	973	425	391	21	53
DYRK4	181	171	61	136	136	400	260	341	202	181	20	49
ZNF207	8498	10207	6740	11768	13092	8108	8238	7036	4842	6757	3343	4439
UQCRC1	1775	1803	940	1938	1930	2261	1660	1789	1814	2130	309	996
STARD3NL	1316	1182	1905	1430	1281	1074	1005	769	397	990	183	428
CD9	1062	698	422	422	264	226	674	425	275	506	163	228
HHATL	0	0	1	1	3	0	1	0	0	0	0	2
NCAPD2	1144	915	534	1388	823	4156	2326	1966	1220	1731	81	260
IFFO1	612	1226	557	2357	1533	1255	1971	1280	1379	1891	99	488
GIPR	18	341	73	479	193	399	420	300	289	157	363	344
PHF7	70	149	108	197	186	313	256	304	144	189	127	175
SEMA3G	4	75	9	18	5	4	53	9	51	81	1	2
NISCH	1605	2996	1232	4759	3372	3050	4119	2970	2220	2965	324	1567
STAB1	1312	4906	2509	6915	5307	16	1291	739	1950	5456	327	961
FUZ	70	97	76	139	263	308	296	156	239	170	174	215
SLC6A13	2	0	10	3	9	6	11	11	14	7	8	9
IDS	7533	13005	9389	11679	9893	10788	10083	11128	3336	7650	2077	8274
PRSS3	0	5	7	8	5	1	2	7	2	2	9	0
ZNF200	1207	426	3238	410	1054	628	391	614	242	309	600	435
CD4	396	5526	893	10405	5211	4052	8874	3135	3989	10409	345	1725
LRRC23	72	48	44	66	82	156	203	235	152	101	155	174
BTK	3601	2008	1308	2285	1704	1453	2203	1055	1527	3125	694	543
HFE	39	106	117	163	145	134	194	139	262	275	261	156
SCMH1	107	414	169	477	326	701	600	557	280	377	31	197
FYN	956	11113	3849	18128	6323	11386	12676	8913	4682	8130	1726	4357
HIVEP2	1243	5822	11069	5339	2805	5650	5319	4095	1459	2961	613	712
FMO1	0	1	5	4	2	4	9	7	7	3	7	7
ELOA	506	2069	510	1662	1975	2637	1593	1908	737	1252	228	417
LYPLA2	1804	1447	1476	2181	1226	2560	1684	1977	1590	1425	661	1089
CLCN6	355	1326	1471	2278	1793	1211	1368	1187	521	1532	675	1065
MRC2	4	46	11	40	65	133	80	101	57	76	11	51
NME1-NME2	18	31	33	17	13	38	23	9	18	5	0	8
SLC6A7	0	0	0	0	0	0	1	2	0	1	7	2
TSPAN9	21	142	257	203	46	17	412	27	184	209	69	67
BTBD7	258	422	297	338	529	544	665	711	416	460	240	395
APBA3	295	571	341	754	716	1584	991	1523	775	668	288	563
MKS1	39	110	72	171	193	549	376	428	229	233	269	256
ABHD5	4832	753	2284	1007	2783	507	728	503	541	904	2140	1939
ANOS1	103	19	72	19	4	43	49	41	3	29	0	0
AKAP8L	1905	2778	1192	3328	2980	3054	3509	2748	2707	2627	552	959
MBTD1	739	1139	750	1655	1275	1197	1944	1227	622	1335	212	464
UTP18	1075	741	888	1111	1518	1531	1007	1214	665	917	110	592
RNF216	1166	2781	1351	4180	2187	4695	4047	4492	2310	2613	1353	1979
TTC19	137	1079	365	1224	1560	1520	1464	1422	1272	1440	1051	1724
PTBP1	3115	9112	4046	9996	7502	11846	8988	7992	4713	7723	801	2761
DPF1	15	17	16	16	21	18	31	25	54	23	65	72
SYT7	0	1	1	2	2	1	2	8	1	1	0	2
LARS2	132	571	132	560	393	838	539	572	293	411	139	183
PIK3C2A	690	1855	2154	2532	2648	1336	1359	1347	714	1125	734	987
PLAUR	3992	5275	9024	4631	16681	1374	5194	4938	1597	9098	7007	11937
ANLN	325	191	116	94	28	572	44	117	51	27	14	19
WIZ	316	1065	282	1083	850	1708	1512	1290	692	1233	85	294
RABGAP1	598	1485	1272	1853	1077	1478	1447	1356	560	1265	317	309
DCN	1	11	9	6	19	7	10	20	18	17	22	37
QPCTL	34	236	122	344	329	385	322	440	524	241	548	438
PPP5C	138	581	289	928	622	2241	1627	1203	858	1179	78	347
CEP68	707	990	413	1469	648	1166	1457	924	629	799	301	572
MAP4K3	78	690	279	396	677	354	442	460	178	408	54	166
ZBTB32	15	502	32	90	59	799	161	203	214	87	5	62
TYROBP	27015	9971	14709	9200	13856	624	5663	3325	5158	10070	2312	8760
LDAF1	58	128	109	140	192	257	219	196	227	207	180	203
GABRA3	0	0	0	0	0	0	0	1	0	0	0	0
BRCA1	116	247	141	228	289	1308	376	543	546	278	865	490
ERCC1	300	1158	436	1405	1340	1909	1907	1666	1220	1595	1035	1257
CD22	189	1062	133	446	1092	3353	2470	1624	1188	857	672	758
SEMA3B	36	34	83	54	121	9	19	32	18	26	104	103
MBTPS2	101	297	130	313	159	465	298	348	174	226	69	97
PRICKLE3	244	165	119	279	197	315	262	223	164	274	150	139
LTF	25853	15762	21913	617	140	8	377	903	40	175	288	886
EXTL3	1296	1071	1253	1531	1150	1164	1218	941	758	965	722	815
NR1H4	1	4	2	1	9	1	3	5	3	2	10	4
ELOVL5	7722	7336	6808	6025	6394	6086	4492	4104	1690	3911	631	1804
ALOX5	7220	1019	3819	2528	2369	461	606	434	468	1071	14	222
KDM5D	13	2579	449	8	12	3270	5015	2780	247	2864	23	28
CALCOCO1	2972	2087	1932	3759	2311	2734	4682	2744	1630	2897	281	757
UBR7	515	1069	574	1289	476	2061	1180	1499	568	874	60	282
MAP4K5	210	1517	792	1651	1283	1188	1500	1079	487	982	337	530
EHD3	88	348	254	410	166	394	1082	238	344	523	112	101
PSMC4	646	966	638	846	1245	1535	784	1130	570	659	234	679
MAN2B2	2481	2710	1931	2912	2354	2534	3079	2244	1161	2739	471	756
SLC7A14	13	21	31	51	66	40	73	70	120	63	219	158
CLDN11	8	20	17	6	47	18	24	22	39	12	116	50
SLC25A39	351	1461	1610	1561	3466	3499	2003	2820	2091	1442	806	2218
MVP	11627	7001	5577	5753	6684	8207	6023	6397	5246	8625	1596	3112
NUB1	2168	3263	5669	3827	4036	6354	3537	8526	1652	4194	756	1416
PGM3	218	733	445	783	824	757	866	1145	679	547	791	713
RWDD2A	21	138	28	123	82	234	184	316	158	103	98	87
CLK1	18376	6540	6835	7652	27404	4796	9730	4800	3775	6789	536	3796
POLR3B	63	158	79	178	222	308	289	210	107	186	32	39
ANGEL1	68	865	129	630	339	1119	1157	1064	413	724	39	178
RNF14	573	676	622	911	496	1252	821	1112	580	560	373	451
DNASE1L1	2757	1224	987	1368	1310	758	808	760	407	1083	30	254
DDX11	65	837	136	623	269	1635	2636	1162	1711	902	525	450
HEBP1	174	411	264	557	583	332	379	563	307	670	119	265
GPRC5A	6	27	19	29	100	61	66	135	188	44	420	229
MAMLD1	3	131	15	56	41	169	100	160	32	50	3	26
CD6	115	7115	1487	9453	2967	8893	8172	6327	5251	4997	3279	6796
TACC3	3699	2240	1645	3476	2248	5012	3187	2971	2093	2779	560	1384
UFL1	987	1886	729	2109	1175	1852	1839	2009	710	1077	251	540
POLA2	61	358	243	385	189	1327	477	937	434	328	205	310
ZC3H3	1452	843	1410	932	761	1042	1171	1030	546	1075	193	509
CAPN1	8086	3139	2654	3898	3478	3960	4939	3136	2866	4770	520	1345
ACP3	2303	926	637	732	694	8	253	64	115	476	101	214
MDH1	925	1634	671	1533	1154	3226	1727	2198	1270	1609	89	559
SLC30A9	1083	1547	922	1351	943	2081	1473	1599	702	1277	190	504
MTMR11	93	774	315	1064	1516	48	402	133	281	1330	36	154
COX15	1075	636	383	647	482	1698	1091	1351	571	894	149	308
CCDC88C	587	6098	1115	7482	4643	4748	9812	4165	3191	6168	714	2296
YAF2	564	1064	836	1235	1700	1138	1115	997	1018	860	1190	1771
ZMYND11	277	1584	565	2032	1188	2427	2844	2245	784	1384	103	254
WAS	11885	5854	7831	5886	7181	4032	6867	3849	3489	7300	1061	3153
DPEP1	0	0	0	1	0	0	0	0	3	4	12	7
BID	3801	5911	8189	2832	6588	1450	1824	1645	1029	2880	916	3830
MATR3	6981	14574	8264	15371	15320	11176	10966	9464	5014	8802	2582	6885
NPC1L1	0	5	1	1	5	1	0	1	1	0	5	9
XYLT2	96	397	127	705	393	1133	1051	903	788	698	1574	1088
RGPD5	17	351	65	198	969	681	334	759	334	175	903	1000
STMN4	0	2	2	4	0	3	2	3	0	1	0	1
NUDCD3	291	839	267	1175	916	2379	2246	1923	1093	1529	175	493
ISL1	0	0	0	0	0	0	0	0	0	0	0	0
CHDH	113	92	22	45	27	275	88	163	116	124	202	147
IL20RA	0	0	0	1	0	1	3	1	0	1	0	2
CLCA1	0	0	0	0	0	0	0	1	1	0	0	0
CLCA4	0	0	0	0	2	0	0	3	0	0	0	0
GLT8D1	305	621	176	554	412	1419	916	1325	571	622	58	161
ATP2C1	1318	1929	1105	1465	1581	2366	1928	1985	740	1675	282	763
IGF1	1	55	5	4	2	5	16	10	122	0	5	0
SLC38A5	66	376	233	374	280	743	522	408	592	353	90	242
RALBP1	3661	1740	2077	2620	2452	4003	3228	3094	2602	2758	1471	1883
RUFY3	127	1693	638	1098	1290	930	1413	1337	886	1708	463	700
CNTN1	0	4	0	0	2	0	5	1	14	4	31	2
SLC11A1	24026	6315	9847	9733	12817	126	5275	1359	3779	13513	3617	5397
WWTR1	6	16	13	24	24	225	55	136	43	37	52	52
AGPS	856	1651	1097	2048	1283	1803	1516	1198	748	1774	266	444
ZNF285CP	1	8	6	6	12	13	18	28	30	7	64	43
STEEP1	311	788	555	865	577	985	499	841	629	700	699	765
ATP1A2	5	11	6	9	20	8	28	19	66	10	134	106
TTC27	54	404	78	317	302	708	538	573	305	343	62	127
ZNF582	10	48	42	76	58	133	100	189	37	41	7	11
VSIG2	11	251	203	313	129	2	650	16	338	393	167	150
PHLDB1	32	183	78	136	198	212	184	184	276	142	934	498
MARCO	263	586	299	677	483	2	66	39	266	675	137	198
CYP24A1	0	3	0	10	7	6	7	3	4	8	0	0
PRDM11	21	303	109	454	240	492	429	398	129	250	26	39
SYT13	2	1	7	4	6	15	23	14	31	8	45	40
SNAI2	0	0	0	0	0	2	1	0	1	0	0	0
CD74	7890	154242	56624	90021	103494	80756	106716	85265	45488	143178	15231	55594
HGF	6242	67	270	266	107	8	67	11	50	239	2	82
ZRANB1	1774	1803	1870	2053	3082	1595	1275	1527	373	821	188	1009
NCDN	76	439	83	431	379	1497	592	856	383	477	9	52
ADGRA2	22	35	34	232	236	16	75	12	28	213	7	21
CCT8L1P	1	0	1	0	1	2	1	0	2	1	4	5
ZFP64	54	244	70	394	219	444	384	366	223	300	137	140
MNAT1	62	270	155	275	243	459	305	330	195	197	17	88
SAMD4A	19	177	213	105	330	283	150	274	204	1067	131	135
RUNX3	1401	24739	5037	24875	12787	16916	19541	15356	9461	11728	3607	28088
MRE11	200	794	393	1283	891	1440	1553	1214	836	1030	573	533
PLEKHB1	10	257	44	237	221	717	788	702	481	384	85	211
SERPINB1	75855	8383	25201	8332	8284	4933	4749	4376	2734	6832	1336	5118
CYP3A43	3	8	6	5	16	15	14	15	13	14	63	41
SLC7A9	5	11	3	12	19	13	30	20	51	16	92	71
SPAST	1400	1219	710	1432	1183	1141	1170	1058	693	1138	342	510
NRXN3	2	9	6	7	12	15	9	22	27	20	67	41
