Unnamed: 0	GSM5005789	GSM5005790	GSM5005791	GSM5005792	GSM5005793	GSM5005794	GSM5005795	GSM5005796
GCFC2	252	178	161	126	271	191	91	66
WDR54	198	67	34	23	183	181	110	40
CROT	182	140	135	101	85	110	46	47
ABCB4	123	145	88	77	54	27	25	27
KMT2E	693	608	417	400	717	1014	358	687
RHBDD2	858	534	221	697	453	471	137	781
SOX8	11	75	11	7	15	13	13	6
IBTK	989	1015	600	590	660	684	356	432
ZNF195	341	353	186	124	289	272	140	130
MYCBP2	2145	2028	1125	981	2385	2239	915	1126
FBXL3	1456	1734	1073	903	1046	1223	646	566
ITGAL	4412	3794	1105	1787	4149	3107	1314	1642
PDK2	291	221	260	164	141	111	84	66
ITGA3	552	1210	1784	496	269	281	246	117
ZFX	1268	884	402	443	1080	936	378	435
LAMP2	4872	6686	5346	3754	2723	2951	2090	2138
ITGA2B	11	18	23	17	2	53	29	9
ASB4	3	1	1	1	4	2	3	1
GDE1	1479	1677	912	1007	801	1037	497	520
REX1BD	507	397	365	284	279	241	160	143
CRLF1	12	7	6	3	12	11	2	2
OSBPL7	172	85	58	51	121	123	49	57
TMEM98	1	5	0	1	2	5	2	1
YBX2	0	0	0	0	2	3	0	0
KRT33A	0	0	0	0	0	0	0	0
MAP3K14	605	290	288	139	471	588	194	219
ABCC8	7	4	2	3	5	12	2	3
CACNG3	0	0	0	0	0	0	0	0
TMEM132A	446	354	99	525	205	513	103	739
AP2B1	2105	1501	946	760	1768	1830	811	701
TAC1	0	0	0	1	1	1	0	0
ZNF263	389	605	276	227	295	314	221	114
CX3CL1	12	3	9	11	3	4	2	4
SPATA20	1232	1017	204	527	467	411	91	178
CACNA1G	68	5	17	11	17	8	6	4
TNFRSF12A	229	229	214	224	166	120	118	174
DLX6	2	0	1	0	1	3	1	0
MAP3K9	94	40	21	21	112	107	30	66
RALA	1112	1215	729	968	772	844	590	706
BAIAP2L1	40	31	19	16	57	139	17	46
KDM7A	881	1060	438	660	688	1386	392	890
ETV1	5	25	7	3	1	11	4	1
AGK	667	381	221	204	536	591	229	210
ALDH3B1	1032	1371	1441	809	276	319	352	269
TTC22	105	84	20	39	94	77	26	43
PHTF2	1466	625	816	399	852	595	411	296
CCL26	1	1	0	0	0	0	0	3
FARP2	638	626	322	273	442	519	182	225
USH1C	0	0	0	0	0	0	0	0
GGCT	571	607	401	295	286	242	184	108
DBF4	664	550	303	216	647	596	352	235
TBXA2R	86	32	15	63	38	25	9	28
IFRD1	489	970	217	589	396	929	395	424
LGALS14	4	3	0	1	2	2	0	0
COX10	483	465	221	183	339	355	187	130
GTF2IRD1	110	121	104	95	65	108	72	104
PAF1	601	503	297	255	565	623	300	323
VPS41	2146	1915	1715	1144	1331	1207	797	627
ARHGAP44	39	5	22	2	9	7	7	1
ELAC2	1124	731	541	428	1023	768	442	330
SCIN	95	34	724	36	26	9	173	3
ARSD	774	523	289	466	331	327	124	209
PNPLA4	93	82	44	54	66	44	24	20
MYH13	0	1	0	0	0	0	0	0
ADIPOR2	466	304	264	268	331	362	162	224
CDKL3	27	19	11	14	16	19	4	11
UPP2	0	0	0	0	0	0	0	1
PRSS21	6	26	41	11	3	24	12	15
MARK4	138	139	82	88	143	139	49	110
PROM1	1	0	0	0	0	8	0	0
CCDC124	235	136	112	102	204	184	105	92
CEACAM21	103	121	21	22	50	62	22	6
PAFAH1B1	2270	2447	1344	1213	1824	1933	883	947
NOS2	4	2	0	0	1	4	0	0
DNAH9	1	1	0	0	0	0	0	0
KIAA0100	6464	6609	5615	3142	3329	2993	1881	1562
SLC13A2	0	0	0	0	0	0	0	0
GAS7	1236	1596	2264	1050	227	185	341	222
TRAPPC6A	141	138	137	77	79	99	50	33
MATK	1736	4234	746	2015	448	514	238	721
CEACAM7	0	0	0	0	0	0	0	0
CD79B	377	179	113	61	193	190	97	93
SCN4A	0	6	1	0	1	3	0	0
ST7L	140	150	154	81	113	108	93	82
TKTL1	3	2	1	2	5	8	1	3
PAX6	5	1	2	1	10	2	0	2
RPUSD1	405	205	136	121	292	203	118	91
RHBDF1	111	107	200	105	72	145	78	125
LUC7L	260	184	97	98	292	193	103	120
CACNA2D2	12	10	13	5	25	24	7	23
BAIAP3	22	7	8	4	16	16	2	10
TSR3	345	321	160	150	311	269	116	79
PIGQ	308	208	211	157	227	246	104	81
CRAMP1	322	287	147	146	339	367	124	169
TEAD3	34	31	37	25	40	44	30	55
SELE	0	0	0	0	2	0	0	1
DNAJC11	825	613	451	381	589	421	268	187
FMO3	0	0	1	1	4	1	1	1
MYLIP	337	267	155	134	122	199	72	81
NOX1	0	0	0	0	0	0	0	0
E2F2	464	55	77	29	230	104	83	48
PSMB1	1682	1363	784	754	1223	1168	628	573
SYN1	3	0	0	2	4	1	1	5
JARID2	1132	1054	708	722	813	1145	372	890
CDKL5	60	51	67	42	55	72	23	39
CAMK1G	5	5	0	3	0	15	1	5
CDK11A	96	173	97	77	114	161	109	115
NADK	1920	1782	1535	1023	1154	1135	727	781
TFAP2B	0	0	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0	0	0
DLEC1	20	12	10	16	14	22	3	9
CYTH3	72	61	125	81	78	76	75	54
ADAM22	32	16	22	13	24	23	13	8
SYPL1	284	313	242	223	190	229	131	217
CYB561	188	188	119	139	108	161	83	95
SPAG9	3254	3023	2480	1962	3243	3207	2077	1992
CELSR3	53	130	19	36	86	192	55	54
AASS	54	13	23	30	48	16	15	32
PLEKHG6	8	4	3	4	7	1	3	0
SS18L2	255	199	140	89	182	168	81	70
MPND	337	239	263	292	145	105	117	80
MGST1	1011	950	1006	924	498	541	330	658
CRY1	331	201	139	122	211	246	110	123
PGLYRP1	0	0	0	0	1	0	0	0
NFIX	53	107	41	17	16	38	21	10
ST3GAL1	1579	1905	796	1151	1617	3234	638	2254
MMP25	50	70	21	51	57	146	27	60
IL32	3339	687	735	634	3154	1396	1448	1035
PKD1	744	661	413	322	507	588	159	252
MAPK8IP2	3	7	1	2	14	4	7	1
MED24	783	507	410	302	669	542	280	253
RHOBTB2	727	591	1164	306	229	114	243	80
HEATR5B	707	581	387	400	543	457	235	277
SEC62	1450	1423	1023	948	1046	1257	628	1211
RPS20	5789	5953	2800	2321	4084	4569	2285	1577
CSDE1	11992	16162	8332	7058	7395	8609	5165	4547
UBE3C	1925	1532	1047	964	1311	1308	637	702
REV3L	419	347	187	220	464	534	180	256
TENM1	15	7	9	6	15	19	11	4
PAX7	0	0	0	0	0	0	0	0
MASP2	14	5	3	4	10	7	4	2
IYD	1	2	1	0	2	5	0	1
FAM76A	208	220	177	152	127	161	80	72
TRAF3IP3	1962	1231	512	445	1414	1795	676	501
POMT2	92	61	48	57	78	66	25	35
VTA1	679	665	454	366	498	550	296	286
MLXIPL	25	41	21	11	3	3	8	4
BAZ1B	2522	2967	1294	1430	2412	2439	1165	1304
RANBP9	1295	1243	564	615	1018	1198	508	526
ETV7	167	445	55	63	118	382	119	80
SPRTN	228	153	117	97	168	170	64	95
METTL13	502	521	282	250	516	483	215	275
DYRK4	166	161	134	137	119	107	65	58
ZNF207	3277	3161	1722	1684	2753	2815	1439	1402
UQCRC1	3546	3692	2046	2027	1638	1691	993	718
STARD3NL	629	572	467	386	365	415	233	268
CD9	1725	636	2289	958	843	410	444	528
HHATL	0	0	0	0	0	0	0	0
NCAPD2	2415	1101	738	562	2065	1876	876	655
IFFO1	427	288	155	270	224	220	78	207
GIPR	27	17	9	11	30	47	8	20
PHF7	88	81	45	42	69	53	21	33
SEMA3G	48	69	30	8	21	6	5	2
NISCH	860	593	469	330	719	565	240	269
STAB1	404	423	308	585	35	31	22	33
FUZ	98	129	67	67	65	85	27	38
SLC6A13	0	0	0	1	3	4	1	0
IDS	1417	980	793	706	974	1222	558	718
PRSS3	1	1	0	1	1	0	0	1
ZNF200	245	260	124	101	179	207	89	90
CD4	3846	3324	1985	2252	1535	2398	846	908
LRRC23	55	67	54	39	19	35	21	24
BTK	930	959	759	515	347	367	250	245
HFE	146	191	102	138	76	76	50	72
SCMH1	109	111	43	60	125	146	37	51
FYN	1735	1486	685	618	1629	2510	780	1099
HIVEP2	1212	1109	466	418	1386	1731	556	1011
FMO1	0	0	0	0	0	0	0	0
ELOA	1144	874	620	593	1113	992	493	698
LYPLA2	888	556	557	308	584	558	306	270
CLCN6	139	129	103	75	115	113	58	48
MRC2	621	773	256	488	157	175	78	162
NME1-NME2	39	0	27	13	29	35	27	0
SLC6A7	15	3	33	12	10	4	8	4
TSPAN9	41	31	87	12	13	9	39	4
BTBD7	244	40	45	182	48	65	41	45
APBA3	360	300	106	174	338	382	88	152
MKS1	165	121	70	61	115	114	60	38
ABHD5	535	862	402	385	369	577	265	256
ANOS1	180	486	44	400	24	87	6	56
AKAP8L	663	703	286	358	652	723	316	340
MBTD1	207	196	151	128	172	180	85	95
UTP18	896	961	750	549	612	609	399	298
RNF216	849	935	557	521	680	681	344	407
TTC19	422	512	248	277	341	434	177	179
PTBP1	3391	2346	1444	1313	2785	2294	1223	1132
DPF1	2	0	0	0	6	10	1	2
SYT7	23	10	9	58	12	3	0	15
LARS2	533	340	301	209	422	344	238	164
PIK3C2A	868	732	723	448	655	617	299	463
PLAUR	3566	3259	1714	2859	3359	13679	1099	14191
ANLN	504	115	134	55	514	328	201	118
WIZ	290	232	113	136	194	206	72	115
RABGAP1	589	809	413	363	473	544	249	300
DCN	1	0	0	0	1	2	0	0
QPCTL	110	66	69	49	93	76	40	50
PPP5C	616	377	275	242	588	452	278	220
CEP68	314	283	180	128	237	361	117	133
MAP4K3	612	1023	620	505	254	298	225	235
ZBTB32	449	90	73	31	345	340	118	124
TYROBP	3387	4334	3059	2350	1111	1302	1518	1304
LDAF1	120	112	84	53	77	91	48	39
GABRA3	0	0	0	0	0	0	0	0
BRCA1	809	313	226	114	865	759	330	208
ERCC1	630	756	626	478	360	469	302	246
CD22	243	138	277	112	86	101	67	47
SEMA3B	1	9	2	0	2	1	1	0
MBTPS2	118	100	83	69	51	85	42	43
PRICKLE3	68	66	49	27	60	76	40	43
LTF	0	0	2	0	1	0	0	0
EXTL3	439	372	301	186	324	328	128	202
NR1H4	0	1	0	0	1	0	0	0
ELOVL5	2188	1630	2363	1225	1661	1435	1304	826
ALOX5	118	225	0	329	33	38	7	61
KDM5D	2	544	344	322	2	495	239	252
CALCOCO1	1121	933	847	620	711	800	501	565
UBR7	1076	527	1289	541	678	577	493	267
MAP4K5	466	609	283	268	348	421	193	225
EHD3	167	132	183	119	114	92	77	67
PSMC4	698	515	361	290	588	492	306	255
MAN2B2	1459	1864	984	913	897	1019	453	631
SLC7A14	1	2	1	1	6	5	2	4
CLDN11	1	1	0	2	2	2	0	0
SLC25A39	1415	1103	808	628	830	757	450	313
MVP	5695	5060	4287	2775	3631	4214	2199	2186
NUB1	2959	3949	1429	1217	2158	4243	1933	1730
PGM3	492	405	473	313	388	285	177	305
RWDD2A	104	119	75	58	54	58	45	42
CLK1	1061	1045	393	499	1082	1234	502	643
POLR3B	170	157	85	108	176	133	76	67
ANGEL1	704	689	639	476	309	270	231	309
RNF14	865	1064	605	674	444	504	293	272
DNASE1L1	886	621	834	389	340	328	313	189
DDX11	495	196	233	179	484	357	253	221
HEBP1	138	118	92	68	65	70	31	53
GPRC5A	7	3	0	0	34	40	5	44
MAMLD1	32	30	7	9	35	89	18	69
CD6	1733	893	424	261	1374	1285	514	364
TACC3	1075	483	297	244	974	830	353	308
UFL1	982	1176	605	651	579	659	406	429
POLA2	416	246	166	88	364	263	153	90
ZC3H3	117	116	71	49	119	126	74	58
CAPN1	2111	1754	1409	976	1229	1412	755	803
ACP3	100	71	34	132	8	30	3	42
MDH1	5156	5240	4630	2792	1789	2031	1536	780
SLC30A9	1242	1235	991	766	795	859	494	472
MTMR11	46	9	4	16	47	88	12	40
COX15	852	976	613	482	526	556	274	257
CCDC88C	869	503	332	302	825	707	334	312
YAF2	266	227	138	106	229	235	127	87
ZMYND11	613	876	475	528	518	545	272	317
WAS	505	387	225	221	366	372	180	232
DPEP1	0	0	0	0	0	0	0	0
BID	613	514	450	385	500	594	332	519
MATR3	4309	4041	2394	2110	4308	4552	2068	2006
NPC1L1	0	0	0	0	0	0	0	0
XYLT2	589	486	219	208	393	1029	223	218
RGPD5	80	232	28	40	141	48	16	116
STMN4	1	2	0	0	0	2	0	0
NUDCD3	924	774	558	352	753	738	379	277
ISL1	0	0	0	0	0	0	0	0
CHDH	51	43	45	24	42	122	48	21
IL20RA	0	0	0	0	0	0	0	0
CLCA1	0	0	0	1	0	0	0	0
CLCA4	0	0	0	0	0	0	0	0
GLT8D1	436	408	249	231	326	355	156	176
ATP2C1	1723	1846	897	1357	1033	1340	564	693
IGF1	7	0	2	5	5	2	4	3
SLC38A5	321	110	36	22	431	317	160	67
RALBP1	1431	1241	955	791	984	1088	584	644
RUFY3	283	614	279	309	231	733	222	269
CNTN1	1	0	0	0	1	0	0	0
SLC11A1	374	340	153	1440	152	646	21	1471
WWTR1	82	41	122	22	34	27	44	10
AGPS	1829	1847	1563	1190	1177	1143	695	601
ZNF285CP	0	0	0	1	4	1	0	0
STEEP1	435	425	283	224	293	303	184	175
ATP1A2	1	0	0	0	1	0	0	0
TTC27	301	206	126	112	310	210	134	70
ZNF582	33	58	23	17	24	25	8	4
VSIG2	5	3	1	0	1	2	0	1
PHLDB1	123	74	57	111	74	94	23	88
MARCO	79	31	11	137	17	23	3	31
CYP24A1	1	0	0	0	0	2	0	1
PRDM11	46	36	18	23	61	48	19	18
SYT13	0	0	0	1	1	0	0	0
SNAI2	0	0	0	0	0	0	0	0
CD74	64479	92008	45367	45006	24219	35660	24696	25709
HGF	17	7	62	16	4	27	8	10
ZRANB1	515	522	338	355	453	614	231	299
NCDN	365	293	157	104	504	457	189	163
ADGRA2	56	52	6	163	25	21	2	94
CCT8L1P	0	0	0	0	0	0	0	0
ZFP64	143	222	80	90	97	106	52	46
MNAT1	205	166	96	101	186	195	76	64
SAMD4A	478	496	362	343	179	131	156	159
RUNX3	1056	873	256	287	1069	1354	485	798
MRE11	584	327	278	237	515	420	222	252
PLEKHB1	48	18	13	9	47	17	19	14
SERPINB1	1624	2551	1315	1117	1186	2370	910	892
CYP3A43	4	0	0	1	3	8	1	2
SLC7A9	0	1	0	0	2	4	0	0
SPAST	886	979	555	458	586	652	359	389
NRXN3	3	1	3	0	1	2	1	0
OSBPL5	129	206	177	59	62	58	77	45
AQR	1251	1092	759	564	1051	963	521	464
CPS1	11	10	1	2	6	10	4	2
C8B	0	0	0	0	0	0	0	0
FHL1	287	165	688	23	55	78	188	14
RTF2	1671	1329	937	893	956	949	520	469
GABRA1	0	0	0	0	0	1	1	1
NLRP2	56	67	2	90	20	39	2	61
SLC45A4	415	799	330	268	193	214	148	115
RNF10	1693	1776	877	898	1352	1465	730	837
ZNF839	156	142	83	78	115	141	73	71
ZDHHC6	588	495	275	256	468	409	247	255
GRAMD1B	709	878	133	221	848	1818	275	598
RNH1	1845	2536	1404	1351	706	774	567	405
NDUFS1	1414	1076	948	899	825	744	442	356
RB1CC1	1037	1212	655	798	950	1133	507	842
ERP44	989	1198	616	625	578	960	383	590
ALAS1	11044	2992	3681	3676	5610	2737	2954	2162
BIRC3	7312	3970	2263	1581	9374	14955	4497	7193
AKAP11	1007	757	443	427	695	754	316	431
GLRX2	433	852	357	405	234	284	178	174
SNAPC1	74	110	60	54	125	150	54	86
DERA	641	803	465	347	328	372	225	150
STRAP	1347	979	742	515	1014	852	478	379
ABCC2	7	10	2	2	17	8	1	3
DEF6	1318	648	314	301	914	846	359	307
PLEKHO1	2979	6603	1942	2760	1702	2333	1398	1770
GCLM	519	326	280	269	602	613	229	389
UBR2	1573	1693	950	921	1346	1550	666	743
EHD2	5	2	0	0	5	6	2	1
DEPDC1	305	82	61	27	324	265	136	53
CCDC28A	280	439	186	206	212	287	151	160
RRAGD	1187	1524	2235	789	296	376	539	217
HSF2	198	90	83	50	152	153	54	63
PHF20	586	569	410	330	451	626	243	307
HSD17B6	13	27	9	15	27	28	9	3
NR1H3	5167	2495	3013	3154	1905	1136	1385	831
TYMP	8111	10267	2895	4949	4307	4255	2412	2705
NCAPH2	897	480	346	208	734	669	306	187
TOMM34	533	295	260	174	431	529	269	240
SEC63	396	378	278	223	215	299	143	176
KPNA6	1587	1109	952	662	1282	1235	612	646
VIM	43653	34385	27302	36975	16056	18184	7710	19012
RTEL1-TNFRSF6B	69	61	17	35	90	54	23	21
FAS	1009	1080	412	411	1249	1734	584	518
RNASET2	1034	1737	1281	644	362	463	368	185
CD44	7253	11729	3898	9638	4617	11684	3153	8920
KCNG1	23	36	4	6	19	14	2	0
AGPAT4	191	213	257	169	125	226	128	158
SLAMF7	11824	13740	6282	4325	12580	16754	13105	8754
BTN3A1	1605	2237	943	823	1298	1130	612	611
MIPEP	283	235	220	172	108	115	85	37
PRKCH	1919	1182	695	601	1613	1528	702	753
INSRR	5	4	0	0	16	7	3	12
IFNGR1	959	3305	1334	1790	506	1226	391	758
B4GALT7	210	267	112	151	129	139	65	63
SH2D2A	484	334	122	121	650	848	299	376
VRK2	498	493	239	274	350	462	199	331
TNFRSF1B	10550	6040	5840	3636	5769	4415	3314	3355
VEZT	851	742	430	399	620	769	340	402
POU2F2	241	99	81	53	202	217	73	142
BRD9	355	312	209	178	365	298	162	135
SNX1	1836	1689	1680	986	1031	1019	841	611
TBPL1	204	201	95	98	185	213	80	79
ARNTL2	1190	935	481	483	1106	1701	600	720
BCLAF1	2455	2090	1375	1243	2704	2205	1221	1113
SLC39A9	2139	2347	1489	1216	1266	1873	821	799
ANK1	219	88	43	102	123	112	46	91
IBSP	0	0	0	0	0	0	0	0
TFB1M	142	158	119	92	145	144	98	78
RABEP1	1582	1855	1085	890	1014	1058	590	625
HMGB3	561	328	110	186	406	447	127	415
NUP160	1086	744	579	264	873	727	376	296
BAK1	1688	1873	945	785	959	1000	521	551
MUSK	1	1	0	0	1	0	0	1
IKZF2	368	110	367	191	367	212	337	258
GRN	10957	16430	11505	10636	5355	6577	4630	6075
FAM13B	1783	1656	1995	1008	764	615	656	356
ARHGAP31	1537	1853	1305	1261	682	1059	506	911
CENPQ	110	70	55	54	101	78	44	52
SARS1	1725	3706	889	1553	1616	2211	978	858
RANBP3	735	641	350	331	629	652	334	322
ARID4A	455	511	297	316	396	490	235	307
EIPR1	438	315	291	186	318	239	119	100
PNPLA6	2517	2360	1321	1456	1146	1224	496	770
IFT88	83	84	44	41	56	96	25	51
ALG1	526	312	303	164	298	172	148	96
ZCCHC8	475	642	225	268	462	638	232	284
ABCF2	660	376	289	232	716	468	270	204
CHPF2	1206	1055	666	503	785	744	336	489
LRRC7	8	3	1	6	14	16	5	2
FUT8	1234	646	320	269	840	848	366	300
UBA6	1925	1973	1204	972	1577	1642	827	856
GAB2	451	870	380	582	403	1342	273	894
ATP6V0A1	1570	1445	1237	1009	467	423	463	426
PIAS1	726	672	553	404	608	723	308	399
SLC4A7	1306	1599	534	1072	905	1336	418	539
APBA2	16	11	4	21	60	9	8	12
MAP2K3	816	363	412	347	472	518	280	456
CLXN	0	0	0	1	1	1	1	0
TMSB10	28647	20993	15759	13028	12411	13488	7955	7017
ASTE1	167	146	57	71	106	124	53	47
RNF19A	2377	2944	1662	1305	1424	2206	1049	759
PEX3	265	205	141	108	199	185	109	64
GABARAPL2	937	724	770	414	648	636	418	349
MYOC	0	0	0	0	0	0	0	0
SH3YL1	149	127	80	46	117	178	53	39
FAM136A	499	346	240	147	488	321	259	161
VCL	1177	1277	866	948	462	498	307	360
DEPDC1B	334	94	52	26	312	223	104	53
DAPK2	92	127	32	36	51	117	23	38
NSMAF	1216	1785	627	907	827	894	412	479
ADSS2	982	1062	624	541	790	834	408	417
STAP1	142	66	26	40	111	115	57	34
TIMP2	5751	5583	7342	3574	1894	1312	2671	1303
RFC1	1298	1289	644	528	1174	1228	564	586
TBC1D23	897	1010	646	618	610	606	342	456
CUL3	1241	1218	812	688	872	1015	534	569
MYOM2	15	13	8	15	12	3	8	5
OTC	0	0	0	0	0	0	0	0
CYP46A1	8	1	1	0	9	11	4	2
ZZZ3	686	676	490	403	601	577	306	251
SLC18A1	0	2	0	0	1	1	1	0
USP2	486	432	614	329	107	42	193	46
CASR	11	11	1	3	7	10	5	0
TUBG2	69	67	46	23	53	48	28	29
RPL26L1	286	221	138	142	202	167	119	80
FLT4	27	3	5	10	21	6	9	2
NSUN2	1265	1105	636	474	1206	1011	559	423
FBXO42	417	547	263	299	319	427	179	264
MFAP3	587	665	421	376	433	505	247	324
MRI1	258	127	32	67	206	144	43	64
METTL1	263	258	187	162	179	162	84	88
HOXC8	0	0	0	0	0	0	0	0
AGA	486	831	249	315	316	310	162	226
PI4K2B	798	419	362	264	751	1175	456	394
BOD1L1	826	820	483	425	973	1041	378	641
MAT2B	2788	2706	1632	1256	1671	1813	1047	896
TLL1	1	0	0	0	0	1	0	0
EDC4	1591	1056	580	620	1435	1139	520	571
TRIO	865	1112	844	800	461	701	331	565
VCAN	19	10	6	25	20	58	0	75
CLEC16A	528	512	274	294	424	558	221	261
MSR1	4625	10211	4589	1526	826	810	663	568
CDH1	17	68	12	19	48	35	39	35
MTREX	1356	1017	680	561	1072	864	470	426
DNAH5	2	0	0	1	1	1	0	0
ZFYVE16	2964	3994	2267	4128	1352	1947	839	2696
RIPOR1	145	96	114	70	102	127	77	112
C6	0	0	0	0	0	0	0	0
RAI14	163	326	447	155	139	221	188	233
SOX30	4	7	1	0	6	12	3	2
PNKP	384	225	187	137	316	279	144	135
BEST2	1	1	2	1	1	5	0	0
PHLPP2	327	263	210	118	338	302	189	174
SPDL1	396	165	92	73	359	306	139	96
STAU2	498	442	336	264	398	478	221	199
SLC66A1	518	444	445	286	263	194	189	153
CTNS	1281	2268	1472	973	638	631	801	449
RTN4R	197	214	294	166	49	28	58	29
PHF23	657	785	362	387	445	497	246	396
CDH10	0	0	0	0	0	0	0	0
INPP4A	1205	918	854	689	760	736	351	371
RAB27B	38	32	21	29	17	35	33	7
PSMA4	2393	3049	1159	1212	1910	1841	1104	881
MYO16	9	6	5	0	11	0	2	3
LSG1	753	666	330	293	750	614	282	257
PARP3	262	342	140	182	169	254	106	131
TNC	21	71	3	56	38	40	6	41
THAP3	158	179	75	68	116	200	72	74
RIPOR3	12	19	7	1	16	24	2	9
TDP1	670	456	190	242	609	713	217	296
AIFM2	491	585	269	239	350	429	202	313
C2orf83	2	3	0	1	1	5	0	0
SPATA7	31	31	31	18	18	30	19	15
MED17	596	468	329	246	466	471	233	243
RETSAT	440	599	321	343	340	484	206	258
CAPG	11083	7859	11949	9011	4501	3986	4244	3066
AP2S1	1617	1324	1444	915	632	521	416	400
USH2A	0	0	0	0	0	0	0	0
ZPBP	1	0	0	0	0	1	0	0
TG	20	16	5	9	16	21	5	12
ADAM28	414	113	176	437	277	135	73	385
BARX2	4	34	3	7	38	112	16	8
DCUN1D1	1109	1028	666	596	760	931	428	578
JADE2	1220	1511	463	568	1209	1353	563	677
ZIC2	0	3	1	1	0	0	0	0
LCP2	1280	1248	654	732	874	946	602	750
TRIT1	206	195	89	160	155	141	100	90
ADRB1	2	29	1	3	0	13	2	2
GUCA2B	0	0	0	0	0	0	0	0
