Unnamed: 0	GSM3855590	GSM3855591	GSM3855593	GSM3855594	GSM3855596	GSM3855597	GSM3855599	GSM3855600	GSM3855602	GSM3855603	GSM3855605	GSM3855606
LUC7L	970	1132	1297	990	928	946	1236	896	859	893	1223	1245
CACNA2D2	24	21	20	10	17	18	15	7	21	18	19	6
BAIAP3	66	83	53	32	57	73	71	19	56	69	44	22
TSR3	860	1149	1010	858	755	901	1161	685	912	953	1098	1050
PIGQ	1227	652	1184	646	1021	878	1264	471	1087	794	976	640
CRAMP1	1131	1465	868	753	1057	1453	824	770	948	1030	807	1160
TEAD3	6	13	5	13	5	17	7	2	20	10	6	7
SELE	1	42	3	1	3	16	1	6	0	9	4	2
DNAJC11	1322	1040	1439	1077	1034	975	1241	886	1191	856	1397	1316
FMO3	5	13	4	3	12	4	9	2	7	4	9	2
MYLIP	371	367	298	221	269	322	338	202	386	262	404	255
NOX1	83	26	59	26	56	32	60	17	55	50	49	21
E2F2	29	33	26	14	69	13	28	8	20	11	31	3
PSMB1	2925	2770	2508	3230	1897	2441	2670	2301	2809	3119	2457	3958
SYN1	8	280	2	6	11	262	6	18	9	67	3	20
JARID2	2636	1889	3558	1618	2693	1816	3195	1496	3033	1062	3435	1902
CDKL5	551	535	478	468	547	516	439	494	469	363	449	586
CAMK1G	11	24	10	7	14	41	2	6	6	13	6	39
CDK11A	345	287	420	415	255	267	379	315	298	306	317	501
NADK	9500	6384	5152	27435	6543	8567	5976	21928	10582	9282	5946	32343
TFAP2B	2	2	2	0	11	3	3	1	1	2	3	0
TFAP2D	1	5	0	0	4	0	0	0	0	0	0	0
DLEC1	185	78	88	81	99	142	126	53	113	89	112	90
CYTH3	1027	1173	1615	378	1176	893	1552	324	936	1025	1679	415
ADAM22	62	75	62	60	69	129	56	84	61	77	63	113
SYPL1	1353	1191	1054	1080	1227	1364	1352	789	1141	1340	1053	958
CYB561	317	774	266	603	249	642	321	395	405	450	221	584
SPAG9	7898	14905	8318	7023	6043	10806	7934	4821	7841	8321	7446	8463
CELSR3	93	66	45	67	65	139	63	60	101	110	37	79
AASS	73	45	46	26	107	84	44	48	83	41	54	49
PLEKHG6	81	59	64	95	79	63	85	76	76	45	74	194
SS18L2	277	322	381	476	251	267	466	313	267	302	357	536
MPND	512	461	507	264	336	505	456	249	505	404	494	316
MGST1	40	54	40	27	50	56	47	37	39	36	48	48
CRY1	507	730	427	251	468	729	429	206	556	583	394	322
PGLYRP1	10	6	4	4	4	1	4	2	1	1	1	2
NFIX	28	19	26	77	24	31	25	72	41	10	20	79
ST3GAL1	3247	7362	3772	5614	3198	6248	3848	3408	3892	3599	3580	8974
MMP25	180	138	21	292	73	291	45	408	168	158	41	531
IL32	53	156	30	397	45	151	43	313	73	127	49	1041
PKD1	1432	1208	1264	608	1181	1135	1321	551	1293	984	1130	854
MAPK8IP2	17	16	15	36	23	27	22	21	20	10	17	48
MED24	1571	711	1331	1199	1235	1069	1425	1030	1213	1061	1150	1326
RHOBTB2	1893	466	4187	2104	2465	665	4014	1160	2153	737	3094	1833
HEATR5B	2377	1560	2339	1337	1815	1332	2261	1161	2435	1298	2190	1730
SEC62	3465	2659	3370	2137	2252	2272	3405	1470	3201	2713	3200	2349
RPS20	13432	12664	12646	8660	9400	10937	15719	6638	11350	13791	12731	9202
CSDE1	26451	22963	22842	19102	16413	18642	23703	14411	25421	21362	21234	22905
UBE3C	2153	2842	3056	2699	1928	2193	2905	1955	2154	1865	2728	3219
REV3L	3200	1658	2326	914	2418	1987	2513	827	2866	1395	2417	1294
TENM1	4	9	11	1	10	5	3	4	6	5	3	6
PAX7	4	2	4	2	9	2	6	2	0	1	2	1
MASP2	212	105	107	42	211	150	132	51	180	58	138	53
IYD	29	17	20	23	51	21	24	14	31	23	30	21
FAM76A	504	325	458	473	369	295	384	396	444	295	399	526
TRAF3IP3	526	255	351	205	320	206	383	137	325	313	463	236
POMT2	742	524	685	588	582	568	750	460	649	455	644	676
VTA1	1230	1040	1464	1503	1025	764	1471	1076	1266	877	1474	1751
MLXIPL	88	69	185	102	137	100	175	121	103	41	256	95
BAZ1B	3302	2481	3632	3678	2139	1928	3387	2993	2873	1993	3753	5309
RANBP9	1767	1164	1345	1084	1512	1405	1512	1019	1657	1184	1483	1389
ETV7	10	23	6	3181	20	24	12	2247	29	12	15	4044
SPRTN	527	463	490	437	333	372	478	321	495	345	487	534
METTL13	933	485	1267	1254	880	422	1401	685	806	481	930	1232
DYRK4	2342	1111	2225	1180	1973	1209	2787	821	2249	1385	2483	1315
ZNF207	7524	7931	6304	8853	5381	6999	6088	6537	7178	6500	5891	11401
UQCRC1	5572	4314	5504	5389	4059	4102	5863	3511	5033	4774	4952	5381
STARD3NL	1492	2213	1900	1746	1330	1746	2168	1204	1445	1889	1776	1866
CD9	14498	12130	23075	6174	13171	9608	24954	3935	13260	12843	18800	3839
HHATL	2	1	2	0	5	4	2	1	5	0	2	0
NCAPD2	2409	754	1710	1313	1419	1096	2004	908	1996	1424	1646	1582
IFFO1	1758	405	1478	1221	1103	570	1547	1056	1424	591	1400	1601
GIPR	25	10	15	28	33	20	15	24	35	17	13	14
PHF7	396	127	235	135	307	186	317	112	327	196	267	160
SEMA3G	299	28	44	4	52	258	48	1	434	156	17	0
NISCH	6377	2098	4583	1586	4752	3628	4500	1783	6270	2686	4555	2027
STAB1	52721	51194	84874	16536	57611	51982	79587	22301	61259	41791	78519	10539
FUZ	559	185	321	155	314	409	418	117	495	414	312	178
SLC6A13	5	3	4	2	4	5	2	2	2	4	0	1
IDS	5074	3093	2754	3383	3378	3936	3057	2998	4368	3054	2922	4426
PRSS3	3	0	0	0	2	1	0	1	0	2	0	0
ZNF200	670	945	650	938	570	598	678	772	638	468	618	1205
CD4	9607	7264	6030	4323	9308	9133	5948	7000	10401	4114	8717	5240
LRRC23	457	216	300	123	268	283	411	93	378	365	313	113
BTK	4596	2353	4148	6427	2994	2592	4555	3999	3974	3349	3789	7449
HFE	752	283	642	489	496	445	645	353	654	554	630	452
SCMH1	836	394	417	181	513	527	466	209	605	449	412	227
FYN	541	350	709	89	564	349	586	170	423	310	629	164
HIVEP2	155	2948	322	1814	229	2390	325	1726	328	1088	326	2413
FMO1	4	4	4	1	3	7	3	3	5	4	3	2
ELOA	3118	9231	2777	3625	2260	6121	2722	2636	3362	5684	2635	4935
LYPLA2	2050	1831	2805	2165	2333	1640	3252	1669	2223	1457	2642	2310
CLCN6	1616	624	1348	1150	1363	808	1248	1012	1474	651	1248	1710
MRC2	25	65	56	87	71	161	60	8	183	23	11	61
NME1-NME2	42	32	45	29	36	26	60	19	33	30	48	30
SLC6A7	229	74	400	130	191	93	295	71	141	126	227	148
TSPAN9	48	21	11	67	20	52	13	33	59	30	3	79
BTBD7	399	708	523	250	361	630	1126	225	452	295	291	478
APBA3	668	958	632	644	573	818	705	693	522	759	629	913
MKS1	457	158	369	232	391	231	474	232	339	247	387	251
ABHD5	2130	1195	1264	1212	1264	963	1465	825	1804	1111	1326	1657
ANOS1	87	31	52	36	69	64	90	27	90	44	50	34
AKAP8L	2275	1458	1558	2136	1175	1483	1662	1395	2122	1744	1435	2958
MBTD1	1361	549	911	447	1100	893	1015	423	1359	695	894	539
UTP18	1651	1294	1986	2427	1158	1272	2157	1532	1647	1461	1964	2747
RNF216	3008	2380	2929	2309	2493	1811	3038	1899	2877	1717	2810	2723
TTC19	1406	1059	1002	592	1093	1029	1003	508	1243	941	1023	633
PTBP1	4483	7536	4799	4962	3890	5220	5126	3588	4907	4548	4636	6427
DPF1	13	3	10	7	25	9	12	6	10	10	22	7
SYT7	29	11	18	10	16	24	26	8	20	6	14	5
LARS2	1186	791	2078	1671	1046	721	1829	1108	1140	725	1762	1740
PIK3C2A	2721	1680	2628	1575	1892	1733	2597	1156	2473	1923	2545	1907
PLAUR	1615	8699	4639	7443	2349	8671	5109	3584	2691	5436	3928	7442
ANLN	487	322	274	65	387	181	301	58	342	342	284	60
WIZ	385	551	381	257	465	537	341	312	307	281	406	369
RABGAP1	1787	1148	1516	1008	1448	1309	1452	1111	1583	740	1637	1635
DCN	84	175	216	160	146	243	166	40	208	70	64	113
QPCTL	361	306	374	336	309	296	437	247	337	300	328	369
PPP5C	884	733	1167	1106	916	728	1292	705	894	840	1016	1129
CEP68	1470	1024	1206	938	1447	1165	1376	815	1541	728	1207	1134
MAP4K3	2369	1412	2949	1369	2162	1348	2977	1108	2585	1076	2521	1725
ZBTB32	47	73	77	27	51	57	57	24	50	19	54	33
TYROBP	21413	20357	25931	33335	21464	18568	30126	30990	19560	19058	25201	34248
LDAF1	603	215	325	282	267	315	393	157	346	444	286	365
GABRA3	42	25	16	2	20	58	20	1	73	25	19	2
BRCA1	565	327	625	340	600	326	656	273	451	352	573	377
ERCC1	2069	1507	2364	1277	1931	1670	2602	875	2004	1672	2060	1149
CD22	1561	784	1765	461	1284	840	1883	476	1157	987	1665	567
SEMA3B	50	28	19	8	25	31	43	4	36	12	33	5
MBTPS2	680	337	525	372	816	582	737	308	542	478	395	308
PRICKLE3	148	141	162	192	141	99	149	203	124	84	169	344
LTF	5	6	3	8	2	13	3	1	5	8	4	9
EXTL3	1829	939	2178	2153	1582	857	1913	1995	1569	1027	1940	2555
NR1H4	4	4	2	2	4	2	0	1	2	5	2	2
ELOVL5	959	1391	991	2562	672	1131	1011	1686	896	961	827	3078
ALOX5	497	34	495	382	254	392	232	168	815	113	128	192
KDM5D	2982	1834	3483	2538	2195	1909	3355	1894	2932	1694	3005	3187
CALCOCO1	5266	2176	3146	2292	2832	3227	3316	1529	4399	3901	2993	2817
UBR7	1737	1042	1473	1171	1307	878	1526	844	1658	1164	1335	1419
MAP4K5	894	1038	900	511	744	851	870	398	849	778	826	587
EHD3	831	198	415	134	600	452	470	93	891	402	441	132
PSMC4	1570	2110	2137	2319	1357	1373	1949	1887	1440	1602	1913	2601
MAN2B2	5773	3482	3589	3791	3358	4347	3959	2753	5515	5036	3477	3959
SLC7A14	37	33	37	15	58	43	28	21	25	37	27	23
CLDN11	18	13	12	22	21	28	14	3	26	15	6	8
SLC25A39	2426	2427	2797	1178	2208	2253	2929	955	2306	2004	2497	1305
MVP	2630	3171	3800	12177	2263	2534	3836	8070	3249	2137	3156	13976
NUB1	2574	1803	1779	5580	1441	1540	1870	3484	2380	1956	1767	8135
PGM3	1516	1741	1608	1159	1326	1315	1690	883	1306	1152	1515	1521
RWDD2A	339	248	269	183	250	190	264	133	286	195	229	220
CLK1	2755	5149	4064	3487	2941	5024	4502	2461	4588	3768	3490	4069
POLR3B	235	187	425	252	225	163	328	188	253	140	343	268
ANGEL1	4023	2549	3697	2630	3130	3449	3911	1960	3293	2637	3709	3573
RNF14	1838	2084	2330	1889	1625	1465	2482	1338	1838	1672	2316	2190
DNASE1L1	1926	1409	1845	1188	1390	1401	1789	749	1645	1609	1491	1307
DDX11	1053	593	1039	946	863	520	1081	731	875	546	904	1330
HEBP1	1097	933	856	1155	1636	1298	1232	843	957	848	652	1193
GPRC5A	32	59	48	32	69	53	44	28	26	27	40	35
MAMLD1	22	193	25	7	29	120	27	8	21	20	19	11
CD6	224	124	395	48	220	194	397	57	165	166	331	55
TACC3	869	374	725	590	855	491	977	378	751	638	638	605
UFL1	2469	1630	2520	1450	1534	1233	2445	1197	2448	1787	2323	1892
POLA2	313	413	557	1795	412	311	540	1181	312	265	437	2178
ZC3H3	451	313	267	338	377	367	347	392	297	249	263	429
CAPN1	4403	3157	4339	4715	2923	3118	4536	3311	3753	3224	4028	5713
ACP3	324	52	91	48	138	166	102	23	266	169	93	49
MDH1	5885	5371	9596	5841	5517	4453	9781	3918	5654	4958	8607	6059
SLC30A9	2899	2326	2636	1587	1899	2125	2771	1170	2481	2441	2474	1859
MTMR11	17	9	16	6	18	16	12	10	11	12	18	20
COX15	1661	1007	2099	1690	1385	1071	2206	1182	1637	1227	2032	1790
CCDC88C	397	373	539	621	473	244	397	508	423	208	564	1015
YAF2	503	416	312	354	462	571	357	260	437	411	310	434
ZMYND11	2246	1633	1920	1031	1320	1455	1783	886	2032	1486	1850	1210
WAS	2173	1067	1403	1515	1760	1307	1534	1524	1714	1272	1657	1831
DPEP1	3	2	0	2	2	3	6	1	1	1	0	0
BID	2034	8494	2252	4327	1740	5676	2227	3816	2043	6298	2195	5144
MATR3	9710	10447	9393	7095	6631	8130	9524	5548	9480	9079	8858	8858
NPC1L1	7	6	20	2	16	6	12	1	5	3	4	0
XYLT2	526	236	436	215	441	342	466	193	473	293	412	265
RGPD5	1802	1767	1679	839	1578	2213	1270	705	1744	1091	1111	563
STMN4	17	7	8	7	17	15	9	13	13	5	10	14
NUDCD3	2994	1505	3055	2153	2542	1790	3216	1600	2766	1853	2792	2265
ISL1	2	1	1	0	2	5	0	0	0	0	1	1
CHDH	10	22	19	13	34	29	18	13	24	15	21	18
IL20RA	0	3	0	1	0	2	2	0	4	3	0	1
CLCA1	1	1	1	3	8	1	1	5	3	5	4	5
CLCA4	6	0	3	3	4	6	3	3	4	7	3	3
GLT8D1	1326	662	1226	634	841	668	1214	503	1228	699	1191	857
ATP2C1	2640	2881	2769	4155	2222	2920	3054	2891	2625	2344	2619	4381
IGF1	1439	1227	799	1671	1702	2290	1047	2134	3076	909	1095	1765
SLC38A5	52	66	118	3293	87	52	104	2955	70	42	100	4651
RALBP1	4116	2644	3930	2533	2821	2449	3911	1936	3819	2268	4053	3416
RUFY3	1781	1958	1772	2601	1283	1567	1745	2783	1379	1444	1613	4086
CNTN1	2	6	7	7	9	6	8	0	2	7	8	5
SLC11A1	1531	1446	4372	271	1957	1408	4419	232	2019	1037	3850	170
WWTR1	122	89	229	62	134	83	195	36	165	63	144	83
AGPS	2270	1818	3125	2781	1885	1485	3027	1970	2385	1244	2766	3347
ZNF285CP	9	6	11	2	9	10	4	3	7	8	5	0
STEEP1	621	410	457	464	362	371	483	322	559	512	495	502
ATP1A2	5	7	8	1	9	9	12	7	5	3	5	7
TTC27	599	743	722	581	490	465	712	390	624	553	586	532
ZNF582	195	158	175	124	169	120	172	106	191	149	159	181
VSIG2	9	1	2	0	8	2	3	0	5	1	1	1
PHLDB1	202	1026	207	216	224	699	213	89	252	336	185	216
MARCO	11	6	6	3	11	11	8	2	17	7	8	5
CYP24A1	6	17	1	1	1	7	1	4	5	6	1	4
PRDM11	166	121	126	286	175	145	135	282	135	87	115	370
SYT13	3	3	2	1	6	2	2	0	5	2	1	3
SNAI2	10	14	23	28	21	26	16	6	30	11	8	17
CD74	10491	13926	9408	61302	11562	22354	12479	51007	26520	7545	7937	63398
HGF	151	26	155	163	121	69	145	323	168	62	129	180
ZRANB1	2945	1629	1521	1145	1895	1718	1831	884	2940	1462	1569	1468
NCDN	231	484	353	690	236	309	388	487	223	194	313	774
ADGRA2	112	52	97	53	78	93	84	26	146	46	83	40
CCT8L1P	1	0	1	0	2	0	0	3	5	0	1	0
ZFP64	441	182	482	363	362	231	438	264	507	174	400	415
MNAT1	348	181	300	266	297	206	278	221	296	274	302	258
SAMD4A	6437	7065	6709	7945	6453	7357	6675	7184	6877	4725	6325	9271
