GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
tolerance induction to self antigen	0	0.4176687455660709	85	0.6236209799554546	0.46195652173913043	-0.07608695652173914
tolerance induction to tumor cell	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toll-like receptor 2 signaling pathway	0	0.4175619207933478	85	0.6236209799554546	0.46195652173913043	-0.07608695652173914
toll-like receptor 3 signaling pathway	0	0.17703144244611943	97.5	0.4045107384996452	0.529891304347826	0.059782608695652106
toll-like receptor 4 signaling pathway	0	0.2890271248165661	95	0.532154488082965	0.5163043478260869	0.032608695652173836
toll-like receptor 5 signaling pathway	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toll-like receptor 6 signaling pathway	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toll-like receptor 7 signaling pathway	0	0.743971478075057	77.5	0.8115761413071498	0.421195652173913	-0.15760869565217395
toll-like receptor 8 signaling pathway	0	0.4175619207933478	85	0.6236209799554546	0.46195652173913043	-0.07608695652173914
toll-like receptor 9 signaling pathway	0	0.743971478075057	77.5	0.8115761413071498	0.421195652173913	-0.15760869565217395
toll-like receptor TLR1:TLR2 signaling pathway	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toll-like receptor TLR6:TLR2 signaling pathway	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toll-like receptor signaling pathway	0	0.06624965333600974	110	0.21837728531081368	0.5978260869565217	0.19565217391304346
tongue development	0	0.2980037467828746	90	0.532154488082965	0.4891304347826087	-0.021739130434782594
tongue morphogenesis	0	0.2980037467828746	90	0.532154488082965	0.4891304347826087	-0.021739130434782594
tongue muscle cell differentiation	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
tonic smooth muscle contraction	0	0.1430715906684424	62	0.35893211956365484	0.33695652173913043	-0.32608695652173914
tooth eruption	0	0.17788616638819638	63	0.4045107384996452	0.3423913043478261	-0.3152173913043478
tooth mineralization	0	0.7450710310151762	81	0.8115761413071498	0.44021739130434784	-0.11956521739130432
toxin biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toxin catabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
toxin metabolic process	0	0.9730904232589366	76	0.9864575055749386	0.41304347826086957	-0.17391304347826086
toxin transport	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
