GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
'de novo' IMP biosynthetic process	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
'de novo' NAD biosynthetic process	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
'de novo' NAD biosynthetic process from tryptophan	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
'de novo' XMP biosynthetic process	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
'de novo' post-translational protein folding	0	0.22053854816127996	76	0.6096426766422234	0.41304347826086957	-0.17391304347826086
'de novo' protein folding	0	0.22053854816127996	76	0.6096426766422234	0.41304347826086957	-0.17391304347826086
2'-deoxyribonucleotide metabolic process	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
3'-UTR-mediated mRNA destabilization	0	0.7016712444885936	60.5	0.7317337317182782	0.328804347826087	-0.34239130434782605
7-methylguanosine cap hypermethylation	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
ADP metabolic process	0	0.288553455912908	96	0.6096426766422234	0.5217391304347826	0.04347826086956519
AMP catabolic process	0	0.22053854816127996	76	0.6096426766422234	0.41304347826086957	-0.17391304347826086
ATP biosynthetic process	NA	NA	NA	NA	NA	NA
ATP generation from ADP	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
Arp2/3 complex-mediated actin nucleation	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
B cell activation involved in immune response	0	0.4483677619497559	95.5	0.6096426766422234	0.5190217391304348	0.03804347826086962
B cell apoptotic process	0	0.33405014259457716	76.5	0.6096426766422234	0.4157608695652174	-0.1684782608695652
B cell differentiation	0	0.10539072438316248	108	0.6096426766422234	0.5869565217391305	0.17391304347826098
B cell homeostasis	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
B cell mediated immunity	0	0.10539072438316248	108	0.6096426766422234	0.5869565217391305	0.17391304347826098
B cell proliferation	0	0.14841227928116044	104	0.6096426766422234	0.5652173913043478	0.13043478260869557
B cell receptor signaling pathway	0	0.40495657516206246	92	0.6096426766422234	0.5	0
BMP signaling pathway	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
CAMKK-AMPK signaling cascade	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	0	0.036037676620635374	92	0.5847629249376274	0.5	0
CD4-positive, alpha-beta T cell activation	1.0832389956477992	0.026439801839064993	126	0.5847629249376274	0.6847826086956522	0.36956521739130443
CD4-positive, alpha-beta T cell cytokine production	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
CD4-positive, alpha-beta T cell differentiation	1.273841088045106	0.015613734794327634	130.5	0.5608923870523143	0.7092391304347826	0.4184782608695652
CD4-positive, alpha-beta T cell differentiation involved in immune response	1.1182349769958264	0.015613734794327634	130.5	0.5608923870523143	0.7092391304347826	0.4184782608695652
CD4-positive, alpha-beta T cell lineage commitment	0	0.058527408134054486	88	0.5847629249376274	0.4782608695652174	-0.04347826086956519
CD4-positive, alpha-beta T cell proliferation	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
CD40 signaling pathway	0	0.4375183142886563	73.5	0.6096426766422234	0.39945652173913043	-0.20108695652173914
CD8-positive, alpha-beta T cell activation	0	0.22053854816127996	76	0.6096426766422234	0.41304347826086957	-0.17391304347826086
CD8-positive, alpha-beta T cell differentiation	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
CENP-A containing chromatin assembly	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
COPII-coated vesicle budding	0	0.22053854816127996	76	0.6096426766422234	0.41304347826086957	-0.17391304347826086
COPII-coated vesicle cargo loading	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
DNA biosynthetic process	0	0.33823241870725596	72	0.6096426766422234	0.391304347826087	-0.21739130434782605
DNA catabolic process, endonucleolytic	NA	NA	NA	NA	NA	NA
DNA conformation change	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA cytosine deamination	0	0.8504124623863699	66.5	0.8772514490261563	0.36141304347826086	-0.27717391304347827
DNA damage checkpoint signaling	0	0.33823241870725596	72	0.6096426766422234	0.391304347826087	-0.21739130434782605
DNA damage response, signal transduction by p53 class mediator	0.22963571103798933	0.05723815946269001	91.5	0.5847629249376274	0.49728260869565216	-0.005434782608695676
DNA deamination	0	0.9575206855685054	63	0.9754262371241053	0.3423913043478261	-0.3152173913043478
DNA duplex unwinding	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
DNA endoreduplication	0	NA	64	NA	0.34782608695652173	-0.30434782608695654
DNA geometric change	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA integrity checkpoint signaling	0	0.33823241870725596	72	0.6096426766422234	0.391304347826087	-0.21739130434782605
DNA modification	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA replication checkpoint signaling	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA replication initiation	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA replication-dependent chromatin assembly	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA strand elongation	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA strand elongation involved in DNA replication	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA synthesis involved in DNA repair	0	0.536101864250067	68	0.6096426766422234	0.3695652173913043	-0.26086956521739135
DNA topological change	NA	NA	NA	NA	NA	NA
