Description	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_RNAseq_0.8	up_aggregated_RNAseq_DE	up_aggregated_RNAseq
regulation of Rac protein signal transduction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002524296352391771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of Ras protein signal transduction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004325983812447669	NA	NA	0.03608247422680412	NA	NA
regulation of reactive oxygen species metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011106903950523791	NA	NA	NA	NA	0.012263300270513977	0.014196841601531346	0.010863540627424898	NA	NA	NA	NA	NA	NA	NA	NA	0.05670103092783505	0.015522388059701492	0.08247422680412371
regulation of receptor clustering	0.0019750835612275903	0.0019750835612275903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of receptor localization to synapse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0025496064737833943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of receptor signaling pathway via JAK-STAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006826506826506827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03608247422680412	0.016119402985074627	0.041237113402061855
regulation of receptor signaling pathway via STAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007659007659007659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.01791044776119403	0.041237113402061855
regulation of receptor-mediated endocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011940298507462687	NA
regulation of regulated secretory pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010208964747168607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of regulatory T cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007761194029850746	NA
regulation of release of cytochrome c from mitochondria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036602297109680675	NA	NA	NA	NA	0.004508566275924256	0.003987876854362737	NA	NA	NA	NA	NA	NA	NA	NA	0.004620271440947156	NA	NA	NA
regulation of response to cytokine stimulus	0.01610452749924035	0.01610452749924035	0.014114935906668588	NA	NA	NA	NA	NA	NA	0.01526625796369756	0.01486605828672358	0.016021154145279205	0.01598416806210991	0.015271992931970213	0.01647834274952919	0.013645526438207474	0.017982017982017984	0.013134968502881652	0.016411181244364293	0.016430052639974477	0.014299966744263386	0.016745318922210383	0.016745318922210383	0.015093764293337399	0.015093764293337399	0.013018269335958867	0.015350265140943344	NA	NA	0.041237113402061855	0.03462686567164179	0.05154639175257732
regulation of response to endoplasmic reticulum stress	0.007444545730780918	0.007444545730780918	NA	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.007813439115278278	0.0073594347954077126	0.009021620780836834	NA	0.008203963145273255	0.008788449466415568	NA	0.007492507492507493	NA	0.008115419296663661	0.009092359227947041	0.007205409599822636	0.008372659461105192	0.008372659461105192	0.008385424607409667	0.008385424607409667	NA	NA	NA	NA	0.02577319587628866	0.00955223880597015	0.041237113402061855
regulation of response to macrophage colony-stimulating factor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
regulation of response to tumor cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
regulation of response to type II interferon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018315018315018315	NA	NA	NA	NA	0.0018267620642411326	0.0018267620642411326	NA	NA	NA	0.0016745743790120011	NA	NA	NA	0.003582089552238806	NA
regulation of response to wounding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013339610797237916	NA	0.01431901431901432	NA	NA	0.013558781304833307	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05154639175257732	0.022686567164179106	0.07216494845360824
regulation of ribonuclease activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011655011655011655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
regulation of ribonucleoprotein complex localization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014718869590815426	NA	0.0015223017202009438	NA	NA	0.0015506280043417584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of RIG-I signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002019437081913417	NA	NA	0.0024975024975024975	NA	NA	NA	0.0019953441968739607	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
regulation of RNA export from nucleus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0020606417427141595	NA	0.0021312224082813214	NA	0.0020401757689893284	0.0021708792060784617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of RNA splicing	0.014585232452142206	0.014585232452142206	NA	0.019529516200621395	0.019529516200621395	0.019529516200621395	0.019529516200621395	0.019529516200621395	0.019529516200621395	0.016468325519894217	0.02075360612304975	0.01462124747239073	0.016897549094230475	0.015776852202448566	0.018832391713747645	0.019227787253837805	0.01848151848151848	NA	0.01496844003606853	NA	0.014410819199645273	NA	NA	0.01722823601158713	0.01722823601158713	NA	0.016187552330449346	NA	NA	NA	NA	NA
regulation of RNA stability	0.014889091461561836	0.014889091461561836	NA	0.01908566355969818	0.01908566355969818	0.01908566355969818	0.01908566355969818	0.01908566355969818	0.01908566355969818	0.013943983651881237	0.01619075654989697	0.014465702286514233	0.017810930126351043	0.014136059573393917	0.01616446955430006	0.015041091642115057	0.016650016650016652	0.014743331993030425	NA	NA	0.013634852011972065	NA	NA	0.015856075621283734	0.015856075621283734	NA	0.014931621546190344	NA	NA	NA	NA	NA
regulation of rRNA processing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018832391713747645	0.00186075360521011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of signal transduction by p53 class mediator	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009736747205192933	0.010450397409478953	NA	0.01004719135332623	NA	0.010043942247332079	0.009148705225616375	NA	0.008711968904972524	0.009377817853922452	NA	0.008203081698259616	NA	NA	0.009452660466534533	0.009452660466534533	0.00853298326222514	NA	NA	NA	0.03608247422680412	NA	0.061855670103092786
regulation of signaling receptor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04639175257731959	0.01253731343283582	0.041237113402061855
regulation of single stranded viral RNA replication via double stranded DNA intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002283452580301416	NA	NA	0.0024810048069468134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
regulation of sister chromatid cohesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016627868307283007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of sister chromatid segregation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009087466868610375	NA	0.011319584431694837	NA	0.011392574721887146	NA	NA	0.00942245870746037	NA	NA	NA	NA	NA	0.008791515489813006	NA	NA	NA	NA	NA
regulation of skeletal muscle acetylcholine-gated channel clustering	NA	NA	NA	0.0022192632046160675	0.0022192632046160675	0.0022192632046160675	0.0022192632046160675	0.0022192632046160675	0.0022192632046160675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of skeletal muscle satellite cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
regulation of smooth muscle cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
regulation of smooth muscle cell differentiation	0.003494378608325737	0.003494378608325737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of smooth muscle cell migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005529510758504628	NA	NA	NA	NA	0.006120527306967985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.011343283582089553	0.08247422680412371
regulation of smooth muscle cell proliferation	0.01109085384381647	0.01109085384381647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01116452163126066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061855670103092786	0.022686567164179106	0.07216494845360824
regulation of smooth muscle contraction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007164179104477612	NA
regulation of sodium-dependent phosphate transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
regulation of spindle assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003532528701795702	NA	NA	0.0034078000757288905	0.003295668549905838	0.0034113816095518684	0.0034965034965034965	0.0034847875619890096	NA	0.0033498165576646994	0.0029930162953109413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of spindle checkpoint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003256318809117693	NA	0.0026806058169146227	NA	NA	0.002327901563019621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of spindle organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004562849573152782	NA	NA	0.004417518616685599	NA	0.004962009613893627	0.004495504495504496	0.0048250904704463205	NA	0.004466422076886266	0.0042123933045116945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of sprouting angiogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003828361780188228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
regulation of stem cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006977826019537912	NA	0.00710360541482375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	NA	NA
regulation of stem cell population maintenance	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006512637618235386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of steroid biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
regulation of stress fiber assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007220216606498195	NA	NA	NA	NA	NA	NA
regulation of stress granule assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014718869590815426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of stress-activated MAPK cascade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003766478342749529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04639175257731959	0.022686567164179106	NA
regulation of stress-activated protein kinase signaling cascade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004080351537978657	NA	NA	NA	NA	0.003987876854362737	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05154639175257732	0.023283582089552238	NA
regulation of striated muscle cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003996003996003996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	NA	0.030927835051546393
regulation of striated muscle cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	NA	NA
regulation of sulfur metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001914180890094114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of superoxide anion generation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002552241186792152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of superoxide metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0033498165576646994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of synapse assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011940298507462687	NA
regulation of synaptic plasticity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	NA	0.05154639175257732
regulation of synaptic transmission, dopaminergic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
regulation of synaptic transmission, glutamatergic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393
regulation of synaptic vesicle endocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026679221594475833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of synaptic vesicle recycling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029817953546767105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of syncytium formation by plasma membrane fusion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0030307864093156805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.99000999000999e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004199720018665422	NA	NA	NA	NA	NA	NA	0.004328223624887286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00835820895522388	NA
regulation of T cell costimulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
regulation of T cell cytokine production	NA	NA	0.004032838830476739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004828504828504829	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004465531677365337	NA	NA	NA	0.011343283582089553	NA
regulation of T cell differentiation	NA	NA	0.015555235488981708	0.022192632046160676	0.022192632046160676	0.022192632046160676	0.022192632046160676	0.022192632046160676	0.022192632046160676	0.014545017429979564	0.01589637915808066	0.015554518587649712	0.014766326685949155	0.014009844755774327	0.0160075329566855	0.01612653124515429	0.016150516150516152	0.015547513738104812	NA	0.014356356675705855	0.014854229021172819	NA	NA	0.016770849214819333	0.016770849214819333	NA	0.016048004465531677	NA	NA	NA	0.03044776119402985	NA
regulation of T cell mediated cytotoxicity	NA	NA	0.0048970185798646116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00955223880597015	NA
regulation of T cell mediated immunity	NA	NA	0.0095059772432666	NA	NA	NA	NA	NA	NA	0.00865488640461594	0.008978510450397409	0.009021620780836834	NA	NA	NA	NA	0.009657009657009658	0.008443908323281062	NA	NA	NA	NA	NA	0.009300198200945266	0.009300198200945266	NA	0.009768350544236673	NA	NA	NA	0.021492537313432834	NA
regulation of T cell proliferation	NA	NA	0.01584329540544433	NA	NA	NA	NA	NA	NA	NA	0.01486605828672358	0.014776792658267226	NA	NA	0.014281230382925298	NA	0.016816516816516816	NA	NA	0.014515871749880364	0.013080589735062632	NA	NA	0.014178990699801799	0.014178990699801799	NA	0.014233882221602009	NA	NA	NA	0.03343283582089552	NA
regulation of T cell receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005004415660877244	0.005132991133924405	NA	NA	0.004708097928436911	NA	0.005994005994005994	NA	NA	NA	0.0042123933045116945	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007164179104477612	NA
regulation of T cell tolerance induction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
regulation of T-helper 1 cell cytokine production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011163829193413341	NA	NA	NA	0.00417910447761194	NA
regulation of T-helper 1 cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013403029084573114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
regulation of T-helper 1 type immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0034219940892829368	NA	NA	NA	NA	0.00333000333000333	0.003216726980297547	NA	NA	0.0028821638399290543	NA	NA	0.0033541698429638664	0.0033541698429638664	NA	0.003628244487859336	NA	NA	0.015463917525773196	0.010746268656716417	NA
regulation of T-helper 17 cell differentiation	NA	NA	NA	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.002764755379252314	NA	0.0032664489034064394	0.002892373268381793	NA	0.0029817953546767105	0.0031012560086835167	0.0031635031635031635	0.003216726980297547	NA	NA	NA	NA	NA	0.0028967830461960665	0.0028967830461960665	NA	0.0030700530281886685	NA	NA	NA	0.005970149253731343	NA
regulation of T-helper 17 cell lineage commitment	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0015626878230556556	NA	NA	NA	NA	NA	NA	NA	0.0017423937809945048	NA	NA	NA	NA	NA	NA	NA	NA	0.0016745743790120011	NA	NA	NA	0.0023880597014925373	NA
regulation of T-helper 17 type immune response	0.003950167122455181	0.003950167122455181	0.003744778914014115	NA	NA	NA	NA	NA	NA	0.003606202668589975	0.0036797173977038563	0.004044174832788925	0.003957984472522454	NA	0.004080351537978657	NA	0.004162504162504163	0.004020908725371934	NA	0.003828361780188228	NA	NA	NA	NA	NA	NA	0.003907340217694669	NA	NA	NA	0.00835820895522388	NA
regulation of T-helper 2 cell cytokine production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
regulation of T-helper 2 cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0015951507417450949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
regulation of T-helper cell differentiation	0.004861744150714068	0.004861744150714068	0.0047529886216333	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.004447649957927635	0.005004415660877244	0.005132991133924405	0.004719135332622926	NA	0.004865034526051475	0.004496821212591099	0.005494505494505495	0.00469106017960059	0.004869251577998197	0.004625937151060775	0.004323245759893582	NA	NA	0.0054886415612136	0.0054886415612136	NA	0.005023723137036003	NA	NA	NA	0.01373134328358209	NA
regulation of telomerase RNA localization to Cajal body	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016190756549896968	NA	NA	NA	0.001569365976145637	0.0015506280043417584	NA	0.0014743331993030426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of telomere maintenance	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010303208713570797	NA	0.010199421525346324	NA	0.009887005649717515	0.012715149635602418	0.009324009324009324	0.011392574721887146	0.011361587015329125	NA	0.009200753796696597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of telomere maintenance via telomerase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005151604356785399	NA	0.00487136550464302	NA	0.005649717514124294	0.005737323616064506	0.004995004995004995	0.0053612116338292454	0.005590622182146078	NA	0.0042123933045116945	0.004719135332622926	0.004719135332622926	0.004878792498856533	0.004878792498856533	NA	NA	NA	NA	NA	NA	NA
regulation of telomere maintenance via telomere lengthening	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005593170444509862	NA	0.005784746536763586	NA	0.006120527306967985	0.006512637618235386	0.005827505827505828	0.006433453960595094	0.0063119927862939585	NA	0.004988360492184902	NA	NA	0.005336179295624333	0.005336179295624333	NA	NA	NA	NA	NA	NA	NA
regulation of tissue remodeling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011940298507462687	NA
regulation of tolerance induction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
regulation of toll-like receptor 2 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001388362993815474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
regulation of toll-like receptor 3 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0015951507417450949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of toll-like receptor 4 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029029408052505365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
regulation of toll-like receptor 7 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.416195856873823e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of toll-like receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0035775392751594337	NA	NA	NA	NA	0.003663003663003663	0.003216726980297547	NA	NA	0.003103868750692828	NA	NA	NA	NA	NA	NA	0.0034177215189873417	NA	NA	NA	NA
regulation of TOR signaling	0.011850501367365542	0.011850501367365542	NA	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.012020675561966582	0.011922284368560495	0.012754705241872765	0.012026183589587456	0.012369052126719677	0.012711864406779662	NA	NA	0.011258544431041415	NA	0.012920721008135268	0.012304622547389425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of TORC1 signaling	NA	NA	NA	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.011096316023080338	NA	0.008389755666764793	0.008554985223207343	0.008372659461105192	0.008330177962892843	0.009102322661644695	NA	NA	NA	NA	0.008773329079598022	0.008424786609023389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of transcription by RNA polymerase I	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004808270224786633	0.0047100382690609364	NA	0.005480286192723398	NA	0.0053358443188951665	0.004806946813459451	NA	0.0042889693070633965	0.004869251577998197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
