Description	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_RNAseq_0.8	up_aggregated_RNAseq_DE	up_aggregated_RNAseq
hemoglobin biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	0.020618556701030927
hemoglobin metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	0.020618556701030927
hepatic stellate cell activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
hepaticobiliary system development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012397991211550533	NA	0.011821511821511822	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011861568518001674	NA	NA	0.030927835051546393	0.01671641791044776	NA
hepatocyte apoptotic process	NA	NA	NA	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0022327658386826683	NA	NA	NA	NA	0.020618556701030927
hepatocyte proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026679221594475833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	NA
heterochromatin formation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011721723245547268	0.0121166224914805	NA	0.01612653124515429	NA	0.011392574721887146	NA	NA	0.012082917636625652	NA	NA	NA	NA	NA	0.012280212112754674	NA	NA	NA	NA	NA
heterotypic cell-cell adhesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.010746268656716417	0.041237113402061855
hexose transmembrane transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	NA	0.061855670103092786
hippo signaling	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004928476980406299	NA	0.005288536319800902	0.005480286192723398	NA	0.005178907721280603	0.005117072414327802	0.005494505494505495	NA	NA	NA	NA	NA	NA	0.0054886415612136	0.0054886415612136	NA	0.005442366731789003	NA	NA	NA	NA	NA
His-Purkinje system development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	NA	NA
histamine secretion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	NA	0.020618556701030927
histamine transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
histone mRNA catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0015223017202009438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
histone mRNA metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002019437081913417	NA	NA	NA	NA	NA	NA	0.0019953441968739607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
homeostasis of number of cells within a tissue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037528481436804716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
homologous recombination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006047449216932858	NA	0.0056292722155207075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
homotypic cell-cell adhesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010049449672994098	NA	NA	NA	NA	NA	NA	NA	NA	0.008518625469246319	NA	0.011343283582089553	NA
humoral immune response mediated by circulating immunoglobulin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010149253731343283	NA
hyaluronan catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
hyaluronan metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.005970149253731343	0.030927835051546393
I-kappaB phosphorylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018031013342949874	NA	NA	NA	NA	NA	NA	0.001998001998001998	NA	NA	0.002233211038443133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
icosanoid biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	NA	0.030927835051546393
icosanoid secretion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	NA	0.030927835051546393
icosanoid transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	NA	0.030927835051546393
immune response to tumor cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
immune response-inhibiting cell surface receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002398081534772182	0.0025109855618330196	NA	NA	NA	NA	NA	0.0021061966522558473	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.004776119402985075	0.020618556701030927
immune system development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023880597014925373	NA
immunoglobulin mediated immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013153513153513154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023880597014925373	NA
immunoglobulin production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008945386064030132	0.008993642425182198	0.008991008991008992	0.008711968904972524	NA	NA	0.008979048885932824	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014328358208955224	NA
immunoglobulin production involved in immunoglobulin-mediated immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0053358443188951665	NA	NA	0.005763302506366439	NA	NA	0.005210065402948675	NA	NA	NA	NA	NA	0.0055819145967066705	NA	NA	NA	NA	NA
import into nucleus	0.013369796414463689	0.013369796414463689	NA	NA	NA	NA	NA	NA	NA	0.01322274311816324	0.01486605828672358	NA	0.013700715481808495	0.013252555850056797	0.014281230382925298	0.014575903240812529	0.013653013653013654	0.013671089666264576	NA	NA	0.013523999556590179	NA	NA	0.014636377496569599	0.014636377496569599	NA	0.013257047167178342	NA	NA	0.04639175257731959	NA	NA
import into the mitochondrion	NA	NA	NA	0.007545494895694629	0.007545494895694629	0.007545494895694629	0.007545494895694629	0.007545494895694629	0.007545494895694629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inclusion body assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002796585222254931	0.0027998133457769483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.00417910447761194	NA
indolalkylamine metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
indole-containing compound catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
indole-containing compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
inflammasome-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00429130379906601	NA	NA	NA	NA	NA	0.004466422076886266	0.003879835938366035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inflammatory cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0025109855618330196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
inflammatory response to antigenic stimulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0065631705162186044	NA	NA	0.00715950715950716	NA	NA	0.006859148189503908	0.005986032590621883	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014328358208955224	NA
inflammatory response to wounding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026505111700113595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	0.007164179104477612	0.030927835051546393
innate immune response activating cell surface receptor signaling pathway	0.008963840777879064	0.008963840777879064	0.00892985741034135	NA	NA	NA	NA	NA	NA	0.007693232359658613	NA	0.00808834966557785	NA	0.00870882241575161	NA	NA	0.008325008325008326	NA	NA	0.00925187430212155	0.007981376787495843	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016119402985074627	0.05154639175257732
inner cell mass cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002015816405644286	NA	0.0018764240718402358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inner mitochondrial membrane organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004422999597909127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004764654923476754	NA	NA	NA
insulin receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010097185409567083	NA	NA	NA	NA	NA	0.010208964747168607	0.009976720984369804	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	NA	0.041237113402061855
integrated stress response signaling	NA	NA	NA	0.008433200177541057	0.008433200177541057	0.008433200177541057	0.008433200177541057	0.008433200177541057	0.008433200177541057	0.004447649957927635	0.00485722696496909	0.004821900762171411	NA	0.004417518616685599	0.0045511613308223476	NA	0.004828504828504829	NA	NA	0.0049449672994097945	0.0048775080368030155	NA	NA	0.0050312547644458	0.0050312547644458	NA	NA	NA	NA	0.03608247422680412	0.011343283582089553	0.05154639175257732
integrin-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009573132454488386	NA	NA	NA	NA	0.010049449672994098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
interferon-alpha production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0034219940892829368	0.0033490637844420766	NA	NA	NA	0.003663003663003663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007164179104477612	NA
interferon-beta production	0.0054694621695533276	0.0054694621695533276	0.00547313841278986	NA	NA	NA	NA	NA	NA	NA	0.0054459817486017074	0.006688442992689376	0.0074592784289846245	0.005427237157642307	0.005806654111738857	0.00558226081563033	0.006993006993006993	NA	0.005951307484220018	NA	0.0048775080368030155	0.005632516364743492	0.005632516364743492	0.006250952889159933	0.006250952889159933	NA	0.0055819145967066705	NA	NA	NA	0.01373134328358209	NA
interferon-mediated signaling pathway	0.008963840777879064	0.008963840777879064	NA	NA	NA	NA	NA	NA	NA	0.008414472893376608	NA	0.009643801524342821	0.009894961181306134	NA	0.010357815442561206	NA	0.010822510822510822	NA	0.009918845807033363	NA	NA	0.00974273100928604	0.00974273100928604	NA	NA	0.008314188819603982	0.009070611219648339	NA	NA	0.02577319587628866	0.022686567164179106	NA
interleukin-1 beta production	0.007748404740200547	0.007748404740200547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007951533510034078	0.00800376647834275	NA	0.009324009324009324	NA	0.008476104598737601	0.011325570266390174	0.007427114510586409	NA	NA	NA	NA	NA	NA	NA	0.007796708056598325	0.02577319587628866	0.023880597014925373	NA
interleukin-1 production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009339896503849553	0.009102322661644695	NA	0.010656010656010656	NA	NA	0.012761205933960759	0.00875734397516905	NA	NA	NA	NA	NA	NA	NA	0.009240542881894312	NA	0.02626865671641791	NA
interleukin-1-mediated signaling pathway	NA	NA	0.0031686590810888664	NA	NA	NA	NA	NA	NA	0.0030051688904916456	NA	NA	NA	0.0029029408052505365	0.003295668549905838	NA	0.0034965034965034965	NA	NA	0.0033498165576646994	0.002660458929165281	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.00835820895522388	0.030927835051546393
interleukin-10 production	NA	NA	0.005617168371021173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005423512521933323	NA	NA	NA	NA	NA	NA	0.005442366731789003	NA	NA	NA	0.013134328358208954	NA
interleukin-10-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001569365976145637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
interleukin-12 production	NA	NA	0.0059052282874837965	NA	NA	NA	NA	NA	NA	NA	NA	0.005755171877430394	NA	0.005301022340022719	NA	NA	0.00666000666000666	NA	NA	0.006061572818631361	0.005210065402948675	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0191044776119403	NA
interleukin-12-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
interleukin-13 production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
interleukin-15-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001569365976145637	NA	0.0014985014985014985	NA	NA	0.0014356356675705854	0.0012193770092007539	NA	NA	0.0015246226558926666	0.0015246226558926666	NA	NA	NA	NA	NA	0.003582089552238806	NA
interleukin-17 production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010746268656716417	NA
interleukin-18 production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016407926290546511	NA	NA	NA	NA	NA	NA	0.0013302294645826404	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
interleukin-18-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011085245538188671	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
interleukin-2 production	NA	NA	0.005761198329252484	NA	NA	NA	NA	NA	NA	NA	0.0058875478363261706	NA	NA	NA	NA	0.005737323616064506	0.006160506160506161	NA	NA	NA	0.005431770313712449	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011343283582089553	NA
interleukin-2-mediated signaling pathway	NA	NA	NA	0.003550821127385708	0.003550821127385708	0.003550821127385708	0.003550821127385708	0.003550821127385708	0.003550821127385708	NA	NA	NA	NA	NA	0.0012554927809165098	NA	0.001332001332001332	0.0012062726176115801	NA	NA	9.976720984369804e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
interleukin-27-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001244361487011977	0.001217841376160755	NA	0.0012554927809165098	NA	NA	NA	0.001442741208295762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
interleukin-3-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
interleukin-33-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0010097185409567084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
interleukin-4 production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006567164179104477	NA
interleukin-4-mediated signaling pathway	NA	NA	NA	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	NA	NA	0.0017109970446414684	NA	0.0015145778114350624	0.001726302573760201	NA	0.0018315018315018315	NA	0.0018034265103697023	0.0015951507417450949	0.0013302294645826404	NA	NA	NA	NA	NA	0.0015350265140943343	NA	NA	NA	0.0029850746268656717	NA
interleukin-5-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
interleukin-6 production	NA	NA	0.012386576407892841	NA	NA	NA	NA	NA	NA	NA	NA	0.01244361487011977	NA	0.013252555850056797	NA	NA	0.013653013653013654	NA	0.013706041478809739	0.01563247726910193	0.011972065181243765	0.012939564621708022	0.012939564621708022	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.03164179104477612	NA
interleukin-6-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	0.020618556701030927
interleukin-7-mediated signaling pathway	NA	NA	NA	0.002663115845539281	0.002663115845539281	0.002663115845539281	0.002663115845539281	0.002663115845539281	0.002663115845539281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011163829193413341	NA	NA	NA	NA	NA
interleukin-8 production	NA	NA	0.007345527869796918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007572889057175312	NA	NA	0.007992007992007992	NA	0.00757439134355275	0.008773329079598022	0.006540294867531316	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	0.015522388059701492	0.041237113402061855
interleukin-9-mediated signaling pathway	NA	NA	NA	0.002663115845539281	0.002663115845539281	0.002663115845539281	0.002663115845539281	0.002663115845539281	0.002663115845539281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011163829193413341	NA	NA	0.010309278350515464	0.0023880597014925373	0.020618556701030927
interstrand cross-link repair	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004341758412156923	NA	0.004422999597909127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
intestinal epithelial cell development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.003582089552238806	0.020618556701030927
intestinal epithelial cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	NA	0.020618556701030927
intestinal epithelial cell maturation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	NA	NA
intra-Golgi vesicle-mediated transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0034965034965034965	NA	NA	0.0033498165576646994	0.0029930162953109413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
intracellular copper ion homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0020401757689893284	NA	0.0021645021645021645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
intracellular iron ion homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006688442992689376	NA	NA	0.006277463904582548	NA	NA	NA	NA	NA	NA	0.006698127568884153	0.006698127568884153	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
intracellular pH reduction	0.005621391674263142	0.005621391674263142	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005444081505677399	NA	0.005048592704783542	NA	NA	0.005494505494505495	NA	NA	0.005742542670282342	0.004988360492184902	0.005328056020703303	0.005328056020703303	NA	NA	NA	NA	NA	0.005342188853595149	NA	NA	0.030927835051546393
intracellular transport of virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014124293785310734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
intracellular zinc ion homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006567164179104477	NA
intraciliary retrograde transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0019837691614066726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
intraciliary transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0046518840130252755	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00426649163111257	NA	NA	NA	NA	NA	NA
intrinsic apoptotic signaling pathway by p53 class mediator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0074592784289846245	NA	NA	NA	NA	NA	NA	NA	0.006651147322913203	NA	NA	NA	NA	0.007001422163877037	NA	NA	NA	0.041237113402061855	0.010149253731343283	0.061855670103092786
intrinsic apoptotic signaling pathway in response to DNA damage	0.008963840777879064	0.008963840777879064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00858260759813202	NA	NA	NA	0.009516150650046911	NA	0.008773329079598022	0.008979048885932824	NA	NA	NA	NA	0.008314188819603982	NA	NA	NA	0.041237113402061855	0.013134328358208954	0.061855670103092786
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004394224733207784	NA	NA	NA	NA	NA	0.0042123933045116945	NA	NA	NA	NA	0.004157094409801991	NA	NA	NA	0.02577319587628866	NA	0.041237113402061855
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	NA	NA	NA	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.005409304002884962	0.006034736532234324	0.006066262249183388	NA	0.005932096428120662	0.006905210295040804	NA	NA	0.0056292722155207075	NA	0.006380602966980379	0.005542622769094336	NA	NA	0.0059460283579814	0.0059460283579814	NA	NA	NA	NA	0.030927835051546393	0.011343283582089553	0.041237113402061855
intrinsic apoptotic signaling pathway in response to osmotic stress	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	NA	NA
intrinsic apoptotic signaling pathway in response to oxidative stress	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0054459817486017074	NA	NA	0.005553451975261896	0.0053358443188951665	NA	0.005661005661005661	0.005093151052137783	NA	NA	0.005542622769094336	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	NA	0.030927835051546393
IRE1-mediated unfolded protein response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0019953441968739607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IRES-dependent viral translational initiation	NA	NA	NA	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	0.0031069684864624943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0012193770092007539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
