GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
'de novo' AMP biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' CTP biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' GDP-L-fucose biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' IMP biosynthetic process	0	0.743971478075057	77.5	0.7761601246598996	0.421195652173913	-0.15760869565217395
'de novo' L-methionine biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' NAD biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' NAD biosynthetic process from tryptophan	0	0.743971478075057	77.5	0.7761601246598996	0.421195652173913	-0.15760869565217395
'de novo' UMP biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' XMP biosynthetic process	0	0.743971478075057	77.5	0.7761601246598996	0.421195652173913	-0.15760869565217395
'de novo' actin filament nucleation	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' cotranslational protein folding	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
'de novo' post-translational protein folding	0	0.14105939958849992	55.5	0.7761601246598996	0.3016304347826087	-0.3967391304347826
'de novo' protein folding	0	0.10378176650696729	53.5	0.7761601246598996	0.2907608695652174	-0.4184782608695652
'de novo' pyrimidine nucleobase biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
(R)-carnitine transmembrane transport	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
(R)-carnitine transport	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
(R)-mevalonic acid biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
(R)-mevalonic acid metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
10-formyltetrahydrofolate biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
10-formyltetrahydrofolate catabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
10-formyltetrahydrofolate metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
2'-deoxyribonucleotide biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
2'-deoxyribonucleotide metabolic process	0	0.743971478075057	77.5	0.7761601246598996	0.421195652173913	-0.15760869565217395
2-oxobutyrate biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
2-oxobutyrate catabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
2-oxobutyrate metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
2-oxoglutarate metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
3'-UTR-mediated mRNA destabilization	0	0.054860399354895444	52	0.7761601246598996	0.2826086956521739	-0.4347826086956522
3'-UTR-mediated mRNA stabilization	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
3'-phospho-5'-adenylyl sulfate transmembrane transport	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
3'-phosphoadenosine 5'-phosphosulfate metabolic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
