Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
aerobic respiration	0	0	0.3414120012297409	0.3978071457650113	0.640087001596818	0.640087001596818	1.6177298213641405	1.6177298213641405	0.5533324194777482	4.328351871971235	4.328351871971235	4.328351871971235	4.328351871971235	4.328351871971235	4.328351871971235	0	0.5116922071528224	0.16102279525785057	0	0.44942811645013775	0.2033387065054947	2.334534612918446	0	0.16110798432326146	0	0.13659433341010152	0.1219651902157867	0.8640321482557187	0.8640321482557187	0.7335430395827789	0.7335430395827789	0.14369148309780896	1.6944348238393327	0	0	1.3952352955176643	0.3379098072139857
antigen processing and presentation	1.1472926909562269	0	0.6747590081542517	0.8113082281532041	0.8539322072016322	0.8539322072016322	0.6363460007168195	0.6363460007168195	0	5.004275661639333	5.004275661639333	5.004275661639333	5.004275661639333	5.004275661639333	5.004275661639333	0	0	0.15831635973509922	0	0	0.19993786098894348	1.0049642702541477	0	1.325747433714128	0	0.1342931098982134	0.4639568666907158	0.5476625398136782	0.5476625398136782	0.1956352454542624	0.1956352454542624	0.27981934319033225	0.8659053856958124	0.6740604782325419	0	1.2971140621055215	1.2076907371606531
cellular response to xenobiotic stimulus	0.7601397045108736	0.4966002878892643	0.5211813049672459	0.5823609622462196	0.7103049871757475	0.7103049871757475	0.3912426511120555	0.3912426511120555	0.43612551526931886	0	0	0	0	0	0	0.2719694064370031	0.3638052299043116	0.29581812329368096	0.1143240911695752	0.4188935103483919	0.7750470512922665	0.7072363682271502	0	0.8643099624632467	0	0.4889052189724256	0.935407522815165	0.43850134937308305	0.43850134937308305	0.4493724448852224	0.4493724448852224	0.7348767788513403	0.6465907064479215	0.38238730277362526	0	1.3685549591822497	0.8518998346236244
female pregnancy	0.7234237112701538	0	0.9788097349330758	0.8852897874921103	0.692582264400514	0.692582264400514	0.6988741061449864	0.6988741061449864	0.2107400407271668	0	0	0	0	0	0	0.4204210091089844	0.2883489538687336	0.1760650524617685	0	0.25161270069596914	0.4343313617341027	0.6182480643586428	0	0.79793995703312	1.2185965315557383	0.43590155067709674	0.6270958928745798	0.6033250330732268	0.6033250330732268	0.7914460545035269	0.7914460545035269	0.7240123111382355	0.45123915552592864	0.11524427623968564	0.3334293445936857	1.198895566340407	0.9707728447620428
lysosomal transport	0.4183528427307027	0.6250715313533192	0.3320779417076503	0.4707901547834157	0.39875623935300947	0.39875623935300947	0.7539398414991367	0.7539398414991367	0.34133556786749214	3.81439629797117	3.81439629797117	3.81439629797117	3.81439629797117	3.81439629797117	3.81439629797117	0.34776062251496015	0	0.0965482152321437	0	0	0.5791879735111761	1.0532603012814052	0	0.7869661017505167	0.7661232069788902	0.6830066105375164	0.2176043485381415	0.5545066985391219	0.5545066985391219	0.6677815260384229	0.6677815260384229	0.49662055806847094	0.7051183431848904	0.5952924509525092	0	1.101681979229049	0.902136851788372
nicotinamide nucleotide metabolic process	0.3069080395019578	0.85644021996521	0.53856983979618	0.26213167032631857	0.4884004115250779	0.4884004115250779	0.9150303506753672	0.9150303506753672	0.3298680167146048	0	0	0	0	0	0	0.17040215238794287	0.22925741838939823	0.4085291990647837	0.21216091178241395	0.73623661102242	0.9255289370895072	1.2289154125022643	0	0.4087358200005444	0	0.4582482810811018	0.21013757637202157	0.33171150269890365	0.33171150269890365	1.0246747029839711	1.0246747029839711	0.36621370111909746	0.8258428512509866	0.27077495238364485	0	0.6893781061540694	0.6893781061540694
positive regulation of binding	0.8665077478970709	0.8886258446055937	0.49245949566814706	0.5299838537955768	0.7309473738848107	0.7309473738848107	1.2316749064042587	1.2316749064042587	0.17492036367064234	0	0	0	0	0	0	0.351241798235912	0.23980672799223457	0.5569842895520395	0.2219492065871303	0.5958310490181976	0.829344934649859	0.13588936703423946	0.35592525174859474	0.5572541411847886	0	0.8766928182676209	0.2198354128487523	0.7970465701162593	0.7970465701162593	0.6738490672234099	0.6738490672234099	0.13029996444073724	0.7114354125954817	0.1901482019798391	0.27768359631479556	1.4563517968052992	0.7171556462623996
positive regulation of cell growth	0.6971089212363917	1.2265252997374936	0.4690847770001198	0.7758991931144781	0.3354347832504473	0.3354347832504473	0.6732230822560671	0.6732230822560671	0.13515536501717523	0	0	0	0	0	0	0.40361269482484774	0.18562083620885364	0.33284653744574866	0.1717051697554017	0.3192854824781329	0.4170267608871897	0.4089272032487894	0	0.6348936703631487	0	0.918519397055822	0.5671787024132392	0.3984314161208675	0.3984314161208675	0.652481407309651	0.652481407309651	0.3928445632515828	0.5654246822731661	0.14697571123751374	0.42119497147995594	1.4638082348958528	0.8546765233387145
regulation of G protein-coupled receptor signaling pathway	0.20535727594879208	0.60297157027546755	0.6928155517786253	0.8790356135785912	0.7655568816083583	0.7655568816083583	0.9453938789111191	0.9453938789111191	0.4320584910159519	0	0	0	0	0	0	0.6374625951354627	0.4453807827221491	0.5317899784762962	0.2799270927247441	0.39031003426079686	0.9219177467075074	0.6452671611800358	0.22833957468788843	0.8304009944760229	0	0.4561252600337872	0.5960016181867779	0.7204116407340515	0.7204116407340515	0.5473232897684892	0.5473232897684892	0.5512544200832695	0.5441890824191938	0.3560794736133528	0	1.5194221949488058	1.069547016267993
regulation of heart contraction	0.3498643595038645	0.5277864450565493	0.7479251619857553	0.5313662065565081	0.5946821453995604	0.5946821453995604	0.7104421619564179	0.7104421619564179	0.1911765709813268	0	0	0	0	0	0	0.38279707666335067	0.6214131866212729	0.31541846418799496	0.12210372086128175	0.5480708277027341	0.6612270144916792	0.5658153568853843	0	0.9112807859011924	0	0.7444084919767803	0.8156680154635677	0.7868216236335642	0.7868216236335642	0.728190277652045	0.728190277652045	0.4166981221501605	0.8208103023193439	0.4072144711602266	0.15325428642334415	1.4651624479756806	1.1673251219455367
