Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_microarray	up_aggregated_RNAseq	up_aggregated_RNAseq_blood	up_aggregated_RNAseq_lung	up_aggregated_RNAseq_mixed
regulation of apoptotic process involved in metanephric collecting duct development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of apoptotic process involved in metanephric nephron tubule development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of apoptotic process involved in morphogenesis	0	0	0	0	0	0	2.9105402142231287	2.9105402142231287	0	0	0	0	0	0	0	0	0	0	0	2.4336113848387018	2.716657662499156	0	0	0	0	2.626053823061954	2.431707357415138	0	0	0	0	2.2949296317434205	2.1810812208777905	2.1755081417337245	0	0	2.9967485796521536	0	0	0
regulation of apoptotic process involved in outflow tract morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of apoptotic signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of appetite	0	0	0.8614390216115575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2685158883657606	0	0	0	1.9174773142229329	0	0	0	0
regulation of arachidonate secretion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.854477064445826	3.4242001299375655	0
regulation of arachidonic acid secretion	0	0	1.7915481941227285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1810812208777905	0	0	2.9967485796521536	0	NA	NA	NA
regulation of arginase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of arginine biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of arginine catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of arginine metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of artery morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of aspartate secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of aspartic-type peptidase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of astrocyte activation	3.643531491359896	0	1.1712420468071605	0	0	0	0	0	1.9229481150116816	0	0	0	0	0	0	1.9726015819577607	2.138567927347083	2.0963739289862815	2.633452441227091	0	2.036311693882803	2.836570770527119	2.9677153571839887	2.6361925389043868	3.751425444769677	0	0	2.286186947397007	2.286186947397007	0	0	1.630667638865819	2.1810812208777905	1.5185465023211426	0	2.31098542196601	2.31098542196601	0	0	2.1010173455817207
regulation of astrocyte chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of astrocyte differentiation	2.7308118873937	0	0.994287921427017	0.992649099477936	0	0	0	0	1.1019983032575886	0	0	0	0	0	0	1.1438109537881065	1.9230395820802648	1.2504358120559989	1.7430852194421214	0	1.822459574542627	1.93779720957956	2.0649909477400152	1.7456895846062432	2.8380160668802934	0	0	1.4197429459766229	1.4197429459766229	0	0	0.8688000542246348	1.6919277668787198	0.78588116995035	0	1.4423103675794395	2.0932751158273715	0	1.839284104197398	1.254498297820296
regulation of asymmetric cell division	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of atrial cardiac muscle cell action potential	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of atrial cardiac muscle cell membrane depolarization	0	0	0.40537921220803264	0.7569616511914309	0	0	0	0	0	0	0	0	0	0	0	0.8864416481747204	0	0.9801600731821082	0	0	0.9340851867911378	0	0	0.875721470485152	0	0.8685253261144356	0	0	0	0	0	0.6540101260651413	1.0469643141814813	1.0425058174243842	0	0	1.770877701416634	0	0	0
regulation of atrial cardiac muscle cell membrane repolarization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8402619380534676	1.6511590981957585	1.147561430723068	0	0.9883866696912104	0	0.9806520342843394	0.838936259496209	0	0	1.664840924724367	1.664840924724367	0	1.1707622137089913	1.5185465023211429	0	0	1.9174773142229329	0	0	0
regulation of attachment of mitotic spindle microtubules to kinetochore	0	0	0.7583431610526715	0	0	0	1.0833311133068326	1.0833311133068326	0	0	0	0	0	0	0	0	0	0	0	1.2574523376866122	1.8881551430722636	1.0250205636600032	1.7433824545660666	1.8108511712269864	0	1.4273388951120478	2.1025138729329327	0	0	1.5229503476532256	1.5229503476532256	1.7554338596864787	0.5897170258781448	0.586694552178566	0	1.1532638054941606	0	0	1.5256779766762991	0
regulation of attachment of spindle microtubules to kinetochore	0	0.8806482459862264	0.35687807615882916	0.3561391849301582	0.7882951167400768	0.7882951167400768	0.5448916728696389	0.5448916728696389	0	0	0	0	0	0	0	0.7948895609867035	0	0	0	1.3345674649442594	1.1450585607636694	0.5089464614636852	1.0237925357480369	2.1740597821625793	0	0.7782108027813096	1.7608034916315525	1.0267873214484076	1.0267873214484076	0.8495020876745212	0.8495020876745212	1.213934300749778	0.5223542168953892	0.7443221493804144	0	1.6458555306206983	0	0	2.053440053387676	0
regulation of autophagic cell death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of autophagosome assembly	0.8322575545644745	0.716728086262667	0.2117803292342519	0.5409757910926652	0.33423456949562497	0.33423456949562497	1.5433150513545988	1.5433150513545988	0	0	0	0	0	0	0	0.6426683253572827	0.20274118388520615	0.7184133508188284	0.3316875506217122	1.4125110006165038	0.9518345491935284	0.2058426237212105	0	0.48845308310272256	0	1.5888627496086511	1.5863846018706638	1.0078049504234894	1.0078049504234894	0.962766892842784	0.962766892842784	1.560688558909986	0.7734998018683523	0.3129092299054012	0	1.173073364592013	1.027259416176753	0.5970937624076506	0.3657596247798971	0.5595261827774166
regulation of autophagosome maturation	1.6046300441666446	0	0.5226333105321431	0.6749942212828977	0	0	1.773646062711096	1.773646062711096	0.407094696270901	0	0	0	0	0	0	0	0	1.1961884177555022	0	1.3345674649442594	1.3900278431159516	0	1.0237925357480369	0.784906497985446	1.7050296085430956	1.0715788265116135	1.6359474547341226	1.6224082101960504	1.6224082101960504	0	0	1.370565495805205	1.118111172076417	1.1135019847249177	0	1.384987162494418	0.5893587861334617	0.5174632216568406	0.851575599550264	0.4841251992015036
regulation of autophagosome size	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of autophagy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of autophagy of mitochondrion	0	0	0.46865721001165744	0.3788364416705007	0.4499979018696942	0.4499979018696942	0.5777300685086707	0.5777300685086707	0.22135203662050024	0	0	0	0	0	0	1.1438109537881065	0.2754839779715716	0.7337385591050251	0	0.8402619380534676	1.447419875268657	0.5399903327130361	0	1.2596953721362685	0	1.1231744453689885	0.9697413469009384	1.07728820222197	1.07728820222197	1.210569374887427	1.210569374887427	1.0843691571736578	0.9938462041115378	1.0808670309605763	1.2928542297956944	0.32698189679816453	0.6243236200854586	0.28460503888636446	0	0.2652825004398502
regulation of autophagy of mitochondrion in response to mitochondrial depolarization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
regulation of axon diameter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of axon extension	0	0.9269889323713768	0.379618312614284	0.3788364416705007	0.4499979018696942	0.4499979018696942	0.5777300685086707	0.5777300685086707	0.4326989005603119	0	0	0	0	0	0	0.4542351279367643	0	0.5116320090143582	0	0.6964643035896642	1.447419875268657	0.9725204179483912	0	0.4478247629530115	0	0.8210450087333838	0.6953007564054976	0	0	1.4606093572494394	1.4606093572494394	0.6152984827009635	0.9938462041115378	0.9895116347098531	0	0	1.4423103675794395	0	1.4633027510361214	0
regulation of axon extension involved in axon guidance	0	0	1.1712420468071605	0	0	0	0	0	0	0	0	0	0	0	0	1.9726015819577607	0	2.0963739289862815	0	0	2.036311693882803	0	0	0	0	0	0	0	0	0	0	1.630667638865819	1.5237434389691702	1.5185465023211426	0	0	2.31098542196601	0	0	0
regulation of axon extension involved in regeneration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of axon guidance	0	0	0.8614390216115575	0	0	0	0	0	0	0	0	0	0	0	0	1.5900687028296134	1.7497984614270334	0	0	0	0	1.7643006501458094	0	0	0	0	0	0	0	0	0	0	1.7909977752837527	1.785591088076246	0	0	1.9174773142229329	0	0	0
regulation of axon regeneration	0	0	1.1712420468071605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	2.036311693882803	0	0	0	0	0	1.7608034916315525	0	0	0	0	0	2.1810812208777905	1.5185465023211426	0	0	2.31098542196601	0	0	0
regulation of axonogenesis	0	0	0.4686572100116575	0.6749942212828977	0.7882951167400766	0.7882951167400766	1.2091118281688489	1.2091118281688489	0.5323998498908452	0	0	0	0	0	0	0.7948895609867035	0.34201990607295407	0	0	0.6584049297068584	1.0508982654138428	0.6594306898196979	0	0.7849064979854461	1.337380720029084	0.9806520342843394	0.4546117167773251	0.3952800420948175	0.3952800420948175	1.403042485523877	1.403042485523877	0.203243046878994	1.1707622137089913	1.058630437621052	0	0.7575379683355916	1.6458555306206983	0	0.6018642491022657	0
regulation of barbed-end actin filament capping	0	0	0	0	0	0	1.565897302340848	1.565897302340848	0	0	0	0	0	0	0	0	1.4841944587696254	0	0	1.7626262976125842	0	1.4981019197983665	0	0	0	1.3100849662554117	1.7608034916315525	0	0	0	0	1.0336942525837371	0.9455419862958728	0.9413290963771808	0	0	1.6458555306206983	0	0	0
regulation of base-excision repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of basement membrane assembly involved in embryonic body morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of basement membrane organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of behavior	0	0.978098852526971	0.20680943973263397	0.7569616511914309	0	0	0.6145831388308844	0.6145831388308844	0.461636653225844	0	0	0	0	0	0	0.4844205976893743	0.5669528920417595	0.5450213845028746	0	0.7389173621184404	0.5149258754988514	0.57489579551711	0	0.4776413941611432	1.8309812381192985	0.4731079646207107	0.3930314895086496	0	0	0.9448986269002262	0.9448986269002262	0.34399572957312535	0.5897170258781448	0.586694552178566	0	0	0.6634697860968661	0.584312835676921	1.9050865844216651	0
regulation of behavioral fear response	0	3.4656869877164165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4242001299375655	0
regulation of beta-catenin-TCF complex assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of bicellular tight junction assembly	0	0.7999037901339014	1.1712420468071605	0.6083759684522907	0.7134747503219528	0.7134747503219528	0.8935877224254518	0.8935877224254518	0.363858088071464	0	0	0	0	0	0	0.9998978407686906	0.8309554279156066	0.801723484088992	0	0.5930744461388179	1.4841083299098592	0	0.935165132391506	0.9883866696912104	0	1.209876628567769	0.3086961849579504	0	0	0.7706800682505152	0.7706800682505152	0.9445772533875736	1.6203820781980371	1.2959054616538337	0	1.7443343114477774	1.537466760381418	0	0.7726232279126165	0
regulation of bile acid biosynthetic process	0	2.09371716225162	0.6762655435254641	0	0	0	0.9799634175782124	0.9799634175782124	0.7611970487161491	0	0	0	0	0	0	1.33211510005374	0	0	0	0.6584049297068584	0	0	0	0	0	0	0.6572893725483201	0	0	0	0	0.5807377651551531	1.2696323652844763	0.9413290963771808	0	1.6458555306206983	1.6458555306206983	0.9380048514978064	1.4057006717125096	0.8859755395940059
regulation of bile acid metabolic process	0	1.9798841183544384	0.6095495137213726	0	0	0	1.459045560620509	1.459045560620509	0.6882441416619115	0	0	0	0	0	0	1.231214541154981	0	0	0	0.5930744461388179	0	0	1.510927510417806	0	0	0.7040784910612794	0.5920462774088285	0.938011105572638	0.938011105572638	0	0	0.5217273057681233	1.1707622137089913	0.857055220898611	0	1.537466760381418	1.537466760381418	0.8539170464629063	1.3026640980087665	0.804909865078838
regulation of bile acid secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1810812208777905	2.1755081417337245	0	0	2.9967485796521536	0	0	0
regulation of binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of binding of sperm to zona pellucida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of biological process involved in symbiotic interaction	1.4970062368989503	0.4305616426824176	0.3946756610667621	0.6083759684522907	0.7134747503219528	0.7134747503219528	1.0610685439975858	1.0610685439975858	1.0795421737861974	0	0	0	0	0	0	0.9998978407686906	0.23043984071980228	1.099982652254223	0	0.9502143175673058	0.9135856855813894	0.8414805955512273	1.2576091045635538	0.3768063771428955	1.978422869007459	1.3100849662554117	0.8389362594962089	1.7205656829566098	1.7205656829566098	0.7706800682505152	0.7706800682505152	1.0336942525837371	0.9455419862958728	0.6725620777817809	0.8352013674915724	1.417193111633971	1.537466760381418	0.8539170464629063	1.6676333546575743	0.804909865078838
regulation of biological quality	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of biomineral tissue development	0	0.3481170746131692	0.379618312614284	0.6083759684522907	0.5862838456013295	0.5862838456013295	1.0292326370415514	1.0292326370415514	0.29332757405115556	0	0	0	0	0	0	0.8383299657179197	0.5324463613839204	0.801723484088992	0	0.7938085528660647	1.1019983032575886	0.8414805955512275	0.780387926323915	1.0378842413238114	0.8424801443698464	1.1231744453689885	0.6953007564054977	0.4202207476152153	0.4202207476152153	1.4606093572494396	1.4606093572494396	0.6152984827009635	1.114519705019856	0.7112247634767056	0	1.097427216936856	1.7060241711174182	1.2159138766946231	2.116012030599253	1.1561518519879914
regulation of biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blastocyst development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of bleb assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blood circulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blood coagulation	0	1.3196029178937003	0.8914254153340774	0.9760565421775012	0.8166121686781641	0.8166121686781641	1.012305210058302	1.012305210058302	0.5534732945415092	0	0	0	0	0	0	0.9319706274982364	1.0622588821456167	1.0283830331304686	0	0.5814714271497028	1.1800352395429603	0.9561201000541076	0	1.2806493747330472	0	1.0130063147204849	0.8684272483150255	0.5985515077287109	0.5985515077287109	1.2811924252689983	1.2811924252689983	0.5112876509356128	1.206088862797932	1.2523362469677437	0.3584367069089634	1.4227014099068076	1.896447318316357	0.695155289283592	1.2837631864189405	0.6528197233650266
regulation of blood coagulation, common pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
regulation of blood microparticle formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blood pressure	0.7043164935459493	0.6022678378597528	0.6041033766892634	0.7441236450323967	0.5328342617235117	0.5328342617235117	1.1751802767366837	1.1751802767366837	0.39160890913652746	0	0	0	0	0	0	0.6567792755733497	0.4831492658586093	0.8539910556564684	0.5289795857168331	0.6351590004889012	0.6956881961228808	0.490099297694651	0.3787964306999144	0.4054492664757456	1.302001231788747	0.7519214791598392	0.5381642453747149	1.1162854299829057	1.1162854299829057	0.5786383341060873	0.5786383341060873	0.8688000542246348	0.8540486584907808	0.5761149448046375	0.33080202223680977	1.6823603052491802	1.1367766108301405	0.4983478764024148	1.839284104197398	0.6063313631723994
regulation of blood vessel branching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blood vessel endothelial cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blood vessel endothelial cell migration	0.9041300452225268	0.7818510857513516	0.7540121711685723	0.6590210579230363	0.6198226818158602	0.6198226818158602	1.0396445755008712	1.0396445755008712	0.2681892251070857	0	0	0	0	0	0	1.0404261509759911	0.726177704737689	0.9388181361575276	0.1860852819015234	1.078073587813603	1.3160698410001324	0.8228053948501949	0.5027663350471343	1.0868126897977946	0.5473663906000366	1.1870486487983425	1.0765417823751349	0.9180195565883114	0.9180195565883114	1.2765518525782142	1.2765518525782142	1.095064221758462	0.9653355767966084	0.9212954092470632	0	1.6706563185853447	1.620470312819381	0.8350622479045925	1.5619505257321395	0.9423375690747392
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0	0.9269889323713768	0.19319692748052783	0.3788364416705007	0.4499979018696942	0.4499979018696942	1.6253345336487734	1.6253345336487734	0.4326989005603119	0	0	0	0	0	0	0.8383299657179197	1.2875062359410754	1.2504358120559989	0	0.6964643035896642	1.447419875268657	1.5568278082868716	0	1.576131837934071	0	0.8210450087333838	0.9697413469009384	1.4197429459766229	1.4197429459766229	2.113098926648562	2.113098926648562	0.6152984827009635	1.3251986804473883	0.9895116347098531	0	1.097427216936856	2.3743426979089377	0	0.8969730266461731	0.513891057681294
regulation of blood vessel remodeling	0	0	0.8614390216115575	0	0	0	0	0	1.5426759803921806	0	0	0	0	0	0	0	0	0	0	1.391166853221922	0	0	0	0	0	1.5667351610416604	0	0	0	0	0	0	0	0	2.426333126699886	1.9174773142229329	0	0	0	0
regulation of blood volume by renal aldosterone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of blood volume by renin-angiotensin	0	0	1.1712420468071605	0	1.9629827841302248	1.9629827841302248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.630667638865819	1.5237434389691702	0	0	2.31098542196601	0	0	0	0
regulation of blood-brain barrier permeability	0	2.3747905586051776	1.1712420468071605	0.8599345861241254	0	0	1.8347773793557376	1.8347773793557376	0	0	0	0	0	0	0	1.5900687028296134	1.1350191116542945	0	0	0	1.6511590981957585	1.147561430723068	0	0.9883866696912104	2.6571939283650785	0.9806520342843394	0	0	0	1.664840924724367	1.664840924724367	0.7471117329910685	1.5237434389691702	0.672562077781781	0	1.9174773142229329	2.31098542196601	1.1623328810550686	1.667633354657574	1.103816436465684
regulation of body fluid levels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of bone development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of bone mineralization	0	0.4421282562317383	0.3273795276768284	0.7569616511914309	0.3889790656002155	0.3889790656002155	1.0833311133068324	1.0833311133068324	0.19013578594350397	0	0	0	0	0	0	0.8864416481747204	0.6668479215511085	0.980160073182108	0	0.8597292335012315	1.1982844960872283	0.8609659442690946	0.9559479872132504	1.0098302938005794	1.0261442075118234	1.0020029240811088	0.8583838811851814	0.27469523340487506	0.27469523340487506	1.5229503476532251	1.5229503476532251	0.5353689394604632	1.2614735851727228	0.78588116995035	0	0.9777561014069176	1.8612673238671131	1.185588513157678	2.183154770667043	1.1265182958347426
regulation of bone mineralization involved in bone maturation	0	0	1.1712420468071605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	2.036311693882803	0	2.9677153571839887	0	0	0	1.7608034916315525	0	0	2.7312440278428354	2.7312440278428354	1.630667638865819	2.1810812208777905	2.1755081417337245	0	0	2.9967485796521536	0	2.734217978028121	0
regulation of bone remodeling	0	0	0.6762655435254641	0.6749942212828977	0	0	1.565897302340848	1.565897302340848	0	0	0	0	0	0	0	0.7948895609867035	0	1.4451673784575916	0	0	1.7614106584948446	0	0	1.3189505744102068	0	1.3100849662554117	0	1.0267873214484076	1.0267873214484076	2.4468320762768725	2.4468320762768725	0.5807377651551531	1.2696323652844763	1.2647548391785248	0	1.6458555306206983	2.030792987849173	0.9380048514978064	1.4057006717125096	0.8859755395940059
regulation of bone resorption	0	0	0.4686572100116575	0.8599345861241254	0	0	1.8347773793557376	1.8347773793557376	0	0	0	0	0	0	0	0.9998978407686908	0	1.7090150004370732	0	0	1.6511590981957585	0	0	1.5761318379340712	0	1.5667351610416604	0	1.2609097552147126	1.2609097552147126	2.3310190039844345	2.3310190039844345	0	1.1707622137089913	1.166052074488009	0	1.9174773142229329	1.9174773142229329	1.1623328810550686	1.667633354657574	1.103816436465684
regulation of bone trabecula formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of brain-derived neurotrophic factor receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of branch elongation involved in ureteric bud branching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of branching involved in lung morphogenesis	0	0	1.7915481941227285	0	2.641301916245912	2.641301916245912	0	0	0	0	0	0	0	0	0	2.6512038979991113	2.8212855198653948	2.778171506436532	0	0	2.716657662499156	0	3.658878821310074	2.6361925389043868	0	0	0	0	0	0	0	0	0	2.1755081417337245	0	2.9967485796521536	2.9967485796521536	0	0	0
regulation of branching involved in mammary gland duct morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of branching involved in prostate gland morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of branching involved in salivary gland morphogenesis	0	0	1.7915481941227285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1810812208777905	2.1755081417337245	0	2.9967485796521536	2.9967485796521536	0	0	0
