Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_microarray	up_aggregated_RNAseq	up_aggregated_RNAseq_blood	up_aggregated_RNAseq_lung	up_aggregated_RNAseq_mixed
DNA synthesis involved in DNA replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
DNA synthesis involved in UV-damage excision repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA synthesis involved in mitotic DNA replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
DNA topological change	0	0	0.5543683816940552	0	2.4209889658228376	2.4209889658228376	1.365506212061436	1.365506212061436	0	0	0	0	0	0	0	1.1438109537881065	1.2875062359410756	1.2504358120559989	0	0.971189446536264	1.1982844960872283	1.3007466939897636	0	2.134322036609167	0	1.7360565223185176	0.9697413469009384	0	0	1.8364330792600496	1.8364330792600496	0	1.3251986804473883	0	0	2.775002004598328	0	0	0	0
DNA transposition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
DNA unwinding involved in DNA replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA-templated DNA replication	0	0.4902402719391461	0.27568745400494943	0.3048035505764341	0.22096645392967687	0.22096645392967687	0.380383179932128	0.380383179932128	0.3489857070070725	0	0	0	0	0	0	0.43606488192897047	0.26403170105338053	0.253047512353627	0	0.5180581956739744	0.3906173791933303	0.9402282527987486	0	1.916306506006318	0	0.6179946633663639	0.8534433283380413	0.20568914910796013	0.20568914910796013	0.4703431274566139	0.4703431274566139	1.2031901158621936	0.6884056020456252	0.4889256961663346	0.1782400499469535	0.924716404337586	0.3135151020423407	0.3603977543997988	0.6132836804866675	0.3362712543402902
DNA-templated DNA replication maintenance of fidelity	0	0.3636437613877296	0.13521620594424777	0.13492626078395847	0	0	0.21135627215313513	0.21135627215313513	0.3065670582910568	0	0	0	0	0	0	0.3223096332742127	0.1934299371661932	0.18530308753852373	0	0.3850295903825707	0.3435194897930071	1.3401561641917237	0	1.8398415614766808	0	0.4628358927537335	0.6165983325400715	0.2245205948825583	0.2245205948825583	0.6616675385148884	0.6616675385148884	1.3637324667592636	0.5773584690094834	0.48604836875002055	0.3823249049304802	0.44917081485199617	0.23017592411325713	0.5720458377420267	1.1531755947197897	0.3662738260522611
DNA-templated transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA-templated transcription elongation	0	1.4063651646583186	0.2312155551528986	0.4501939296710043	0.9616109359694512	0.9616109359694512	0.9494966007100876	0.9494966007100876	0.5128191621063476	0	0	0	0	0	0	0.9690789795483132	0.32882042481828727	0.6037443836167318	0	1.4597112243973305	1.3541396565672497	1.1144415974496689	0	1.835830640463844	0	1.529446354310575	1.3535760747174967	1.4197429459766229	1.4197429459766229	1.6269469207821563	1.6269469207821563	1.123491530304617	0.6522049083440288	0.78588116995035	0	1.2477270807435648	0.7317430416920303	1.1290108115390811	0.5802046599008581	1.254498297820296
DNA-templated transcription initiation	0	0.5306882612378795	0.597689591149467	0.5312929355110331	0.3565745777432139	0.3565745777432139	0.6661860813370399	0.6661860813370399	0.17377421993290598	2.0008946593303887	2.0008946593303887	2.0008946593303887	2.0008946593303887	2.0008946593303887	2.0008946593303887	0.7303130390901118	0.21663505160357588	0.4067940008358695	0.1201448429337566	0.971189446536264	0.9593271501212082	0.4966734221781217	0	0.9000077037096552	0.6852433379154259	0.7146003542528286	1.0639218650102102	0.8925715778113389	0.8925715778113389	0.7307727562664458	0.7307727562664458	0.774412390728062	0.6707945542187418	0.5728834414248968	0	0.7181174697631738	0.7181174697631738	0.695155289283592	0.5108078010797036	0.709233380607217
DNA-templated transcription open complex formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA-templated transcription termination	0	0	0.2876195407219533	0.5532812551714101	0.6510351668968731	0.6510351668968731	0	0	0.627494547196357	0	0	0	0	0	0	0	0	0	0	1.2992164809844655	0.6956881961228807	0	0	1.4802568765536708	0	1.4710303087213183	1.2975510474574488	1.4197429459766229	1.4197429459766229	1.210569374887427	1.210569374887427	0.473280784340161	0.42430146146933256	0.78588116995035	0	0.8803262303402704	0.8803262303402704	0.7829180109021151	0	0.736735312714739
DNA-templated transcriptional start site selection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA-templated viral transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ER overload response	0	0	0.40537921220803264	0.7569616511914309	0.8793615030720929	0.8793615030720929	0	0	0	0	0	0	0	0	0	1.450039252735332	0	0	0	0	1.5095907599951686	0	0	0.875721470485152	0	0.8685253261144356	0.7377028152635751	1.1326315342919215	1.1326315342919215	2.180230982403096	2.180230982403096	0	1.0469643141814813	0.586694552178566	0	1.770877701416634	0	0	0	0
ER to Golgi ceramide transport	0	0	0.8614390216115575	0	1.5808722793196683	1.5808722793196683	2.508749386293253	2.508749386293253	0	0	0	0	0	0	0	0	0	0	0	1.391166853221922	1.6511590981957585	0	0	0	0	0	1.389459009330864	1.893269620687948	1.893269620687948	0	0	1.9018008577255376	0	0	0	1.9174773142229329	0	0	0	0
ER-associated misfolded protein catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
ER-dependent peroxisome localization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ER-dependent peroxisome organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ER-nucleus signaling pathway	0	1.371735751287572	0.7209760731316676	0.4339056454142869	0.7368759999824164	0.7368759999824164	0.6562005327491199	0.6562005327491199	0.2547331421566239	0	0	0	0	0	0	1.6248943729644605	0.31658695605880827	0.3035370873153608	0	0.9420592548122176	1.4559943767548682	0.32133644506339987	0	0.9288758552274248	0	1.091675750344945	1.080120022387089	0.6922670952354094	0.6922670952354094	1.7992279384846648	1.7992279384846648	0.8415915468012349	1.001124092295056	0.7604381123231977	0	1.2146681348136192	1.2146681348136192	0.8803302720079891	0.5599909867132256	0.8303366760600737
ERAD pathway	0.5826121190010947	0.7117618263774945	0.411574087306165	0.2779918727764826	0.4363494396854505	0.4363494396854505	0.6838397631370677	0.6838397631370677	0.1077738514192542	0	0	0	0	0	0	0.975100050524324	0.26680557173835584	0.9052309764339872	0	1.31759724845617	1.4181641054628524	0.13665928015634796	0.5907185328009343	0.7201396204088941	0.641508737430673	1.3908204939498967	1.5968042445067268	1.4619793471504274	1.4619793471504274	1.805318252518628	1.805318252518628	0.4590155632664305	0.9691331415461936	0.9173838955133496	0.26843272305936666	0.6063599765629097	0.6063599765629097	0.5327534563778775	0.47638112225922746	0.4985790681274435
ERBB signaling pathway	0	0.3027314872115511	0.6303461769888058	0.6291413616885054	0.2653406533147731	0.2653406533147731	1.2408547959404304	1.2408547959404304	0.3772344933683135	0	0	0	0	0	0	0.743168866466493	0.7363769131286405	1.036852549567563	0	1.2656005587465362	1.3900278431159516	0.6143994498497807	0.3648516498027787	0.5115602308309166	0.7469934644293038	1.2416280820784962	1.4229218452403058	0.5356851196932116	0.5356851196932116	1.1779431772757092	1.1779431772757092	1.2009742089614035	1.0544483760806305	0.6949767691195136	0	0.98496814177203	1.407381112185236	0.8803302720079891	1.0027457280655212	0.8303366760600737
ERBB2 signaling pathway	0	0	0.8068106690537916	0.4339056454142869	0.5139971572369102	0.5139971572369102	1.1429915462998057	1.1429915462998057	0.4945824733777845	0	0	0	0	0	0	0.9399856315134392	1.0708727482620095	1.3741438595630096	0	1.0816543982107012	1.785309936528753	1.4262252319325344	0	0.5115602308309166	0	1.2416280820784962	1.3194226037600458	0.6922670952354094	0.6922670952354094	1.9733110466025392	1.9733110466025392	1.556975649782445	1.1056346777776256	1.2864089338318223	0	1.5719819462160631	2.055273832975807	1.0974317905089193	1.0027457280655212	1.040572440861729
ERBB2-EGFR signaling pathway	0	0	0.8614390216115575	0	0.9922967814779006	0.9922967814779006	1.2091118281688489	1.2091118281688489	0.9609470373351594	0	0	0	0	0	0	0.9998978407686908	1.7497984614270334	1.7090150004370732	0	1.391166853221922	2.036311693882803	2.1535449002427773	0	0	0	1.5667351610416604	1.389459009330864	0	0	2.3310190039844345	2.3310190039844345	1.630667638865819	1.5237434389691702	1.5185465023211429	0	1.9174773142229329	2.5943799714146065	1.1623328810550686	1.667633354657574	1.103816436465684
ERBB2-ERBB3 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB2-ERBB4 signaling pathway	0	0	1.1712420468071605	1.7895055636492212	0	0	0	0	0	0	0	0	0	0	0	1.9726015819577607	2.138567927347083	2.0963739289862815	0	0	2.036311693882803	2.1535449002427773	0	0	0	0	0	0	0	2.7312440278428354	2.7312440278428354	2.2949296317434205	1.5237434389691702	1.5185465023211426	0	2.31098542196601	2.31098542196601	0	0	0
ERBB3 signaling pathway	0	0	1.7915481941227285	2.4616543851934685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2949296317434205	0	0	0	2.9967485796521536	0	0	0	0
ERBB4 signaling pathway	0	0	0.5543683816940552	1.5812990901521098	0	0	1.365506212061436	1.365506212061436	1.1019983032575886	0	0	0	0	0	0	1.1438109537881065	1.2875062359410756	1.2504358120559989	0	0	1.1982844960872283	1.3007466939897636	0	0	0	0	0	0	0	1.8364330792600496	1.8364330792600496	1.80151669285811	1.3251986804473883	0.78588116995035	0	2.0932751158273715	2.0932751158273715	0	1.839284104197398	0
ERBB4-ERBB4 signaling pathway	0	0	0.6762655435254641	1.7895055636492212	0	0	1.565897302340848	1.565897302340848	1.2874242865124843	0	0	0	0	0	0	1.33211510005374	1.4841944587696254	1.4451673784575916	0	0	1.3900278431159516	1.4981019197983665	0	0	0	0	0	0	0	2.0505382420665597	2.0505382420665597	2.014976409745425	1.5237434389691702	0.9413290963771808	0	2.31098542196601	2.31098542196601	0	2.053440053387676	0
ERK1 and ERK2 cascade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERK5 cascade	0	0	1.7915481941227285	0	2.641301916245912	2.641301916245912	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4336113848387018	0	0	0	0	0	2.626053823061954	2.431707357415138	0	0	0	0	0	0	0	0	2.9967485796521536	0	0	0	0
ESCRT III complex assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCRT III complex disassembly	0	0	0	2.4616543851934685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4336113848387018	2.716657662499156	0	0	0	0	0	2.431707357415138	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCRT complex assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCRT complex disassembly	0	0	0	2.4616543851934685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4336113848387018	2.716657662499156	0	0	0	0	0	2.431707357415138	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD transmembrane transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Factor XII activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fas signaling pathway	0	0	1.4183119778800224	1.4163919527593207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.391166853221922	1.6511590981957585	1.7643006501458094	0	1.5761318379340712	0	1.5667351610416604	1.389459009330864	0	0	0	0	1.2685158883657606	1.1707622137089913	0	0	1.9174773142229329	1.9174773142229329	1.7813171628329294	2.333962248349955	1.713497757229758
FasL biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fc receptor mediated inhibitory signaling pathway	0	0	0.6762655435254641	0	0	0	0	0	0	0	0	0	0	0	0	2.3673536323819206	1.4841944587696254	0	1.955361600425488	0	2.036311693882803	0	0	0	3.059927796548855	1.3100849662554117	0	0	0	2.0505382420665597	2.0505382420665597	1.0336942525837371	0.9455419862958728	1.5185465023211426	0	1.6458555306206983	2.7109965870958073	0	0	0
Fc receptor mediated stimulatory signaling pathway	1.9582119253508317	0	0.7289758845722977	0.2615288851106075	0.31218157299145766	0.31218157299145766	1.0466956166842605	1.0466956166842605	0	0	0	0	0	0	0	1.2502187053712168	0.371803940486677	0.9454806787643442	0	1.5757952772794634	1.732454007937804	0.9894532445101388	0.7951554949854804	1.0554240652864544	1.4139377011509484	1.8570268108866963	1.574020601468682	0.797723682136258	0.797723682136258	1.4808283492573546	1.4808283492573546	1.2290714715681703	1.4378225638513538	1.238637705006234	0	1.1154682259685305	1.8730128487199849	1.003154752414319	0.65016062238462	0.9490146913948044
Fc receptor signaling pathway	1.2624477675309451	0.6363313482998718	0.7853448189501272	0.6874642342676144	0.687187243933327	0.687187243933327	0.7163796371404493	0.7163796371404493	0.2811708577688402	0	0	0	0	0	0	0.9163175770052998	0.17714548599902408	0.4914860080036269	0	1.3529378899823254	1.5475193479010545	0.5189043975567159	0.7523507282036854	0.6841150349076329	0.8129455626539309	1.5860628713487872	1.4080929545291527	0.4032659102342359	0.4032659102342359	1.2628189980784816	1.2628189980784816	0.9128358806009854	1.1351613722548284	0.9568953236564102	0	1.3006213663380537	1.4036005842073678	0.5275609181206983	1.0814443028501892	0.7762669402170262
Fc receptor-mediated immune complex endocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
Fc-epsilon receptor signaling pathway	1.3596638470207727	0	0.8614390216115574	0.7569616511914309	0.6235671405732995	0.6235671405732995	0.7879190620760211	0.7879190620760211	0.6008079552818213	0	0	0	0	0	0	0.32971991047148436	0.388684316213498	0.3729025926557716	0	1.510760289715744	1.3471738259294384	0	1.3731549389152609	0.6207146393521225	0	1.2681813071265038	1.6168634122154957	0	0	1.5229503476532251	1.5229503476532251	0.8350373105141199	1.0469643141814815	0.9058333120938684	0	1.1532638054941606	0.4591785346069638	0	0.6771761976696858	0.3746122073986288
Fc-gamma receptor signaling pathway	1.7289399229642402	0.5436623676846443	0.6762655435254642	0.404549500034721	0.8793615030720929	0.8793615030720929	0.867884925469458	0.867884925469458	0	0	0	0	0	0	0	1.200722689364846	0.29462787065068446	0.7777852550479128	0	1.4525645812576826	1.617458717412915	0.8167520184181036	0.6466881817216521	0.875721470485152	1.2057719585807214	1.948181289413049	1.450832009426257	0.6489000317251656	0.6489000317251656	1.2688878410525166	1.2688878410525166	1.0336942525837371	1.3095923319053009	1.1362992191072805	0	1.3421892803745223	1.770877701416634	0.8289496581302769	1.2714487034708462	0.9837676833776414
Fc-gamma receptor signaling pathway involved in phagocytosis	1.9582119253508317	0	0.7289758845722977	0.2615288851106075	0.31218157299145766	0.31218157299145766	1.0466956166842605	1.0466956166842605	0	0	0	0	0	0	0	1.2502187053712168	0.371803940486677	0.9454806787643442	0	1.5757952772794634	1.732454007937804	0.9894532445101388	0.7951554949854804	1.0554240652864544	1.4139377011509484	1.8570268108866963	1.574020601468682	0.797723682136258	0.797723682136258	1.4808283492573546	1.4808283492573546	1.2290714715681703	1.4378225638513538	1.238637705006234	0	1.1154682259685305	1.8730128487199849	1.003154752414319	0.65016062238462	0.9490146913948044
G protein-coupled acetylcholine receptor signaling pathway	0	0	0.35687807615882916	0.6749942212828977	0.7882951167400768	0.7882951167400768	0.9799634175782124	0.9799634175782124	0.7611970487161491	0	0	0	0	0	0	1.6993690765187812	0	0.882584973944718	0	1.1461111542158235	1.3900278431159516	0	1.6188210667885978	0	0	1.3100849662554117	1.144532942284151	1.0267873214484076	1.0267873214484076	0	0	0	1.2696323652844763	1.2647548391785248	1.4898138348092944	1.0464363066316646	1.6458555306206983	0.9380048514978064	2.053440053387676	0.8859755395940059
G protein-coupled adenosine receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled dopamine receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5144398183074337	1.4057006717125096	1.8246126195774504
G protein-coupled glutamate receptor signaling pathway	0	1.5007929842201309	1.2250021465344194	0.7137594886968333	1.580872279319668	1.580872279319668	0.5777300685086707	0.5777300685086707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4478247629530115	0	0.4435391296405591	0	0.6104249569401438	0.6104249569401438	0	0	0	0	0.28586108368507046	0	2.0932751158273715	0	0	0	0
G protein-coupled opioid receptor signaling pathway	0	0	1.1712420468071605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5237434389691702	0	0	0	0	0	0	0
G protein-coupled opsin signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
G protein-coupled purinergic nucleotide receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled purinergic receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled receptor catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled receptor internalization	0	0	0.4686572100116575	1.7895055636492212	0	0	1.2091118281688489	1.2091118281688489	0	0	0	0	0	0	0	0.9998978407686908	1.1350191116542945	0	0	1.391166853221922	1.0508982654138428	1.147561430723068	0	0	2.6571939283650785	1.5667351610416604	1.389459009330864	1.2609097552147126	1.2609097552147126	1.664840924724367	1.664840924724367	0.7471117329910685	1.1707622137089913	1.166052074488009	0	0	1.2825253347519858	1.7813171628329294	3.02005743165075	1.713497757229758
G protein-coupled receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled receptor signaling pathway involved in heart process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	0	1.187444322307582	0.7433860707632509	0.6334575563831194	0.6106467139506003	0.6106467139506003	1.0647194481411024	1.0647194481411024	0.15507357625182278	2.968816333019011	2.968816333019011	2.968816333019011	2.968816333019011	2.968816333019011	2.968816333019011	0.4739361404204162	0.1934299371661932	0.3645990488232091	0.31676707090193357	0.2601320284612179	0.5038791855417236	0.5627895576079996	1.110481975785124	0.7384831624697485	0	0.6023022119264694	0.5035796395905776	0.2245205948825583	0.2245205948825583	0.34841565466834823	0.34841565466834823	0.22649952244131383	0.4886334237459309	0.394053201604794	0	1.5790700091235452	1.1340715592822572	1.3559047645929698	1.1531755947197897	1.3851611048407064
G protein-coupled serotonin receptor signaling pathway	0	1.034726889209935	0.22246922755036613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5067527037758172	0.42164149938030887	0	0	0	0	0.36935120459930926	0.6300213711987352	0.32841481059749006	0	1.2146681348136192	0	0.6243267897291539	0	0.5853856553889328
G-quadruplex DNA formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G-quadruplex DNA unwinding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G0 to G1 transition	0	2.775454161685804	1.1712420468071605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.633452441227091	0	0	0	0	0	0	0	1.7608034916315525	0	0	2.7312440278428354	2.7312440278428354	0	0	0	0	0	0	0	3.4242001299375655	0
G1 phase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
G1 to G0 transition	0	0	0.35687807615882916	0	0.7882951167400768	0.7882951167400768	0	0	0.7611970487161491	0	0	0	0	0	0	1.33211510005374	0.913654690907908	0.882584973944718	0	0.6584049297068584	1.3900278431159516	0	0	1.3189505744102068	0	1.3100849662554117	0.6572893725483201	0	0	2.0505382420665597	2.0505382420665597	1.0336942525837371	0.9455419862958728	1.2647548391785248	0	1.6458555306206983	1.0464363066316646	1.5144398183074337	0	0.8859755395940059
G1 to G0 transition involved in cell differentiation	0	0	0	0	0	0	0	0	1.9229481150116816	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	0	0	0	0	0	0	1.7608034916315525	0	0	0	0	1.630667638865819	0	0	0	2.31098542196601	0	2.1711014196338105	0	2.1010173455817207
G1/S transition of mitotic cell cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G2/M transition of mitotic cell cycle	0	0.4671715485125238	0.34648214529902177	0.5070347424518347	0.20997176451535776	0.20997176451535776	0.5297846042196965	0.5297846042196965	0.2015098848206873	0	0	0	0	0	0	0.6036062799802783	0.701811899626295	0.6758738837654663	0	1.0158354528344231	0.8184571295296692	0.9025781809079466	0.5582992602963351	1.928487434570752	1.07212106467087	0.7583355573610675	1.6074879030016294	0.290901049330479	0.290901049330479	0.4480911247246555	0.4480911247246555	1.1023043068665073	0.9230001395645528	1.0066081896514552	0	0.8146125819657496	0.8146125819657496	0.5029975939636292	1.7491086017947943	0.47046119565524586
G2/MI transition of meiotic cell cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABAergic neuron differentiation	0	0	0	0	0	0	2.9105402142231287	2.9105402142231287	0	0	0	0	0	0	0	2.6512038979991113	2.8212855198653948	2.778171506436532	0	0	2.716657662499156	0	0	2.6361925389043868	0	0	0	0	0	0	0	2.2949296317434205	2.1810812208777905	2.1755081417337245	0	0	2.9967485796521536	0	0	0
GABAergic neuron differentiation in basal ganglia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCN2-mediated signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF15-GFRAL signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
