Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
alpha-beta T cell activation	NA	NA	1.910637203560976	1.586902816627393	NA	NA	1.3259529111923791	1.3259529111923791	1.945363197456997	NA	NA	NA	NA	NA	NA	1.508679647749033	1.6924990373832178	1.6586023171697737	1.6473533878459177	1.3507392959988982	1.339087405266127	1.6557989636018082	NA	1.3140963327380546	0.6633974437775861	1.3342866534250444	NA	1.057036956448382	1.057036956448382	0.8902149050036309	0.8902149050036309	NA	1.6658765213642568	1.784045756806209	NA	0.6335425968062518	1.0061255345704927
cellular response to type II interferon	NA	NA	NA	NA	NA	NA	0.8852356567313302	0.8852356567313302	1.726334055295052	NA	NA	NA	NA	NA	NA	1.4586999233341038	1.1916267828385656	1.411987099371271	NA	0.943030299606141	1.095941570337583	0.9146087614315312	1.295123387302715	0.981451258057262	0.7798415865643405	0.9623203559510208	0.9819489640217344	0.9641215020128208	0.9641215020128208	0.6300898665887785	0.6300898665887785	NA	1.179054039271329	1.478366551152381	NA	0.40966979186051006	0.7322422225178216
innate immune response-activating signaling pathway	NA	NA	0.9123539671082648	NA	NA	NA	0.5962916469833395	0.5962916469833395	1.0222174417885093	NA	NA	NA	NA	NA	NA	0.7480844375288419	0.5571874515515076	0.8525767844080064	0.7556308092974838	0.8719605769486587	0.7128768884252659	0.4952744267610618	0.6541113303767462	NA	0.39526575226263033	0.7246006746457109	0.8286335876926273	0.44566921427943446	0.44566921427943446	0.4305309747110664	0.4305309747110664	NA	0.6822340247783872	0.6767691818242831	NA	NA	0.36612743217261984
leukocyte apoptotic process	NA	NA	NA	NA	NA	NA	2.2226780073456043	2.2226780073456043	2.632583185228997	NA	NA	NA	NA	NA	NA	2.5547285877846564	2.564267431111168	2.6472460972896767	2.668829343518495	2.1503230078046696	2.2642302302989616	2.2344265941231627	2.2384115837345875	2.0749094286900776	1.343841224235302	2.0885534448516054	NA	2.2531801781506013	2.2531801781506013	1.6361878388813955	1.6361878388813955	NA	2.533074273350552	2.7869046252810183	NA	1.2014516106562383	1.70351694033201
negative regulation of immune response	NA	NA	0.9201950000535256	0.6876491865225126	NA	NA	0.4462216652301568	0.4462216652301568	0.9456118856636564	NA	NA	NA	NA	NA	NA	0.6090231967946446	NA	0.5667188737029456	0.6764746977963654	0.5532476433373117	0.4754247690062416	0.4747671781489518	0.4602525578905254	NA	0.256501434362612	0.5015811577035902	0.5508180462100534	0.45251209319015834	0.45251209319015834	0.23000764227996795	0.23000764227996795	NA	0.5513325031902395	NA	NA	0.1503373304276314	0.2965062248901677
pattern recognition receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.6669893911255249	0.6669893911255249	1.069839924422087	NA	NA	NA	NA	NA	NA	0.8105938116161566	0.6362498697737773	0.9275942800524928	0.8542510522511235	0.9113200707491256	0.7584947308260486	0.522033958950756	0.7433676435977155	NA	0.4545527897652718	0.7394306627651407	0.8607741912206611	0.49669848861765	0.49669848861765	0.4569857797862446	0.4569857797862446	NA	0.7644941257655179	0.7264509747533505	NA	NA	0.40438484374589273
positive regulation of I-kappaB kinase/NF-kappaB signaling	NA	NA	NA	NA	NA	NA	0.5593071676814282	0.5593071676814282	0.8748492778792248	NA	NA	NA	NA	NA	NA	0.5865314893288412	0.45995204973369225	0.6933431066038179	NA	0.5614756124651328	0.6045761398235219	0.4276252084340834	0.5180087333773098	0.3981474384373417	0.2446532171671977	0.5010572278265195	0.5675950504367657	0.4361134769980711	0.4361134769980711	0.29583239217613455	0.29583239217613455	0.5573332941202068	0.5763854237517148	0.6811835233018633	NA	NA	0.27370313724254325
positive regulation of NF-kappaB transcription factor activity	NA	NA	1.0137271238817454	0.6511094067375829	NA	NA	0.5399123892205075	0.5399123892205075	1.1939165870392143	NA	NA	NA	NA	NA	NA	0.6001465484023447	NA	0.7460669893459496	NA	0.6368004605142297	0.5671765944221532	0.4811877397513311	0.562518432636384	NA	0.27073803188475537	0.641135888225647	0.6112526877751931	0.496361573443189	0.496361573443189	0.32140471047607433	0.32140471047607433	0.6094441574345213	0.625492449192866	0.7828402892846914	NA	NA	0.3629383840104114
positive regulation of cytokine production involved in immune response	NA	NA	NA	NA	NA	NA	0.7619835514079599	0.7619835514079599	1.5712420708751875	NA	NA	NA	NA	NA	NA	1.0773790744731868	0.8186579201305624	1.0050696909474486	1.3723173572590248	0.8617633844375667	0.9156845476776586	0.9146087614315312	0.6488813965705061	NA	0.33805390016189457	0.780629228661917	0.8374983915830042	0.5922846254827759	0.5922846254827759	0.6300898665887785	0.6300898665887785	NA	0.8761684440383397	0.9256482520964874	NA	NA	0.6108526509343605
positive regulation of inflammatory response	NA	NA	1.2627482448854488	0.7866716642136493	NA	NA	0.5440503560171766	0.5440503560171766	1.0689075851155945	NA	NA	NA	NA	NA	NA	0.7529613528022325	0.6665278060062931	0.971764999104078	NA	0.6729646335031985	0.6391120266750421	0.7026111520065897	0.5576567730347195	0.6355615297395583	0.2327981043605557	0.6500920095428886	0.6095953798820282	0.4895640562367216	0.4895640562367216	0.33348989721580863	0.33348989721580863	NA	0.751775808361741	0.9196138792187164	NA	0.21916370843039631	0.45365517672994415
