Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
anterior/posterior pattern specification	1.874891386900575	0	0.2406711535802032	0.4677140222847509	0.553047640876131	0.553047640876131	1.565897302340848	1.565897302340848	0.5323998498908452	4.242674537268403	4.242674537268403	4.242674537268403	4.242674537268403	4.242674537268403	4.242674537268403	1.33211510005374	0.650579764345643	0	0	0.45543547377899296	0.5923886210812797	0	0	0	0	0.5453459235714955	0.4546117167773251	0	0	0	0	0.39864734466704416	0.35667884818824463	0.672562077781781	0	1.6458555306206983	0
bone cell development	0	2.775454161685804	0	0	0	0	0	0	0	6.034233251499126	6.034233251499126	6.034233251499126	6.034233251499126	6.034233251499126	6.034233251499126	1.9726015819577607	0	0	0	0	0	0	0	0	0	1.948181289413049	0	0	0	0	0	0	1.5237434389691702	2.1755081417337245	0	0	2.31098542196601
cellular response to interleukin-2	2.9524296297202555	0	1.1712420468071605	1.1694616652184904	0.7882951167400768	0.7882951167400768	0	0	1.6511590981957585	4.648024943039684	4.648024943039684	4.648024943039684	4.648024943039684	4.648024943039684	4.648024943039684	1.6993690765187812	1.4841944587696254	2.0963739289862815	1.3165524851732362	0	2.5844551322139	2.1535449002427773	0	2.3524577831229454	2.373298509599303	1.948181289413049	0	0	0	2.4468320762768725	2.4468320762768725	0	2.0513820768618087	1.8975841507586857	0	2.030792987849173	2.5306049654051415
interleukin-2-mediated signaling pathway	2.9524296297202555	0	1.1712420468071605	1.1694616652184904	0.7882951167400768	0.7882951167400768	0	0	1.6511590981957585	4.648024943039684	4.648024943039684	4.648024943039684	4.648024943039684	4.648024943039684	4.648024943039684	1.6993690765187812	1.4841944587696254	2.0963739289862815	1.3165524851732362	0	2.5844551322139	2.1535449002427773	0	2.3524577831229454	2.373298509599303	1.948181289413049	0	0	0	2.4468320762768725	2.4468320762768725	0	2.0513820768618087	1.8975841507586857	0	2.030792987849173	2.5306049654051415
maintenance of centrosome location	0	0	0	0	0	0	0	0	0	6.034233251499126	6.034233251499126	6.034233251499126	6.034233251499126	6.034233251499126	6.034233251499126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monocyte activation	0	0	0.7583431610526715	1.281752902851371	0.8793615030720929	0.8793615030720929	0	0	0.8502178532688833	4.781534824581601	4.781534824581601	4.781534824581601	4.781534824581601	4.781534824581601	4.781534824581601	0	0	0	0	1.8893869494890057	0	0	0	0	0	1.8011454151902264	1.887539887075223	0	0	0	0	0	1.0469643141814813	0.586694552178566	0	1.1532638054941606	1.1532638054941606
myeloid cell development	0	1.1684368278228143	0.5080455146679813	0	0	0	0.7577505041555472	0.7577505041555472	0.5762103190362953	4.3296529413781375	4.3296529413781375	4.3296529413781375	4.3296529413781375	4.3296529413781375	4.3296529413781375	1.4085670906079524	0	0	0	0.4938707494729888	0.6400937984894957	0.7111776104820722	0	0.5954676238702725	0	1.3860868110447937	0.4929872165816602	0	0	0	0	0.8036527242727113	1.4378225638513538	1.5981671339818957	1.2119571070920807	0.8146125819657497	1.3579385856749295
negative regulation of B cell apoptotic process	0	0	0.8614390216115575	0.8599345861241254	0	0	0	0	0	4.935666860347704	4.935666860347704	4.935666860347704	4.935666860347704	4.935666860347704	4.935666860347704	0.9998978407686908	0	0	0	0.8402619380534676	1.0508982654138428	1.147561430723068	0	1.5761318379340712	0	0.9806520342843394	0.838936259496209	0	0	1.664840924724367	1.664840924724367	0.7471117329910685	1.1707622137089913	1.166052074488009	0	1.2825253347519858	1.2825253347519858
negative regulation of lymphocyte apoptotic process	0	0	0.5543683816940552	0.992649099477936	0	0	0	0	1.1019983032575886	4.424933012661047	4.424933012661047	4.424933012661047	4.424933012661047	4.424933012661047	4.424933012661047	1.1438109537881065	0.7612583154358322	0.7337385591050252	0	0.5391155010913903	1.1982844960872283	0.7711820320277408	0	1.131473404022884	2.154961514504247	0.6422628485954166	0.5381642453747149	0.8625609010269457	0.8625609010269457	1.8364330792600496	1.8364330792600496	0.8688000542246348	1.0854090593369898	1.0808670309605766	0	0.8803262303402704	1.4423103675794395
negative regulation of translational elongation	0	0	0	0	0	0	2.9105402142231287	2.9105402142231287	2.6000279944851536	0	0	0	0	0	0	0	0	2.778171506436532	0	0	2.716657662499156	0	3.658878821310074	0	4.444158964455178	0	0	2.9715741717615427	2.9715741717615427	0	0	2.2949296317434205	2.1810812208777905	0	0	0	2.9967485796521536
