Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	up_aggregated_microarray_0.8	up_aggregated_microarray_DE	up_aggregated_microarray
regulation of superoxide metabolic process	NA	NA	NA	0.0043457267020762915	0.00472610096670247	0.00472610096670247	NA	NA	NA
regulation of synapse maturation	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
regulation of synapse structural plasticity	NA	NA	NA	NA	0.0015037593984962407	0.0015037593984962407	NA	NA	NA
regulation of synaptic plasticity	0.018702939033276657	0.02316501821967725	0.019283065512978988	0.01931434089811685	0.019548872180451128	0.019548872180451128	NA	NA	NA
regulation of synaptic transmission, GABAergic	NA	NA	NA	NA	0.004511278195488722	0.004511278195488722	NA	NA	NA
regulation of synaptic transmission, glutamatergic	0.0072868593636142825	0.007287870900572618	0.008158220024721878	0.007001448575567359	0.007733619763694952	0.007733619763694952	NA	NA	NA
regulation of synaptic vesicle exocytosis	NA	NA	NA	0.0045871559633027525	0.004511278195488722	0.004511278195488722	NA	NA	NA
regulation of syncytium formation by plasma membrane fusion	NA	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
regulation of systemic arterial blood pressure	0.009472917172698566	NA	0.010877626699629172	0.009415741187831965	NA	NA	NA	0.011560693641618497	NA
regulation of systemic arterial blood pressure by circulatory renin-angiotensin	NA	NA	0.002472187886279357	NA	NA	NA	NA	0.004624277456647399	NA
regulation of systemic arterial blood pressure by hormone	0.0043721156181685695	NA	0.004944375772558714	0.0043457267020762915	NA	NA	NA	0.007514450867052023	NA
regulation of systemic arterial blood pressure by renin-angiotensin	0.002914743745445713	NA	0.0034610630407911	NA	NA	NA	NA	0.005202312138728324	NA
regulation of systemic arterial blood pressure mediated by a chemical signal	0.005343696866650474	NA	0.006180469715698393	0.005311443746982134	NA	NA	NA	0.008092485549132947	NA
regulation of T cell anergy	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
regulation of T cell apoptotic process	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
regulation of T cell costimulation	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
regulation of T cell cytokine production	0.004857906242409522	0.004424778761061947	0.00519159456118665	NA	0.004081632653061225	0.004081632653061225	NA	NA	NA
regulation of T cell differentiation	0.019917415593879037	0.019000520562207183	0.019777503090234856	0.01931434089811685	0.0163265306122449	0.0163265306122449	0.046153846153846156	0.023699421965317918	NA
regulation of T cell differentiation in thymus	0.004615010930289046	0.004424778761061947	0.003708281829419036	NA	NA	NA	NA	0.006358381502890174	NA
regulation of T cell mediated cytotoxicity	0.005343696866650474	0.005986465382613222	NA	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
regulation of T cell mediated immunity	0.011901870293903327	0.011452368558042686	0.009888751545117428	0.009415741187831965	0.01117078410311493	0.01117078410311493	NA	0.011560693641618497	NA
regulation of T cell migration	NA	NA	NA	NA	0.0051557465091299675	0.0051557465091299675	NA	NA	NA
regulation of T cell proliferation	0.017488462472674278	0.017699115044247787	0.017058096415327566	0.017865765330758086	0.016756176154672394	0.016756176154672394	NA	0.025433526011560695	NA
regulation of T cell receptor signaling pathway	NA	0.005726184279021343	0.005686032138442522	0.005070014485755674	0.004940923737916219	0.004940923737916219	NA	NA	NA
regulation of T cell tolerance induction	NA	NA	NA	NA	0.001933404940923738	0.001933404940923738	NA	NA	NA
regulation of T-helper 1 cell differentiation	0.0019431624969638087	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 1 type immune response	NA	NA	NA	0.0036214389183969096	NA	NA	NA	NA	NA
regulation of T-helper 2 cell differentiation	NA	0.002342529932326913	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper cell differentiation	0.004857906242409522	0.006246746486205101	NA	NA	NA	NA	NA	NA	NA
regulation of telomere capping	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
regulation of the force of heart contraction	0.003157639057566189	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
regulation of thymocyte apoptotic process	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
regulation of thyroid hormone receptor signaling pathway	NA	0.0013014055179593961	NA	NA	NA	NA	NA	NA	NA
regulation of timing of cell differentiation	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
regulation of tissue remodeling	0.007772649987855235	0.007808433107756377	NA	0.007242877836793819	NA	NA	NA	NA	NA
regulation of tolerance induction	NA	NA	NA	NA	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
regulation of toll-like receptor 2 signaling pathway	NA	NA	NA	NA	0.0017185821697099893	0.0017185821697099893	NA	NA	NA
regulation of toll-like receptor signaling pathway	NA	0.0039042165538781884	NA	0.00386286817962337	NA	NA	NA	NA	NA
regulation of tooth mineralization	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
regulation of TOR signaling	0.01238766091814428	NA	NA	NA	NA	NA	NA	NA	NA
regulation of transcription from RNA polymerase II promoter in response to hypoxia	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
regulation of transcription from RNA polymerase II promoter in response to stress	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
regulation of transcription initiation by RNA polymerase II	0.0075297546757347586	NA	0.007169344870210136	NA	0.007303974221267454	0.007303974221267454	NA	NA	NA
regulation of transforming growth factor beta production	0.004129220306048093	NA	0.003708281829419036	0.00386286817962337	NA	NA	NA	NA	NA
regulation of transforming growth factor beta receptor signaling pathway	NA	NA	0.01211372064276885	NA	NA	NA	NA	NA	NA
regulation of transforming growth factor beta2 production	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA
regulation of translational initiation	0.007772649987855235	NA	NA	0.0079671656204732	NA	NA	NA	NA	NA
regulation of transmembrane transporter activity	0.01481661403934904	0.014836022904737116	NA	0.01496861419604056	0.014607948442534909	0.014607948442534909	NA	NA	NA
regulation of transporter activity	0.015302404663589992	0.015356585111920874	NA	0.0159343312409464	0.015467239527389903	0.015467239527389903	NA	NA	NA
regulation of tube diameter	0.01603109059995142	0.014575741801145237	0.018294190358467244	0.017141477547078707	0.016970998925886143	0.016970998925886143	NA	0.016184971098265895	NA
regulation of tube size	0.0162739859120719	0.014575741801145237	0.018294190358467244	0.017141477547078707	0.017185821697099892	0.017185821697099892	NA	0.016184971098265895	NA
regulation of tubulin deacetylation	NA	0.0028630921395106715	NA	0.002655721873491067	NA	NA	NA	NA	NA
regulation of tumor necrosis factor production	0.01554529997571047	0.015356585111920874	0.01557478368355995	0.016417189763399325	0.013319011815252416	0.013319011815252416	NA	0.01676300578034682	NA
regulation of tumor necrosis factor superfamily cytokine production	0.015788195287830945	0.015356585111920874	0.016069221260815822	0.016900048285852245	NA	NA	NA	NA	NA
regulation of tumor necrosis factor-mediated signaling pathway	NA	NA	NA	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
regulation of type 2 immune response	NA	0.0039042165538781884	0.004202719406674907	NA	NA	NA	NA	NA	NA
regulation of type B pancreatic cell development	NA	NA	0.00173053152039555	0.0016900048285852245	NA	NA	0.015384615384615385	0.003468208092485549	0.03125
regulation of type II interferon production	NA	0.010931806350858927	NA	NA	0.011600429645542427	0.011600429645542427	NA	0.015028901734104046	NA
regulation of ubiquitin-dependent protein catabolic process	NA	NA	NA	NA	NA	NA	0.05128205128205128	NA	0.0625
regulation of vascular associated smooth muscle cell migration	NA	NA	0.0032138442521631645	0.0036214389183969096	0.0030075187969924814	0.0030075187969924814	0.015384615384615385	NA	NA
regulation of vascular associated smooth muscle cell proliferation	0.00680106873937333	0.00676730869338886	0.0069221260815822	0.006760019314340898	0.00644468313641246	0.00644468313641246	NA	0.010404624277456647	0.041666666666666664
regulation of vascular endothelial cell proliferation	NA	NA	NA	0.0036214389183969096	0.0034371643394199786	0.0034371643394199786	NA	0.004624277456647399	NA
regulation of vascular endothelial growth factor production	0.0038863249939276173	NA	0.003708281829419036	0.00386286817962337	NA	NA	NA	NA	NA
regulation of vascular endothelial growth factor receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
regulation of vascular permeability	0.00558659217877095	NA	0.006427688504326329	0.005070014485755674	NA	NA	NA	NA	NA
regulation of vasoconstriction	0.00680106873937333	NA	0.00865265760197775	0.00772573635924674	0.007303974221267454	0.007303974221267454	NA	NA	NA
regulation of vesicle fusion	NA	0.003643935450286309	NA	NA	NA	NA	NA	NA	NA
regulation of viral entry into host cell	NA	NA	NA	0.005070014485755674	NA	NA	NA	0.006936416184971098	NA
regulation of viral life cycle	NA	0.011972930765226444	NA	NA	NA	NA	NA	0.01676300578034682	NA
regulation of viral process	NA	0.014315460697553357	NA	0.013761467889908258	NA	NA	NA	0.017341040462427744	NA
regulation of vitamin D biosynthetic process	NA	NA	NA	0.0014485755673587638	NA	NA	NA	NA	NA
regulation of vitamin metabolic process	NA	NA	NA	0.001931434089811685	NA	NA	NA	NA	NA
regulation of voltage-gated calcium channel activity	NA	NA	NA	0.0031385803959439883	NA	NA	NA	NA	NA
regulation of wound healing	0.01238766091814428	0.014055179593961478	0.014091470951792336	0.013520038628681796	0.013104189044038667	0.013104189044038667	NA	NA	NA
regulatory T cell differentiation	0.004615010930289046	0.004424778761061947	0.004449938195302843	0.0043457267020762915	0.004081632653061225	0.004081632653061225	NA	0.006358381502890174	NA
relaxation of cardiac muscle	0.003157639057566189	0.0028630921395106715	NA	0.002655721873491067	NA	NA	NA	NA	NA
relaxation of muscle	0.0043721156181685695	0.004685059864653826	NA	0.00386286817962337	NA	NA	NA	NA	NA
relaxation of smooth muscle	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
relaxation of vascular associated smooth muscle	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
release of cytochrome c from mitochondria	NA	NA	0.005686032138442522	NA	NA	NA	0.03076923076923077	NA	NA
release of sequestered calcium ion into cytosol	0.011416079669662375	0.014055179593961478	NA	0.014244326412361178	0.012674543501611171	0.012674543501611171	NA	NA	NA
release of sequestered calcium ion into cytosol by endoplasmic reticulum	NA	NA	NA	NA	0.004081632653061225	0.004081632653061225	NA	NA	NA
release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	NA	NA	NA	NA	0.003866809881847476	0.003866809881847476	NA	NA	NA
removal of superoxide radicals	NA	NA	0.004202719406674907	0.0028971511347175277	0.0027926960257787323	0.0027926960257787323	NA	NA	NA
renal absorption	NA	NA	0.004697156983930779	NA	NA	NA	NA	NA	NA
renal filtration	NA	NA	0.004449938195302843	NA	NA	NA	NA	NA	NA
renal filtration cell differentiation	NA	NA	0.0032138442521631645	NA	NA	NA	NA	NA	NA
renal system process	0.012873451542385232	0.011972930765226444	0.014585908529048208	0.013037180106228875	0.01117078410311493	0.01117078410311493	NA	NA	NA
renal system process involved in regulation of blood volume	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
renal system process involved in regulation of systemic arterial blood pressure	NA	NA	0.0032138442521631645	0.0031385803959439883	NA	NA	NA	NA	NA
renal system vasculature development	NA	0.004424778761061947	0.004944375772558714	0.004828585224529213	0.003651987110633727	0.003651987110633727	NA	NA	NA
renal tubular secretion	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
renal tubule development	0.009472917172698566	0.009109838625715773	0.009888751545117428	NA	NA	NA	NA	0.012138728323699421	NA
renal tubule morphogenesis	0.007772649987855235	NA	NA	NA	NA	NA	NA	NA	NA
renal water absorption	0.0012144765606023804	NA	0.0012360939431396785	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
renal water homeostasis	0.003400534369686665	NA	0.003708281829419036	NA	NA	NA	NA	NA	NA
renal water transport	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
replacement ossification	NA	0.003643935450286309	NA	NA	NA	NA	NA	NA	NA
replication-born double-strand break repair via sister chromatid exchange	0.0012144765606023804	NA	NA	NA	NA	NA	NA	NA	NA
replicative senescence	0.002428953121204761	NA	NA	NA	NA	NA	NA	NA	NA
reproductive behavior	0.006072382803011902	NA	0.004944375772558714	NA	NA	NA	NA	NA	NA
respiratory burst	NA	NA	0.005438813349814586	NA	NA	NA	NA	NA	NA
respiratory electron transport chain	0.012144765606023804	NA	0.013597033374536464	0.010622887493964268	0.012244897959183673	0.012244897959183673	NA	NA	NA
respiratory tube development	0.02113189215448142	0.0200416449765747	0.019283065512978988	0.020762916465475616	0.018259935553168637	0.018259935553168637	NA	0.019653179190751446	NA
response to acetylcholine	NA	0.0052056220718375845	0.005686032138442522	0.005552873008208595	NA	NA	NA	NA	NA
response to acid chemical	0.013116346854505708	0.014315460697553357	0.012608158220024722	NA	0.01117078410311493	0.01117078410311493	0.035897435897435895	NA	NA
response to activity	0.009715812484819043	NA	0.00865265760197775	0.0079671656204732	0.007518796992481203	0.007518796992481203	NA	0.009248554913294798	NA
response to aldosterone	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
response to alkaloid	0.011901870293903327	0.012493492972410203	0.010877626699629172	0.010864316755190728	0.010955961331901182	0.010955961331901182	NA	NA	NA
response to amine	0.006315278115132378	NA	0.006427688504326329	NA	0.0053705692803437165	0.0053705692803437165	NA	NA	NA
response to amino acid	0.011658974981782852	0.013014055179593961	0.010877626699629172	NA	0.010311493018259935	0.010311493018259935	0.035897435897435895	NA	NA
response to ammonium ion	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
response to amphetamine	0.0043721156181685695	NA	0.003955500618046972	NA	NA	NA	NA	NA	NA
response to amyloid-beta	NA	NA	0.007169344870210136	0.005794302269435055	0.0051557465091299675	0.0051557465091299675	NA	0.006936416184971098	NA
response to angiotensin	0.0043721156181685695	NA	0.00519159456118665	0.0043457267020762915	0.00472610096670247	0.00472610096670247	NA	NA	NA
response to antibiotic	NA	0.004424778761061947	0.004202719406674907	0.004828585224529213	NA	NA	NA	NA	NA
response to ATP	NA	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
response to axon injury	NA	0.010671525247267048	0.007911001236093944	0.008208594881699663	0.009237379162191191	0.009237379162191191	NA	NA	NA
response to BMP	0.01360213747874666	0.01353461738677772	0.015327564894932014	0.013761467889908258	0.013104189044038667	0.013104189044038667	NA	NA	NA
response to cadmium ion	NA	0.005986465382613222	0.005933250927070457	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
response to calcium ion	0.01238766091814428	0.013014055179593961	0.012855377008652658	0.012312892322549493	0.014607948442534909	0.014607948442534909	NA	NA	NA
response to cAMP	0.009715812484819043	0.01015096304008329	0.0103831891223733	0.009415741187831965	0.009237379162191191	0.009237379162191191	NA	NA	NA
response to catecholamine	NA	0.0075481520041644976	0.007169344870210136	NA	NA	NA	NA	NA	NA
response to chemokine	0.010687393733300948	0.012493492972410203	0.009394313967861558	0.009657170449058426	0.010096670247046188	0.010096670247046188	NA	NA	NA
response to cholesterol	0.0036434296818071412	0.003643935450286309	NA	NA	NA	NA	NA	NA	NA
response to cocaine	0.0072868593636142825	0.007287870900572618	0.006674907292954265	0.006518590053114438	0.006659505907626208	0.006659505907626208	NA	NA	NA
response to copper ion	NA	NA	0.004202719406674907	NA	NA	NA	NA	NA	NA
response to corticosteroid	0.018217148409035707	0.021603331598125976	0.018541409147095178	0.01496861419604056	0.015252416756176154	0.015252416756176154	NA	0.016184971098265895	NA
response to corticosterone	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
response to dexamethasone	0.00558659217877095	0.0052056220718375845	NA	NA	0.004940923737916219	0.004940923737916219	NA	NA	NA
response to dopamine	NA	0.00676730869338886	0.006674907292954265	NA	0.0053705692803437165	0.0053705692803437165	NA	NA	NA
response to dsRNA	NA	NA	0.005438813349814586	NA	NA	NA	NA	NA	NA
response to electrical stimulus	NA	NA	0.00519159456118665	NA	0.00472610096670247	0.00472610096670247	NA	NA	NA
response to epidermal growth factor	NA	NA	0.004944375772558714	NA	0.00472610096670247	0.00472610096670247	0.020512820512820513	NA	NA
response to estradiol	0.01554529997571047	0.012753774076002082	0.013102595797280594	0.012071463061323033	0.013319011815252416	0.013319011815252416	NA	NA	NA
response to estrogen	0.008258440612096187	0.008849557522123894	NA	NA	NA	NA	NA	NA	NA
response to ethanol	0.017731357784794753	0.015616866215512754	0.014338689740420272	0.012795750845002415	0.013319011815252416	0.013319011815252416	NA	NA	NA
