GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
'de novo' AMP biosynthetic process	0	0.05101560184954493	116	0.10383156570235198	0.6304347826086957	0.26086956521739135
'de novo' CTP biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' GDP-L-fucose biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' IMP biosynthetic process	0	0.20722667347066925	100	0.2618630767009818	0.5434782608695652	0.08695652173913038
'de novo' L-methionine biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' NAD biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' NAD biosynthetic process from tryptophan	0	0.5891544654500582	88	0.5987363970206855	0.4782608695652174	-0.04347826086956519
'de novo' UMP biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' XMP biosynthetic process	0	0.20722667347066925	100	0.2618630767009818	0.5434782608695652	0.08695652173913038
'de novo' actin filament nucleation	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' cotranslational protein folding	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
'de novo' post-translational protein folding	0.7040784910612794	0.08211061853901186	117	0.1423411414793213	0.6358695652173914	0.2717391304347827
'de novo' protein folding	0.582870288104995	0.05176927170914194	121.5	0.10448056318168567	0.6603260869565217	0.32065217391304346
'de novo' pyrimidine nucleobase biosynthetic process	0	0.5891544654500582	88	0.5987363970206855	0.4782608695652174	-0.04347826086956519
(R)-carnitine transmembrane transport	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
(R)-carnitine transport	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
(R)-mevalonic acid biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
(R)-mevalonic acid metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
10-formyltetrahydrofolate biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
10-formyltetrahydrofolate catabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
10-formyltetrahydrofolate metabolic process	0	0.20722667347066925	100	0.2618630767009818	0.5434782608695652	0.08695652173913038
2'-deoxyribonucleotide biosynthetic process	0	0.03464830258034577	120	0.08321068644116085	0.6521739130434783	0.30434782608695654
2'-deoxyribonucleotide metabolic process	0.3185850755068813	0.02834005714912326	128.5	0.07739486719148284	0.6983695652173914	0.3967391304347827
2-oxobutyrate biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
2-oxobutyrate catabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
2-oxobutyrate metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
2-oxoglutarate metabolic process	0	0.10539072438316248	108	0.16421402545463162	0.5869565217391305	0.17391304347826098
3'-UTR-mediated mRNA destabilization	0.882584973944718	0.0829042928811663	119.5	0.1434518898042127	0.6494565217391305	0.298913043478261
3'-UTR-mediated mRNA stabilization	-2.7790778740135655	4.927371888817158e-4	12.5	0.03821100980327633	0.06793478260869565	-0.8641304347826086
3'-phospho-5'-adenylyl sulfate transmembrane transport	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
3'-phosphoadenosine 5'-phosphosulfate metabolic process	0	0.03461515348816498	120	0.08321068644116085	0.6521739130434783	0.30434782608695654
3'-phosphoadenosine 5'-phosphosulfate transport	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
3-keto-sphinganine metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
4-hydroxyproline catabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
4-hydroxyproline metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
4-nitrophenol metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5'-adenylyl sulfate transmembrane transport	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5-aminolevulinic acid import across plasma membrane	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5-methylcytosine catabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5-methylcytosine metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5-phosphoribose 1-diphosphate biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5-phosphoribose 1-diphosphate metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
5S class rRNA transcription by RNA polymerase III	0	0.14841227928116044	104	0.20702785296762752	0.5652173913043478	0.13043478260869557
7,8-dihydroneopterin 3'-triphosphate biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
7-methylguanosine RNA capping	0.6759228176935389	0.3714982485422273	101.5	0.4242249854403641	0.5516304347826086	0.1032608695652173
7-methylguanosine cap hypermethylation	0	0.14841227928116044	104	0.20702785296762752	0.5652173913043478	0.13043478260869557
7-methylguanosine mRNA capping	0.6759228176935389	0.3714982485422273	101.5	0.4242249854403641	0.5516304347826086	0.1032608695652173
9-cis-retinoic acid biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
9-cis-retinoic acid metabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
90S preribosome assembly	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
ADP biosynthetic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
ADP catabolic process	0	NA	84	NA	0.45652173913043476	-0.08695652173913049
ADP metabolic process	0.5504572791371473	0.005884517844970542	136	0.0454858152144382	0.7391304347826086	0.4782608695652173
