drug_target1	drug_name	drug_gene	moa	enriched_pathway	drug_target2	tg_int_weight	disease_target1	disease_target2	drug_gene1	drug_gene2
ACTC1	dexamethasone	IER3	Glucocorticoid receptor modulator	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Glucocorticoid receptor modulator	regulation of cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Cytochrome P450 inhibitor	cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	MUC1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Corticosteroid agonist	cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	TSC22D3	Glucocorticoid receptor agonist	cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IGFBP3	Cytochrome P450 inhibitor	regulation of cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ADRA2A	dopamine	STUB1	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	STUB1	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	RBM34	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	RBM34	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	SUV39H1	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	HMOX1	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	HMOX1	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	SUV39H1	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
AFG2A	paclitaxel	AURKA	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	PCNA	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	PCNA	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	PCNA	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	AURKA	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	KIF20A	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	CDK1	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	KIF20A	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	PCNA	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	CDK1	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	AURKA	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	KIF20A	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	KIF20A	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	CDK1	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	KIF20A	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	PCNA	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	AURKA	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	AURKA	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
AFG2A	paclitaxel	CDK1	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
AFG2A	paclitaxel	CDK1	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	macrophage cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	macrophage cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	macrophage cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	macrophage cytokine production	UBC	0.979	0	0	0	0
ARHGEF10	paclitaxel	CDK1	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	PCNA	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	PCNA	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	CDK1	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	PCNA	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	AURKA	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	AURKA	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	KIF20A	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	KIF20A	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	KIF20A	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	CDK1	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	AURKA	Tubulin inhibitor	myeloid leukocyte cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	AURKA	Tubulin inhibitor	dendritic cell cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	KIF20A	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	CDK1	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	PCNA	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	PCNA	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	AURKA	Tubulin inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	CDK1	Tubulin inhibitor	macrophage cytokine production	NA	NA	0	0	0	0
ARHGEF10	paclitaxel	KIF20A	Tubulin inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
ASS1	chloroquine	TGFBR2	Antimalarial	negative regulation of cytokine secretion	UBC	0.889	0	0	0	0
ASS1	chloroquine	COG2	Antimalarial	cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	COG2	Antimalarial	negative regulation of cytokine production involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	SLC37A4	Antimalarial	negative regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	ATP6V1D	Antimalarial	negative regulation of cytokine production involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	COG2	Antimalarial	negative regulation of cytokine secretion	UBC	0.889	0	0	0	0
ASS1	chloroquine	ATP6V1D	Antimalarial	regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	ATP6V1D	Antimalarial	negative regulation of cytokine secretion	UBC	0.889	0	0	0	0
ASS1	chloroquine	TGFBR2	Antimalarial	negative regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	SLC37A4	Antimalarial	negative regulation of cytokine production involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	TGFBR2	Antimalarial	negative regulation of cytokine production involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	ATP6V1D	Antimalarial	negative regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	ATP6V1D	Antimalarial	cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	SLC37A4	Antimalarial	cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	SLC37A4	Antimalarial	regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	SLC37A4	Antimalarial	negative regulation of cytokine secretion	UBC	0.889	0	0	0	0
ASS1	chloroquine	COG2	Antimalarial	regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	TGFBR2	Antimalarial	cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	TGFBR2	Antimalarial	regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
ASS1	chloroquine	COG2	Antimalarial	negative regulation of cytokine secretion involved in immune response	UBC	0.889	0	0	0	0
CACNA2D1	felodipine	KLHL21	Calcium channel blocker	regulation of cytokinesis	NA	NA	0	0	0	0
CACNA2D1	felodipine	PMM2	Calcium channel blocker	regulation of cytokinesis	NA	NA	0	0	0	0
CACNA2D1	felodipine	NVL	Calcium channel blocker	regulation of cytokinesis	NA	NA	0	0	0	0
CACNA2D1	felodipine	NFKB2	Calcium channel blocker	regulation of cytokinesis	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	NFkB pathway inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Histone acetyltransferase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Histone acetyltransferase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Histone acetyltransferase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Cyclooxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Cyclooxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Cyclooxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Cyclooxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Lipoxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	Lipoxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	Lipoxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	ABHD4	Lipoxygenase inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	NFkB pathway inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	AKR7A2	NFkB pathway inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	regulation of cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	negative regulation of cytokine-mediated signaling pathway	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
CAMK2A	curcumin	HMOX1	NFkB pathway inhibitor	cytokine production involved in inflammatory response	NA	NA	0	0	0	0
CAMK2A	curcumin	CDC45	Histone acetyltransferase inhibitor	negative regulation of response to cytokine stimulus	NA	NA	0	0	0	0
