GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
'de novo' AMP biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' CTP biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' GDP-L-fucose biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' IMP biosynthetic process	0	0.7046514611141652	84	0.7389498899693462	0.45652173913043476	-0.08695652173913049
'de novo' L-methionine biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' NAD biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' NAD biosynthetic process from tryptophan	0	0.7046514611141652	84	0.7389498899693462	0.45652173913043476	-0.08695652173913049
'de novo' UMP biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' XMP biosynthetic process	0	0.7046514611141652	84	0.7389498899693462	0.45652173913043476	-0.08695652173913049
'de novo' actin filament nucleation	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' cotranslational protein folding	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
'de novo' post-translational protein folding	0	0.2969851954464424	72	0.7389498899693462	0.391304347826087	-0.21739130434782605
'de novo' protein folding	0	0.2969851954464424	72	0.7389498899693462	0.391304347826087	-0.21739130434782605
'de novo' pyrimidine nucleobase biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
(R)-carnitine transmembrane transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
(R)-carnitine transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
(R)-mevalonic acid biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
(R)-mevalonic acid metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
10-formyltetrahydrofolate biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
10-formyltetrahydrofolate catabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
10-formyltetrahydrofolate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
2'-deoxyribonucleotide biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
2'-deoxyribonucleotide metabolic process	0	0.7046514611141652	84	0.7389498899693462	0.45652173913043476	-0.08695652173913049
2-oxobutyrate biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
2-oxobutyrate catabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
2-oxobutyrate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
2-oxoglutarate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
3'-UTR-mediated mRNA destabilization	0	0.36222386040624477	75	0.7389498899693462	0.4076086956521739	-0.18478260869565222
3'-UTR-mediated mRNA stabilization	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
3'-phospho-5'-adenylyl sulfate transmembrane transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
3'-phosphoadenosine 5'-phosphosulfate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
3'-phosphoadenosine 5'-phosphosulfate transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
3-keto-sphinganine metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
4-hydroxyproline catabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
4-hydroxyproline metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
4-nitrophenol metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
5'-adenylyl sulfate transmembrane transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
5-aminolevulinic acid import across plasma membrane	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
5-phosphoribose 1-diphosphate biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
5-phosphoribose 1-diphosphate metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
5S class rRNA transcription by RNA polymerase III	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
7-methylguanosine RNA capping	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
7-methylguanosine cap hypermethylation	0	0.7046514611141652	84	0.7389498899693462	0.45652173913043476	-0.08695652173913049
7-methylguanosine mRNA capping	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
9-cis-retinoic acid biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
9-cis-retinoic acid metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
90S preribosome assembly	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ADP biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ADP catabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ADP metabolic process	0	0.41729653601905065	96.5	0.7389498899693462	0.5244565217391305	0.048913043478260976
ADP transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AIM2 inflammasome complex assembly	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AMP biosynthetic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AMP catabolic process	0	0.44364170372079337	78	0.7389498899693462	0.42391304347826086	-0.15217391304347827
AMP metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AMP salvage	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AMP transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AMPA glutamate receptor clustering	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AMPA selective glutamate receptor signaling pathway	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ARF protein signal transduction	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATF6-mediated unfolded protein response	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATP biosynthetic process	0	0.03378113542110888	101.5	0.20626730153442058	0.5516304347826086	0.1032608695652173
ATP export	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATP generation from ADP	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATP generation from poly-ADP-D-ribose	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATP metabolic process	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATP synthesis coupled electron transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
ATP transport	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AV node cell action potential	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AV node cell to bundle of His cell communication	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AV node cell to bundle of His cell communication by electrical coupling	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
AV node cell to bundle of His cell signaling	0	NA	87	NA	0.47282608695652173	-0.05434782608695654
