GeneID	Symbol	Ensembl	log2FoldChange	AveExpr	t	P.Value	adj.P.Val	infected	control
1567	NA	NA	102.49154062440086	66.31629977235882	30.43475402842177	2.102586559005804e-87	1.5268392239030428e-85	117.36420996752376	14.872669343122908
1316	KLF6	ENSG00000067082	95.15982982881394	84.37109048958965	24.902496555615556	1.3047398753560114e-70	3.5616907904358664e-69	131.76729916880586	36.607469339991916
14697	NA	NA	89.32642786538142	70.24328343754084	28.21878241898608	7.066234386577935e-81	3.292263088884306e-79	114.7340525287926	25.407624663411188
11645	NA	NA	88.21065158485762	66.08595888186574	23.683792273357113	1.0873984840325292e-66	2.4384484702249356e-65	110.02099384111914	21.810342256261524
11643	NA	NA	80.7330544506539	56.38421749309974	23.2990838733087	1.9499141980611265e-65	4.0959214623679484e-64	96.5948894009544	15.86183495030051
15858	NA	NA	77.52988278766824	60.98275926360592	22.320656165143333	3.247810574998773e-62	5.9367550235228305e-61	99.5980290690469	22.06814628137866
3125	HLA-DRB3		67.24430405373418	53.32535240020846	42.318460613166756	3.6224615765516908e-118	4.489437380539729e-115	86.81768916828457	19.573385114550394
14254	NA	NA	62.44131172138269	35.21391994042084	28.559528518172357	6.733927973175857e-82	3.3561319308670022e-80	66.31403272829102	3.872721006908332
7998	NA	NA	58.91178320078574	35.001601900561155	16.336660817140903	1.0913512944326063e-41	8.851754172557658e-41	64.3437641897556	5.431980988969861
10686	CLDN16	ENSG00000113946	58.904632311679215	34.397978458906294	26.059594605385886	2.922197011501503e-74	9.333959182785728e-73	63.736579108352714	4.831946796673502
15875	NA	NA	57.85057543234218	99.17079231182	14.734492858009144	4.431440775686445e-36	2.940060100642791e-35	127.98439938043843	70.13382394809625
16007	NA	NA	52.76363556941503	47.58418941386028	24.284107234421462	1.2454864573219932e-68	3.1078648646464234e-67	73.86414689824078	21.100511328825746
6271	S100A1	ENSG00000160678	49.82610150541638	76.73548371420418	14.83679127202187	1.946100485268695e-36	1.308900434918417e-35	101.55234508176676	51.72624357635038
2984	GUCY2C	ENSG00000070019	49.15752014352533	34.57379469806674	13.775489766445512	9.658250957191346e-33	5.732659172866766e-32	59.057656082293676	9.900135938768344
8912	CACNA1H	ENSG00000196557	48.58989755641018	30.488330517973626	42.126569123328316	1.010566321183894e-117	1.1050839947534464e-114	54.68947640514318	6.099578848733
7787	NA	NA	43.42483038276186	32.7117335738059	47.046587476794066	1.092387258109786e-128	6.769159709420307e-125	54.340317046301216	10.915486663539355
3029	HAGH	ENSG00000063854	43.21068764924836	23.861507639530355	27.152079977552546	1.2194426826903354e-77	4.6169937823245076e-76	45.383433148229344	2.172745498980987
10685	NA	NA	42.98853805449916	29.759564710504478	39.36717312795596	3.833951449126889e-111	1.926301552412672e-108	51.1708442820504	8.18230622755124
7400	NA	NA	38.95753589430011	98.44034138043152	10.133745059210588	1.545977440646937e-20	6.086344900810369e-20	117.84390172932994	78.88636583502984
8139	GAN	ENSG00000261609	37.118338750189125	19.81137613318594	26.957761974685056	4.814177145083056e-77	1.775705419188373e-75	38.29888848366623	1.1805497334771045
2977	GUCY1A2	ENSG00000152402	37.11224299721022	71.63553953876041	12.356808930224316	7.194984184809965e-28	3.6189057358121554e-27	90.12001578061424	53.00777278340402
17939	NA	NA	37.04605655919033	46.246321497572055	14.926789025585387	9.432193580190224e-37	6.394765815307668e-36	64.69783229346223	27.651775734271897
14835	NA	NA	36.538170516352835	45.9232523130483	22.042717164964806	2.723827738294629e-61	4.7905352559032317e-60	64.12180056250588	27.583630046153047
