GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
6832	0	0	0	0	0	0
6839	0	0	0	0	0	-2.2889810780571365
6850	0	-0.7203910497980843	-1.6727103896406423	0	0	0
6856	0	-3.755323091628985	0	0	0	0
6894	0	0	0	0	-2.0169356094016098	0
6908	0	0	0	0	0	0
6909	0	0	0	0	0	0
6915	0	0	-1.11370182628372	0	0	-0.4483852808615882
6919	0	-0.4962117663799617	0	0	0	0
6944	0	-0.4843782327632229	0	0	0	0
695	0	0	0	0	0	0
6988	0	-0.02403747402720846	0	0	0	0
6990	0	-0.02403747402720846	0	0	0	-0.3005102154335431
701	0	0	0	0	0	0
7015	0	0	0	0	0	0
7016	0	0	0	0	0	0
7020	0	0	0	0	-3.6031933375771	0
7027	0	0	0	0	0	0
7043	0	0	0	0	0	0
7048	0	0	0	0	0	0
7074	0	0	0	0	0	0
7077	0	0	0	0	0	0
7082	0	0	0	0	0	0
7088	0	0	0	0	0	0
7099	0	0	0	0	0	0
7105	0	0	0	0	0	0
7106	0	0	0	0	0	0
7153	0	0	0	0	0	0
7157	0	0	0	0	0	0
7158	0	-0.2528069051273647	0	0	-1.7761144580059254	0
7159	0	0	0	0	0	0
7165	0	0	0	0	0	0
7168	0	-0.5866435060977802	0	0	0	0
7264	0	0	0	-3.184796816609418	0	0
727	0	0	0	0	0	0
7296	0	0	0	0	0	0
7319	0	-0.11990136159896428	0	0	0	0
7358	0	0	-2.7788879565604363	0	-1.7395165604056009	0
7376	0	0	0	0	0	-0.9398198306971786
7398	0	0	0	0	0	0
7416	0	0	0	0	0	0
7466	0	-0.3048416334620233	-0.5250777794590532	0	0	0
7485	0	-0.06099890916212438	0	0	0	0
7494	0	0	0	0	0	0
7511	0	0	0	0	0	0
7538	0	0	0	0	0	0
7690	0	-0.3802054317301993	0	0	-1.9806850222806325	0
7750	0	0	0	0	0	0
780	0	-0.3149640033305974	0	0	0	0
7849	0	0	-6.701280699576561	0	0	-0.752745397609563
7852	0	0	-1.7063723006494222	-1.4990919320925613	-1.1783996433888273	0
7866	0	0	0	0	0	-6.812123504912233
7867	0	-3.607783918840826	0	0	0	0
7874	0	-1.7566316014664745	0	0	-10.386112127493956	-0.8242628233627416
79006	0	0	0	0	0	0
7905	0	0	0	0	0	0
79071	0	0	0	0	0	0
79073	0	0	0	0	0	0
79080	0	0	0	0	0	0
79090	0	0	0	0	0	0
79094	0	0	0	0	0	0
79143	0	0	0	0	0	0
79170	0	0	0	0	0	0
79174	0	0	0	0	0	0
79187	0	0	0	0	0	0
79600	0	0	0	0	0	0
79643	0	0	0	0	0	0
79716	0	0	0	0	0	0
7982	0	-0.17166648977864257	0	0	0	0
79850	0	0	0	0	0	0
79902	0	0	0	0	0	0
79921	0	0	0	0	0	0
7994	0	0	-1.9729453807769584	0	0	0
79947	0	0	0	0	0	0
79961	0	0	0	0	0	0
80204	0	0	0	0	0	0
80212	0	0	0	0	0	0
80347	0	0	0	0	0	0
80349	0	0	0	0	0	0
8050	0	0	-0.7837264176468297	0	0	0
8061	0	0	0	0	0	0
80746	0	0	0	0	0	0
80758	0	0	0	0	0	0
808	0	-0.6646378799497148	0	0	0	0
8091	0	0	0	0	0	0
813	0	0	0	0	0	0
81533	0	0	0	0	0	0
81544	0	0	0	0	0	0
8202	0	0	0	0	0	0
8204	0	0	-17.470266630691462	0	-2.2481703212186464	0
823	0	-11.862544222816643	-3.387115347837465	0	0	0
8243	0	0	0	0	0	0
8270	0	0	0	0	0	0
831	0	-0.14781045234138346	0	0	0	0
8312	0	0	0	0	0	0
8318	0	-0.16022893004149966	-0.6662786173950503	0	0	0
8321	0	-4.658051894410164	0	0	0	0
8324	0	0	0	0	0	0
8349	0	-0.4556985067418786	0	0	0	0
835	0	0	0	0	0	0
836	0	-0.15215678858994486	0	0	0	0
83743	0	0	0	0	0	0
8396	0	0	-1.756401807706915	0	0	0
840	0	0	0	0	0	0
84159	0	0	0	0	0	0
843	0	0	0	0	0	0
8440	0	0	-1.3202034773314015	-1.5010251211765997	-1.5097413430496165	0
8444	0	0	0	0	0	0
8446	0	0	0	0	0	0
84617	0	0	0	0	0	0
847	0	-0.06264236312172333	0	0	0	0
84722	0	0	0	0	0	0
8480	0	0	0	0	0	0
84890	0	0	0	0	0	0
8503	0	0	-0.5828015818223844	-1.316789852997891	-1.2577916766654802	0
8508	0	0	-0.4612220527798888	0	0	0
8518	0	0	0	0	0	0
8520	0	0	0	0	0	0
85236	0	0	0	0	0	0
85377	0	0	0	0	0	0
8550	0	-30.640076155636027	0	0	-1.0474745407787227	0
8553	0	-30.640076155636027	0	0	-10.014133245496112	0
8569	0	0	0	0	0	0
8573	0	0	0	0	0	0
8574	0	0	0	0	0	0
8607	0	0	0	0	0	0
8624	0	0	0	0	0	0
8678	0	-0.2333204346212674	0	-3.5182121164872786	-2.693676329978692	0
868	0	-1.455912546464127	-1.663140760236141	0	0	0
8720	0	-0.9575902439249	-1.5655660804791118	0	0	0
8726	0	-2.1570696839092003	0	0	0	0
8727	0	0	0	0	0	0
873	0	-2.5644350062895485	0	0	0	0
8731	0	0	0	0	0	0
874	0	0	0	-3.1563755782118355	-1.9052265043139376	0
8800	0	0	-10.099833225679609	0	-1.281886283979149	0
8804	0	-0.9151397837945754	0	0	0	0
8821	-1.3352370645677245	0	0	0	0	0
8826	0	-0.07669279876228598	0	0	0	0
8835	0	0	0	0	0	0
8837	0	-0.0417330040543169	0	0	0	0
8851	0	0	0	0	0	0
8869	0	0	0	0	0	0
8870	0	-0.2800879058586876	0	0	0	0
8878	0	0	0	0	0	0
8884	0	-0.26921648873604864	0	0	0	0
8895	0	0	-6.867008818657313	0	0	0
890	0	0	0	0	0	0
8900	0	0	-2.170503814439912	0	0	0
891	0	0	0	0	0	0
8914	0	-0.651353943106775	0	0	0	0
896	0	-1.1165583338088505	0	0	0	0
8974	0	0	-0.2931521451648733	0	0	0
8985	0	0	0	0	0	0
899	0	0	0	0	0	0
89910	0	0	0	0	0	0
8996	0	-0.6238049348636061	0	0	-2.298355007597129	0
9016	0	0	0	0	0	0
9019	0	-3.66946018993543	0	0	-0.9811974282155494	0
902	0	-0.11261900839658424	0	0	0	0
9053	0	0	0	0	0	0
90861	0	0	0	0	0	0
9093	-0.4854091611447955	-0.4260720186158089	0	0	0	0
9097	0	-0.10606569038876756	0	0	0	0
9112	0	0	0	-5.937984760441931	-3.527099515393218	0
91137	0	0	0	0	0	0
9124	0	0	0	-3.1258349509334744	-4.584177844757836	0
9126	0	0	0	0	0	0
9128	0	0	0	0	0	0
9133	0	0	0	0	0	0
9134	0	0	0	0	0	0
9143	0	0	0	0	-2.7779347249457365	0
9170	0	-0.6179222253193579	0	0	0	0
9181	0	0	0	0	0	0
9183	0	0	0	0	0	0
91949	0	0	0	0	0	0
9212	0	0	0	0	0	0
9217	0	0	0	0	0	0
9221	0	0	0	0	0	0
9246	0	-0.1508606330797338	0	0	0	0
9261	0	0	0	0	0	0
9267	0	0	-1.7766380957577326	0	0	0
9270	0	0	-13.869297511489162	0	0	0
9275	0	0	0	0	0	0
9276	0	0	0	0	0	0
9289	0	0	0	0	0	0
93487	0	0	0	0	0	0
93594	0	0	0	0	0	0
9375	0	0	0	0	0	0
94239	0	0	0	0	0	0
9448	0	0	0	0	0	0
9455	0	-2.518441926685492	0	0	0	0
9467	0	-0.4080874535008692	0	0	0	0
9488	0	-1.113846998085787	0	0	0	0
949	0	-0.2828150043794236	0	0	0	0
9491	0	0	0	0	0	0
9517	0	0	0	0	0	0
9519	0	0	0	0	0	0
9531	0	0	0	-7.376134620661914	-7.643197375424739	0
9533	0	0	-3.084050393369459	0	0	0
9552	0	0	0	-8.03194279876746	0	0
958	0	0	0	0	0	0
960	0	0	0	0	0	0
9637	0	0	0	0	0	0
9641	0	-1.2153560395767142	0	-0.8125303704290671	0	0
965	0	-3.107604285783367	0	0	0	0
9650	0	0	0	0	0	0
9653	0	0	0	0	-1.3731565937847858	0
9670	0	0	0	0	0	0
9686	0	0	-2.4675492941083403	0	0	0
9688	0	-1.876988770977436	0	0	0	0
9690	0	0	0	-7.306826293996284	-10.23692800168676	0
9695	0	-0.2716510255373429	0	0	0	0
9697	0	0	0	0	0	0
9702	0	0	0	0	0	-0.927545529571439
9703	0	0	0	0	-1.5049921280346013	0
9709	0	0	-1.1774346782113738	0	0	0
9710	0	0	-0.4029458748197142	0	0	0
9712	0	0	0	0	0	0
9738	0	0	0	0	0	0
976	0	-0.7697050988996015	0	-2.0231876578360577	0	-0.6458287292591203
9761	0	0	0	-1.466427953925166	-1.5541381763109965	0
9797	0	0	0	0	0	0
9801	0	0	0	0	0	0
9805	0	-0.2546639098022898	0	0	0	0
9813	0	-0.7652207056667546	0	0	0	0
9817	0	0	0	0	0	0
983	0	-2.913865633859241	0	0	0	0
9833	0	0	0	0	-4.0636678410760725	0
9842	0	0	0	0	-10.401413697767286	0
9847	0	0	0	0	0	0
9851	0	-0.4317815814767081	0	0	0	0
9854	0	0	0	0	0	0
9868	0	0	-0.543306068795405	0	0	0
9897	0	-0.8980479583932315	0	-8.644670502349411	0	0
9903	0	0	0	0	0	0
991	0	0	0	0	0	0
9915	0	0	0	0	0	0
9917	0	-1.4713762716274656	0	0	0	0
9918	0	0	0	0	-2.8154201644035872	0
9924	0	0	-0.6756631557943389	-2.588956523144744	-2.5444255708793277	0
9926	0	-0.802455524599365	-1.50291114873822	0	0	0
9928	0	-0.802455524599365	-0.5466583326625898	0	0	0
993	0	0	-0.42230515332475216	0	0	0
994	0	0	-0.42230515332475216	0	-2.714590884486065	0
9943	0	-0.4079867448495072	0	0	0	0
9961	0	0	0	0	0	0
998	0	-0.2944269278293415	-0.25429883283998633	0	0	0
9988	0	0	-31.39719176766588	0	0	0
