GeneID	GSE139871_GPL10558_s5_d4_up.tsv	GSE16250_GPL570_s3_d2_up.tsv	GSE34151_GPL10558_s4_d3_up.tsv	GSE63548_GPL10558_s6_d5_up.tsv	GSE83456_GPL10558_s2_d1_up.tsv	GSE83456_GPL10558_s1_d1_up.tsv
7319	0	1.7266747542164451	0	0	0	0
7358	0	0	0.7406105438483975	0	0	0
7376	0	0	0	0	0	0
7398	0	0	0	0	0	0
7416	0	0	9.007281556352034	5.37710313199279	0	0
7466	0	0	1.0705438479646077	0	0	0
7485	0	0	0	0	3.294039175983482	0
7494	0	0.9973046194212498	0	0	0	0
7511	0	0	0.0714133106265541	0	0	0
7538	0	0	0	0	0	0
7690	0	0	0	0	0	0
7750	0	0	0	0	1.1515323987817645	0
780	0	0	0	2.140098180266338	0	0
7849	0	0	0	0	0	2.874221552340712
7852	0	0	0	0	0	0
7866	0	0	0	0	0	0
7867	0	0	0	0	0	0
7874	0.5930602499552367	0	0	0	0	2.0328841043877777
79006	0	0	0	0	0	0
7905	0	0	0.07024645921803707	0	0	0
79071	0	0	0	0	0	0
79073	0	0	0	0	0	0
79080	0	0	0	0	0	0
79090	0	0	0	0	0	0
79094	0	0	0	0	0	0
79143	0	0	0	0	0	0
79170	0	0	0	0	0	0
79174	0	0	0	0	0	0
79187	0	0	0	0	0	0
79600	0	0	0	0	0	0
79643	0	0	0	0	0	0
79716	0	0	0	0	0	0
7982	0	0	0	0	0	0
79850	0	0	0	0	0	0
79902	0	0	0	0	0	0
79921	0	0	0	0	0	0
7994	0	0	3.884137269164608	0	0	0
79947	0	0	0	0	0	0
79961	0	0	0	0	0	0
80204	0	0	0	0	0	0
80212	0	0	0	0	0	0
80347	0	0	0	0	0	0
80349	0	0	0	0	0	0
8050	0	0	0	0	0	0
8061	0	0	0	0	0	0
80746	0	0	0	0	0	0
80758	0	0	0	0	0	0
808	0	0	0.17923592182648374	0	0	0
8091	0	0	0	0	0	0
813	0	0	1.1036889425937564	0	0	0
81533	0	0	0	0	0	0
81544	0	0	0	0	0	0
8202	0	0	0	0	0	1.5321029260162282
8204	0	0	1.6361532204781462	1.4482680167689557	0	8.318560993769687
823	0	0	0	1.0694606747545294	0	0
8243	0	0	0	0	0	0
8270	0	0	0	1.0626155673989348	0	0
831	0	0	0	0	0	0
8312	0	0	0	0	0	0
8318	0	0	0	0	0	0
8321	0	0	0	0	0	0
8324	0	0	0	0	0	0
8349	0	0	0	0	0	0
835	0	0	0	0	0	0
836	0	0	7.812216755499145	0	0	0
83743	0	0	0	0	0	0
8396	0	0	0	0	0	0
840	0	0	0	0	0	0
84159	0	0	0	0	0	0
843	0	0	0.13870227498901616	0	0	0
8440	0	0	0	0	0	0
8444	0	0	0.1822884260039261	0	0	0
8446	0	0	0	0	0	0
84617	0	0	0	0	0	0
847	0	0	0	0	0	0
84722	0	0	0	0	0	0
8480	0	0	0.17415874017939792	0	0	2.1355482728576023
84890	0	0	0	0	0	0
8503	0	0	0	0	0	6.22417660460304
8508	0	0	0	0.35080515876554785	0	0
8518	0	0	0	0	0	0
8520	0	0	0	0	0	0
85236	0	0	0	0	0	0
85377	0	0	0	0	0	0
8550	0	0	0	0	0	0
8553	0	0	0	0	0	0
8569	0	4.023295391665526	1.0633050998534803	0.5334890715983105	0	0
8573	0	0	0	0	0	0
8574	0	0	0	0	0	0
8607	0	0	0	0	0	0
8624	0	0	0.11330153835824676	0	0	0
8678	0	0	0	0	0	0
868	0	0	0	3.893450482722874	0	0
8720	0	0	0.5880635709880366	0.6606127417358604	0	0
8726	0	0	7.454453648504938	0	0	0
8727	0	0	0	0	0	0
873	0	0	0	0	0	0
8731	0	0	0	0	0	0
874	0	0	9.77277995327492	2.602233611989353	0	0
8800	0	0	0	0	0	0
8804	0	0	0	0	0	0
8821	0	0	0	0	0	0
8826	0	0	0	0	0	0
8835	0	0	0	0	0	0
8837	0	0	0	0	0	0
8851	0	0	0	0	0	0
8869	0	0	0	0	0	0
8870	0	0	0	0	0	0
8878	0	0	0.2708541543476475	0	0	0
8884	0	0	0	0	0	0
8895	0	0.6727584869807217	0	1.9467571436272892	0	0
890	0	0	0	0	0	0
8900	0	0	0	0	0	0
891	0	0	0	0	0	0
8914	0	0	0.8290112855636194	0	0	0
896	0	0	0	0	0	0
8974	0	0	0	0	0	0
8985	0	0	0	0	0	0
899	0	0	0.6344741338380455	0	0	0
89910	0	0	0	0	0	0
8996	0	0	10.69039319641664	0	0	0
9016	0	0	0.1310479589695388	0	0	0
9019	0	0	0	0	0	0
902	10.694820529467556	0	15.489069858770325	0	0	0
9053	0	0	0	0	0	0
90861	0	0	0	0	0	0
9093	0	0	0	0.4108705509661527	0	0
9097	0	0	0	0	0	0
9112	0	0	0	0.6980270456646028	3.2737724659837317	0
91137	0	0	0	0	0	0
9124	0	0	0.2425420778206464	0.5718370810415265	0	0
9126	0	2.2568408395246013	0	0	0	0
9128	0	0	0	0	0	0
9133	0	0	0.4879765301814003	0	0	0
9134	0	0	0	0	0	0
9143	0	0	1.781634003228949	0	0	0
9170	0	0	0	0	0	1.7773617322692077
9181	0	0	0	0.6927542851569628	0	0
9183	0	0	0	0.2245953692936098	0	0
91949	0	0	0	0	0	0
9212	0	0	0	0	0	0
9217	0	0	0	0	0	0
9221	0	0	0	0	0	0
9246	0	0	0	0	0	0
9261	0	0	0	0	0	0
9267	0	0	0	0	0	0
9270	0	0	0	0	0	0
9275	0	4.211909971972292	0	0	0	0
9276	0	0	0	0.6411901365421349	0	6.452446073816149
9289	0	0	0	0	0	0
93487	0	0	0	0	0	0
93594	0	0	0	0	0	0
9375	0	0	0	0	0	0
94239	0	0	0	0	0	0
9448	0	0	0.8178051122840273	0.6151874787793445	0	0
9455	0	0	0	0	0	0
9467	0	0	0	0	0	4.052544635699859
9488	0	0	0.17511750729026954	0	0	0
949	0	6.884836460711042	0	0	0	0
9491	0	0	0.04665318760066939	0	0	0
9517	0	0	0.3863307643743212	1.1429278381335286	0	0
9519	0	0	0.3559745974037707	0.6721163017952643	0	0
9531	0	0	0	0	0	0
9533	0	0	0	0	0	0
9552	0	0.9985796425881636	0	0	0	0
958	0	0	0	0	0	0
960	0	25.96153484826467	0.372607767980796	0	0	0
9637	0	0	0	0	0	0
9641	0	0	0.3122382707203746	0	0	0
965	0	0	0	0	0	0
9650	0	0	0	0	0	0
9653	0	0	0.055596405031801854	0.3288819288710749	0	0
9670	0	0	0.06357738414939285	0	1.2313703544320926	0
9686	0	0	0	0	0	0
9688	0	0	0	0	0	0
9690	0	1.2188917221793871	0	0	0	0
9695	0	0	0	0	0	0
9697	0	0	2.4845192836669554	7.773351120058439	0	0
9702	0	0	0.275991983989092	0	0	0
9703	0	0	0	0	0	0
9709	0	3.724399756205207	0	0	2.303834053933345	0
9710	0	0	0.6780180240587952	0	1.777452516616066	0
9712	0	0	0	0.5533765397140554	0	1.7422796039878554
9738	0	0	0	0	0	0
976	0	0	0.15727015040636316	0.5668569327401984	0	0
9761	0	0.628724295752952	0	0	0	0
9797	0	0	0	0	0	0
9801	0	0	0	0	0	0
9805	0	0.6321160985526247	0	0	9.84803359124297	0
9813	0	0	0	0	0	0
9817	0	0.6778572359099916	0.05383946503525983	0.5314329354605645	0	0
983	0	0	0	0	0	0
9833	0	0	0	0	0	0
9842	0	1.5313632239944934	0	0	0	0
9847	0	0	0	0	0	0
9851	0	0	0	0	0	0
9854	0	0	0	0	0	0
9868	0	0	0.10172266124293206	0	0	0
9897	0	0	0	0	0	0
9903	0	0	0.41489159596043423	0.5036519049768013	0	0
991	0	0	0	0	0	0
9915	0	0	0.5211559197532174	0	0	0
9917	0	0	0.10758529870881078	0	0	0
9918	0	0	0	0	0	0
9924	0	0	0	0	0	0
9926	0	0	0	0	2.581315577407107	4.62136572291376
9928	0	0	0	0	0	3.787611856745178
993	0	0	0	0	0	0
994	0	0	0	0	0	0
9943	0	0	0.258068508447006	0	0	0
9961	0	0	0	0.8258786507173117	0	0
998	0	0	0	0	0	0
9988	0	0	0	0	0	1.0966439851577303
