drug_name	rank_score
ingenol	0.7448456554969674
varenicline	0.5086027191185917
belinostat	0.46289267024426806
diethylcarbamazine	0.4625031146969575
estradiol	0.4484922579248471
prazosin	0.4318236437412384
nicotine	0.27398710208867555
lidoflazine	0.24042992151540218
menadione	0.1504860745948001
spiperone	0.1319193153508323
panobinostat	0.10489040872929961
sirolimus	0.07574685419642826
nitrendipine	0.07055503118458974
tolazamide	0.041377738556989375
racecadotril	0.014613589129792026
flutamide	-0.004119060772306821
formestane	-0.006789387565437008
alprenolol	-0.01918726590201266
methylergometrine	-0.10969737686821354
desoximetasone	-0.13314448548990135
equol	-0.1637130608289657
vorinostat	-0.16494416535388884
calcipotriol	-0.16500457233677782
crizotinib	-0.22665510721225357
benzylpenicillin	-0.23098776354761266
mebendazole	-0.2998131150232659
xylazine	-0.3779272779381288
hyoscyamine	-0.41022473916021307
perphenazine	-0.43266328756734806
imatinib	-0.5746626424100207
chlorphenamine	-0.5829736111776215
amiloride	-0.6298534052262932
rilmenidine	-0.6541358476159207
picotamide	-0.7354449203330503
noscapine	-0.8190113802895327
sildenafil	-0.8575588974066394
