GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
'de novo' AMP biosynthetic process	-0.9622258405453792	0.2825571356578917	25	0.9683686783143881	0.2604166666666667	-0.47916666666666663
'de novo' GDP-L-fucose biosynthetic process	0	0.26855036328293835	29	0.9683686783143881	0.3020833333333333	-0.39583333333333337
'de novo' IMP biosynthetic process	-1.136336983666837	0.2825571356578917	25	0.9683686783143881	0.2604166666666667	-0.47916666666666663
'de novo' L-methionine biosynthetic process	0	0.5021456227383126	43.5	0.9683686783143881	0.453125	-0.09375
'de novo' NAD biosynthetic process from tryptophan	0	0.8173613313851769	39	0.9683686783143881	0.40625	-0.1875
'de novo' UMP biosynthetic process	0	NA	37.5	NA	0.390625	-0.21875
'de novo' XMP biosynthetic process	-1.136336983666837	0.2825571356578917	25	0.9683686783143881	0.2604166666666667	-0.47916666666666663
'de novo' cotranslational protein folding	0	0.09632067516219293	27	0.8397538735789702	0.28125	-0.4375
'de novo' post-translational protein folding	-0.586719050941235	0.026105820521144983	15.5	0.5194308476248268	0.16145833333333334	-0.6770833333333333
'de novo' protein folding	-0.4176506754972921	0.24433252190568724	24.5	0.9683686783143881	0.2552083333333333	-0.48958333333333337
'de novo' pyrimidine nucleobase biosynthetic process	0	NA	37.5	NA	0.390625	-0.21875
(R)-carnitine transmembrane transport	0	0.7799269831011127	34	0.9683686783143881	0.3541666666666667	-0.29166666666666663
(R)-carnitine transport	0	0.7799269831011127	34	0.9683686783143881	0.3541666666666667	-0.29166666666666663
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	0.2521880119920843	0.969142482541858	38.5	1	0.4010416666666667	-0.19791666666666663
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process	0.2521880119920843	0.969142482541858	38.5	1	0.4010416666666667	-0.19791666666666663
10-formyltetrahydrofolate biosynthetic process	-1.8681847951886632	0.09688861346494126	20	0.8397538735789702	0.20833333333333334	-0.5833333333333333
10-formyltetrahydrofolate catabolic process	-0.918831588586954	0.1087568475594657	21.5	0.8796615869845464	0.22395833333333334	-0.5520833333333333
10-formyltetrahydrofolate metabolic process	-1.202879652720275	0.03230129308376653	11	0.6089794228819134	0.11458333333333333	-0.7708333333333334
2'-deoxyribonucleotide biosynthetic process	0.635095508416387	0.38919780759831735	49	0.9683686783143881	0.5104166666666666	0.02083333333333326
2'-deoxyribonucleotide metabolic process	0.5084626957138605	0.26151855812379093	53	0.9683686783143881	0.5520833333333334	0.10416666666666674
2-oxoglutarate metabolic process	-0.07157974815365087	0.93760582843632	39	0.9887714906472921	0.40625	-0.1875
3'-UTR-mediated mRNA destabilization	-0.5625545225339488	0.40453916936588025	26.5	0.9683686783143881	0.2760416666666667	-0.44791666666666663
3'-UTR-mediated mRNA stabilization	-0.9381270265321996	0.015451411063142588	7	0.376666160518687	0.07291666666666667	-0.8541666666666666
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	0	0.43628393548296507	45	0.9683686783143881	0.46875	-0.0625
3'-phosphoadenosine 5'-phosphosulfate metabolic process	0.36606316482291706	0.2787433384606825	52	0.9683686783143881	0.5416666666666666	0.08333333333333326
3'-phosphoadenosine 5'-phosphosulfate transport	0	0.26855036328293835	29	0.9683686783143881	0.3020833333333333	-0.39583333333333337
3-keto-sphinganine metabolic process	0	0.26855036328293835	29	0.9683686783143881	0.3020833333333333	-0.39583333333333337
4-hydroxyproline catabolic process	0	0.9257938788758275	39	0.9887714906472921	0.40625	-0.1875
4-hydroxyproline metabolic process	-0.505091876537246	0.5732776621383207	30.5	0.9683686783143881	0.3177083333333333	-0.36458333333333337
4-nitrophenol metabolic process	0	0.8173613313851769	39	0.9683686783143881	0.40625	-0.1875
5'-adenylyl sulfate transmembrane transport	0	0.4640902748763119	31	0.9683686783143881	0.3229166666666667	-0.35416666666666663
5-aminolevulinic acid import across plasma membrane	0	0.09632067516219293	27	0.8397538735789702	0.28125	-0.4375
5S class rRNA transcription by RNA polymerase III	-1.2386196640832816	0.019519873780192657	16	0.43866180486627043	0.16666666666666666	-0.6666666666666667
7-methylguanosine RNA capping	-0.8320598525384845	0.31901433599850687	25.5	0.9683686783143881	0.265625	-0.46875
7-methylguanosine cap hypermethylation	0	NA	37.5	NA	0.390625	-0.21875
7-methylguanosine mRNA capping	-0.8320598525384845	0.31901433599850687	25.5	0.9683686783143881	0.265625	-0.46875
9-cis-retinoic acid biosynthetic process	0	0.43628393548296507	45	0.9683686783143881	0.46875	-0.0625
9-cis-retinoic acid metabolic process	0	0.43628393548296507	45	0.9683686783143881	0.46875	-0.0625
ADP biosynthetic process	0	0.26855036328293835	29	0.9683686783143881	0.3020833333333333	-0.39583333333333337
