,GSM7518958,GSM7518960,GSM7518962,GSM7518964,GSM7518966,GSM7518968,GSM7518970,GSM7518972,GSM7518974,GSM7518976,GSM7518978,GSM7518980,GSM7518986,GSM7518991,GSM7518996,GSM7519001,GSM7519006,GSM7519007,GSM7519009,GSM7519010,GSM5005789,GSM5005790,GSM5005791,GSM5005792,GSM4478019,GSM4478020,GSM4478021,GSM4478027,GSM4478031,GSM4478032,GSM4478033,GSM4478037,GSM4478038,GSM4478039,GSM5573712,GSM5573717,GSM5573722,GSM5573727,GSM6506628,GSM6506629,GSM6506640,GSM3855590,GSM3855593,GSM3855596,GSM3855599,GSM3855602,GSM3855605,GSM5048552,GSM5048554,GSM5048556,GSM5048558,GSM5048560,GSM5048562,GSM5048564,GSM5048566,GSM5048568,GSM5048570,GSM5048572,GSM5048574,GSM5048576,GSM5048578,GSM5048580,GSM5048582,GSM4273334,GSM4273348,GSM4273362,GSM4273376,GSM5319713,GSM5319715,GSM5319717,GSM5319719,GSM5319721,GSM5319723,GSM5319725,GSM5319727,GSM5319729,GSM5319731,GSM5319733,GSM5319735,GSM5319737,GSM5319739,GSM5319741,GSM5319743,GSM5319745,GSM5319747,GSM8087241,GSM8087242,GSM8087243,GSM8087244,GSM8087249,GSM8087250,GSM8087251,GSM8087252,GSM4210636,GSM4210640,GSM4210644,GSM6998086,GSM6998088,GSM6998090,GSM6998092,GSM6998094,GSM6998096,GSM6998098,GSM6998100,GSM6998103,GSM6998106,GSM6998108,GSM6998110,GSM6998112,GSM5820933,GSM5820934,GSM5820935,GSM5820937,GSM5820939,GSM5820940,GSM5820941,GSM5820942,GSM5820943,GSM5820944,GSM5820945,GSM5820946,GSM5820947,GSM5820948,GSM5820949,GSM5820950,GSM5820951,GSM5820952,GSM5820954,GSM5820955,GSM5820956,GSM5820957,GSM5820958,GSM5820959,GSM5820960,GSM5820961,GSM5820962,GSM5820963,GSM5820964,GSM5820965,GSM5820966,GSM5820967,GSM5820968,GSM5820969,GSM5820970,GSM5820971,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM1565956,GSM1565958,GSM1565960,GSM1565962,GSM1565964,GSM1565966,GSM5952186,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM4263940,GSM4263941,GSM4263942,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071077,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071089,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071101,GSM3071103,GSM3071105,GSM3071107,GSM3071113,GSM3071118,GSM3071120,GSM3071122,GSM3071124,GSM3071130,GSM3071132,GSM3071134,GSM3071136,GSM3071138,GSM3071140,GSM3071142,GSM3071144,GSM3071146,GSM3071148,GSM3071150,GSM3425229,GSM3425235,GSM3425241,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM1565998,GSM1566000,GSM1566002,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071006,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
A375,0.3121132,0.30569854,0.3079255,0.30313382,0.30952138,0.27812302,0.30085433,0.28886747,0.30024627,0.28275833,0.29910368,0.28490704,0.2861066,0.2888864,0.2786311,0.272851,0.28190395,0.2986328,0.29626465,0.29710326,0.3265348,0.31322438,0.30043256,0.31440014,0.3098447,0.30987903,0.30444458,0.2892384,0.31251368,0.3113846,0.30656278,0.29991275,0.29978126,0.3011224,0.3176587,0.32361582,0.30931532,0.33108756,0.34030038,0.3431569,0.32843804,0.28678238,0.3055588,0.29332367,0.30314416,0.2856122,0.29572913,0.31331226,0.32909268,0.29410833,0.30384603,0.30769208,0.30521503,0.30400577,0.30230594,0.3037144,0.29863024,0.2984177,0.3059992,0.31146502,0.30987734,0.29904637,0.3038265,0.3115237,0.31071293,0.29204705,0.29747605,0.3213755,0.27735174,0.27872324,0.31460148,0.280668,0.2781415,0.28062752,0.27466843,0.2923878,0.29012477,0.27493277,0.2760193,0.30695572,0.27193958,0.28974742,0.30046707,0.29136232,0.3068948,0.3808205,0.38619402,0.38102114,0.3837726,0.35961336,0.34265786,0.36240703,0.35710722,0.30425978,0.3011299,0.30604282,0.32886186,0.3274256,0.3309854,0.34085053,0.33023283,0.32082337,0.32644537,0.32011607,0.33002716,0.3268443,0.29283056,0.32570314,0.3008413,0.2977473,0.29583552,0.2961895,0.26585567,0.30937654,0.2661797,0.2888171,0.2716683,0.27538916,0.25921595,0.25648573,0.2689221,0.27565497,0.25593084,0.27936515,0.2789806,0.26650152,0.29927495,0.26284736,0.26133958,0.26609337,0.28010488,0.29209223,0.27133903,0.26771376,0.26754588,0.28568098,0.27021027,0.25830725,0.28338003,0.26849625,0.26667592,0.2650125,0.2739639,0.26856813,0.29694676,0.25936803,0.30743438,0.31155944,0.26321518,0.34048066,0.33810857,0.32733288,0.31855345,0.32373998,0.3515947,0.25936925,0.30743438,0.31155944,0.26321518,0.24989936,0.2930388,0.30823404,0.31594953,0.32790753,0.3466113,0.30181056,0.3035988,0.3201098,0.32693398,0.32208464,0.32485017,0.30338362,0.33607075,0.322735,0.3106227,0.3078386,0.31520277,0.32821363,0.3138053,0.30570108,0.29625833,0.28638422,0.33100685,0.3267984,0.29938316,0.3078415,0.29841006,0.30556968,0.29281658,0.32348755,0.29308453,0.3098774,0.31808606,0.32908404,0.31507108,0.32688767,0.33456728,0.31846482,0.3194866,0.30137753,0.3066219,0.2944711,0.29900652,0.28622928,0.24960405,0.30793428,0.30214614,0.25722218,0.24678846,0.2373433,0.246164,0.29836047,0.31060392,0.30739412,0.34637693,0.33749607,0.33840045,0.34136185,0.32412377,0.32659134,0.2874028,0.29353034,0.31085962,0.31623378,0.30273303,0.30427304,0.34673327,0.31581014,0.32033664,0.3160486,0.31223273,0.33074042,0.33421436,0.3291876,0.33744618,0.31413212,0.32024273,0.33830544,0.2936045,0.3225269,0.33311218,0.3288866,0.29122484,0.31562227,0.32380876,0.3187675,0.31406373,0.29444915,0.30848187,0.2923409,0.30691418,0.3180573,0.29767838,0.31181276,0.31038073,0.30868647,0.3556117,0.32636425
A549,0.31976807,0.30741397,0.31651157,0.31009847,0.3212412,0.2838888,0.3092251,0.29085022,0.31223786,0.2837038,0.30382213,0.2878894,0.29381165,0.29299825,0.28701174,0.2770334,0.2895753,0.30596834,0.30435467,0.30356255,0.33313477,0.33057207,0.31582776,0.32683402,0.32566556,0.32537597,0.31965327,0.29956597,0.3332911,0.33066663,0.3275562,0.31212506,0.312237,0.3137055,0.33472043,0.3300421,0.32206148,0.34359527,0.3369413,0.34175315,0.32538083,0.29791343,0.31909162,0.3012588,0.31848267,0.29785526,0.3083742,0.33127236,0.34920895,0.31332436,0.32021385,0.31921285,0.3141391,0.31657282,0.32029256,0.31931823,0.31272867,0.30802885,0.31621787,0.32124138,0.31815937,0.31261286,0.31879497,0.3284882,0.32972255,0.31159744,0.31731993,0.32608515,0.27073938,0.27312958,0.31643668,0.2811074,0.27446234,0.2722115,0.26760688,0.28702736,0.28463843,0.26942003,0.27050245,0.30651724,0.2630048,0.28303045,0.29280603,0.29124823,0.30374625,0.38170263,0.3878008,0.38067397,0.38456506,0.34951964,0.33260798,0.35205734,0.34725583,0.31098545,0.30543432,0.31022254,0.3552136,0.34871325,0.34857944,0.35731375,0.34680402,0.34828135,0.34361044,0.33358857,0.34713468,0.34817773,0.30786166,0.34172347,0.31224066,0.31575695,0.29933298,0.30469322,0.2697099,0.32579556,0.27832642,0.29996094,0.27636883,0.276744,0.26241735,0.26329255,0.27267128,0.29101127,0.26402226,0.2920371,0.28876352,0.26857838,0.32670656,0.27437836,0.27170303,0.27034473,0.28965327,0.30737793,0.27573514,0.27439055,0.27477756,0.28933007,0.27673733,0.26133263,0.2864958,0.2769312,0.2706963,0.27382877,0.27613682,0.27364725,0.3143365,0.25791198,0.30596748,0.32232872,0.26071426,0.35905108,0.35077998,0.33270845,0.3161578,0.3279564,0.3593824,0.2579132,0.30596748,0.32232872,0.26071426,0.24904835,0.28435543,0.3199318,0.32599422,0.33147228,0.39312413,0.32925797,0.3113698,0.32011244,0.34844288,0.33769777,0.3472196,0.3172371,0.3578214,0.32694218,0.31900972,0.3140959,0.33380428,0.34611997,0.3358295,0.31564015,0.30298895,0.29003423,0.36197075,0.34502432,0.31939226,0.32176366,0.31112292,0.3229673,0.3124989,0.346634,0.30727628,0.3324571,0.32928807,0.3504343,0.3379466,0.35603347,0.36262524,0.33177668,0.33137655,0.3239152,0.30666065,0.29568627,0.30070066,0.29127637,0.2668732,0.31542158,0.31546053,0.2555356,0.24258275,0.24581178,0.23635377,0.29728216,0.3146866,0.3085423,0.34191445,0.36329913,0.38340744,0.34918758,0.34570187,0.3396643,0.2971929,0.2940046,0.3240144,0.33455202,0.30618402,0.31529266,0.3621766,0.32941163,0.32415572,0.31444043,0.32276702,0.34323582,0.35128418,0.3434684,0.33785507,0.317091,0.31966773,0.35084376,0.29915377,0.3188839,0.3429075,0.33815655,0.29894155,0.32070997,0.33159992,0.32782298,0.3204942,0.30714592,0.3270323,0.31068823,0.3103938,0.32481623,0.30649862,0.32225528,0.32417697,0.31442577,0.3666522,0.33858514
ASC,0.3098427,0.30273724,0.30158383,0.30047202,0.29863358,0.28994167,0.29756397,0.28827512,0.29588753,0.279573,0.30469257,0.29223523,0.28867242,0.2926251,0.2884818,0.28610525,0.28947157,0.29755193,0.30407885,0.30390263,0.30700174,0.30887523,0.3092478,0.31372485,0.32040823,0.31574377,0.31765854,0.30660748,0.3208982,0.31828105,0.3159398,0.3086784,0.30643287,0.30910572,0.3178442,0.31556433,0.3051021,0.32412785,0.31650728,0.31789315,0.31576365,0.2762923,0.2916346,0.2782729,0.294251,0.2811274,0.2859548,0.31701258,0.3409719,0.3123847,0.30909562,0.31083325,0.31417775,0.30877686,0.30752435,0.30754822,0.30482998,0.29875463,0.307714,0.31462258,0.31510296,0.3105688,0.31382704,0.30788863,0.3106789,0.29724017,0.2978968,0.31247476,0.27737728,0.27692667,0.30821496,0.27686915,0.2720514,0.2738135,0.2755493,0.28582165,0.27377486,0.27420416,0.2733005,0.2937594,0.27017266,0.28406185,0.28655744,0.2857898,0.2938171,0.32362023,0.32773003,0.32381585,0.3256053,0.32044175,0.31001297,0.31868443,0.3181591,0.30665675,0.2951923,0.30493477,0.344937,0.3381127,0.33728817,0.34237367,0.3604753,0.34632543,0.33266807,0.32038623,0.3351231,0.33594802,0.311497,0.33691597,0.31137148,0.306309,0.2802096,0.29887474,0.26920754,0.317818,0.28082398,0.30084878,0.27529335,0.2708271,0.26838648,0.27177393,0.27030572,0.28934443,0.2784135,0.28666505,0.28248745,0.2693104,0.32564193,0.2725706,0.27545643,0.27050662,0.28135854,0.30520254,0.27146745,0.27560344,0.2756095,0.28078836,0.27213004,0.2616671,0.27891237,0.27607378,0.2731337,0.28617096,0.27305657,0.2745801,0.31248072,0.2554866,0.2865765,0.28973624,0.26932457,0.34966597,0.32797977,0.3037227,0.27942875,0.30286077,0.3357709,0.25549358,0.2865765,0.28973624,0.26932457,0.236713,0.26832363,0.30147758,0.3091521,0.31479034,0.38196218,0.33553544,0.3099959,0.31757835,0.33791444,0.33347505,0.34896192,0.33949086,0.34749418,0.3164154,0.3049611,0.29895356,0.3459251,0.35048214,0.3475594,0.29132867,0.29637212,0.27670518,0.3592261,0.3477847,0.33340102,0.3177213,0.30928683,0.3052827,0.32030353,0.33131942,0.30205333,0.3296828,0.32544383,0.3463868,0.34673116,0.34413418,0.3556738,0.32043913,0.3258729,0.33548906,0.30493554,0.28915045,0.29080856,0.28435665,0.27605677,0.29590127,0.3018957,0.2550798,0.25403014,0.25293326,0.24697253,0.28707698,0.2821786,0.2939342,0.33078068,0.349798,0.36581814,0.34967703,0.3369499,0.35114595,0.28011814,0.29764098,0.32425728,0.33263627,0.28936744,0.33575034,0.35408515,0.33299455,0.3093449,0.29222283,0.28771982,0.3556723,0.3415799,0.32900122,0.34510404,0.31185877,0.3279452,0.3266078,0.3152228,0.3418433,0.3616699,0.3474893,0.30711645,0.3179296,0.3380391,0.3155848,0.33341408,0.31123066,0.3390333,0.30549595,0.3106462,0.31770107,0.2959592,0.31385785,0.30577436,0.3013002,0.35630947,0.35174188
BT20,0.33423966,0.32304114,0.3330407,0.3244456,0.33637887,0.3025316,0.3231794,0.30820993,0.32848224,0.30442452,0.32490033,0.30666542,0.30288935,0.30002487,0.30340898,0.29322666,0.30025557,0.33530307,0.32684967,0.3269508,0.33808336,0.34923878,0.32242438,0.33836827,0.3328229,0.3360234,0.32991937,0.31433833,0.3422238,0.34136394,0.33776274,0.32667366,0.3274148,0.3267746,0.3416552,0.34579676,0.33725578,0.35819918,0.35144338,0.35615808,0.34598836,0.30765453,0.32239684,0.31585798,0.32371095,0.3095876,0.31236178,0.33619976,0.3576182,0.32183382,0.33123663,0.3331768,0.3343646,0.32949775,0.32621247,0.32900697,0.32293144,0.31813854,0.32935154,0.32979074,0.33263028,0.3208944,0.329666,0.33969057,0.33721352,0.3179053,0.3279581,0.3532072,0.30392253,0.30488083,0.3444857,0.31509888,0.31938413,0.30802324,0.3003891,0.31143898,0.32195258,0.30644175,0.30862635,0.32817492,0.2994711,0.30859452,0.31210184,0.30773988,0.31648642,0.41045004,0.41351148,0.40806752,0.41072008,0.39580315,0.36916637,0.39632434,0.38224825,0.33137974,0.3251647,0.31930616,0.36176676,0.35355285,0.3519724,0.36274835,0.32675675,0.3487655,0.35368764,0.34413165,0.36075982,0.34315756,0.3180665,0.35023874,0.34272262,0.3216588,0.32683742,0.33124414,0.2935177,0.32171512,0.29942173,0.3209298,0.28667268,0.3090427,0.2886114,0.28495994,0.3007479,0.30705455,0.28450906,0.3100704,0.30565068,0.29475206,0.33216476,0.2930869,0.29602027,0.30114424,0.31614196,0.30530897,0.30220458,0.28747576,0.30252182,0.31847686,0.3081935,0.2878465,0.31425828,0.29780063,0.2935868,0.2917369,0.30350706,0.29685536,0.33007467,0.29408446,0.33552542,0.33077338,0.28489545,0.37678602,0.36417863,0.35472903,0.34484446,0.3471108,0.3743506,0.29408568,0.33552542,0.33077338,0.28489545,0.24614638,0.29861274,0.33268842,0.33936056,0.34363574,0.37259614,0.32771754,0.3415944,0.31555864,0.34974015,0.35865745,0.3597223,0.33241805,0.36210084,0.36005995,0.3553911,0.35129347,0.35064924,0.34978324,0.34050557,0.35309678,0.33874393,0.33221212,0.36843047,0.34379044,0.33781785,0.34802902,0.33882314,0.32855302,0.3354361,0.35059363,0.32132468,0.35515487,0.34403157,0.361704,0.3413835,0.35487935,0.37195146,0.35127956,0.35766917,0.3586181,0.35544956,0.34204122,0.34313074,0.33870608,0.2657836,0.3282178,0.32796013,0.26932597,0.26152283,0.25593144,0.25799257,0.31566086,0.31483126,0.31746912,0.36990154,0.3767156,0.38574064,0.35399625,0.33516815,0.35736117,0.31903055,0.32884344,0.3341129,0.36638892,0.3351021,0.35459876,0.38679355,0.3184873,0.34184584,0.37543252,0.36059606,0.36512458,0.3788693,0.36112705,0.37577054,0.34665346,0.3586358,0.36992303,0.33202204,0.35474545,0.37135494,0.36296088,0.33634958,0.3440984,0.36895883,0.34406132,0.3564699,0.33210906,0.35456166,0.32857606,0.3334759,0.35195723,0.34817103,0.36099976,0.34444466,0.35073182,0.38503993,0.36368838
CD34,0.36424056,0.3558519,0.3594768,0.36340246,0.35826764,0.34584746,0.35505733,0.3436492,0.35433114,0.33093223,0.3535429,0.34538534,0.35361922,0.3540388,0.34843817,0.3426522,0.34625983,0.35751733,0.35776296,0.35026777,0.39328346,0.35662484,0.3545915,0.3577367,0.37472117,0.37494177,0.36771178,0.35857445,0.38146904,0.37872848,0.37479654,0.37483206,0.37621352,0.37894955,0.3784974,0.3807297,0.36634776,0.39074907,0.3800266,0.38555607,0.3758244,0.33899316,0.34030595,0.34114882,0.34085503,0.33447945,0.33356965,0.3745731,0.38679868,0.35434157,0.3724211,0.37168616,0.36628827,0.36521062,0.36114457,0.362874,0.3680182,0.36328226,0.36477375,0.37322888,0.37036127,0.36334512,0.3682554,0.37360513,0.3756223,0.3527466,0.35264477,0.39864537,0.33463743,0.33046085,0.38727903,0.362917,0.35501567,0.35951397,0.3239958,0.3503609,0.37118652,0.32112303,0.3483973,0.37074673,0.32846346,0.35899782,0.37829432,0.34719715,0.39050367,0.35207793,0.35550806,0.35406104,0.35402465,0.34901184,0.323856,0.34754384,0.33651185,0.37484667,0.381629,0.38409346,0.38556182,0.38921124,0.40390557,0.3988998,0.36082596,0.40738752,0.38569883,0.38358182,0.38717055,0.38353497,0.35818738,0.390991,0.3558754,0.40599218,0.39154404,0.38955325,0.36093822,0.4079184,0.37472567,0.3942266,0.3730621,0.36222976,0.35714623,0.36330336,0.3718367,0.38357663,0.35663754,0.38304758,0.3823784,0.35918674,0.42739552,0.3632797,0.37300128,0.36478752,0.3796782,0.39482966,0.360052,0.3689601,0.36567894,0.37667975,0.36623424,0.34739816,0.3741345,0.368005,0.36591047,0.36833555,0.36869985,0.36734536,0.40118974,0.3229016,0.3501836,0.3695058,0.34800526,0.42880484,0.40984732,0.38436246,0.3709455,0.38742927,0.41726857,0.32290286,0.3501836,0.3695058,0.34800526,0.27299145,0.3268842,0.36674413,0.36923942,0.39478397,0.41446313,0.33905163,0.34137258,0.30296555,0.3765687,0.3818714,0.39586353,0.3366924,0.3795206,0.3627008,0.35127327,0.3532696,0.3836108,0.35039106,0.35625938,0.3515515,0.33926028,0.33054513,0.41092303,0.34178168,0.33324686,0.36686772,0.356456,0.35469595,0.35956806,0.3829263,0.3457434,0.37441513,0.35159913,0.39286822,0.34270337,0.37136203,0.39648163,0.375985,0.37845385,0.35954675,0.3372402,0.32851946,0.33060676,0.32303116,0.25250646,0.34708878,0.3395616,0.31358752,0.31037888,0.3195507,0.30405444,0.34266457,0.3462038,0.3493076,0.3671926,0.39226848,0.401449,0.35862997,0.3591586,0.36485592,0.27686828,0.31620088,0.32824588,0.35324967,0.33581683,0.33759013,0.38556734,0.35920945,0.36888498,0.34488896,0.35139978,0.37195784,0.381342,0.3496589,0.36964342,0.33322564,0.3382984,0.38638738,0.33286667,0.3407554,0.3873097,0.37369454,0.34064293,0.33371451,0.36795503,0.36432675,0.3496827,0.3299708,0.36985716,0.3543154,0.33276924,0.3718384,0.3391908,0.3525997,0.36216906,0.3389062,0.39597163,0.36717784
FIBRNPC,0.3962135,0.38378462,0.38648388,0.39413473,0.39044535,0.36621287,0.38864055,0.36410928,0.38629788,0.35126126,0.38717905,0.36405283,0.37600753,0.3667118,0.38774213,0.3797546,0.3876231,0.3740395,0.3717527,0.3805883,0.38207605,0.38989654,0.38736534,0.39787456,0.4010048,0.39960504,0.3932892,0.39302778,0.40076676,0.3995695,0.39606372,0.39406943,0.39570725,0.3971854,0.40724403,0.4113987,0.39101624,0.41916722,0.42372355,0.4243695,0.42330906,0.36981255,0.3771118,0.37318116,0.38315842,0.37707943,0.37306878,0.41954386,0.43932813,0.40530798,0.4087929,0.40784666,0.40746462,0.40493685,0.3964236,0.4064593,0.40532905,0.38622004,0.41160643,0.40634292,0.4130663,0.40104467,0.41568816,0.38668898,0.38322374,0.3752596,0.3817481,0.38252896,0.29055297,0.2872853,0.38585627,0.33903623,0.31846887,0.33461598,0.28427395,0.31619608,0.34347016,0.28431675,0.31113988,0.35070226,0.28135243,0.3079059,0.34624887,0.32303774,0.36624148,0.41281128,0.41652015,0.41365477,0.4139682,0.39855722,0.37279493,0.3981926,0.38572446,0.39679682,0.38617796,0.40069535,0.427222,0.4185837,0.42860672,0.43782604,0.39515173,0.43636197,0.4304847,0.419337,0.42673278,0.42291453,0.39868718,0.43025014,0.38963744,0.36836022,0.34692523,0.33863932,0.3218588,0.37635124,0.32647383,0.33771098,0.33077246,0.3250181,0.31644663,0.31949106,0.327741,0.33899894,0.31971055,0.34000656,0.33934477,0.32162163,0.39358503,0.32489195,0.3315491,0.32486838,0.34107533,0.36175928,0.3282129,0.3249558,0.3319569,0.3386145,0.3302465,0.313101,0.33768353,0.33175698,0.32563338,0.3342396,0.32947156,0.32818112,0.3511135,0.27772892,0.329511,0.32098815,0.30666864,0.42914155,0.41373366,0.38679743,0.3596946,0.3818745,0.412899,0.27773014,0.329511,0.32098815,0.30666864,0.26724976,0.30335465,0.38596353,0.40003774,0.39694533,0.43916985,0.35979834,0.34000564,0.29838634,0.3702026,0.34535438,0.41446692,0.3675536,0.41539198,0.34651425,0.33864132,0.33983818,0.41146144,0.40195853,0.38223797,0.34052363,0.3232987,0.31969598,0.42365083,0.40712398,0.37605664,0.37296352,0.36919925,0.3605664,0.37447765,0.37128246,0.34159988,0.4083809,0.36989754,0.40611938,0.3942373,0.3962289,0.41625234,0.3754746,0.38368723,0.40400046,0.35072812,0.33308947,0.33721218,0.32374707,0.28744456,0.3730909,0.37023407,0.2803945,0.28759086,0.2861681,0.27808547,0.34717694,0.34677535,0.34433043,0.37678313,0.42349073,0.43816167,0.38458717,0.37565744,0.41769278,0.30908597,0.35165772,0.3568794,0.38763583,0.3403315,0.39411795,0.3805475,0.39854133,0.34870246,0.33486497,0.34571737,0.42269322,0.36995155,0.35714248,0.38391244,0.3491034,0.36600956,0.3704513,0.38460168,0.3545598,0.40881252,0.4173085,0.37890723,0.35733342,0.43040046,0.36698407,0.41249558,0.36964226,0.41747665,0.37223598,0.35725012,0.3681924,0.3478699,0.36340937,0.34841403,0.34158045,0.36657703,0.4191768
HA1E,0.32443988,0.32543576,0.3218527,0.33033717,0.32513517,0.31057486,0.31365737,0.31758937,0.3158191,0.31251517,0.3189339,0.32163712,0.3075334,0.30470636,0.3094127,0.30292404,0.31281382,0.31767994,0.32021648,0.31565177,0.3158494,0.32147628,0.32276618,0.31470028,0.32461593,0.32097673,0.32229024,0.30238205,0.3300303,0.32938215,0.32725942,0.31345138,0.3143161,0.31346437,0.32448962,0.33030546,0.327739,0.32735142,0.32203385,0.3222562,0.31783727,0.29813787,0.32214025,0.3091694,0.32325035,0.3047271,0.31663814,0.32387215,0.3363488,0.31318563,0.3183329,0.32121336,0.32571846,0.31829733,0.31468236,0.3149575,0.31130955,0.30761,0.31313118,0.31587687,0.31942275,0.30404124,0.31825045,0.32594404,0.3239096,0.31356177,0.31280586,0.32281747,0.29812905,0.29756272,0.32256302,0.29832232,0.29823902,0.284485,0.29729292,0.30763617,0.28881365,0.29503152,0.2952702,0.31008488,0.2940468,0.30054843,0.2930688,0.28916225,0.29063326,0.37619358,0.38034648,0.3758641,0.3767047,0.35774165,0.3443307,0.36039892,0.35284898,0.31233913,0.30828628,0.31165004,0.34599626,0.33833143,0.33586648,0.3471463,0.3429815,0.33742073,0.3367036,0.32900992,0.34164262,0.33128524,0.3131166,0.33526674,0.31752503,0.28633606,0.2805248,0.2918185,0.26341355,0.30011824,0.26900238,0.29186982,0.2606755,0.27332076,0.26267874,0.2603067,0.2614377,0.27389485,0.26338732,0.2736296,0.27059388,0.26553947,0.28721288,0.25800374,0.26450315,0.26637235,0.26898113,0.28371477,0.26722816,0.26162583,0.263111,0.28015608,0.2728465,0.26001102,0.27397183,0.26328814,0.26637933,0.2721348,0.27124816,0.26485062,0.29361048,0.26872164,0.31369752,0.29497227,0.2657535,0.3465156,0.35237288,0.33365425,0.3176168,0.33625865,0.355889,0.2687229,0.31369752,0.29497227,0.2657535,0.24503493,0.27228695,0.3210873,0.3280369,0.3261197,0.32519162,0.30793098,0.2920163,0.33022648,0.2996368,0.30456603,0.31790265,0.31055224,0.3233824,0.30374432,0.29533926,0.29271618,0.30892375,0.32304683,0.32241204,0.29154196,0.28278404,0.27369907,0.3216752,0.32050622,0.31411007,0.29208395,0.2861211,0.29188496,0.29789147,0.30554533,0.28348106,0.31968847,0.30257338,0.31729802,0.32300735,0.31850305,0.31824863,0.29248574,0.30130354,0.3081385,0.29922593,0.28235403,0.28129122,0.27308694,0.2787997,0.31910205,0.31658912,0.2588155,0.26140484,0.24403691,0.25411692,0.30952913,0.31579873,0.31618348,0.31298703,0.31964776,0.33201146,0.30294392,0.29135865,0.31507638,0.29132044,0.28559253,0.29118446,0.30670178,0.2937155,0.299935,0.31707925,0.30423364,0.30077574,0.3023432,0.29220665,0.32280532,0.32722628,0.306766,0.32186955,0.3006372,0.327279,0.31845546,0.28754154,0.31242055,0.317027,0.31582728,0.27514195,0.29027224,0.3099703,0.2994783,0.30629456,0.28590086,0.30460137,0.27831176,0.2869639,0.29887545,0.2843693,0.3013753,0.28194043,0.29381445,0.3325243,0.3139136
