ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0001885	endothelial cell development	0.04081632653061224	61/16034	5.243500443433668e-4	0.022002498852081213	0.017539625224903772	IL1B/GSTM3/PDE2A/RAP2C	4	28	0.6127399749782362	1.3723173572590248
GO:0001915	negative regulation of T cell mediated cytotoxicity	0.02040816326530612	10/16034	0.00161167846031126	0.04411394185651963	0.03516609693100208	IL7R/LILRB1	2	7	1.3058871555381815	2.0168998983693087
GO:0001959	regulation of cytokine-mediated signaling pathway	0.07142857142857142	144/16034	2.8489933771762943e-5	0.00272933565533489	0.0021757312580435806	IL6/IL36RN/ISG15/OAS3/PARP14/STAT2/ADAR	7	125	-0.32375346421343826	0.671754368527237
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.07142857142857142	67/16034	1.6532049460342926e-7	7.918851691504262e-5	6.312632570251997e-5	IL6/IL36RN/ISG15/OAS3/PARP14/STAT2/ADAR	7	59	0.42702282918314344	1.2127593545662627
GO:0002221	pattern recognition receptor signaling pathway	0.07142857142857142	181/16034	1.212169401569061e-4	0.009564344725920309	0.0076243622664049935	RSAD2/TNIP3/OASL/OAS3/RIGI/DDX60/IFI35	7	94	-0.03873450918114095	0.8542510522511235
GO:0002314	germinal center B cell differentiation	0.02040816326530612	9/16034	0.001294493919621282	0.0400040379031351	0.031889824743132095	IL6/ADA	2	NA	NA	NA
GO:0002367	cytokine production involved in immune response	0.05102040816326531	121/16034	8.743958167949523e-4	0.03161023367885148	0.025198576567417596	IL6/IL1B/RSAD2/LILRB1/RIGI	5	NA	NA	NA
GO:0002369	T cell cytokine production	0.030612244897959183	38/16034	0.0015993487347355122	0.04411394185651963	0.03516609693100208	IL6/IL1B/RSAD2	3	NA	NA	NA
GO:0002456	T cell mediated immunity	0.05102040816326531	123/16034	9.413308522933609e-4	0.03303772145860866	0.026336520072761875	IL6/IL1B/RSAD2/IL7R/LILRB1	5	11	1.7701927636692796	2.4705128716280376
GO:0002702	positive regulation of production of molecular mediator of immune response	0.05102040816326531	131/16034	0.0012477840251768197	0.0400040379031351	0.031889824743132095	IL6/IL1B/RSAD2/LILRB1/RIGI	5	60	0.0737434742455494	0.9344670814464735
GO:0002705	positive regulation of leukocyte mediated immunity	0.05102040816326531	145/16034	0.0019534680999504866	0.04819462998263773	0.03841907927964364	IL6/IL1B/RSAD2/RIGI/PTAFR	5	70	-0.08040720558170898	0.8256745511130505
GO:0002709	regulation of T cell mediated immunity	0.05102040816326531	95/16034	2.887270802919269e-4	0.016763669267858543	0.013363412870927781	IL6/IL1B/RSAD2/IL7R/LILRB1	5	59	0.09055059256193053	0.9468289167347761
GO:0002718	regulation of cytokine production involved in immune response	0.05102040816326531	119/16034	8.110750271808403e-4	0.029884995232278656	0.02382327660808501	IL6/IL1B/RSAD2/LILRB1/RIGI	5	54	0.1791039899033756	1.013502961923979
GO:0002720	positive regulation of cytokine production involved in immune response	0.05102040816326531	80/16034	1.287578048341395e-4	0.009564344725920309	0.0076243622664049935	IL6/IL1B/RSAD2/LILRB1/RIGI	5	35	0.6127399749782363	1.3723173572590248
GO:0002724	regulation of T cell cytokine production	0.030612244897959183	38/16034	0.0015993487347355122	0.04411394185651963	0.03516609693100208	IL6/IL1B/RSAD2	3	26	0.39916587468017717	1.189527029133798
GO:0002726	positive regulation of T cell cytokine production	0.030612244897959183	26/16034	5.197884487908752e-4	0.022002498852081213	0.017539625224903772	IL6/IL1B/RSAD2	3	17	0.8240490686454431	1.5621590014132705
GO:0002753	cytosolic pattern recognition receptor signaling pathway	0.05102040816326531	93/16034	2.614831184712005e-4	0.01565630171846313	0.012480658055977367	RSAD2/OASL/OAS3/RIGI/DDX60	5	60	0.0737434742455494	0.9344670814464735
