ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	11/194	105/16218	5.0584515439332134e-8	8.301421455984162e-6	6.00154098615975e-6	HIF1A/MUC1/NFE2L2/PTGS2/PTPN1/BCL2/BID/SRC/XBP1/ARHGEF2/CD44	11
GO:0043409	negative regulation of MAPK cascade	13/194	157/16218	5.1729258598655037e-8	8.301421455984162e-6	6.00154098615975e-6	TNIP1/DUSP4/DUSP6/SPRED2/EPHB2/IL1B/LYN/MYC/PPARG/PRKCD/PTPN1/RGS2/TLR4	13
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	10/194	83/16218	5.4245119296827505e-8	8.342447305191263e-6	6.031200763923585e-6	HMOX1/ICAM1/SERPINE1/PMAIP1/BCL2/BID/CASP10/CFLAR/ARHGEF2/BAG3	10
GO:0048660	regulation of smooth muscle cell proliferation	12/194	132/16218	6.09097513881928e-8	8.992715694952783e-6	6.501314516592367e-6	TRIB1/CDKN1A/EDN1/HMOX1/ID2/IGFBP3/JUN/PPARG/PTGS2/SRC/STAT1/TLR4	12
GO:0048659	smooth muscle cell proliferation	12/194	136/16218	8.491143331174024e-8	1.1852895569984226e-5	8.569091323107422e-6	TRIB1/CDKN1A/EDN1/HMOX1/ID2/IGFBP3/JUN/PPARG/PTGS2/SRC/STAT1/TLR4	12
GO:0006469	negative regulation of protein kinase activity	13/194	164/16218	8.670500687877923e-8	1.1852895569984226e-5	8.569091323107422e-6	TRIB1/CDKN1A/PKIG/GADD45A/EPHB2/IL1B/LYN/PRKAG2/PPARG/PRKCD/PTPN1/RGS2/SH3BP5	13
GO:0033002	muscle cell proliferation	14/194	197/16218	1.0740574162952884e-7	1.415837829837825e-5	1.0235847933490811e-5	TRIB1/CDKN1A/EDN1/FOS/HMOX1/ID2/IGFBP3/JUN/PPARG/PTGS2/SRC/STAT1/TLR4/CFLAR	14
GO:0014909	smooth muscle cell migration	9/194	69/16218	1.271006545804571e-7	1.617684538125749e-5	1.169510560295676e-5	TRIB1/GRB10/IGFBP3/NFE2L2/SERPINE1/PDGFA/BCL2/SRC/TLR4	9
GO:0097696	receptor signaling pathway via STAT	13/194	171/16218	1.4165854460744502e-7	1.7428722938202652e-5	1.260015475718853e-5	GADD45A/EGF/EPHB2/PTK2B/HES1/IFNAR1/LYN/PPARG/CCL2/STAT1/STAT3/SOCS2/CD40	13
GO:0010634	positive regulation of epithelial cell migration	12/194	148/16218	2.1552001244336892e-7	2.566078599769273e-5	1.855155285378405e-5	EDN1/EGF/ETS1/PTK2B/HIF1A/HMOX1/NFE2L2/LGMN/PTGS2/SRC/MAP4K4/CD40	12
GO:0033673	negative regulation of kinase activity	13/194	178/16218	2.2607745691272541e-7	2.6076621670777173e-5	1.8852182673478915e-5	TRIB1/CDKN1A/PKIG/GADD45A/EPHB2/IL1B/LYN/PRKAG2/PPARG/PRKCD/PTPN1/RGS2/SH3BP5	13
GO:0006109	regulation of carbohydrate metabolic process	13/194	179/16218	2.4125520604413344e-7	2.6984029257845347e-5	1.9508196086822273e-5	SLC2A6/EGF/PTK2B/NR3C1/HIF1A/IGFBP3/APP/PRKAG2/PMAIP1/DDIT4/SRC/STAT3/IER3	13
GO:0042542	response to hydrogen peroxide	10/194	99/16218	2.944505545370696e-7	3.105191419418068e-5	2.2449087391021697e-5	EDN1/EZH2/PTK2B/HMOX1/NFE2L2/PRKCD/BCL2/SRC/STAT1/FOSL1	10
GO:1904035	regulation of epithelial cell apoptotic process	10/194	99/16218	2.944505545370696e-7	3.105191419418068e-5	2.2449087391021697e-5	HMOX1/ICAM1/NFE2L2/NPC1/SERPINE1/BCL2/CCL2/ZFP36/CFLAR/CD40	10
GO:0010595	positive regulation of endothelial cell migration	10/194	103/16218	4.2781520982743696e-7	4.20032659704594e-5	3.0366404550218757e-5	EDN1/EGF/ETS1/PTK2B/HIF1A/HMOX1/NFE2L2/LGMN/PTGS2/CD40	10
GO:0045766	positive regulation of angiogenesis	12/194	158/16218	4.3849382761531064e-7	4.20032659704594e-5	3.0366404550218757e-5	ETS1/PTK2B/HIF1A/HMOX1/IL1B/NFE2L2/SERPINE1/STAT3/TJP1/XBP1/CXCR4/CD40	12
GO:1904018	positive regulation of vasculature development	12/194	158/16218	4.3849382761531064e-7	4.20032659704594e-5	3.0366404550218757e-5	ETS1/PTK2B/HIF1A/HMOX1/IL1B/NFE2L2/SERPINE1/STAT3/TJP1/XBP1/CXCR4/CD40	12
GO:2000116	regulation of cysteine-type endopeptidase activity	13/194	189/16218	4.514708546530692e-7	4.20032659704594e-5	3.0366404550218757e-5	DNAJB6/MALT1/CTSD/BIRC2/FAS/MYC/PMAIP1/PPARG/LGMN/BID/SRC/CASP10/CD44	13
GO:1904019	epithelial cell apoptotic process	11/194	130/16218	4.5519659680801293e-7	4.20032659704594e-5	3.0366404550218757e-5	HMOX1/ICAM1/NFE2L2/NPC1/SERPINE1/BCL2/CCL2/BID/ZFP36/CFLAR/CD40	11
GO:0098781	ncRNA transcription	11/194	133/16218	5.72865246623845e-7	5.157184451923444e-5	3.7284041083220726e-5	EGR1/ETS1/FOXO3/FOS/NR3C1/HIF1A/JUN/MYC/PPARG/STAT3/FOSL1	11
GO:0140467	integrated stress response signaling	7/194	42/16218	5.953218827717146e-7	5.2317454031199967e-5	3.782308202572172e-5	CEBPD/FOS/JUN/NFE2L2/PTPN1/FOSL1/NCK2	7
GO:0007259	receptor signaling pathway via JAK-STAT	12/194	163/16218	6.131829106072795e-7	5.2633909838406244e-5	3.8051864832055164e-5	GADD45A/EGF/EPHB2/PTK2B/HES1/IFNAR1/LYN/CCL2/STAT1/STAT3/SOCS2/CD40	12
GO:0014812	muscle cell migration	9/194	83/16218	6.382976895181573e-7	5.3544472091170885e-5	3.871015892173514e-5	TRIB1/GRB10/IGFBP3/NFE2L2/SERPINE1/PDGFA/BCL2/SRC/TLR4	9
GO:0010594	regulation of endothelial cell migration	12/194	164/16218	6.547469556384756e-7	5.370380029470252e-5	3.882534579049206e-5	GADD45A/EDN1/EGF/ETS1/PTK2B/HIF1A/HMOX1/NFE2L2/PPARG/LGMN/PTGS2/CD40	12
GO:0014910	regulation of smooth muscle cell migration	8/194	62/16218	7.060092260560334e-7	5.5567644170693903e-5	4.0172818084589554e-5	TRIB1/IGFBP3/NFE2L2/SERPINE1/PDGFA/BCL2/SRC/TLR4	8
GO:0002532	production of molecular mediator involved in inflammatory response	9/194	84/16218	7.075804053163406e-7	5.5567644170693903e-5	4.0172818084589554e-5	TICAM1/EPHB2/EZH2/HIF1A/IL4R/LYN/SERPINE1/STAT3/TLR4	9
GO:2000377	regulation of reactive oxygen species metabolic process	11/194	139/16218	8.91237417943397e-7	6.821228539963912e-5	4.931430463519663e-5	CDKN1A/GADD45A/PTK2B/HIF1A/BIRC2/NFE2L2/PRKCD/BCL2/TLR4/CFLAR/IER3	11
GO:0034605	cellular response to heat	8/194	64/16218	9.055545880743205e-7	6.821228539963912e-5	4.931430463519663e-5	DNAJB6/CDKN1A/HMOX1/DNAJB1/LYN/PTGS2/MAPKAPK2/BAG3	8
GO:0070373	negative regulation of ERK1 and ERK2 cascade	8/194	65/16218	1.0221648662968871e-6	7.54562104300362e-5	5.4551324969739134e-5	TNIP1/DUSP4/DUSP6/SPRED2/EPHB2/LYN/PTPN1/TLR4	8
GO:0071901	negative regulation of protein serine/threonine kinase activity	9/194	88/16218	1.0539256693637033e-6	7.627528716904763e-5	5.514347929488108e-5	CDKN1A/PKIG/GADD45A/IL1B/LYN/PPARG/PRKCD/PTPN1/RGS2	9
GO:0002246	wound healing involved in inflammatory response	4/194	8/16218	1.3384725178749104e-6	9.500580891300566e-5	6.868477394358093e-5	HIF1A/HMOX1/PPARG/TLR4	4
GO:0031960	response to corticosteroid	11/194	147/16218	1.5528399848461456e-6	1.0814212045409668e-4	7.818171522512372e-5	CDKN1A/EDN1/FOS/NR3C1/DDIT4/PTGS2/BCL2/SRC/ZFP36/FOSL1/CFLAR	11
GO:0032722	positive regulation of chemokine production	8/194	69/16218	1.6255929063404537e-6	1.1111228550560397e-4	8.03290061905078e-5	TICAM1/EGR1/HIF1A/HMOX1/APP/IL1B/IL4R/TLR4	8
GO:0045429	positive regulation of nitric oxide biosynthetic process	6/194	33/16218	2.295117124004207e-6	1.5105853363203488e-4	1.0920828266685923e-4	TICAM1/EDN1/PTK2B/IL1B/PTGS2/TLR4	6
GO:2001236	regulation of extrinsic apoptotic signaling pathway	11/194	153/16218	2.300969349113401e-6	1.5105853363203488e-4	1.0920828266685923e-4	HMOX1/ICAM1/IL1B/SERPINE1/PMAIP1/BCL2/BID/SRC/TLR4/CFLAR/ARHGEF2	11
GO:0006110	regulation of glycolytic process	7/194	51/16218	2.3327923102210754e-6	1.5105853363203488e-4	1.0920828266685923e-4	SLC2A6/HIF1A/APP/PRKAG2/DDIT4/STAT3/IER3	7
GO:0051384	response to glucocorticoid	10/194	125/16218	2.56245569612479e-6	1.630693788689069e-4	1.1789156424094996e-4	CDKN1A/EDN1/FOS/NR3C1/DDIT4/PTGS2/BCL2/ZFP36/FOSL1/CFLAR	10
GO:0038061	non-canonical NF-kappaB signal transduction	10/194	126/16218	2.7547619442892646e-6	1.6974583851100754e-4	1.2271833353545727e-4	MALT1/EDN1/BIRC2/APP/IL1B/NFKB2/NFKBIA/RELB/TLR4/IKBKE	10
GO:1904407	positive regulation of nitric oxide metabolic process	6/194	34/16218	2.7593471445842464e-6	1.6974583851100754e-4	1.2271833353545727e-4	TICAM1/EDN1/PTK2B/IL1B/PTGS2/TLR4	6
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	11/194	158/16218	3.149183500804681e-6	1.891529984419145e-4	1.3674880607174016e-4	DNAJB6/MALT1/CTSD/FAS/MYC/PMAIP1/PPARG/BID/SRC/CASP10/CD44	11
GO:0050864	regulation of B cell activation	10/194	128/16218	3.177319399457789e-6	1.891529984419145e-4	1.3674880607174016e-4	CDKN1A/TICAM1/EPHB2/ID2/LYN/PPP2R3C/BCL2/TLR4/XBP1/CD40	10
GO:0070555	response to interleukin-1	10/194	130/16218	3.6550860668446714e-6	2.1414162972577274e-4	1.5481442238013773e-4	EDN1/EGR1/HIF1A/HES1/APP/IL1B/NFKBIA/CCL2/SRC/CD40	10
GO:0043123	positive regulation of canonical NF-kappaB signal transduction	12/194	195/16218	4.0498083581793344e-6	2.335600414068738e-4	1.6885302940764166e-4	MALT1/TICAM1/NUP62/GAPDH/HMOX1/BIRC2/IL1B/TLR4/CASP10/CFLAR/CD40/IKBKE	12
GO:0048010	vascular endothelial growth factor receptor signaling pathway	7/194	56/16218	4.4430578732066115e-6	2.5229733246162465e-4	1.8239921795269246e-4	PTK2B/GRB10/HIF1A/IL1B/PTPN1/SRC/MAPKAPK2	7
GO:0010469	regulation of signaling receptor activity	9/194	105/16218	4.654900839856182e-6	2.6032180302892676e-4	1.8820053634825232e-4	EDN1/EPHB2/PTK2B/HIF1A/APP/SERPINE1/PPARG/PRKCD/CCL2	9
GO:0048661	positive regulation of smooth muscle cell proliferation	8/194	81/16218	5.533088185625106e-6	3.0481535064391446e-4	2.2036729851625524e-4	EDN1/HMOX1/ID2/JUN/PTGS2/SRC/STAT1/TLR4	8
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	8/194	82/16218	6.0691013205112985e-6	3.29427249617753e-4	2.3816055491480097e-4	CDKN1A/MUC1/MYC/PMAIP1/DDIT4/BCL2/TP53BP2/CD44	8
GO:0071902	positive regulation of protein serine/threonine kinase activity	10/194	138/16218	6.245137543746781e-6	3.3406960397057054e-4	2.415167608451272e-4	EDN1/EGF/EZH2/IL1B/PDGFA/PTPN1/RALB/SRC/TLR4/CD40	10
GO:0050871	positive regulation of B cell activation	8/194	83/16218	6.648387041150576e-6	3.5055995098409677e-4	2.5343851352355954e-4	CDKN1A/TICAM1/EPHB2/PPP2R3C/BCL2/TLR4/XBP1/CD40	8
GO:0048708	astrocyte differentiation	8/194	84/16218	7.273735108080518e-6	3.7813177864683367e-4	2.7337166047418994e-4	CDK6/NR3C1/HES1/ID2/APP/IL1B/STAT3/TLR4	8
GO:0043470	regulation of carbohydrate catabolic process	7/194	61/16218	7.947053865276053e-6	4.0739688634352654e-4	2.945289700069414e-4	SLC2A6/HIF1A/APP/PRKAG2/DDIT4/STAT3/IER3	7
GO:0043406	positive regulation of MAP kinase activity	8/194	87/16218	9.456069947671467e-6	4.7811444077884086e-4	3.456544674455252e-4	EDN1/EGF/EZH2/IL1B/PDGFA/PTPN1/TLR4/CD40	8
GO:0030888	regulation of B cell proliferation	7/194	63/16218	9.877160433764388e-6	4.926567454192481e-4	3.5616787623887227e-4	CDKN1A/TICAM1/EPHB2/LYN/BCL2/TLR4/CD40	7
GO:0006096	glycolytic process	8/194	88/16218	1.0296284375502263e-5	5.067144750663847e-4	3.6633095988629106e-4	SLC2A6/GAPDH/HIF1A/APP/PRKAG2/DDIT4/STAT3/IER3	8
GO:0070098	chemokine-mediated signaling pathway	8/194	89/16218	1.1198583854033481e-5	5.421854126171507e-4	3.919747953013666e-4	EDN1/PTK2B/CXCL2/HIF1A/LYN/CCL2/CXCR4/OXSR1	8
GO:0043534	blood vessel endothelial cell migration	9/194	117/16218	1.1310830878222866e-5	5.421854126171507e-4	3.919747953013666e-4	GADD45A/ETS1/PTK2B/HIF1A/HMOX1/NFE2L2/PPARG/PTGS2/CD40	9
GO:0043535	regulation of blood vessel endothelial cell migration	8/194	90/16218	1.2166615298813213e-5	5.684052079254402e-4	4.109304858449404e-4	GADD45A/ETS1/HIF1A/HMOX1/NFE2L2/PPARG/PTGS2/CD40	8
GO:1900076	regulation of cellular response to insulin stimulus	7/194	65/16218	1.2180615936247339e-5	5.684052079254402e-4	4.109304858449404e-4	CTSD/GRB10/IL1B/PPARG/PRKCD/PTPN1/SRC	7
GO:0090594	inflammatory response to wounding	5/194	26/16218	1.2473807055529847e-5	5.684052079254402e-4	4.109304858449404e-4	HIF1A/HMOX1/PPARG/STAT3/TLR4	5
GO:2000737	negative regulation of stem cell differentiation	5/194	26/16218	1.2473807055529847e-5	5.684052079254402e-4	4.109304858449404e-4	EZH2/HES1/NFE2L2/STAT3/ZFP36	5
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	4/194	13/16218	1.3043895582969784e-5	5.831414681309951e-4	4.2158411547635723e-4	PDGFA/PTPN1/PTPN12/SRC	4
GO:0030890	positive regulation of B cell proliferation	6/194	44/16218	1.311317850308117e-5	5.831414681309951e-4	4.2158411547635723e-4	CDKN1A/TICAM1/EPHB2/BCL2/TLR4/CD40	6
GO:0038127	ERBB signaling pathway	9/194	120/16218	1.3886667621457404e-5	6.101867879857057e-4	4.411366218094552e-4	EGF/PTK2B/NUP62/LGMN/PTPN12/RALA/RALB/SRC/NCK2	9
GO:0032642	regulation of chemokine production	8/194	92/16218	1.4315249363510056e-5	6.216186517731249e-4	4.4940132676777705e-4	TICAM1/EGR1/HIF1A/HMOX1/APP/IL1B/IL4R/TLR4	8
GO:0032602	chemokine production	8/194	93/16218	1.5503945407135658e-5	6.577593390544564e-4	4.7552936003737316e-4	TICAM1/EGR1/HIF1A/HMOX1/APP/IL1B/IL4R/TLR4	8
GO:0045638	negative regulation of myeloid cell differentiation	8/194	93/16218	1.5503945407135658e-5	6.577593390544564e-4	4.7552936003737316e-4	CDK6/TRIB1/PTK2B/LYN/MYC/NFKBIA/TLR4/ZFP36	8
GO:2000045	regulation of G1/S transition of mitotic cell cycle	10/194	154/16218	1.6430986848677327e-5	6.891678688462275e-4	4.982362638923089e-4	CDK2/CDKN1A/EZH2/ID2/MUC1/PSME1/PSME2/BCL2/CCL2/BID	10
GO:0002224	toll-like receptor signaling pathway	7/194	69/16218	1.8130979702852336e-5	7.519263604857076e-4	5.436077297070452e-4	TNIP1/TICAM1/BIRC2/TLR4/FOSL1/MAPKAPK2/CD40	7
GO:0043407	negative regulation of MAP kinase activity	6/194	47/16218	1.936137666124222e-5	7.853059478752203e-4	5.677396163822907e-4	IL1B/LYN/PPARG/PRKCD/PTPN1/RGS2	6
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	6/194	47/16218	1.936137666124222e-5	7.853059478752203e-4	5.677396163822907e-4	HMOX1/ICAM1/SERPINE1/PMAIP1/CFLAR/ARHGEF2	6
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	8/194	96/16218	1.957965304397683e-5	7.855271672317226e-4	5.678995476714104e-4	HMOX1/ICAM1/IL1B/SERPINE1/BCL2/SRC/CFLAR/ARHGEF2	8
GO:2001056	positive regulation of cysteine-type endopeptidase activity	9/194	126/16218	2.0563040173481762e-5	8.161094761324858e-4	5.900091323121252e-4	MALT1/CTSD/FAS/MYC/PMAIP1/PPARG/LGMN/BID/CASP10	9
GO:1990868	response to chemokine	8/194	97/16218	2.112359005546811e-5	8.207070620498189e-4	5.933329727491597e-4	EDN1/PTK2B/CXCL2/HIF1A/LYN/CCL2/CXCR4/OXSR1	8
GO:1990869	cellular response to chemokine	8/194	97/16218	2.112359005546811e-5	8.207070620498189e-4	5.933329727491597e-4	EDN1/PTK2B/CXCL2/HIF1A/LYN/CCL2/CXCR4/OXSR1	8
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	5/194	29/16218	2.1872792994794348e-5	8.334563894165176e-4	6.025501425004983e-4	HMOX1/ICAM1/SERPINE1/CFLAR/ARHGEF2	5
GO:0071260	cellular response to mechanical stimulus	7/194	71/16218	2.190335133389385e-5	8.334563894165176e-4	6.025501425004983e-4	GADD45A/FAS/IL1B/PTGS2/TLR4/BAG3/CD40	7
GO:0009408	response to heat	8/194	98/16218	2.2768412005427706e-5	8.367093654167381e-4	6.049018926068906e-4	DNAJB6/CDKN1A/HMOX1/DNAJB1/LYN/PTGS2/MAPKAPK2/BAG3	8
GO:0043500	muscle adaptation	8/194	98/16218	2.2768412005427706e-5	8.367093654167381e-4	6.049018926068906e-4	EDN1/EZH2/FOXO3/HMOX1/IL1B/PPARG/RGS2/CFLAR	8
GO:0016052	carbohydrate catabolic process	10/194	160/16218	2.2895596290189802e-5	8.367093654167381e-4	6.049018926068906e-4	SLC2A6/GAPDH/HIF1A/APP/PRKAG2/DDIT4/PYGL/RBKS/STAT3/IER3	10
GO:1903034	regulation of response to wounding	10/194	160/16218	2.2895596290189802e-5	8.367093654167381e-4	6.049018926068906e-4	EDN1/EPHB2/NFE2L2/SERPINE1/PDGFA/PRKCD/PTPRF/STAT3/XBP1/CXCR4	10
GO:0070665	positive regulation of leukocyte proliferation	10/194	161/16218	2.416152640872351e-5	8.689471094822642e-4	6.282082797523249e-4	CDKN1A/TICAM1/EPHB2/HES1/IL1B/LYN/BCL2/TLR4/NCK2/CD40	10
GO:0032869	cellular response to insulin stimulus	11/194	196/16218	2.4399978088629933e-5	8.689471094822642e-4	6.282082797523249e-4	CTSD/GRB10/IL1B/INSIG1/PPARG/PRKCD/PTPN1/SRC/STAT1/XBP1/CFLAR	11
GO:0045639	positive regulation of myeloid cell differentiation	8/194	99/16218	2.4519320104822684e-5	8.689471094822642e-4	6.282082797523249e-4	TRIB1/ETS1/FOXO3/FOS/HIF1A/ID2/STAT1/STAT3	8
GO:0045428	regulation of nitric oxide biosynthetic process	6/194	49/16218	2.4719438226940597e-5	8.689471094822642e-4	6.282082797523249e-4	TICAM1/EDN1/PTK2B/IL1B/PTGS2/TLR4	6
GO:0009266	response to temperature stimulus	10/194	162/16218	2.548704746045733e-5	8.874782280806416e-4	6.416054152160808e-4	DNAJB6/CDKN1A/HMOX1/DNAJB1/LYN/NFKBIA/PTGS2/CXCR4/MAPKAPK2/BAG3	10
GO:0045648	positive regulation of erythrocyte differentiation	5/194	30/16218	2.599381017630626e-5	8.966649846798729e-4	6.482470122669588e-4	ETS1/FOXO3/HIF1A/STAT1/STAT3	5
GO:0042100	B cell proliferation	8/194	100/16218	2.6381708169689543e-5	9.016193042067046e-4	6.518287544850195e-4	CDKN1A/TICAM1/EPHB2/LYN/PRKCD/BCL2/TLR4/CD40	8
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	8/194	102/16218	3.046348611495359e-5	0.001031566305048566	7.457743824375409e-4	CDKN1A/MUC1/DDIT4/BCL2/BID/IER3/CD44/IKBKE	8
GO:0080164	regulation of nitric oxide metabolic process	6/194	51/16218	3.121040644132247e-5	0.0010378163078821735	7.502928433262445e-4	TICAM1/EDN1/PTK2B/IL1B/PTGS2/TLR4	6
GO:0097300	programmed necrotic cell death	6/194	51/16218	3.121040644132247e-5	0.0010378163078821735	7.502928433262445e-4	BIRC2/FAS/ASAH1/PYGL/CFLAR/ARHGEF2	6
GO:0002702	positive regulation of production of molecular mediator of immune response	9/194	133/16218	3.162934095177836e-5	0.0010423562272590529	7.5357499354096e-4	MALT1/TICAM1/EPHB2/IL1B/IL4R/TLR4/XBP1/MAPKAPK2/CD40	9
GO:0007173	epidermal growth factor receptor signaling pathway	8/194	103/16218	3.2694662029020765e-5	0.001067929181850581	7.720630483797639e-4	EGF/PTK2B/NUP62/PTPN12/RALA/RALB/SRC/NCK2	8
GO:0071347	cellular response to interleukin-1	8/194	104/16218	3.506089775461495e-5	0.0011351734527393312	8.206775236191035e-4	EDN1/EGR1/HIF1A/HES1/IL1B/NFKBIA/CCL2/CD40	8
GO:0043536	positive regulation of blood vessel endothelial cell migration	6/194	53/16218	3.90042425262399e-5	0.0012518666014291434	9.050412339040563e-4	ETS1/HIF1A/HMOX1/NFE2L2/PTGS2/CD40	6
GO:0072331	signal transduction by p53 class mediator	10/194	171/16218	4.0500230582965457e-5	0.0012886754403597027	9.316523096898134e-4	CDKN1A/SPRED2/MUC1/MYC/PMAIP1/DDIT4/BCL2/TP53BP2/DYRK3/CD44	10
GO:0032310	prostaglandin secretion	4/194	17/16218	4.1819226734429524e-5	0.001308091236243893	9.456890256180094e-4	EDN1/IL1B/PLA2G4A/PTGS2	4
GO:2000310	regulation of NMDA receptor activity	4/194	17/16218	4.1819226734429524e-5	0.001308091236243893	9.456890256180094e-4	EPHB2/PTK2B/APP/CCL2	4
