ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000956	nuclear-transcribed mRNA catabolic process	0.016550522648083623	124/16034	0.0012870467294045435	0.036987197963466216	0.03296842837207444	XRN1/ZC3H12A/SSB/PATL1/EXOSC9/CPEB3/PELO/DCP1A/SMG5/SMG7/PAIP1/UPF2/EIF4ENIF1/SMG1/CNOT4/DHX36/MAGOH/UPF1/TNRC6A	19	12	0.9098530976748845
GO:0001562	response to protozoan	0.006968641114982578	28/16034	5.743868229499088e-4	0.019934601502379187	0.017768647476518545	BATF2/GBP4/IL10/MYD88/IRF4/BCL3/CD40/BATF	8	NA	NA
GO:0001959	regulation of cytokine-mediated signaling pathway	0.033101045296167246	144/16034	9.527710001643023e-13	5.621348900969384e-10	5.010572544021952e-10	STAP1/ISG15/USP18/OAS3/IRF7/PARP9/OAS1/PARP14/IL6/STAT2/ZBP1/AXL/WNT5A/IL1R2/TREX1/HSPA1B/ADAR/CASP1/CD24/NLRC5/IL1RN/TRIM56/CCL5/CD74/NR1H3/SPHK1/RIPK1/CASP4/GAS6/VRK2/CASP8/PELI3/HIF1A/TBK1/YTHDF3/RNF185/UBE2K/PAFAH1B1	38	2	3.3947597474628846
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.0156794425087108	67/16034	6.909820889063321e-7	1.0728406117229894e-4	9.562732731789571e-5	STAP1/ISG15/USP18/OAS3/OAS1/PARP14/IL6/STAT2/IL1R2/TREX1/ADAR/NLRC5/IL1RN/CCL5/NR1H3/GAS6/PELI3/YTHDF3	18	7	1.3947823771372958
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.016550522648083623	58/16034	9.732634015843408e-9	2.2969016277390444e-6	2.047336401816997e-6	IRF7/PARP9/PARP14/ZBP1/AXL/WNT5A/HSPA1B/CASP1/NLRC5/TRIM56/CD74/RIPK1/CASP4/GAS6/HIF1A/TBK1/RNF185/UBE2K/PAFAH1B1	19	8	1.3153182057830488
GO:0002221	pattern recognition receptor signaling pathway	0.02700348432055749	181/16034	4.7361890381378825e-6	4.989913450895269e-4	4.447744442582117e-4	RSAD2/OASL/AIM2/RIGI/OAS3/IRF7/TLR3/OAS1/TREML4/IFIH1/IFI35/MEFV/DHX58/TNIP3/DDX60/MYD88/HSPA1B/IRF4/NFKBIZ/CASP1/SLC15A3/PRKCE/NMI/CTSS/TASL/NINJ1/UNC93B1/NR1H3/CD40/USP15/GPATCH3	31	7	1.9383978237262773
GO:0002230	positive regulation of defense response to virus by host	0.010452961672473868	31/16034	6.73859726301042e-7	1.0728406117229894e-4	9.562732731789571e-5	AIM2/RIGI/STAT1/PARP9/DTX3L/IL23A/APOBEC3G/ZC3H12A/APOBEC3F/IL12RB1/TRAF3IP2/SELENOK	12	28	-0.3969770920907592
GO:0002269	leukocyte activation involved in inflammatory response	0.008710801393728223	46/16034	0.001291417420419329	0.036987197963466216	0.03296842837207444	STAP1/TLR3/IL6/MYD88/C5AR1/SPHK1/CST7/TRAF3IP2/GRN/JAK2	10	NA	NA
GO:0002287	alpha-beta T cell activation involved in immune response	0.012195121951219513	71/16034	4.3776928107255045e-4	0.015749016819073463	0.014037839077268693	CD80/IL6/IL23A/IRF4/GATA3/NFKBIZ/ZC3H12A/BCL3/LGALS9/IL12RB1/MALT1/GPR183/BATF/STAT3	14	NA	NA
GO:0002292	T cell differentiation involved in immune response	0.012195121951219513	79/16034	0.0013254495610827582	0.037659740265709486	0.033567896943351404	CD80/IL6/IL23A/IRF4/GATA3/NFKBIZ/ZC3H12A/BCL3/LGALS9/IL12RB1/MALT1/GPR183/BATF/STAT3	14	NA	NA
