ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0001573	ganglioside metabolic process	0.0035842293906810036	24/16034	0.0014457513518278378	0.0385716489968689	0.03381116500844559	ITGB8/B4GALNT1/NEU4/ST3GAL1/NEU3/B4GALT5/ST8SIA4/B4GALT6/ST8SIA6/ST3GAL5/ST3GAL3/ST3GAL2	12	27	-0.6302527820556418
GO:0001574	ganglioside biosynthetic process	0.002688172043010753	14/16034	5.33169076015159e-4	0.02148504761004836	0.018833379148934595	B4GALNT1/ST3GAL1/B4GALT5/ST8SIA4/B4GALT6/ST8SIA6/ST3GAL5/ST3GAL3/ST3GAL2	9	17	-0.4553113325593097
GO:0001776	leukocyte homeostasis	0.011648745519713262	102/16034	4.343582997931652e-5	0.0036906219005065446	0.0032351281137070224	IL2RA/IL6/PDE4B/PMAIP1/TNFAIP3/GCNT4/JAK3/FLT3/IL7R/BCL2/CHST3/KITLG/TNFSF13B/GPR183/SLC7A11/CSF1/P2RX7/FAS/RAG1/LGALS9/XKR8/SKIL/BCL2L11/LYN/TRAF3IP2/SPTA1/SLC15A4/CASP3/ADA/MIR17HG/F2R/RC3H2/STAT5B/SH2B3/DOCK10/CAMLG/RC3H1/PPP3CB/PPP2R3C	39	103	-0.7904899079393024
GO:0001782	B cell homeostasis	0.004480286738351254	34/16034	0.001915221322758425	0.04636567082990756	0.04064325451277789	TNFAIP3/IL7R/BCL2/TNFSF13B/BCL2L11/LYN/TRAF3IP2/CASP3/ADA/MIR17HG/RC3H2/DOCK10/CAMLG/RC3H1/PPP2R3C	15	34	-0.6376328893532646
GO:0001787	natural killer cell proliferation	0.002688172043010753	15/16034	0.001086012215506922	0.03365237782036722	0.02949902659083502	IL12B/IL23A/IL23R/IL15/SLAMF1/EMP2/STAT5B/ELF4/TYK2	9	15	-0.3301481896053037
GO:0001837	epithelial to mesenchymal transition	0.016726403823178016	158/16034	1.5451443123870803e-5	0.0017842957529759463	0.001564079309459538	IL1B/FERMT2/IL6/EDN1/HPN/PDPN/HEY1/BMP2/BCL9L/SNAI1/HGF/SPRED2/FOXA1/TWIST1/GREM1/FAM83D/BAMBI/PHLDB1/SPRY1/GCNT2/LRG1/AXIN2/COL1A1/EPB41L5/WNT16/HAS2/TGFBR3/VASN/FOXC1/PHLDB2/TIAM1/SPRED3/LRP6/ROCK2/APLF/IL17RD/EMP2/EZH2/NOTCH4/SMAD7/MSX1/DACT3/CTNNB1/WNT5A/DDX5/TGFBR1/WNT4/SMAD2/ROCK1/NOLC1/PPP2CA/AKNA/POFUT2/CUL7/HDAC2/DAG1	56	172	-0.941465351917617
GO:0001885	endothelial cell development	0.008661887694145758	61/16034	2.9851494235551977e-6	5.749820087324027e-4	5.040181604814692e-4	IL1B/MET/PPP1R16B/PDE4D/VEGFA/MARVELD2/AFDN/ICAM1/CLDN5/RDX/RAP2C/TJP3/RAPGEF2/TJP1/RAPGEF3/ROCK2/MYADM/RAPGEF1/PTPRS/FASN/CLIC4/NOTCH4/CCM2/MYD88/RAP1B/MSN/F11R/ROCK1/EZR	29	63	-0.5951614622443718
GO:0001959	regulation of cytokine-mediated signaling pathway	0.017323775388291517	144/16034	8.484202322721539e-8	3.1258225414712644e-5	2.7400358679345805e-5	IL6/EDN1/TSLP/TNFAIP3/IRAK2/USP18/CCL5/OAS3/CXCR4/ISG15/RIPK2/OAS1/ROBO1/IL7/PTPN1/PPARG/NLRC5/STING1/PARP14/ZBP1/HSPA1B/PARP9/H2BC11/TXK/CSF1/SPHK1/GFI1/IL1RN/STAP1/CAV1/IRF7/STAT2/TICAM2/IL1R1/ADAR/SPPL2A/CYLD/RBM47/IKBKE/CPNE1/PTPN2/ANGPT1/WNT5A/TRAF2/XIAP/OTUD4/VRK2/SH2B3/NKIRAS2/PPP2CB/RABGEF1/YTHDF3/TBK1/TRIM56/RIPK1/RFFL/PAFAH1B1/METTL3	58	165	-0.8648250291934744
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.007765830346475508	67/16034	5.96658198368871e-4	0.02331487111505028	0.020437367209413273	IL6/USP18/CCL5/OAS3/ISG15/OAS1/ROBO1/PPARG/NLRC5/PARP14/H2BC11/IL1RN/STAP1/CAV1/STAT2/ADAR/CYLD/PTPN2/XIAP/OTUD4/SH2B3/PPP2CB/RABGEF1/YTHDF3/RFFL/METTL3	26	87	-1.0271341464724146
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.007765830346475508	58/16034	3.5149397154381497e-5	0.0032375105450410673	0.0028379394218756887	EDN1/TSLP/CXCR4/RIPK2/IL7/NLRC5/STING1/PARP14/ZBP1/HSPA1B/PARP9/TXK/CSF1/GFI1/IRF7/TICAM2/IL1R1/RBM47/IKBKE/CPNE1/WNT5A/TRAF2/TBK1/TRIM56/RIPK1/PAFAH1B1	26	59	-0.6387634717235504
