ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000045	autophagosome assembly	0.013251783893985729	106/16034	5.47785744938857e-6	0.0015419529396314272	0.0014144448926876713	GABARAPL1/STING1/NUPR1/SYNPO2/FEZ2/STBD1/MOAP1/TOM1/CHMP4B/CHMP4A/SNX7/WIPI1/C9orf72/RALB/ATG101/SNX4/SMCR8/RAB23/PIP4K2C/RAB5A/ATG3/MAP1LC3B/PINK1/SH3GLB1/RAB7A/SCFD1/MTM1/BECN1/ATG2A/ATG14/PIKFYVE/RNF5/GABARAP/ULK1/SEC22B/ATG13/ATG5/RAB3GAP2/GABARAPL2	39	50	-0.05532523275828757
GO:0000075	cell cycle checkpoint signaling	0.018688413183826028	186/16034	1.2431614035917913e-4	0.012799382617813817	0.011740968811700253	PARP9/DTX3L/PML/FBXO6/TREX1/RPS27L/TAOK3/CHEK2/DUSP1/PLK3/TEX14/BRCA2/CDKN1A/SYF2/NEK11/CHMP4C/RHNO1/RPA2/CDC14B/DTL/RBBP8/CDK1/NBN/BUB1/TTK/BARD1/NDC80/BRIP1/ERCC6/USP28/CRADD/MAD2L2/BABAM2/BRCA1/XPC/LCMT1/RAD51/IK/ATF2/FZR1/RPL26/CLSPN/CDC6/RFWD3/EME1/CDKN1B/GIGYF2/WAC/UIMC1/TPR/NAE1/INIP/RAD17/MSH2/DONSON	55	NA	NA
GO:0000077	DNA damage checkpoint signaling	0.013931362555215767	121/16034	3.1646801927089324e-5	0.0048859284647743825	0.004481898497297424	PARP9/DTX3L/PML/FBXO6/TREX1/RPS27L/TAOK3/CHEK2/PLK3/BRCA2/CDKN1A/SYF2/NEK11/RHNO1/RPA2/CDC14B/DTL/CDK1/NBN/BARD1/BRIP1/ERCC6/USP28/CRADD/BABAM2/BRCA1/XPC/RAD51/ATF2/FZR1/RPL26/CLSPN/RFWD3/EME1/CDKN1B/GIGYF2/WAC/UIMC1/RAD17/MSH2/DONSON	41	32	0.4409722904447932
GO:0000302	response to reactive oxygen species	0.020387359836901122	194/16034	1.4453517550477139e-5	0.0028892427460344523	0.0026503238463556292	IL6/FOS/TRPA1/STAT1/IL1A/TNFAIP3/TXNIP/RHOB/KLF2/AREG/EDN1/CRYAB/HMOX1/FOSL1/TREX1/JUN/SESN2/CYP1B1/PTK2B/NR4A3/FYN/ANXA1/PLK3/PRKCD/ARG1/SESN3/TXN/GCH1/PDCD10/SPHK1/NFE2L2/SIRPA/PRDX5/NQO1/PPP1R15B/MAP3K5/ERN1/NUDT15/HIF1A/ADPRS/CDK1/PCGF2/CAT/ERCC6/RELA/MAPK3/PINK1/ZNF277/ROMO1/ECT2/HYAL1/STAT6/SIRT1/RIPK1/BECN1/EZH2/BCL2/SETX/CHUK/MAPK9	60	10	1.984895595768267
GO:0001959	regulation of cytokine-mediated signaling pathway	0.017329255861365953	144/16034	8.213381859063338e-7	4.726307727014515e-4	4.3354772081072047e-4	IL6/ISG15/CCL5/CARD16/USP18/CASP1/PARP9/OAS1/OAS3/PARP14/TNFAIP3/IL7/STAT2/TXK/EDN1/PPARG/CASP4/STING1/IRAK2/TREX1/SAMHD1/PYCARD/NLRC5/ARG1/CSF1/RIPK2/IRF7/ADAR/SPHK1/SH2B3/ZBP1/TRIM6/ECM1/IKBKE/RNF185/AGPAT2/RNF113A/RFFL/H2BC11/HIF1A/CYLD/CASP8/IRF3/PTPN2/OTUD4/SIGIRR/ZNF675/NR1H2/RIPK1/NKIRAS1/ADAM17	51	2	3.4318145787045924
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.008834522595990485	67/16034	6.872922582256163e-5	0.008635419508858464	0.007921334501583376	IL6/ISG15/CCL5/CARD16/USP18/OAS1/OAS3/PARP14/STAT2/PPARG/TREX1/SAMHD1/NLRC5/ARG1/ADAR/SH2B3/ECM1/RNF113A/RFFL/H2BC11/CYLD/PTPN2/OTUD4/SIGIRR/ZNF675/NR1H2	26	7	1.5053225155063805
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.007135575942915392	58/16034	9.808670738161065e-4	0.04602004821644809	0.04221453229081978	CASP1/PARP9/PARP14/IL7/TXK/EDN1/CASP4/STING1/NLRC5/CSF1/RIPK2/IRF7/ZBP1/TRIM6/IKBKE/RNF185/AGPAT2/HIF1A/IRF3/RIPK1/ADAM17	21	8	1.1582170225837989
GO:0002367	cytokine production involved in immune response	0.01291199456337071	121/16034	3.5873423140069113e-4	0.02557016209012811	0.023455699745429808	RSAD2/IL6/IFNB1/HLA-F/RIGI/PLCG2/IL1B/TLR3/HLA-E/KIR2DL4/ARID5A/B2M/HMOX1/BST2/PRG2/IL18/LACC1/CLEC7A/NR4A3/PYCARD/ACP5/ARG1/TRPM4/RIPK2/MYD88/TNFRSF14/TRIM6/BCL10/PANX1/TICAM1/BCL6/TLR4/DENND1B/LITAF/UBE2J1/SIRT1/TWIST1/ATG5	38	NA	NA
GO:0002718	regulation of cytokine production involved in immune response	0.01291199456337071	119/16034	2.467027244509849e-4	0.020145275302135782	0.018479410772227617	RSAD2/IL6/IFNB1/HLA-F/RIGI/PLCG2/IL1B/TLR3/HLA-E/KIR2DL4/ARID5A/B2M/HMOX1/BST2/PRG2/IL18/LACC1/CLEC7A/NR4A3/PYCARD/ACP5/ARG1/TRPM4/RIPK2/MYD88/TNFRSF14/TRIM6/BCL10/PANX1/TICAM1/BCL6/TLR4/DENND1B/LITAF/UBE2J1/SIRT1/TWIST1/ATG5	38	1	3.8307222862665977
GO:0002832	negative regulation of response to biotic stimulus	0.014271151885830785	117/16034	5.024540652955345e-6	0.0014898767944143188	0.0013666750576038541	LGALS9/NMI/HLA-F/ISG15/DHX58/TRIM21/CARD16/USP18/HLA-E/CEACAM1/OAS1/IFI16/OAS3/PARP14/TNFAIP3/STAT2/KIR2DL4/IL4I1/SPINK5/TRIM38/PPARG/TRIB1/TREX1/AHR/SERPING1/SAMHD1/DUSP10/TRAFD1/NLRC5/ARG1/RIOK3/SERPINB9/ADAR/KLRC1/ILRUN/PPM1B/USP15/ERBIN/PTPN2/SIGIRR/NR1H2/ATG5	42	NA	NA
