ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000041	transition metal ion transport	0.0125	97/16283	0.21649484536082475	2.0983247422680416	3.6798857879434306	7.658632603573407e-4	0.006720720472147344	0.004868077530870794	COX17/SLC31A2/CP/SLC39A14/FTH1/MCOLN2/IFNG/LCN2/LTF/SLC11A2/SLC25A37/FLVCR2/B2M/SLC39A8/TCN1/TCN2/TFRC/SLC30A4/STEAP4/SLC25A28/SLC41A2	21	55	-0.9185660457112904	0.3891911178112078
GO:0000101	sulfur amino acid transport	0.002976190476190476	12/16283	0.4166666666666667	4.0384424603174605	3.5712642834209256	0.004943713661872962	0.030093701329085988	0.02179803071233108	SLC43A2/SLC7A11/SLC1A2/SLC3A2/SLC7A5	5	10	-0.6489024787621879	0.5013508612383835
GO:0000302	response to reactive oxygen species	0.025	190/16283	0.22105263157894736	2.1425	5.372816114671329	1.3898798714543493e-6	3.276282345262735e-5	2.3731379002980977e-5	PPIF/TREX1/PLK3/SIRPA/EDN1/ERN1/PTK2B/KDM6B/FOS/GCH1/FOXP1/HBA1/HBA2/HBB/HGF/HIF1A/HMOX1/HP/IL1A/IL6/AREG/MET/MYB/NFE2L2/DDR2/OSER1/AXL/PRKCD/PTPRK/BCL2/RELA/SRC/STAT1/TNFAIP3/TXN/FOSL1/SESN2/MAP1LC3A/PPP1R15B/IL18RAP/SPHK1/TRPA1	42	82	-0.6248049271831274	0.5126182669585743
GO:0001562	response to protozoan	0.01130952380952381	30/16283	0.6333333333333333	6.138432539682539	9.554588608039028	2.941320784601225e-12	2.1165125140562078e-10	1.5330717973145888e-10	BATF/GBP4/BATF2/GBP6/DEFA1/GBP1/GBP2/IRF8/IL4R/IL10/IL12B/IRF4/ARG1/GBP7/MYD88/NKG7/BCL3/IER3/CD40	19	5	1.3792457685300974	2.087875831740081
GO:0001656	metanephros development	0.01130952380952381	90/16283	0.2111111111111111	2.04614417989418	3.375488350510487	0.001825954046192057	0.013465179999750703	0.009753350176900513	SPRY1/BASP1/YAP1/EGR1/FBN1/GREM1/GDNF/HES1/FMN1/LIF/MYC/NF1/NKX3-1/PDGFA/PDGFB/LGR4/BCL2/SIX1/STAT1	19	5	1.3792457685300974	2.087875831740081
GO:0001659	temperature homeostasis	0.02023809523809524	184/16283	0.18478260869565216	1.7909614389233952	3.6597569651541066	5.481716414646666e-4	0.005070773127269907	0.0036729569139659457	CEBPB/GADD45G/CNR1/DDIT3/EDNRB/EGR1/ACSL1/KDM6B/ALPL/GRB10/IL1A/IL1B/IL4R/IL15/IL18/IRF4/JAK2/LCN2/ACHE/ATF4/G0S2/PLAC8/LGR4/PRLR/PTGS2/ARRDC3/NOD2/STAT3/TNF/VEGFA/CXCR4/IL18R1/SQSTM1/PTGES	34	1	3.5706052264139188	4.263950296496423
GO:0001660	fever generation	0.004166666666666667	11/16283	0.6363636363636364	6.16780303030303	5.815262192353306	2.788276360768001e-5	4.4121891671782535e-4	3.1959191035703404e-4	CNR1/EDNRB/IL1A/IL1B/PTGS2/TNF/PTGES	7	NA	NA	NA
GO:0001755	neural crest cell migration	0.01011904761904762	56/16283	0.30357142857142855	2.9422937925170065	4.938297969522176	3.030291150406212e-5	4.752748085426328e-4	3.4425990874696567e-4	SEMA3A/SEMA6B/SEMA4D/SEMA3C/EDN1/EDNRB/GDNF/HIF1A/LAMA5/KITLG/SEMA4C/SEMA3F/SEMA4A/PHACTR4/TWIST1/SEMA7A/NRP2	17	4	1.4911636847340828	2.19674537125914
GO:0001773	myeloid dendritic cell activation	0.006547619047619048	29/16283	0.3793103448275862	3.6763752052545153	4.892753569984299	8.104202216505273e-5	0.0010552443114672388	7.643542301040762e-4	UBD/BATF/BATF2/CSF2/CLEC4D/IL10/IRF4/ITGB8/BATF3/RELB/SLAMF1	11	6	0.6503805053680729	1.4055506770074655
GO:0001774	microglial cell activation	0.008928571428571428	45/16283	0.3333333333333333	3.230753968253968	5.082520465150941	2.5749354463705346e-5	4.141707932091524e-4	2.999999093430835e-4	CLU/STAP1/IFNG/IFNGR2/IL6/JAK2/LDLR/MMP8/CCL3/TLR2/TLR3/TNF/C5AR1/CST7/SPHK1	15	6	0.9605354336719123	1.6884337755467262
GO:0001776	leukocyte homeostasis	0.020833333333333332	112/16283	0.3125	3.0288318452380953	7.307588763473357	9.903447116834062e-10	4.231247780667353e-8	3.064856265630752e-8	ADA/MERTK/TNFSF13B/TRAF3IP2/SLC15A4/CSF1/GPR183/FCAR/FLT3/SLC7A11/HIF1A/HCAR2/FAS/IL2RA/IL6/IL7R/JAK3/LGALS9/LYN/MIR17HG/KITLG/NF1/P2RX7/GCNT4/PDE4B/PMAIP1/PPP2CA/AXL/BCL2/CXCL6/SKIL/SPTA1/TNFAIP3/AIM2/CHST3	35	10	1.2970076702931252	2.0083320145572037
GO:0001779	natural killer cell differentiation	0.005357142857142857	24/16283	0.375	3.6345982142857145	4.380872078025103	4.012725573604432e-4	0.003964016188028887	0.0028712900970847654	RASGRP1/MERTK/IL15/IL15RA/NFIL3/AXL/PRDM1/SLAMF1/PGLYRP1	9	2	1.5483220985740314	2.252582568590075
GO:0001780	neutrophil homeostasis	0.005357142857142857	21/16283	0.42857142857142855	4.153826530612244	4.9051008916308785	1.2014971191332014e-4	0.0014837964145302139	0.0010747710778772023	MERTK/CSF1/FCAR/SLC7A11/HCAR2/IL6/GCNT4/PDE4B/AXL	9	4	0.8551749180140861	1.5907335720121767
GO:0001781	neutrophil apoptotic process	0.002380952380952381	8/16283	0.5	4.846130952380952	3.6905919938225953	0.005617734695789912	0.032627726746321015	0.02363352323838103	FCAR/SLC7A11/HCAR2/IL6	4	2	0.7373918823577027	1.4833806459541825
GO:0001782	B cell homeostasis	0.005357142857142857	36/16283	0.25	2.423065476190476	2.899192258492225	0.00928835164126553	0.04684866602850363	0.03393429906656418	ADA/TNFSF13B/TRAF3IP2/HIF1A/IL7R/LYN/MIR17HG/BCL2/TNFAIP3	9	NA	NA	NA
GO:0001783	B cell apoptotic process	0.005357142857142857	26/16283	0.34615384615384615	3.3550137362637362	4.076124018418713	7.926164750311313e-4	0.0069023263991246035	0.00499962172114843	ADA/TRAF3IP2/FOXP1/IL10/LYN/MIR17HG/BCL2/BCL6/NFKBIZ	9	1	2.2414692791339768	2.9374296025587054
GO:0001787	natural killer cell proliferation	0.004761904761904762	15/16283	0.5333333333333333	5.169206349206349	5.479228492718694	4.175001733440581e-5	6.300289591567287e-4	4.5635431983512243e-4	ELF4/HLA-E/IL12B/IL15/IL18/JAK2/IL23A/SLAMF1	8	NA	NA	NA
GO:0001794	type IIa hypersensitivity	0.002976190476190476	11/16283	0.45454545454545453	4.405573593073593	3.8322481029073554	0.003149432150616415	0.020426487838343273	0.01479569443373576	FCGR1A/FCGR2A/FCGR3B/HLA-E/C3	5	2	0.9605354336719124	1.6884337755467262
GO:0001836	release of cytochrome c from mitochondria	0.007738095238095238	54/16283	0.24074074074074073	2.3333223104056438	3.3286920551069987	0.0027835479539268567	0.019085590584798386	0.013824430739874292	PPIF/CLU/IFI6/HGF/IFI27/MCL1/MMP9/PLAUR/PMAIP1/BCL2/BCL2A1/BID/TNFSF10	13	10	0.3066089662652485	1.11380508823768
GO:0001837	epithelial to mesenchymal transition	0.019642857142857142	169/16283	0.1952662721893491	1.8925718512256973	3.9561461997835314	2.3307347543893462e-4	0.0025370864300964286	0.0018377097359449355	SPRY1/PDPN/FERMT2/LRG1/JAG1/EDN1/SPRED2/FOXC1/PHLDB1/HEY1/BAMBI/GCNT2/GREM1/BCL9L/HGF/HIF1A/FOXA1/HPN/IL1B/IL6/SPRED3/LOXL2/MDK/MSX1/NCAM1/PPP2CA/EPB41L5/BMP2/SNAI1/TWIST1/VEGFA/WNT5A/KBTBD8	33	39	-0.12280938286540886	0.7972506328322901
GO:0001866	NK T cell proliferation	0.0035714285714285713	9/16283	0.6666666666666666	6.461507936507936	5.558711588705951	7.625387328709484e-5	0.0010063155941903094	7.2891326954378e-4	ELF4/IL12B/IL15/IL18/JAK2/IL23A	6	NA	NA	NA
GO:0001885	endothelial cell development	0.0125	64/16283	0.328125	3.1802734375	5.927565850179147	8.811983021821946e-7	2.2477132812378664e-5	1.628105582664982e-5	MARVELD2/S1PR3/EDNRB/CLIC4/PPP1R16B/TJP3/GSTM3/ICAM1/IL1B/MET/MYD88/AMOTL2/PDE4D/RAP2C/RAP1B/RDX/TJP1/TNF/VEGFA/TJP2/RAPGEF2	21	28	-0.24343737065402343	0.7200693315807065
GO:0001889	liver development	0.017261904761904763	143/16283	0.20279720279720279	1.965563603063603	3.9335494450778516	2.8028624439134254e-4	0.0029938074479050275	0.0021685304171330188	ADA/CDKN2B/CEBPB/DNAAF1/E2F7/CYP1A1/HGF/HLX/HPN/HES1/IL6/IL10/ITGA2/MDK/MET/NF1/UPB1/ERRFI1/RELA/CEACAM1/TGFA/TNF/TNFAIP3/XBP1/SLC7A5/ARID5B/PNPT1/CFLAR/ALDH1A2	29	10	1.1089554387901859	1.828263877908553
GO:0001890	placenta development	0.01904761904761905	147/16283	0.21768707482993196	2.109880142533204	4.584841003684375	3.328040347357995e-5	5.158839867242461e-4	3.736747056682661e-4	ADA/DNAJB6/CEBPB/ADM/CSF2/E2F7/CTSB/CYP27B1/HEY1/LDOC1/GATA2/GHSR/GJB2/HIF1A/HES1/BIRC2/IL10/ITGB8/JUNB/LIF/MME/NDP/PDGFB/PPARG/PTGS2/PRDM1/SNAI1/PHLDA2/FOSL1/RSPO3/ADAM19/SOCS3	32	14	0.8709232749822253	1.6052435149880047
GO:0001892	embryonic placenta development	0.010714285714285714	84/16283	0.21428571428571427	2.076913265306122	3.356322932967394	0.00199639415373948	0.014320409690412473	0.010372826088463594	DNAJB6/CEBPB/ADM/CSF2/E2F7/HEY1/GATA2/HIF1A/HES1/IL10/JUNB/LIF/PDGFB/PRDM1/SNAI1/PHLDA2/RSPO3/SOCS3	18	1	2.934616459693922	3.628469153105476
GO:0001893	maternal placenta development	0.005952380952380952	35/16283	0.2857142857142857	2.7692176870748297	3.5538804376527726	0.002177235260285617	0.01543939858849842	0.01118335298578679	CTSB/CYP27B1/LDOC1/GHSR/GJB2/JUNB/LIF/NDP/PTGS2/PRDM1	10	7	0.40091964573648975	1.1909838130949022
GO:0001909	leukocyte mediated cytotoxicity	0.02142857142857143	146/16283	0.2465753424657534	2.389872798434442	5.721732594520311	5.016772187078409e-7	1.344888418465412e-5	9.741546488345444e-6	RASGRP1/LILRB1/RNF19B/FCGR1A/FCGR2A/FCGR3B/STAP1/GZMB/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/ICAM1/IL7R/IL12B/IL18/ARG1/LAG3/LGALS9/MYD88/NKG7/P2RX7/IL23A/SERPINB9/TREM1/ARL8B/B2M/SLAMF7/PVR/NECTIN2/CEACAM1/CXCL6/TAP2/ULBP2/IL18RAP	36	38	-0.009822519472518502	0.8744451003914
GO:0001910	regulation of leukocyte mediated cytotoxicity	0.01488095238095238	95/16283	0.2631578947368421	2.550595238095238	5.141041671904522	7.914393109994063e-6	1.550223246416029e-4	1.1228865989869423e-4	RASGRP1/LILRB1/STAP1/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/ICAM1/IL7R/IL12B/ARG1/LAG3/LGALS9/P2RX7/IL23A/SERPINB9/B2M/PVR/NECTIN2/CEACAM1/CXCL6/TAP2/ULBP2/IL18RAP	25	55	-0.7442126585665129	0.45883787066740594
GO:0001911	negative regulation of leukocyte mediated cytotoxicity	0.005357142857142857	25/16283	0.36	3.4892142857142856	4.224605916684047	5.699959394244433e-4	0.005223179948934979	0.003783351063994048	LILRB1/HLA-A/HLA-B/HLA-E/HLA-F/IL7R/LGALS9/SERPINB9/CEACAM1	9	25	-0.977406545734224	0.3679282014124242
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	0.010714285714285714	68/16283	0.2647058823529412	2.5655987394957984	4.3879726936655	1.3173116339398015e-4	0.0016080611302879435	0.0011647808131678246	RASGRP1/STAP1/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/IL12B/ARG1/LAG3/P2RX7/IL23A/B2M/PVR/NECTIN2/TAP2/ULBP2/IL18RAP	18	32	-0.5311194431058045	0.5584616038789673
GO:0001913	T cell mediated cytotoxicity	0.009523809523809525	59/16283	0.2711864406779661	2.628410008071025	4.250091433987409	2.263345439084384e-4	0.002467660194829482	0.0017874216310673958	LILRB1/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/IL7R/IL12B/P2RX7/IL23A/B2M/PVR/NECTIN2/CEACAM1/TAP2/ULBP2	16	6	1.0250739548094836	1.7489493520003045
GO:0001914	regulation of T cell mediated cytotoxicity	0.009523809523809525	49/16283	0.32653061224489793	3.1648202137998056	5.147478924128348	1.870731099684723e-5	3.165425197387319e-4	2.2928397845015474e-4	LILRB1/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/IL7R/IL12B/P2RX7/IL23A/B2M/PVR/NECTIN2/CEACAM1/TAP2/ULBP2	16	21	-0.22768901368588437	0.7298326642723315
GO:0001916	positive regulation of T cell mediated cytotoxicity	0.007738095238095238	39/16283	0.3333333333333333	3.230753968253968	4.730695129718182	8.854426768225544e-5	0.0011399032276382265	8.256759543608476e-4	HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/IL12B/P2RX7/IL23A/B2M/PVR/NECTIN2/TAP2/ULBP2	13	13	0.04424470179775742	0.9130027512842391
GO:0001935	endothelial cell proliferation	0.023809523809523808	152/16283	0.2631578947368421	2.550595238095238	6.514439689422114	1.7108897461759867e-8	6.123372934481175e-7	4.4353956274521034e-7	LRG1/EGF/EGR3/ERN1/F3/FLT1/RICTOR/PPP1R16B/GATA2/GHSR/HIF1A/HMOX1/NR4A1/IL10/IL12B/ITGB3/LOXL2/MDK/MMP14/NRARP/NF1/PDGFB/DLL4/PPARG/JCAD/PROK2/CCL2/CCL24/BMP6/STAT1/STAT3/STAT5A/THBS1/TNF/VEGFA/WNT5A/XBP1/NRP2/ALDH1A2/ACVRL1	40	17	0.8999108118554776	1.6320401020525048
