ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000302	response to reactive oxygen species	0.04878048780487805	194/16034	2.0055268606595253e-4	0.0034708149232288905	0.0028064181793571123	IL6/GCH1/NCF1/TNFAIP3/STAT1/PLK3/ADPRS/TXN/PRKCD/PRDX1	10	10	0.6980133702111182
GO:0000303	response to superoxide	0.014634146341463415	25/16034	0.003849557707454359	0.03427467939530907	0.02771368842022482	GCH1/ADPRS/PRDX1	3	2	1.1034784783192826
GO:0000305	response to oxygen radical	0.014634146341463415	26/16034	0.004311093397948754	0.036612697855169914	0.029604154392787217	GCH1/ADPRS/PRDX1	3	1	1.796625658879228
GO:0001562	response to protozoan	0.024390243902439025	28/16034	2.5167475850509117e-5	6.47388453430318e-4	5.234628653499405e-4	GBP4/BATF2/BCL3/GBP2/MYD88	5	NA	NA
GO:0001959	regulation of cytokine-mediated signaling pathway	0.07317073170731707	144/16034	4.783806263204147e-10	4.567710187176649e-8	3.693341532426577e-8	IL6/ISG15/USP18/OAS3/IRF7/CCL5/OAS1/IRAK2/TNFAIP3/PARP14/PARP9/STAT2/IKBKE/NR1H3/ADAR	15	2	2.712916390753383
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.04878048780487805	67/16034	1.232701338204227e-8	8.752179501250012e-7	7.07680363390119e-7	IL6/ISG15/USP18/OAS3/CCL5/OAS1/PARP14/STAT2/NR1H3/ADAR	10	7	1.0546883141498506
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.01951219512195122	58/16034	0.006425043094851532	0.04974001751377992	0.04021859202516959	IRF7/PARP14/PARP9/IKBKE	4	8	0.004866189651172906
GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.03902439024390244	73/16034	4.107687938517921e-6	1.537052419156233e-4	1.2428239324648106e-4	TNIP3/OAS1/NFKBIA/TNFAIP3/IFI35/NINJ1/NR1H3/TNIP2	8	1	2.777454911890954
GO:0002221	pattern recognition receptor signaling pathway	0.1073170731707317	181/16034	1.335676244709942e-15	4.623109402002287e-13	3.738136016444799e-13	RSAD2/OASL/TNIP3/RIGI/BIRC3/OAS3/IRF7/CLEC4E/OAS1/IRAK2/NFKBIA/IFIH1/TNFAIP3/IFI35/DHX58/DDX60/TNIP1/IRF1/NINJ1/NR1H3/TNIP2/MYD88	22	7	1.8431456745141206
GO:0002224	toll-like receptor signaling pathway	0.03414634146341464	65/16034	1.872937482433075e-5	5.459119883007563e-4	4.4141141552744053e-4	TNIP3/BIRC3/IRF7/IRAK2/TNIP1/IRF1/MYD88	7	11	0.24602824646806107
GO:0002230	positive regulation of defense response to virus by host	0.04390243902439024	31/16034	1.2101505697618461e-10	1.2410766398779822e-8	1.0035049753931567e-8	IL27/RIGI/PARP9/ZC3H12A/STAT1/LILRB1/DTX3L/APOBEC3F/APOBEC3G	9	28	-0.4369665626278664
GO:0002262	myeloid cell homeostasis	0.03414634146341464	168/16034	0.005900540671931706	0.046284977678693745	0.037424929205900515	IL6/PDE4B/ISG15/STAT1/ALAS1/ADAR/PRDX1	7	NA	NA
GO:0002286	T cell activation involved in immune response	0.04878048780487805	116/16034	2.3553755313297527e-6	9.452224414858094e-5	7.642843257266796e-5	IL6/IL27/CLEC4E/JAK3/ICAM1/RELB/BCL3/ZC3H12A/LILRB1/JUNB	10	2	2.3074512826452187
GO:0002287	alpha-beta T cell activation involved in immune response	0.03414634146341464	71/16034	3.3536133273980094e-5	7.869623138614481e-4	6.363189605152156e-4	IL6/IL27/JAK3/RELB/BCL3/ZC3H12A/JUNB	7	NA	NA
GO:0002292	T cell differentiation involved in immune response	0.03902439024390244	79/16034	7.466764746972403e-6	2.584433948045823e-4	2.0897116601066183e-4	IL6/IL27/CLEC4E/JAK3/RELB/BCL3/ZC3H12A/JUNB	8	NA	NA
GO:0002293	alpha-beta T cell differentiation involved in immune response	0.03414634146341464	71/16034	3.3536133273980094e-5	7.869623138614481e-4	6.363189605152156e-4	IL6/IL27/JAK3/RELB/BCL3/ZC3H12A/JUNB	7	NA	NA
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	0.03414634146341464	70/16034	3.0557368063104584e-5	7.554763586315767e-4	6.108601679532279e-4	IL6/IL27/JAK3/RELB/BCL3/ZC3H12A/JUNB	7	NA	NA
GO:0002367	cytokine production involved in immune response	0.03902439024390244	121/16034	1.6299043837123052e-4	0.0029582871078225425	0.0023920004099289307	RSAD2/IL6/IL1B/RIGI/JAK3/LILRB1/BST2/MYD88	8	NA	NA
GO:0002371	dendritic cell cytokine production	0.014634146341463415	18/16034	0.0014585686682167239	0.01682823600955045	0.013606910339021809	RIGI/JAK3/BST2	3	NA	NA
GO:0002467	germinal center formation	0.01951219512195122	14/16034	2.3493596970778803e-5	6.255170193469856e-4	5.057781453122117e-4	TNFAIP3/BCL3/NFKB2/TNFSF13B	4	NA	NA
GO:0002507	tolerance induction	0.014634146341463415	30/16034	0.006484704341810961	0.04974001751377992	0.04021859202516959	IDO1/TNFAIP3/CD274	3	1	1.796625658879228
GO:0002532	production of molecular mediator involved in inflammatory response	0.024390243902439025	80/16034	0.003600173746448701	0.032471925419923296	0.026256024545504502	IL6/GBP5/NCF1/ZC3H12A/MYD88	5	2	1.6143041020852733
GO:0002534	cytokine production involved in inflammatory response	0.01951219512195122	56/16034	0.00567304505457343	0.045139832632511	0.03649899222951508	IL6/GBP5/ZC3H12A/MYD88	4	NA	NA
GO:0002544	chronic inflammatory response	0.014634146341463415	20/16034	0.0019997269176080623	0.021545695855473636	0.01742133587447204	IDO1/CCL5/TNFAIP3	3	NA	NA
GO:0002548	monocyte chemotaxis	0.03902439024390244	65/16034	1.6832831797221508e-6	7.062138067652478e-5	5.710276432645957e-5	CXCL10/CCL8/CCL4/CCL15/IL6/CCL20/CCL5/CCL3	8	23	-0.3580393040381956
GO:0002634	regulation of germinal center formation	0.00975609756097561	8/16034	0.004329643637605312	0.036612697855169914	0.029604154392787217	TNFAIP3/TNFSF13B	2	NA	NA
GO:0002676	regulation of chronic inflammatory response	0.014634146341463415	10/16034	2.3131384822154362e-4	0.003881866943790632	0.0031387850409392236	IDO1/CCL5/TNFAIP3	3	1	1.796625658879228
