GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0030450669914738123	30/16034	0.18781771006559894	0.4879929804159578	0.4019848853823582	TYMP/TWNK/SLC25A33/TP53/FLCN	5		21	3	2.978612980495038	0.007154539289812899	0.8864416481747204
GO:0000003	reproduction	1410	0	0	1	1	1		0		0	0	0	0	0
GO:0000012	single strand break repair	11	0.001218026796589525	11/16034	0.31290458957639566	0.6457169597377127	0.5319102291765694	LIG4/APLF	2		11	2	1.5602258469259722	0.24831659610670118	1.0673457334084768
GO:0000017	alpha-glucoside transport	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	132	0.010353227771010963	131/16034	0.18366688919928592	0.4852474504900164	0.39972325134890824	IL7R/CD40/CGAS/RIF1/KPNA2/MRNIP/BCL6/KPNA1/PPP4R2/APLF/TFRC/MAD2L2/ALYREF/WDR48/MORF4L1/HMCES/POGZ	17		89	12	12.623645488764685	-0.05066503159901331	0.8460054841388093
GO:0000019	regulation of mitotic recombination	7	0	0	1	1	1		0		0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	6.090133982947625e-4	11/16034	0.6954196093973529	0.8376420632737482	0.6900087958427705	AURKC	1		8	1	1.1347097068552525	-0.12637685333470958	0.7948895609867035
GO:0000023	maltose metabolic process	3	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	25	0	0	1	1	1		0		0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	17	0	0	1	1	1		0		0	0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	35	0.0018270401948842874	33/16034	0.6710450882468542	0.8306771972496337	0.6842714779247532	ELOVL7/ACSL1/ELOVL5	3		24	2	3.4041291205657576	-0.531841961442874	0.5580955045183105
