ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	0.009122006841505131	39/16034	0.001049388260997729	0.02087402033851776	0.017133184857511686	PNRC1/DCP1A/ETF1/GSPT1/HNRNPAB/RNPS1/SMG1/SECISBP2	8	25	-0.8710361584311771	0.40717316827635536
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.01596351197263398	66/16034	1.0438126553122923e-5	8.732720876575928e-4	7.167729007686267e-4	ZFP36/NOCT/AGO2/DCP1A/RC3H1/RC3H2/DIS3/PDE12/SAMD4B/HNRNPU/DHX36/CNOT4/MLH1/SYNCRIP	14	12	0.422548804584446	1.2090148421643439
GO:0000380	alternative mRNA splicing, via spliceosome	0.019384264538198404	71/16034	1.9058818124086171e-7	4.337024652317049e-5	3.559785987303e-5	WTAP/KHDRBS3/SRSF12/RBM17/SFPQ/RBM47/TRA2B/YTHDC1/RBM25/DDX5/SRSF6/HNRNPU/HNRNPA1/STRAP/RNPS1/KHDRBS1/RBMX	17	12	0.6167048190254035	1.3758048902521056
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	0.01596351197263398	56/16034	1.304154117557445e-6	1.9023930191754625e-4	1.5614649569459718e-4	WTAP/KHDRBS3/SRSF12/RBM47/TRA2B/YTHDC1/RBM25/DDX5/SRSF6/HNRNPU/HNRNPA1/RNPS1/KHDRBS1/RBMX	14	38	-0.7301307053539394	0.4649157377042705
GO:0000956	nuclear-transcribed mRNA catabolic process	0.027366020524515394	124/16034	5.2500605002996926e-8	2.2975072450926886e-5	1.8857707189740432e-5	ZFP36/PNRC1/ZC3H12A/NOCT/AGO2/DCP1A/RC3H1/ETF1/GSPT1/HNRNPAB/DDX5/RC3H2/DIS3/PDE12/SAMD4B/HNRNPU/DHX36/CNOT4/RNPS1/XRN2/MLH1/SYNCRIP/SMG1/SECISBP2	24	62	-0.6806824299399583	0.48681407033521135
GO:0001732	formation of cytoplasmic translation initiation complex	0.0068415051311288486	16/16034	1.312270940587797e-4	0.004829899830245061	0.003964332950378309	EIF5/EIF2S2/EIF3J/EIF3B/EIF3I/EIF3M	6	2	1.3670104134252974	2.076015106205797
GO:0001776	leukocyte homeostasis	0.020524515393386546	102/16034	9.421700524997224e-6	8.121220346471093e-4	6.665815554846521e-4	IL2RA/PDE4B/SLC7A11/GPR183/IL7R/TNFAIP3/HIF1A/JAK3/SPTA1/LYN/IL20RB/P2RX7/MIR17HG/RC3H1/SKIL/RC3H2/PPP2R3C/BCL10	18	10	0.8561847896593067	1.5916629900558756
GO:0001778	plasma membrane repair	0.00798175598631699	28/16034	6.151130334886555e-4	0.014225114014296589	0.01167582976703327	CHMP1B/ARL8B/CHMP4B/CHMP5/CHMP2B/VPS4A/CHMP7	7	17	-0.618905070243715	0.5154092861402888
GO:0001782	B cell homeostasis	0.010262257696693273	34/16034	6.384735621620764e-5	0.0030782000806271635	0.0025265555055762456	IL7R/TNFAIP3/HIF1A/LYN/MIR17HG/RC3H1/RC3H2/PPP2R3C/BCL10	9	NA	NA	NA
GO:0001889	liver development	0.019384264538198404	138/16034	0.001420421757720923	0.02615138957823408	0.021464796175268315	MET/HES1/SLC7A5/TNFAIP3/DNAAF1/ARID5B/TGFA/XBP1/JUN/CDKN2B/CFLAR/CEBPB/ELK1/EZH2/RB1CC1/FBXW7/MED1	17	10	0.7990263758193582	1.539290833459004
GO:0001890	placenta development	0.021664766248574687	147/16034	4.2029108177572984e-4	0.010968054881752877	0.009002468559908921	GJB2/LIF/SOCS3/PTGS2/ADM/CYP27B1/SNAI1/HES1/FOSL1/HIF1A/PRDM1/JUNB/CEBPB/DNAJB6/BIRC2/NCOA1/MAP2K1/ASH1L/MED1	19	14	0.5737797743083696	1.3382168616535304
GO:0001892	embryonic placenta development	0.014823261117445839	86/16034	7.64375273428938e-4	0.016725118963604724	0.013727808554375583	LIF/SOCS3/ADM/SNAI1/HES1/HIF1A/PRDM1/JUNB/CEBPB/DNAJB6/NCOA1/MAP2K1/MED1	13	1	2.8333474822187243	3.5273583629210288
GO:0001893	maternal placenta development	0.00798175598631699	35/16034	0.002502085119411207	0.03594535920285443	0.029503587426124703	GJB2/LIF/PTGS2/CYP27B1/PRDM1/JUNB/ASH1L	7	7	0.26839812475718766	1.0832389956477992
GO:0001959	regulation of cytokine-mediated signaling pathway	0.02280501710376283	144/16034	1.1193036060205223e-4	0.004471092777991014	0.003669827749427453	WNT5A/IRAK2/IL7/TNFAIP3/HIF1A/CCL5/RIPK2/PTPN1/RABGEF1/PTPN2/CASP4/IRAK3/OTUD4/TBK1/CYLD/RBM47/CDC37/XIAP/MED1/UBE2K	20	125	-1.5641833389911224	0.20776095425006996
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.010262257696693273	58/16034	0.004003069384940859	0.04928504270625782	0.04045266478151922	WNT5A/IL7/HIF1A/RIPK2/CASP4/TBK1/RBM47/MED1/UBE2K	9	46	-1.363018694395688	0.2531738690331624
GO:0002183	cytoplasmic translational initiation	0.00798175598631699	37/16034	0.003483814135404612	0.04453801936250975	0.03655635601337637	EIF5/EIF4A1/EIF2S2/EIF3J/EIF3B/EIF3I/EIF3M	7	18	-0.6760634840836636	0.4889042124763595
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	0.010262257696693273	54/16034	0.002428320537233217	0.03569693937033533	0.029299686939117504	NFKBIZ/CLCF1/NBN/CD40/LIG4/MAD2L2/RIF1/SUPT6H/MLH1	9	1	2.465622702093407	3.1605693957188734
GO:0002208	somatic diversification of immunoglobulins involved in immune response	0.010262257696693273	54/16034	0.002428320537233217	0.03569693937033533	0.029299686939117504	NFKBIZ/CLCF1/NBN/CD40/LIG4/MAD2L2/RIF1/SUPT6H/MLH1	9	1	2.465622702093407	3.1605693957188734
GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.013683010262257697	73/16034	5.587313457099871e-4	0.013244260940600487	0.010870755480567996	TNIP3/NFKBIA/TNFAIP3/RIPK2/NINJ1/LYN/TNIP2/SRC/PIK3AP1/PAK2/EP300/MAP3K7	12	48	-1.117896236362703	0.32140471047607433
