ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000041	transition metal ion transport	0.013944223107569721	93/16034	0.001870411346639605	0.022559451140081767	0.018410794393775878	CP/SLC31A2/SLC25A28/SLC30A4/ABCB6/TFRC/SLC11A2/ATOX1/B2M/FTH1/SLC39A1/ATP13A1/SLC39A13/COX17	14	NA	NA
GO:0000101	sulfur amino acid transport	0.00597609561752988	13/16034	6.956969960242914e-5	0.0016446276986014248	0.0013421825834877069	SLC1A2/SLC7A11/SLC43A2/SLC3A2/MFSD12/CTNS	6	NA	NA
GO:0000302	response to reactive oxygen species	0.03286852589641434	194/16034	1.369555918342216e-7	8.61071859298138e-6	7.027217489187048e-6	IL6/IL1A/EDN1/GCH1/NCF1/AXL/STAT1/MET/TNFAIP3/NR4A3/MAP1LC3A/KDM6B/TXN/PLK3/PPIF/SRC/TREX1/HIF1A/SPHK1/BAK1/ADPRS/NFE2L2/HMOX1/RIPK1/ZNF277/PRDX1/RELA/BCL2/ERN1/NQO1/MMP9/PPP1R15B/CHUK	33	205	-1.0475065543817306
GO:0001562	response to protozoan	0.0099601593625498	28/16034	4.118466436998739e-6	1.5212585401664093e-4	1.241500869363699e-4	IL12B/GBP4/BATF2/IRF4/IER3/BCL3/CD40/GBP2/MYD88/LYST	10	NA	NA
GO:0001660	fever generation	0.0049800796812749	11/16034	3.2033965597875655e-4	0.005651365274132691	0.004612085793227534	TNF/PTGES/IL1B/PTGS2/IL1A	5	11	-0.009461497074072841
GO:0001704	formation of primary germ layer	0.01593625498007968	120/16034	0.0033071981605277607	0.034532758177948875	0.0281822242357043	WNT5A/MMP8/INHBA/SNAI1/ETS2/LAMB1/EPB41L5/DUSP1/KDM6B/DUSP5/MMP14/ITGA5/ITGB3/BMPR2/MMP9/GRB2	16	127	-1.2926025009286128
GO:0001773	myeloid dendritic cell activation	0.00796812749003984	29/16034	3.022654809851654e-4	0.005479720836264809	0.004472006567239354	CSF2/ITGB8/BATF2/SLAMF1/IRF4/BATF3/RELB/PSEN1	8	29	-0.508858425016441
GO:0001774	microglial cell activation	0.008964143426294821	43/16034	0.0011652257544079118	0.015758545099658485	0.012860567040098884	TNF/IL6/MMP8/STAP1/CCL3/TLR3/JAK2/IFNGR2/SPHK1	9	47	-0.8739271610836419
GO:0001776	leukocyte homeostasis	0.02091633466135458	102/16034	1.0959711268507458e-6	5.262232823936859e-5	4.2945143466521855e-5	IL6/CXCL6/IL2RA/PDE4B/IL7R/HCAR2/AXL/JAK3/TNFSF13B/CHST3/TNFAIP3/SLC7A11/LYN/ADA/PMAIP1/HIF1A/BAK1/TRAF3IP2/BCL2/PPP2R3C/ADAM17	21	103	-0.8112106872160155
GO:0001779	natural killer cell differentiation	0.00597609561752988	25/16034	0.0037556897080786656	0.0378773484210664	0.030911748234985537	SLAMF1/IL15RA/AXL/IL15/PRDM1/RASGRP1	6	25	-0.6481204923499486
