ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000018	regulation of DNA recombination	0.02023121387283237	131/16034	9.93538925573155e-9	1.1755862442628456e-6	1.0145792282628778e-6	CHEK1/POLQ/RAD51/RMI2/TNFSF4/BLM/KPNA2/PARPBP/H1-4/PARP3/CD40/H1-2/BCL6/TIMELESS/ALYREF/FOXP3/RBBP8/CLCF1/MAD2L2/RUVBL2/RUVBL1/CGAS/NSD2/PARP1/IL27RA/RTEL1/YEATS4/PPP4C/ZRANB3/RPA2/MSH6/SIRT6/PPP4R2/MRGBP/FBH1/PAXIP1/SUPT6H/RIF1/TRRAP/FUS/BRD8/STAT6	42	89	-0.5551686540250906	0.5463813305119349
GO:0000022	mitotic spindle elongation	0.0038535645472061657	11/16034	8.941188014137463e-6	3.977696870340015e-4	3.432915824481959e-4	KIF4A/BIRC5/AURKB/KIF23/CDCA8/PRC1/RACGAP1/INCENP	8	8	0.19579809742368096	1.0263545907482703
GO:0000070	mitotic sister chromatid segregation	0.036608863198458574	195/16034	3.571239102163733e-20	1.255111982455444e-16	1.083213207672084e-16	DLGAP5/KIF4A/BIRC5/KIF14/TPX2/KIF18B/CDCA5/AURKB/MYBL2/CDC20/KIF2C/NCAPG/NEK2/CCNB1/KIF15/CDT1/TTK/BUB1B/TRIP13/DSCC1/ESPL1/BUB1/CENPF/KIF23/CDCA8/ZWINT/CENPE/PLK1/KIF11/HASPIN/NUSAP1/ESCO2/NUF2/SPC24/PRC1/KIF18A/SGO1/SPAG5/NDC80/CHMP4C/MAD2L1/RACGAP1/NCAPH/NCAPG2/SMC2/INCENP/KNSTRN/TUBG1/MAD2L2/RAN/ZWILCH/SPDL1/FBXO5/NCAPD2/KIF3B/SMC4/MZT1/NCAPD3/KNTC1/RRS1/KPNB1/NUDC/NUP62/NCAPH2/DRG1/SMC1A/BAZ1B/CHMP1A/EML3/TPR/KMT5A/EML4/CLASP1/BECN1/INO80/IK	76	110	-0.17394892808240417	0.7638593974326231
GO:0000075	cell cycle checkpoint signaling	0.03468208092485549	186/16034	5.50848509038952e-19	1.2906380566782645e-15	1.1138736693303443e-15	CDC45/BIRC5/DTL/AURKB/CDC20/CDK1/GTSE1/TICRR/CCNB1/CDC6/CDT1/TTK/BUB1B/E2F1/TRIP13/BUB1/CENPF/CLSPN/CHEK1/CDCA8/ZWINT/PLK1/RAD51/HASPIN/NUF2/SPC24/ORC1/CDKN1A/NDC80/MUC1/BLM/CHMP4C/H2AX/MAD2L1/BRCA1/NBN/EME1/DNA2/WDR76/TIPIN/TIMELESS/BRCA2/DOT1L/INCENP/RBBP8/BRSK1/CDK2/MAD2L2/NABP2/ZWILCH/SPDL1/CAMSAP3/MDM2/PLK3/TELO2/KNTC1/SDE2/PTPN11/RFWD3/ATRIP/TP53/PRKDC/PRPF19/MDC1/THOC5/RPA2/TOPBP1/NSUN2/TPR/FBXO31/CCAR2/IK	72	106	-0.19097487767233087	0.7529605707422947
GO:0000076	DNA replication checkpoint signaling	0.0052986512524084775	18/16034	2.2165355022951187e-6	1.331626328686529e-4	1.1492482320941762e-4	CDC45/TICRR/CDC6/CDT1/CLSPN/ORC1/DNA2/TIPIN/TIMELESS/CAMSAP3/TOPBP1	11	12	0.10878672043405105	0.9603490780642097
GO:0000077	DNA damage checkpoint signaling	0.018304431599229287	121/16034	9.145029740809607e-8	8.136761271917815e-6	7.022359279984779e-6	DTL/CDK1/GTSE1/TICRR/E2F1/CLSPN/CHEK1/PLK1/RAD51/CDKN1A/MUC1/BLM/H2AX/BRCA1/NBN/EME1/WDR76/TIPIN/BRCA2/DOT1L/BRSK1/CDK2/MDM2/PLK3/TELO2/SDE2/PTPN11/RFWD3/ATRIP/TP53/PRKDC/PRPF19/MDC1/THOC5/RPA2/TOPBP1/FBXO31/CCAR2	38	72	-0.4432818618659886	0.6044424460634616
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.01348747591522158	100/16034	4.693134256959469e-5	0.0015783751527353158	0.0013622026050293338	CDC25A/PKMYT1/CCNB1/CDC6/CDC25C/CCNB2/CCNA2/PLK1/CDKN3/CDKN1A/CCNA1/GADD45A/PDGFB/CCNF/BLM/CCNE1/SRC/TNFAIP3/CDKN2C/CDKN2A/CCND2/CCNE2/GTPBP4/IPO5/CCNK/HEXIM1/GTF2H1/CNPPD1	28	32	0.06226670479915821	0.9260808011184293
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	0.004335260115606936	22/16034	0.0010215053744861205	0.018177623486741623	0.0156880359044997	E2F7/E2F1/E2F2/GFI1/TFDP1/ID2/E2F4/ZPR1/BRD4	9	NA	NA	NA
GO:0000086	G2/M transition of mitotic cell cycle	0.022639691714836225	134/16034	4.2293905831567315e-11	6.6063080908908145e-9	5.701515305434444e-9	CDC25A/KIF14/DTL/AURKB/PKMYT1/CDK1/TICRR/CCNB1/MELK/CDC6/CDC25C/CCNA2/CENPF/CLSPN/CHEK1/PLK1/AURKA/FOXM1/ORC1/CDKN1A/HSPA2/BLM/CHMP4C/CIT/BRCA1/CDK6/NBN/GPR132/WEE1/RRM1/RBBP8/BRSK1/CDK2/NABP2/MASTL/FBXO5/PLK3/RCC2/AVEN/ENSA/DNM2/ARPP19/TOPBP1/KHDRBS1/SIN3A/TAF2/BRD4	47	33	0.5494381376672594	1.317072208390411
GO:0000212	meiotic spindle organization	0.003371868978805395	15/16034	0.0015022936260643896	0.02467201377945466	0.02129296155191608	ASPM/CCNB2/ESPL1/AURKA/NDC80/TUBG1/FBXO5	7	4	0.7554138853591035	1.4996653297758211
