ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0001562	response to protozoan	0.019230769230769232	28/16034	7.812378919481982e-5	0.002039543185127058	0.0016831328871394745	BATF2/GBP4/GBP2/CD40/MYD88	5	NA	NA
GO:0001776	leukocyte homeostasis	0.03076923076923077	102/16034	2.529505805932871e-4	0.005004022355215028	0.004129569138551408	IL6/TNFSF13B/AXL/PMAIP1/HCAR2/BAK1/LYN/BTK	8	NA	NA
GO:0001780	neutrophil homeostasis	0.015384615384615385	20/16034	2.667470119618526e-4	0.005212203884039881	0.004301370932313503	IL6/AXL/HCAR2/BTK	4	1	2.6324420904965393
GO:0001783	B cell apoptotic process	0.015384615384615385	27/16034	8.838289333668914e-4	0.013795643967030157	0.011384854328901696	HSH2D/BAK1/LYN/BTK	4	1	2.6324420904965393
GO:0001959	regulation of cytokine-mediated signaling pathway	0.057692307692307696	144/16034	1.2450224327038687e-8	1.0435253810952161e-6	8.611692560835346e-7	USP18/ZBP1/ISG15/IL6/OAS3/IRF7/PARP9/STAT2/NLRC5/PARP14/AXL/OAS1/ADAR/TRIM56/RIPK1	15	2	3.2610507499189136
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.03461538461538462	67/16034	1.270378466919688e-6	5.698810446674938e-5	4.702942967973997e-5	USP18/ISG15/IL6/OAS3/STAT2/NLRC5/PARP14/OAS1/ADAR	9	7	1.4974621576575549
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.03076923076923077	58/16034	4.082020505099344e-6	1.6457259884482796e-4	1.3581352699844186e-4	ZBP1/IRF7/PARP9/NLRC5/PARP14/AXL/TRIM56/RIPK1	8	8	1.2461477293766487
GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.023076923076923078	73/16034	0.001178036219437404	0.0170547516314006	0.014074432726962668	ACOD1/IFI35/OAS1/SCIMP/NMI/LYN	6	1	3.037907198604704
GO:0002221	pattern recognition receptor signaling pathway	0.08461538461538462	181/16034	1.8928817193392657e-13	3.768017672559726e-11	3.109556350782991e-11	ACOD1/RSAD2/OAS3/IRF7/TNF/RIGI/AIM2/IFI35/IFIH1/DHX58/DDX60/TLR3/OASL/OAS1/SCIMP/IRF1/CD40/UNC93B1/NMI/MYD88/LYN/BTK	22	7	2.391280033679651
GO:0002224	toll-like receptor signaling pathway	0.03076923076923077	65/16034	9.747160004142456e-6	3.449411623688191e-4	2.8466267286951714e-4	IRF7/TLR3/SCIMP/IRF1/CD40/UNC93B1/MYD88/BTK	8	11	0.9276939982581143
