ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.012482662968099861	66/16034	0.0026637533850510766	0.04195604607063058	0.034622698460160445	NOCT/BTG2/AGO2/DCP1A/TENT4A/SAMD4B/RC3H1/DHX36/DIS3	9	12	0.7789876226195082	1.5210465857119793
GO:0000302	response to reactive oxygen species	0.024965325936199722	194/16034	0.0029273357783128422	0.043581212655758865	0.0359638079758117	IL6/IL1A/EDN1/GCH1/AREG/STK26/FOSL1/IL10/TNFAIP3/KDM6B/MAP1LC3A/NR4A3/PPP1R15B/BCL2/PLK3/SPHK1/RELA/RHOB	18	82	-0.44967779429679944	0.6009951658916209
GO:0001562	response to protozoan	0.009708737864077669	28/16034	1.8670746676283884e-4	0.006997023271650113	0.005774038536549499	IL12B/IER3/IL10/CD40/GBP2/IRF4/GBP4	7	5	1.4031419316925018	2.111065108125535
GO:0001657	ureteric bud development	0.018030513176144243	95/16034	3.200267096274576e-4	0.010229559647738851	0.008441571411845011	HS3ST3A1/HES1/HS3ST3B1/FGF2/LAMA5/SDC4/MYC/VEGFA/BCL2/GPC3/BASP1/SMAD7/GDF11	13	6	1.8398595833047708	2.539255424444068
GO:0001660	fever generation	0.005547850208044383	11/16034	0.0010384050441506337	0.021619513447948442	0.017840715822067754	IL1B/IL1A/PTGS2/TNF	4	NA	NA	NA
GO:0001763	morphogenesis of a branching structure	0.030513176144244106	199/16034	9.21268930426783e-5	0.004206870057091714	0.0034715662482247642	TNF/NKX3-1/HS3ST3A1/EDN1/AREG/HS3ST3B1/SOCS3/FGF2/WNT5A/ADM/IL10/LAMA5/NRARP/CSF1/MYC/VEGFA/BCL2/GPC3/PRDM1/BTBD7/KRAS/SETD2	22	15	1.4496619473273946	2.1562984108700927
GO:0001776	leukocyte homeostasis	0.030513176144244106	102/16034	6.710132006539007e-10	4.926593458851875e-7	4.0654917642734805e-7	IL6/CXCL6/HCAR2/IL2RA/IL7R/GCNT4/SLC7A11/TNFAIP3/PMAIP1/PDE4B/KITLG/SPTA1/CSF1/MIR17HG/ADA/BCL2/ADAM17/LYN/GPR183/SKIL/TRAF3IP2/RC3H1	22	10	1.855127055435559	2.554336671527524
GO:0001780	neutrophil homeostasis	0.008321775312066574	20/16034	1.8251706005373034e-4	0.006935648282041753	0.005723391062413627	IL6/HCAR2/GCNT4/SLC7A11/PDE4B/CSF1	6	4	1.4721348031794534	2.1781896683795083
GO:0001782	B cell homeostasis	0.011095700416088766	34/16034	1.0309155006176567e-4	0.004517737766416409	0.003728098499686942	IL7R/TNFAIP3/MIR17HG/ADA/BCL2/LYN/TRAF3IP2/RC3H1	8	NA	NA	NA
GO:0001783	B cell apoptotic process	0.009708737864077669	27/16034	1.4563556455954418e-4	0.005862101169011579	0.004837485419287783	NFKBIZ/IL10/MIR17HG/ADA/BCL2/LYN/TRAF3IP2	7	1	3.012579844126602	3.7063307690547243
