ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000302	response to reactive oxygen species	0.023751522533495738	194/16034	2.8558660395088556e-5	8.92162022204172e-4	7.349196866162736e-4	IL6/IL1A/GCH1/NCF1/TNFAIP3/MAP1LC3A/STAT1/EDN1/SRC/SPHK1/FOSL1/KDM6B/PPP1R15B/TRPA1/PPIF/HIF1A/PLK3/MMP9/TXN/BCL2/NR4A3/RELA/ADPRS/TREX1/NFE2L2/PRKCD/SIRPA/RIPK1/PRDX1/EZH2/PTK2B/ZNF277/JUN/CASP3/ERN1/CRK/PPP2CB/CAMKK2/AGAP3	39	82	-0.3279954473435755	0.6692714653814315
GO:0000956	nuclear-transcribed mRNA catabolic process	0.015834348355663823	124/16034	2.9249504440910767e-4	0.005866342917305742	0.004832408005575572	ZC3H12A/SSB/NANOS1/XRN1/DCP1A/PNRC1/SMG9/PELO/TENT4A/NOCT/BTG2/IGF2BP1/DDX5/PATL1/PNRC2/ZFP36/ETF1/HNRNPAB/CNOT4/RC3H1/SYNCRIP/POLR2D/GSPT1/CNOT9/RNPS1/PDE12	26	62	-0.4538756932325785	0.5987410824000711
GO:0001562	response to protozoan	0.0060901339829476245	28/16034	2.863962106735796e-4	0.0057879732808419635	0.004767850910298308	BATF2/GBP2/CD40/IER3/NKG7/GBP4/BCL3/MYD88/IRF8/IL4R	10	5	1.1083093343509764	1.8276503204465848
GO:0001660	fever generation	0.0030450669914738123	11/16034	0.0030462398879390054	0.032016217364865915	0.026373402864979887	IL1B/TNF/IL1A/PTGS2/PTGES	5	NA	NA	NA
GO:0001704	formation of primary germ layer	0.014007308160779537	120/16034	0.002263139044841122	0.026681425365179073	0.021978860655161834	ATOH8/WNT5A/INHBA/DUSP5/SOX17/KDM6B/DUSP1/LEF1/LAMB1/FOXF1/MMP9/ETS2/DUSP2/LAMA3/MMP14/TXNRD1/ITGA5/SOX7/SCX/ARMC5/LAMB3/CDC73/GRB2	23	18	0.6602846118240161	1.414340383554138
GO:0001706	endoderm formation	0.008526187576126675	57/16034	0.001474291007192503	0.019247274303381114	0.01585496854518782	INHBA/DUSP5/SOX17/DUSP1/LAMB1/MMP9/DUSP2/LAMA3/MMP14/ITGA5/SOX7/LAMB3/CDC73/GRB2	14	13	0.4892701259447531	1.265365166035282
GO:0001773	myeloid dendritic cell activation	0.0054811205846528625	29/16034	0.0018129400261623007	0.022362146090417045	0.01842084844211806	BATF2/SLAMF1/BATF3/RELB/ITGB8/CAMK4/PSEN1/NOTCH2/SPI1	9	6	0.8206272618991955	1.5590262816615283
GO:0001774	microglial cell activation	0.006699147381242387	43/16034	0.0032824000054605383	0.03407563497246093	0.02806985093732273	TNF/STAP1/IL6/CCL3/LDLR/SPHK1/IFNGR2/TLR2/C1QA/JAK2/JUN	11	6	1.0212979573613468	1.7453959391590788
GO:0001776	leukocyte homeostasis	0.01705237515225335	102/16034	7.910498076089649e-7	4.324618262726753e-5	3.562410211685533e-5	IL6/IL7R/HCAR2/TNFAIP3/PDE4B/GCNT4/SLC7A11/LGALS2/TNFSF13B/ADA/JAK3/KITLG/CXCL6/CSF1/CD74/SKIL/HIF1A/MIR17HG/LYN/PMAIP1/BCL2/IL20RB/ADAM17/CASP3/P2RX7/RC3H1/SH2B3/BCL10	28	10	1.4447815709721894	2.151547693758471
GO:0001780	neutrophil homeostasis	0.004263093788063338	20/16034	0.0027174300144407787	0.030002374703410484	0.02471449721688382	IL6/HCAR2/PDE4B/GCNT4/SLC7A11/CSF1/SH2B3	7	4	0.9747779417264539	1.7017475372596291
