GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	30	0.002086811352253756	30/16283	0.16666666666666666	1.1326516416249304	0.30206440605914026	0.4578215344179767	0.7623382578822766	0.6459345510561241	TYMP/LONP1/SLC25A33/ENDOG/DNAJA3	5	21	-0.9141267660105057	0.39083974645787656
GO:0000012	single strand break repair	13	4.1736227045075126e-4	13/16283	0.07692307692307693	0.5227622961345834	-0.7149994562302793	0.8738163680306723	0.9327109510774282	0.7902925285724871	APLF	1	11	-1.8769375135195534	0.1524667306384574
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.013772954924874792	140/16283	0.2357142857142857	1.6018930360124015	2.970874302849951	0.003515368167206899	0.05041231712224854	0.042714709764818184	TNFSF4/CLCF1/IL7R/TBX21/CD40/TFRC/ACTB/IL10/KPNA2/PRMT1/MAD2L2/UBQLN4/H1-10/SIRT6/PELI1/PIAS4/RPA2/SLC15A4/H1-4/CGAS/RNF126/H1-0/MAGEF1/NBN/KAT5/VPS72/C1QBP/MORF4L2/PPP4C/SENP3/APLF/FBH1/TERF2IP	33	89	-0.47117104898684237	0.5895252142509201
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000022	mitotic spindle elongation	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0.001669449081803005	15/16283	0.26666666666666666	1.8122426265998886	1.3072462044902624	0.16855046997866577	0.47303811107668614	0.4008085082330221	EIF6/MRTO4/DHX30/BOP1	4	15	-0.8007980807035022	0.43511067072317394
GO:0000028	ribosomal small subunit assembly	18	0.002086811352253756	18/16283	0.2777777777777778	1.8877527360415507	1.5652881683319637	0.11308641896322048	0.3895198875399817	0.3300429318404007	ERAL1/RPS27L/MRPS7/RRP7A/XRCC5	5	8	0.05095413003308144	0.9178585477141199
