ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0006289	nucleotide-excision repair	0.016129032258064516	82/16283	0.1951219512195122	3.2027930763178603	5.09332612721568	2.9604463640441144e-5	0.020229936154902466	0.018199782726410717	ACTB/ACTL6A/DDB2/ERCC4/ERCC6/GTF2H1/GTF2H4/MNAT1/OGG1/POLR2I/RPA2/SMARCC1/SMARCD1/SMARCD2/DPF3/BCL7B	16	46	-0.3380162049256813	0.6634336499830893
GO:0006694	steroid biosynthetic process	0.025201612903225805	181/16283	0.13812154696132597	2.267170513277491	4.3664269802860884	1.0470161058850897e-4	0.029270337775774938	0.026332944591061364	ACLY/NR0B1/AKR1B1/APOB/ASAH1/BGLAP/BMP6/CES1/CFTR/CYP3A7/CYP11A1/CYB5R3/HSD17B10/HMGCR/IFNG/IGF1R/LIPA/MVD/MSMO1/TM7SF2/HSD17B8/ACOX2/PDE8B/MBTPS1/NR1D1	25	60	-0.15743226803026755	0.7745366637259603
GO:0007565	female pregnancy	0.025201612903225805	184/16283	0.1358695652173913	2.230205776647966	4.274437688433968	1.3662850435264287e-4	0.03411727610772453	0.030693473653256004	ADRA2B/AGRP/AMBP/ANGPT2/AR/ARHGDIB/STS/BCL2/PRDM1/BMPR2/CAD/CRHBP/CTSB/DSG2/EPO/EPOR/ESR1/FUT7/GHSR/ITGB3/PSG5/SLC2A1/TRO/PARP2/MAGED2	25	53	-0.03337961936028862	0.8579686688833769
GO:0008203	cholesterol metabolic process	0.02217741935483871	138/16283	0.15942028985507245	2.6167747779336135	4.858048107077587	3.0380347971653964e-5	0.020229936154902466	0.018199782726410717	ABCA1/ACLY/APOB/APP/CAT/CEBPA/CES1/CFTR/CYP2D6/CYP11A1/CYB5R3/HMGCR/LIPA/LIPC/MVD/MSMO1/TM7SF2/CUBN/NR0B2/APOL1/SCARF1/MBTPS1	22	57	-0.23397234515260182	0.7259259089984236
GO:0009791	post-embryonic development	0.018145161290322582	88/16283	0.20454545454545456	3.3574734237536656	5.6479316531159185	4.776837183027111e-6	0.009542528412627158	0.008584898263671882	ACVR2B/APOB/ASL/ATM/BAX/BCL2/PRDM1/BMP4/ATN1/GABRG2/GATA3/JAK2/SMAD2/MMUT/ZFX/ALDH5A1/SGPL1/BCL2L11	18	3	2.5097959385516875	3.2045908470562607
GO:0014075	response to amine	0.01310483870967742	52/16283	0.25	4.103578629032258	5.709309054868036	1.009446393183935e-5	0.012099224468702643	0.01088501984397498	ASIC1/ADORA2A/ASS1/CAD/CNR2/TRDMT1/DRD1/EDNRA/HPRT1/JAK2/KCNC2/UROS/HDAC6	13	NA	NA	NA
GO:0016125	sterol metabolic process	0.02217741935483871	149/16283	0.1476510067114094	2.423590062784153	4.446300622782623	9.952524569907807e-5	0.029270337775774938	0.026332944591061364	ABCA1/ACLY/APOB/APP/CAT/CEBPA/CES1/CFTR/CYP2D6/CYP11A1/CYB5R3/HMGCR/LIPA/LIPC/MVD/MSMO1/TM7SF2/CUBN/NR0B2/APOL1/SCARF1/MBTPS1	22	69	-0.42502758191531104	0.6143672503583043
GO:0033028	myeloid cell apoptotic process	0.010080645161290322	39/16283	0.2564102564102564	4.208798593879239	5.109989866457867	8.446131517766316e-5	0.02664087693998607	0.023967360462049347	ANXA1/BCL2/CCR5/CTSL/EPO/GAS6/GATA1/GHSR/LIPA/CCL5	10	3	1.9220092736495684	2.6204658450519354
GO:0033033	negative regulation of myeloid cell apoptotic process	0.007056451612903226	19/16283	0.3684210526315789	6.047379032258065	5.606874096441583	8.034360732647408e-5	0.02664087693998607	0.023967360462049347	BCL2/CCR5/EPO/GAS6/GATA1/GHSR/CCL5	7	5	1.0545087059448452	1.7767007335561762
GO:0042129	regulation of T cell proliferation	0.02620967741935484	178/16283	0.14606741573033707	2.397596502355926	4.77532801921052	2.9205950963397098e-5	0.020229936154902466	0.018199782726410717	AIF1/ANXA1/ARG1/ARG2/BID/BMI1/BMP4/CD1D/CD3E/CD86/CD81/CEBPB/EFNB1/EPO/ERBB2/NCKAP1L/HLA-DMB/IL2RA/IL12RB1/IRF1/JAK2/LMO1/CD46/PTPN6/CCL5/RIPOR2	26	86	-0.47821428890839324	0.5858048859327222
