ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	0.005594405594405594	10/16034	6.637508202941027e-4	0.009546405240514089	0.00770271659443976	PATL2/NOCT/DCP1A/PATL1	4	2	1.9914124823736497	2.689185679002197
GO:0001516	prostaglandin biosynthetic process	0.008391608391608392	29/16034	0.0015169920356031185	0.01856342409498082	0.014978286718774516	CD74/PTGES/PTGS2/TBXAS1/CBR1/PLA2G4A	6	13	0.5250754135802226	1.2960376700482827
GO:0001562	response to protozoan	0.009790209790209791	28/16034	1.773029360158457e-4	0.0032633659272287125	0.0026331150048727915	GBP4/BATF2/GBP2/CLEC7A/IRF8/IL4R/CD40	7	5	1.6347375384349172	2.337258545951174
GO:0001773	myeloid dendritic cell activation	0.011188811188811189	29/16034	2.8016469042293928e-5	7.300925397952239e-4	5.890904251467222e-4	BATF2/CSF2/UBD/BATF3/RELB/CAMK4/PYCARD/NOTCH2	8	6	1.5859473742654853	2.2894145342124785
GO:0001776	leukocyte homeostasis	0.02097902097902098	102/16034	4.4570792723006434e-5	0.0010673515357108936	8.612148949355015e-4	IL6/GCNT4/PMAIP1/LGALS9/TNFAIP3/CD74/JAK3/TNFSF13B/CXCL6/CSF1/IL7R/SLC7A11/TCIRG1/SH2B3/DOCK10	15	10	1.7037304099218686	2.4050578746027993
GO:0001780	neutrophil homeostasis	0.006993006993006993	20/16034	0.0015410745306813484	0.01856342409498082	0.014978286718774516	IL6/GCNT4/CSF1/SLC7A11/SH2B3	5	4	1.521408853127914	2.2262732779426266
GO:0001906	cell killing	0.027972027972027972	181/16034	1.706046264758366e-4	0.003230441560319438	0.00260654929129118	HLA-F/IL12A/HLA-B/HLA-C/LGALS9/TAP2/CLEC7A/IL12RB1/RNF19B/KLRC1/ICAM1/CXCL6/B2M/IL23A/C3/IL7R/KLRD1/HLA-A/MR1/CD55	20	119	-0.4851259177438343	0.58217243164381
GO:0001909	leukocyte mediated cytotoxicity	0.023776223776223775	134/16034	9.652501208875503e-5	0.00204882122433551	0.001653134226562507	HLA-F/IL12A/HLA-B/HLA-C/LGALS9/TAP2/IL12RB1/RNF19B/KLRC1/ICAM1/CXCL6/B2M/IL23A/IL7R/KLRD1/HLA-A/MR1	17	38	0.49389248614353454	1.2693083803367753
GO:0001910	regulation of leukocyte mediated cytotoxicity	0.022377622377622378	92/16034	2.7433270890115022e-6	9.37719077698477e-5	7.566182367847855e-5	HLA-F/IL12A/HLA-B/HLA-C/LGALS9/TAP2/IL12RB1/KLRC1/ICAM1/CXCL6/B2M/IL23A/IL7R/KLRD1/HLA-A/MR1	16	55	0.06352083882101463	0.9269950342561127
GO:0001911	negative regulation of leukocyte mediated cytotoxicity	0.009790209790209791	25/16034	8.090232622116086e-5	0.0017750661131382467	0.0014322491934316162	HLA-F/HLA-B/LGALS9/KLRC1/IL7R/KLRD1/HLA-A	7	25	0.0252996260008168	0.8993757891901424
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	0.015384615384615385	64/16034	1.1006340587791567e-4	0.002228360648235954	0.0017979993632282988	HLA-F/IL12A/HLA-B/HLA-C/TAP2/IL12RB1/B2M/IL23A/KLRD1/HLA-A/MR1	11	32	0.2304246718123483	1.0532866738287494
GO:0001913	T cell mediated cytotoxicity	0.01818181818181818	57/16034	9.841657816020421e-7	3.895224567182819e-5	3.1429433547797706e-5	HLA-F/IL12A/HLA-B/HLA-C/TAP2/IL12RB1/KLRC1/B2M/IL23A/IL7R/KLRD1/HLA-A/MR1	13	6	2.071455190047186	2.7685480900655173
