GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0020964360587002098	30/16283	0.13333333333333333	1.137875611460517	0.275372422322944	0.473624810923961	0.7651724234208019	0.6135485578739295	TYMP/SESN2/SLC25A33/METTL4	4	c(""5442"", ""92667"", ""3980"", ""1890"", ""5428"", ""84275"", ""142"", ""11232"", ""7156"", ""56652"", ""79736"", ""1763"", ""6240"", ""4358"", ""10000"", ""201973"", ""55186"", ""2021"", ""50484"", ""4976"", ""291"")	21	2	2.777411657766163	-0.3283722550810491	0.6690512484080718
GO:0000012	single strand break repair	13	5.241090146750524e-4	13/16283	0.07692307692307693	0.6564666989195291	-0.4514252799291395	0.8022673828547524	0.9132662039531763	0.7322965977856699	LIG4	1	c(""55247"", ""7515"", ""3981"", ""55775"", ""200558"", ""54840"", ""7141"", ""1161"", ""7374"", ""2074"", ""23411"")	11	1	1.454834677877514	-0.3748922707159421	0.6422834718908556
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.015723270440251572	140/16283	0.21428571428571427	1.828728661275831	3.587760029562941	7.193305517960601e-4	0.010086875437813747	0.008088095818530431	IL7R/IL10/CLCF1/CD40/NBN/HELB/PELI1/BCL6/MRNIP/H1-0/H1-10/CGAS/ANKLE1/TFRC/RIF1/PPP4R2/UBE2B/SMCHD1/FUS/KPNA2/MAD2L2/UBQLN4/STAT6/KAT5/KLHL15/TERF2IP/KPNA1/HMCES/EXOSC3/MLH1	30	c(""6118"", ""23347"", ""26122"", ""10459"", ""54556"", ""10856"", ""2074"", ""57634"", ""8741"", ""25"", ""3575"", ""387893"", ""64769"", ""151987"", ""84717"", ""80314"", ""10933"", ""4361"", ""4437"", ""9025"", ""10721"", ""196528"", ""22891"", ""3565"", ""10097"", ""23514"", ""158880"", ""26168"", ""8607"", ""641"", ""51588"", ""29072"", ""2956"", ""7014"", ""6502"", ""51548"", ""55929"", ""3838"", ""9643"", ""55183"", ""1111"", ""84893"", ""10524"", ""10902"", ""51149"", ""2521"", ""55086"", ""7037"", ""115004"", ""1387"", ""64110"", ""54537"", ""1457"", ""7158"", ""3276"", ""54799"", ""56893"", ""5888"", 
""8295"", ""60"", ""51750"", ""80311"", ""10635"", ""55135"", ""57162"", ""142"", ""6944"", ""7040"", ""154288"", ""55257"", ""7454"", ""23028"", ""8914"", ""8089"", ""55010"", ""3836"", ""149840"", ""5347"", ""10111"", ""5531"", ""708"", ""92797"", ""55658"", ""57599"", ""56979"", ""112441434"", ""86"", ""4436"", ""63979"")	89	16	11.770935121008977	0.30695535459006995	1.1140840875176428
GO:0000019	regulation of mitotic recombination	7	0.0010482180293501049	7/16283	0.2857142857142857	2.4383048817011077	1.386644928478565	0.1937222793234409	0.4635351946390252	0.3716826972450631	ANKLE1/MLH1	2	c(""7014"", ""10111"", ""4361"")	3	0	0.3967730939665947	-Inf	0
GO:0000022	mitotic spindle elongation	12	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	5.241090146750524e-4	15/16283	0.06666666666666667	0.5689378057302585	-0.6084958444407731	0.8459259469790512	0.9308456802964776	0.7463925871711627	BRIX1	1	c(""29960"", ""29997"", ""23246"", ""92170"", ""81554"", ""22907"", ""26164"", ""22868"", ""6125"", ""55794"", ""6135"", ""4839"", ""54471"", ""23195"", ""23212"")	15	0	1.9838654698329734	-Inf	0
GO:0000028	ribosomal small subunit assembly	18	5.241090146750524e-4	18/16283	0.05555555555555555	0.47411483810854876	-0.8132784592713465	0.8940307908581449	0.9589031366059794	0.7688902770112453	RRP7A	1	c(""64745"", ""27349"", ""2197"", ""26284"", ""6223"", ""7520"", ""81554"", ""5591"")	8	0	1.058061583910919	-Inf	0
GO:0000038	very long-chain fatty acid metabolic process	35	0.0020964360587002098	33/16283	0.12121212121212122	1.0344323740550156	0.07213339759372744	0.5512010055880923	0.8068921044289565	0.6470012142086661	ELOVL7/ACSL1/ELOVL5/ACOX1	4	c(""8529"", ""225"", ""51"", ""83401"", ""6785"", ""5828"", ""30"", ""10965"", ""201562"", ""5825"", ""215"", ""79993"", ""10998"", ""23205"", ""54898"", ""122970"", ""9200"", ""9524"", ""641371"", ""28965"", ""64834"", ""401494"", ""51495"", ""60481"")	24	3	3.1741847517327577	-0.05643853959740736	0.8420337076552229
