ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000045	autophagosome assembly	0.016079632465543645	106/16034	1.1048184956045981e-4	0.004223957855516865	0.0036114273756699174	RUFY4/NUPR1/SMCR8/MAP1LC3B2/ATG2A/CTSD/GABARAPL1/STX17/MAP1LC3B/TCIRG1/C9orf72/SEC22B/TOM1/AMBRA1/MOAP1/PIKFYVE/ATG12/RAB1A/PIP4K2C/STX12/RAB5A	21	109	-1.2640768527273507
GO:0000101	sulfur amino acid transport	0.004594180704441042	13/16034	3.0014442885850217e-4	0.009008540497935324	0.007702181433127427	SLC7A11/SLC43A2/MFSD12/SLC38A7/SLC3A2/CTNS	6	NA	NA
GO:0000302	response to reactive oxygen species	0.022970903522205207	194/16034	4.858177129300112e-4	0.0129289335216683	0.011054064944655068	NR4A3/SRC/IL1A/HMOX1/PLK3/NCF1/GCH1/SPHK1/EDN1/TNFAIP3/AXL/SESN2/TREX1/AGAP3/JUN/STAT1/RHOB/PDE8A/OSER1/NFE2L2/HIF1A/BAK1/ZNF277/RIPK1/TXN/TRPM2/CASP3/ERN1/PRDX1/FER	30	205	-1.5390640056978828
GO:0001562	response to protozoan	0.006125574272588055	28/16034	0.0013442881057291304	0.02732393197182976	0.023361595761455273	BATF2/GBP4/IER3/CD40/MYD88/GBP2/GBP6/BCL3	8	NA	NA
GO:0001660	fever generation	0.004594180704441042	11/16034	9.321547314213305e-5	0.0037655533584397523	0.003219497672178141	PTGES/IL1A/EDNRB/IL1B/CNR1/TNFRSF11A	6	11	-0.22338721179194546
GO:0001763	morphogenesis of a branching structure	0.023736600306278714	199/16034	3.463907764985104e-4	0.009844548484291737	0.008416957060981504	SRC/RSPO3/CSF1/SOCS3/PROX1/GDNF/SIX4/ADM/SIX1/EPHA7/PML/GLI3/EGF/PRDM1/EDN1/DLL4/SPRY1/NKX3-1/WNT5A/BCL11A/LAMA5/VEGFA/TBX3/FZD5/HS3ST3A1/CTNNB1/GNA13/SHOX2/CTSZ/CTSH/MAP3K13	31	203	-1.4964701827782712
GO:0001776	leukocyte homeostasis	0.018376722817764167	102/16034	1.6371948728451953e-6	1.6178004105053367e-4	1.383197676377876e-4	GCNT4/TNFSF13B/SLC7A11/CSF1/KITLG/ADA/PDE4B/P2RX7/SPTA1/LYN/TNFAIP3/AXL/PMAIP1/SKIL/TRAF3IP2/TSC22D3/SOS1/CHST3/HIF1A/BAK1/GPR183/TCIRG1/CASP3/PPP2R3C	24	103	-1.07392656610332
GO:0001782	B cell homeostasis	0.007656967840735069	34/16034	2.649885637362944e-4	0.008066452819328052	0.0068967090896096175	TNFSF13B/ADA/LYN/TNFAIP3/TRAF3IP2/SOS1/HIF1A/BAK1/CASP3/PPP2R3C	10	34	-0.8410268398437457
GO:0001783	B cell apoptotic process	0.006891271056661562	27/16034	1.865756380036438e-4	0.006340610174060339	0.005421136750013977	ADA/HSH2D/LYN/NFKBIZ/TRAF3IP2/IRS2/BCL6/BAK1/FNIP1	9	27	-0.7158636968897397
GO:0001845	phagolysosome assembly	0.004594180704441042	19/16034	0.003100942585991043	0.049178652419309805	0.04204708894376939	RAB20/P2RX7/RAB39A/ARL8B/PIKFYVE/SPG11	6	19	-0.7699309181600154
GO:0001916	positive regulation of T cell mediated cytotoxicity	0.006891271056661562	38/16034	0.0028724134020448266	0.04600875631255342	0.039336870241417146	IL23A/P2RX7/TAP2/B2M/HLA-C/HLA-B/HLA-E/HFE/IL12RB1	9	40	-1.108906284999347
GO:0001959	regulation of cytokine-mediated signaling pathway	0.03522205206738132	144/16034	1.552885320686875e-16	4.987091207385899e-13	4.2638961673807506e-13	STAP1/CSF1/HSPA1B/CXCR4/ISG15/IL1RN/CARD16/IRF7/CASP1/IRAK2/TICAM2/USP18/IL7/SPHK1/RIPK2/STAT2/OAS1/EDN1/OAS3/PARP14/TNFAIP3/PARP9/WNT5A/AXL/RBM47/ZBP1/TREX1/TRIM56/NLRC5/ROBO1/ADAR/CASP4/HIF1A/RNF185/CYLD/RIPK1/OTUD4/PTPN6/XIAP/TRAF2/CASP8/TBK1/IKBKE/VRK2/SPPL2A/YTHDF3	46	165	-0.8945554856331155
GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.013016845329249618	67/16034	1.8409622085513683e-5	0.0010464159527013661	8.946716201222624e-4	STAP1/ISG15/IL1RN/CARD16/USP18/STAT2/OAS1/OAS3/PARP14/TREX1/NLRC5/ROBO1/ADAR/CYLD/OTUD4/XIAP/YTHDF3	17	87	-1.2499461828199974
GO:0001961	positive regulation of cytokine-mediated signaling pathway	0.018376722817764167	58/16034	5.0776933898951914e-12	2.174268309553121e-9	1.8589702747426816e-9	CSF1/HSPA1B/CXCR4/IRF7/CASP1/TICAM2/IL7/RIPK2/EDN1/PARP14/PARP9/WNT5A/AXL/RBM47/ZBP1/TRIM56/NLRC5/CASP4/HIF1A/RNF185/RIPK1/TRAF2/TBK1/IKBKE	24	59	-0.5167350217794037
GO:0002053	positive regulation of mesenchymal cell proliferation	0.005359877488514548	24/16034	0.0023528161087650835	0.039720586852934704	0.03396056959967229	SIX1/TBX1/WNT5A/STAT1/IRS2/CTNNB1/SHOX2	7	24	-0.8493950895142623
GO:0002158	osteoclast proliferation	0.0038284839203675345	11/16034	0.0010828579175758367	0.023737871688019108	0.02029556226331288	CSF1/TNFAIP3/NMB/JUNB/TCIRG1	5	11	-0.4057087685859002
GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.01225114854517611	73/16034	2.1088536955090259e-4	0.006906050144225818	0.005904580348980407	SRC/TNIP3/TICAM2/NINJ1/IFI35/RIPK2/OAS1/LYN/TNFAIP3/NFKBIA/PELI1/SCIMP/WDFY1/PRKCE/NMI/TLR1	16	78	-1.2013715126714406
