ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000045	autophagosome assembly	0.018843120070113933	106/16034	2.522531394247482e-11	1.2035838125752818e-8	9.911335632555546e-9	CTSD/RUFY4/ELAPOR1/RALB/SH3GLB1/PINK1/TOM1/MAP1LC3B2/ATG3/MTMR3/ATG7/LRRK2/VMP1/TCIRG1/GABARAP/WDR45/MFN2/RAB7A/GABARAPL2/ATG16L2/NSFL1C/ATG9A/PSEN1/PHF23/UBXN2B/RAB1B/RAB43/MAP1LC3B/ULK1/ATG2A/CHMP4B/UBQLN2/TBC1D14/PIP4K2C/RAB1A/STX12/WIPI1/GABARAPL1/BECN1/STING1/ATG13/PIK3C3/WIPI2	43	109	-0.8187145788157909
GO:0000272	polysaccharide catabolic process	0.003943908851884312	20/16034	8.946744406437878e-4	0.013711316855862075	0.011291067718166502	MGAM/PYGL/CHIT1/PPP1R3B/GAA/AOAH/PYGM/PPP1R3D/GABARAPL1	9	20	-0.6870745084979814
GO:0000302	response to reactive oxygen species	0.020157756354075372	194/16034	2.6824142844325603e-4	0.00545622523815492	0.004493121214920894	AQP1/SDC1/MMP9/HP/HBB/ARG1/TRPM2/SPHK1/SLC8A1/IL18RAP/PRKCD/PINK1/FOS/ADAM9/STAT1/MPO/SIRPA/NCF1/CYP1B1/PPIF/CD36/MAPK3/LRRK2/TPM1/NFE2L2/HMOX1/PDGFRB/KDM6B/PTK2B/SESN2/PXN/CAMKK2/OSER1/HYAL2/SRC/MAP3K5/SETX/TXNIP/MAPK1/RIPK1/RIPK3/RELA/STAT6/BECN1/MAPK13/PLK3	46	205	-1.3829353949295227
GO:0000422	autophagy of mitochondrion	0.011831726555652936	90/16034	8.907179453426502e-5	0.00241472285409748	0.0019884887464009164	FZD5/CTTN/GBA1/TSPO/PINK1/MAP1LC3B2/ATG3/ATG7/SQSTM1/GABARAP/WDR45/MFN2/GABARAPL2/CAMKK2/ATG9A/MAP1LC3B/GSK3A/ATG2A/HTRA2/MUL1/MARK2/WIPI1/GABARAPL1/BECN1/ATG13/WIPI2/RNF41	27	92	-1.1145185233249209
GO:0000768	syncytium formation by plasma membrane fusion	0.007449605609114811	59/16034	0.0027697802358379485	0.0299738404237231	0.024683016631847455	DOCK1/FLOT1/MAPK14/SBNO2/TYROBP/ADAM9/CD53/TNFSF14/CFLAR/IL4R/RIPOR2/DOCK5/DOCK2/EHD1/MYH9/PLEKHO1/TCTA	17	62	-1.182487853269085
GO:0001562	response to protozoan	0.0056967572304995615	28/16034	4.3654442559298615e-5	0.0014464576175782415	0.001191136568662344	BATF2/DEFA1/GBP6/GBP2/ARG1/GBP4/BCL3/SLC11A1/MYD88/IL4R/CLEC7A/BATF/CCDC88B	13	NA	NA
GO:0001659	temperature homeostasis	0.020157756354075372	178/16034	2.9611631656359584e-5	0.001070355796790735	8.814222522273116e-4	ALPL/G0S2/ACSL1/LCN2/GRB10/IL1B/NTSR1/IL18R1/TRPM2/SLC25A44/ADIPOR1/STAT3/CCR2/GHRL/TFE3/CD36/ALDH1A1/CEBPB/SQSTM1/MAP2K6/TLE3/KDM6B/NRDC/IL15/MFN2/IL4R/TLR4/ZNF516/GNAS/FLCN/DHRS7B/DECR1/SYK/ADAM17/NR1H2/ZBTB7B/NOTCH1/IP6K1/SIRT6/STAT6/ATF4/ACADVL/PRKAB1/CXCR4/ADIPOR2/HDAC3	46	179	-1.2473112216318694
GO:0001767	establishment of lymphocyte polarity	0.003067484662576687	16/16034	0.004118042421728372	0.04020849878896311	0.03311110722949258	FLOT2/GSN/DOCK8/SNX27/RIPOR2/DOCK2/MYH9	7	NA	NA
GO:0001774	microglial cell activation	0.008326029798422436	43/16034	1.9588837000167384e-6	1.2406841275238757e-4	1.021685126818232e-4	MMP8/CLU/C1QA/CST7/TLR2/GRN/ITGAM/SPHK1/C5AR1/ITGB2/APP/TYROBP/IFNGR2/AIF1/LRRK2/IFNGR1/PTPRC/TLR9/CTSC	19	47	-0.7942754348238278
GO:0001776	leukocyte homeostasis	0.012269938650306749	102/16034	3.520973327129609e-4	0.006617329085467457	0.005449273151722244	FLT3/HCAR2/LYN/CXCR2/SLC46A2/SLC40A1/SLC15A4/SH2B2/JAK3/TCIRG1/STAT5B/FAS/TNFSF13B/TSC22D3/TNFSF14/JAM3/FADD/ADAM17/BCL2L11/NCKAP1L/RIPK3/LIPA/PIK3CD/SASH3/PIK3CB/PDE4B/BCL10/BAP1	28	103	-1.1910912903346413
